,A,Cra
minspan__wt_glc_anaero__2,3.1068431081775056,1.1722754415000018
minspan__wt_trp__1,11.892603903829434,0.4102215775000016
minspan__bw_delcra_glc__2,17.8554729967136,-6.360235395499999
minspan__bw_delcra_trp__1,18.814362716000627,-4.793017605499999
minspan__bw_delmntr__1,10.539561179913454,0.5425909545000005
minspan__bw_delnac_ade__1,1.4622160934873316,-0.7930149014999994
minspan__bw_delnac_glc__1,-1.4495924345978164,-0.09862237649999983
cra_crp__wt_ac__1,-1.9606612141093973,0.9012172285000002
cra_crp__wt_ac__2,-2.320977817456263,1.1057735505000004
cra_crp__wt_fru__1,8.913402244493577,0.7123657575000015
cra_crp__wt_fru__2,8.38939791000978,0.4767649025000011
cra_crp__delcra_ac__1,17.675754247691515,-7.274693064499999
cra_crp__delcra_ac__2,18.05574808039724,-7.274693064499999
cra_crp__delcra_fru__1,14.560784469508828,-7.274693064499999
cra_crp__delcra_fru__2,14.33690554633702,-7.274693064499999
cra_crp__delcra_glc__1,15.110389125446446,-7.274693064499999
cra_crp__delcra_glc__2,14.718793153641256,-7.274693064499999
rpoB__wt_031__1,0.9706884375581616,0.7803328844999999
rpoB__wt_044__1,1.0205874894575448,0.10390239150000102
rpoB__wt_lb__1,2.164377657675712,0.5522476165000008
rpoB__wt_lb__2,2.270684033118493,0.5466030005000011
rpoB__rpoBE546V_031__1,1.2049306809638465,0.567286707500001
rpoB__rpoBE546V_044__1,0.6760619129762807,0.5335004895000006
rpoB__rpoBE546V_lb__1,1.7826829775015511,0.6674809845000009
rpoB__rpoBE546V_lb__2,1.3321390050186597,0.5745490675000005
rpoB__rpoBE546V_glc__1,0.7713579086371708,0.18604348450000074
rpoB__rpoBE672K_glc__1,0.5200959752679486,-0.026718957499999085
rpoB__rpoBE672K_glc__2,0.4588323917752261,-0.025716605499999545
rpoB__rpoBE672K_lb__1,-2.174076802826252,-0.6128218314999998
rpoB__rpoBE672K_lb__2,-1.832996777910802,-0.5361180114999993
crp__wt_fru__1,10.524920088213314,0.29892135849999946
crp__wt_glyc__1,1.5722217766414952,0.4175891165000012
crp__wt_glyc__2,1.6414169629443318,0.4839587995000008
crp__delar1_glyc__1,1.0465606305072537,-0.4726036954999993
crp__delar1_glyc__2,1.5735969487581196,-0.15984145349999768
crp__delar1ar2_glyc__1,-0.0054544760717229,0.07213721450000055
crp__delar1ar2_glyc__2,0.0578827216203833,0.09626005650000112
crp__delar1ar2_glyc__3,-0.3353197149390085,0.14208575950000046
crp__delar2_glyc__1,5.684285369131265,1.5884455015000007
crp__delar2_glyc__2,5.585009971545744,1.538033886500001
crp__delar2_glyc__3,5.434822264280752,1.7052313894999998
crp__delcrp_fru__1,8.200941952626287,-0.17143091549999934
crp__delcrp_fru__2,8.39769551578859,-0.11822346949999928
crp__delcrp_fru__3,8.4015040065707,-0.05512172949999883
crp__delcrp_glc__1,0.3422019801493671,0.07036556050000088
crp__delcrp_glc__2,0.3068441323700633,-0.04259519749999896
crp__delcrp_glc__3,0.1418593855419802,-0.04291467949999905
crp__delcrp_glyc__1,0.3124415632984217,-0.33923043449999923
crp__delcrp_glyc__2,0.3539774881722021,-0.3827568624999991
crp__delcrp_glyc__3,0.2089712618103452,-0.4226533384999991
glu__glu_ale3__1,9.886026979464742,-0.7402779054999993
glu__glu_ale4__1,3.087956141570109,-0.32937850649999945
glu__glu_ale5__1,0.7195123991266807,0.09475872350000004
glu__glu_ale6__1,0.4019926752901206,-0.44824745149999945
glu__glu_ale8__1,11.773535658527273,-0.4052344864999995
glu__glu_ale9__1,6.153814598556688,-0.5522943724999987
glu__glu_ale10__1,7.352551312406802,-0.8425052494999994
42c__wt_42c__1,1.5685024664964036,-0.045471734499999535
42c__42c_ale1__1,13.47894262643996,0.5311776705000009
42c__42c_ale2__1,3.92574757723594,-0.7342239274999987
42c__42c_ale3__1,0.4954010536604757,0.12803218950000073
42c__42c_ale4__1,6.133797724778586,-1.0645376204999994
42c__42c_ale5__1,0.781175441136984,-0.5135051465
42c__42c_ale6__1,12.891001834880912,0.21068480650000065
42c__42c_ale8__1,10.657231781509973,-0.6217082494999993
42c__42c_ale9__1,1.3186503989883824,-0.3956042764999994
42c__42c_ale10__1,9.863718957123634,-0.6379388754999988
ssw__wt_ac__1,1.6016737298106094,-0.2413961184999991
ssw__wt_glc__1,-3.208380751116296,0.1827105745000006
ssw__wt_glyc__1,6.933222789843844,1.1715215855000007
ssw__wt_xyl__1,6.634110137050173,-0.3577239084999988
ssw__glc_ale1__1,3.805557981544623,0.2224382354999994
ssw__glc_ale2__1,5.260102357503603,0.015246928500000756
ssw__glc_ale3__1,9.234487274432476,0.5553166585000007
ssw__glyc_ale1__1,3.2231197998233903,0.4629098115000012
ssw__glyc_ale2__1,8.287538984468222,0.5725965515000011
ssw__xyl_ale1__1,5.299147566160595,0.07566145550000059
ssw__xyl_ale2__1,5.114384488137171,-0.025343930499999168
ssw__xyl_ale3__1,3.2611728501673274,-0.32140536549999954
ssw__glc_ac_ac2__1,10.817418805304992,0.2500812255000007
ssw__glc_ac_glc1__1,2.1465549283537904,-0.514087889499999
ssw__glc_glyc_glc__1,7.228599436656874,-0.7389535914999996
ssw__glc_glyc_glyc__1,5.197540856058033,-0.32820831949999896
ssw__glc_xyl_glc__1,6.463145387330616,-0.482302334499999
ssw__glc_xyl_xyl__1,2.722138125708627,-0.3761572854999988
ica__wt_glc__1,0.3831485525817994,-0.32884017349999883
ica__wt_glc__2,0.0142966541342883,-0.22984599049999946
ica__wt_glc__3,0.4797910298082727,-0.13350469449999913
ica__wt_glc__4,-0.5530229107818876,-0.34789711149999997
ica__arg_sbt__1,3.204341640572973,-0.11815284249999893
ica__arg_sbt__2,2.505733846803909,-0.030527752499998506
ica__cytd_rib__1,2.15443065046728,0.4745797355000008
ica__cytd_rib__2,2.3215491745552894,0.3673520915000008
ica__gth__1,0.7997588445139822,-0.8516950065000001
ica__gth__2,1.1201820065251873,-0.7889611224999991
ica__leu_glcr__1,-2.385457605532887,-0.5439973284999988
ica__leu_glcr__2,-2.1474888869458204,-0.4277183414999994
ica__met_glc__1,-0.2685207812989986,-0.5987970784999996
ica__met_glc__2,0.0989440369854333,-0.5193976304999994
ica__no3_anaero__1,2.508995310582381,-0.3146283824999987
ica__no3_anaero__2,2.4229099242231045,-0.3560574164999988
ica__phe_acgam__1,-1.643254225661229,-0.14346739849999768
ica__phe_acgam__2,-1.3906457501513014,-0.07913743649999994
ica__thm_gal__1,0.4910043465779248,0.22811886750000102
ica__thm_gal__2,0.6571319284245025,0.2597582215000012
ica__tyr_glcn__1,-1.4071868287750986,-0.2977201754999994
ica__tyr_glcn__2,-0.8161226458961882,-0.2693074864999998
ica__ura_pyr__1,-1.3229254275310298,-0.2555074674999984
ica__ura_pyr__2,-2.53221997120076,0.1375782834999999
ica__wt_glc__5,0.2459708361462436,0.040130148499999414
ica__wt_glc__6,-0.1928346548302518,0.025036138499999968
ica__bw_delpurR_cytd__1,-0.2968346459090338,0.020540092500001
ica__bw_delpurR_cytd__2,-0.875721081527032,-0.15748504549999875
ica__ade_glc__1,-1.1102400278077322,-0.1759677154999988
ica__ade_glc__2,-0.5885108283223159,-0.0996171144999991
ytf__wt_glc__1,3.670153447146766,-0.673707789499999
ytf__wt_glc__2,5.05047506352452,-0.6055927765
ytf__delyafC__1,9.940900991999396,0.1305495694999994
ytf__delyafC__2,10.421572014103807,-0.092101508499999
ytf__delyeiE__1,5.704312304936978,0.14207658949999935
ytf__delyeiE__2,2.969232887849999,0.0901582025000014
ytf__delyiaJ__1,7.805673402303483,-0.20991257549999973
ytf__delyiaJ__2,7.707836540272566,-0.46276174649999996
ytf__delyieP__1,7.694178724726206,0.15975073850000054
ytf__delyieP__2,6.970467410572533,0.025289532500000437
ytf__wt_ph5__1,-0.0110920359083775,-0.2569162324999983
ytf__wt_ph5__2,-0.3746148783293873,-0.24725854649999945
ytf__wt_ph8__1,1.033884640795008,-0.4678813574999987
ytf__wt_ph8__2,0.682963710438499,-0.39318810249999897
ytf__delybaO__1,10.168048733836246,0.34874927550000123
ytf__delybaO__2,10.473060880704754,0.3502586884999994
ytf__delybaQ__1,0.2594908641984991,-0.11793092949999905
ytf__delybaQ__2,0.5578469129922005,-0.1562538974999983
ytf__delybiH__1,7.161833124876739,-1.0921259984999994
ytf__delybiH__2,10.478179530967427,-0.7620028184999992
ytf__delydcI_ph5__1,-0.2720946314764075,-0.16729070849999772
ytf__delydcI_ph5__2,-0.4103217493477158,-0.18536171549999916
ytf__delydcI_ph8__1,0.5050084971416385,-0.42655385949999935
ytf__delydcI_ph8__2,0.6507363015194362,-0.41081354649999996
ytf__delyddM__1,-1.0299447487476037,0.12752095450000045
ytf__delyddM__2,-1.0619041363358244,0.16062589550000084
ytf__delyheO__1,9.858452940411713,0.2242853965000009
ytf__delyheO__2,11.037827213730065,0.32550095850000016
fps__bw_glc__1,0.1136280809477548,-0.24882681749999855
fps__bw_glc__2,0.0818275299282489,-0.2915858914999996
fps__fps_thrA_ale1__1,0.4807526648007084,-0.061252227499998924
fps__fps_thrA_ale1__2,0.2633972467409419,-0.11538420449999888
fps__fps_thrA_ale2__1,-0.2956225563375739,-0.1519660424999989
fps__fps_thrA_ale2__2,0.0380122321997444,-0.19834389849999925
fps__fps_serB_ale1__1,0.4947581507612925,0.006984710500001157
fps__fps_serB_ale1__2,0.5153544333288657,0.08291411550000037
fps__fps_serB_ale4__1,-0.644018353976442,-0.3300999334999988
fps__fps_serB_ale4__2,-0.5100795426657949,-0.22793610549999954
fps__fps_ptsI_ale1__1,0.718618377444643,-0.02974965049999945
fps__fps_ptsI_ale1__2,0.7986328517245872,0.13531210750000167
fps__fps_ptsI_ale3__1,1.660608253131124,0.16977472350000067
fps__fps_ptsI_ale3__2,1.6793271622792512,0.13756327050000114
pal__lyx_ale2_f6__1,0.8003394421929813,0.4401480215000007
pal__lyx_ale2__1,1.7268560395286,0.4296669475000012
pal__lyx_ale2__2,1.666201934756991,0.5236768855000005
pal__lyx_ale4__1,1.7974474384881958,0.178856799500001
pal__lyx_ale4__2,1.5393021216871046,0.2502945185000005
pal__5drib_ale10_f18__1,-0.8844124749391813,0.8401702095000001
pal__5drib_ale10_f18__2,-1.257730875833905,0.9115120555000013
pal__5drib_ale10__1,-0.6841201749038056,0.9093576335000008
pal__arab_ale14_f9__1,1.733944449207087,-0.4265461504999992
pal__arab_ale14_f9__2,1.9711849924610816,-0.3554930694999996
pal__arab_ale14__1,0.3961965867646787,-0.2417858224999989
pal__arab_ale14__2,0.0985911266706856,-0.2578451894999993
pal__arab_ale16__1,0.3215163741634426,0.19643956350000025
pal__arab_ale16__2,-0.7292804260544972,0.056862244500000436
pal__tartr_ale26_f10__1,0.8648899016638941,0.2225531285000004
pal__tartr_ale26_f10__2,0.7822683452795206,0.31515481849999993
pal__tartr_ale26__1,0.3461795312260175,0.2784140225000016
pal__tartr_ale26__2,0.2164437590082959,0.3857143544999993
pal__tartr_ale28_f10__1,2.083713904305572,-0.10273533849999872
pal__tartr_ale28_f10__2,1.1800499101750783,-0.15649287149999935
pal__tartr_ale28__1,1.1003635150675677,-0.056753321499999565
pal__tartr_ale28__2,0.0392011834190523,0.1348526165000008
efeU__delmenFentC_citr__1,3.2790867041436207,-0.4299608374999986
efeU__delmenFentC_citr__2,4.462699735917395,-0.4640288494999991
efeU__delmenFentC__1,-1.3012370951979113,-0.8467870274999987
efeU__delmenFentC__2,-1.0282012090750208,-0.7631983414999999
efeU__menFentC_ale39__1,10.949950768418878,-0.25568375649999986
efeU__menFentC_ale39__2,11.630691516551522,-0.1915773314999996
efeU__menFentC_ale29__1,11.001062101162583,-0.0397057124999991
efeU__menFentC_ale29__2,10.604308255669348,0.05808564550000118
efeU__menFentC_ale30__1,1.3246991430454107,0.1319201785000006
efeU__menFentC_ale30__2,1.3805715152627946,0.14037923650000114
efeU__menFentCubiC_ale36__1,0.2649791141069022,0.1333399135000004
efeU__menFentCubiC_ale36__2,0.9308906527000192,0.0445382865000008
efeU__menFentCubiC_ale37__1,0.2789472980730872,0.13346265150000036
efeU__menFentCubiC_ale37__2,0.1900289235460712,0.1367576495000007
efeU__menFentCubiC_ale38__1,0.5827948387589674,-0.27898339749999845
efeU__menFentCubiC_ale38__2,0.0735180971607065,-0.21232982649999954
misc2__salc_glc__1,0.0069701563877859,-0.3650165544999995
misc2__salc_glc__2,0.3165762611896766,-0.053028755500000635
misc2__dbcn_glc__1,2.195520257882055,-0.2567029304999995
misc2__dbcn_glc__2,1.2723634285857377,-0.2695548894999993
misc2__tyr_glc__1,-0.7492414151756059,-0.25030518049999984
misc2__tyr_glc__2,-1.0482543826492714,-0.299700174499999
misc2__arg_cytd__1,0.5505705795862982,-0.10830119049999977
misc2__arg_cytd__2,0.2794582808383711,-0.18278476349999906
misc2__delyheO_pyr__1,-1.458603623200498,0.40239996949999934
misc2__delyheO_pyr__2,-2.1279391464310526,0.2779147385000007
misc2__dellon_glc__1,5.3844806425567455,-0.9598467374999986
misc2__dellon_glc__2,6.09785044318677,-1.4587705854999988
nquinone__delubiC__1,0.1931204215210953,-0.21470511749999852
nquinone__delubiC__2,-0.6721526527983337,-0.3306261004999991
nquinone__ubiC_ale1__1,0.6378611710817197,0.07903967550000067
nquinone__ubiC_ale1__2,0.2577985668906623,-0.07342801549999932
nquinone__ubiC_ale2__1,0.9891921866196092,0.035334650500001175
nquinone__ubiC_ale2__2,1.052131076098601,-0.001804952499998791
nquinone__ubiC_ale3__1,-0.6018667524213018,-0.6794247415000001
nquinone__ubiC_ale3__2,-1.3024816159190489,-0.6278564054999993
nquinone__ubiC_ale4__1,0.8669603578126197,-0.08919836949999915
nquinone__ubiC_ale4__2,1.2038117348602095,-0.0803739824999985
nquinone__delpdhR__1,-0.3952420524327174,-0.2769369844999989
nquinone__delpdhR__2,0.0494726431654537,-0.2938275844999989
quinone__glu_ale4__1,0.4806193375788549,-0.3001390624999987
quinone__glu_ale4__2,6.132599043911615,-0.44586743049999894
quinone__delmenF__1,0.3727729220805816,-0.33170394249999896
quinone__delmenF__2,0.332511357716357,-0.2140393104999996
quinone__menF_ale5__1,9.949425565989914,-0.3731903914999988
quinone__menF_ale5__2,10.235205297460634,-0.3941497514999988
quinone__menF_ale6__1,10.511079957827034,-0.39320791149999934
quinone__menF_ale6__2,10.985159077909891,-0.2942019614999998
quinone__menF_ale7__1,12.659005228686375,0.22063316850000006
quinone__menF_ale7__2,12.758017494144545,0.11180404550000043
quinone__menF_ale8__1,13.848491100765234,-0.04817471949999952
quinone__menF_ale8__2,12.065144507573372,-0.3402880524999992
quinone__delmenFubiC__1,-0.3049355158969906,-0.3092731874999988
quinone__delmenFubiC__2,-0.2142265567650698,-0.17641565349999766
quinone__menFubiC_ale1__1,10.272867129338769,-0.0647406565000006
quinone__menFubiC_ale1__2,10.355231207545591,-0.15206502249999865
quinone__menFubiC_ale2__1,11.157271207105484,-0.2111487194999988
quinone__menFubiC_ale2__2,10.843161453784402,-0.058635081499999415
quinone__menFubiC_ale3__1,1.118318093634756,-0.08964278949999915
quinone__menFubiC_ale3__2,1.5696469648599949,-0.0698728434999989
quinone__menFubiC_ale4__1,9.298165032405334,-0.6007593124999984
quinone__menFubiC_ale4__2,9.923579645894351,-0.5026456094999991
oxyR__wt_glc__1,2.392052105308975,-0.1736526654999988
oxyR__wt_glc__2,1.80779600257648,-0.10666454249999903
oxyR__wt_h2o2__1,2.3965682853129318,-0.11395291449999954
oxyR__wt_h2o2__2,1.7797035565376564,0.017459298500000386
oxyR__glu_ale4__1,3.4280712214175497,0.4358023165000011
oxyR__glu_ale4__2,2.9153206356990875,0.16063440350000047
oxyR__glu_ale4_h2o2__1,4.215463502394761,0.35012257650000045
oxyR__glu_ale4_h2o2__2,3.191677140839872,0.3245514705000012
oxyR__oxyR_ale17__1,3.825885499334216,0.6820349205000005
oxyR__oxyR_ale17__2,3.7814941532037456,0.6488653885
oxyR__oxyR_ale17_h2o2__1,5.1606432591143285,0.6121383694999993
oxyR__oxyR_ale17_h2o2__2,1.5263332765780953,0.6900592575000015
oxyR__oxyR_ale18__1,3.208172315812684,-0.2568402814999988
oxyR__oxyR_ale18__2,2.4124959112067343,-0.15287433549999907
oxyR__oxyR_ale18_h2o2__1,2.6734960490176896,0.32954416550000065
oxyR__oxyR_ale18_h2o2__2,3.013238883465229,0.3982551055000005
oxyR__oxyR_ale19__1,2.7905325191400805,-0.3167311434999993
oxyR__oxyR_ale19__2,3.9604205687808345,0.03855803750000142
oxyR__oxyR_ale19_h2o2__1,2.430641452162853,-0.3410771644999988
oxyR__oxyR_ale19_h2o2__2,2.6544129103725527,-0.2926749604999994
oxyR__oxyR_ale20__1,3.774823141126964,0.3667620935000002
oxyR__oxyR_ale20__2,3.2398336671720607,0.2693497675000014
oxyR__oxyR_ale20_h2o2__1,4.081156849303847,0.3920265375000014
oxyR__oxyR_ale20_h2o2__2,3.649382758781449,0.37092413350000003
svns_pgi__BmePgi24_15__1,1.9594618346971768,-0.10154535849999924
svns_pgi__BmePgi24_15__2,2.025402469079895,-0.3156219654999992
svns_pgi__BmePgi24_26__1,1.759739389753417,-0.06948568449999915
svns_pgi__BmePgi24_26__2,1.6424656478083468,-0.03298121549999955
svns_pgi__BmePgi24_41__1,2.32394257981706,0.09003264949999945
svns_pgi__BmePgi24_41__2,1.7001360410024615,0.09084923650000044
svns_pgi__BmePgi24_52__1,1.9256933525453688,0.2280290295000009
svns_pgi__BmePgi24_52__2,1.8200212246326808,0.045015701500002336
svns_pgi__PaePgi2_34__1,-0.1747393578664841,0.06744731250000148
svns_pgi__PaePgi2_34__2,-0.1716591394272824,0.04479849650000123
svns_pgi__PaePgi2_63__1,-0.2771579336410631,0.16022988150000114
svns_pgi__PaePgi2_63__2,-0.1732693083760051,0.141345867500001
svns_pgi__PaePgi24_54__1,-0.4732295175553555,0.12418623450000064
svns_pgi__PaePgi24_54__2,-0.545412560198237,0.1773132215000004
svns_pgi__PaePgi24_90__1,-0.6358122723909656,0.3188783845000005
svns_pgi__PaePgi24_90__2,-0.7665739646334733,0.3431820045000009
abx_media__m9_ctrl__1,1.721437907287718,-0.3554692464999993
abx_media__m9_ctrl__2,1.122828962934706,-0.2348982134999993
abx_media__rpmi_ctrl__1,8.027642609104866,-0.8119926804999995
abx_media__rpmi_ctrl__2,8.289591872043177,-0.8293008374999989
abx_media__camhb_ctrl__1,8.021725117024422,-1.3383975505000008
abx_media__camhb_ctrl__2,8.711975023053206,-1.2419825194999996
abx_media__m9_mero__1,0.1480296835479074,-0.5594952584999993
abx_media__m9_mero__2,0.8798455756752142,-0.3955920684999992
abx_media__rpmi_mero__1,8.435406318373088,-1.0346190904999988
abx_media__rpmi_mero__2,7.645329485226427,-0.8550190214999995
abx_media__camhb_mero__1,5.133555280647699,-1.9034436515000002
abx_media__camhb_mero__2,6.0737300258211455,-1.8338377315
abx_media__m9_trisulf__1,1.4470313433907334,-0.4139257004999992
abx_media__m9_trisulf__2,2.1253178491758904,-0.3658489224999988
abx_media__rpmi_trisulf__1,7.614145808235513,-1.1970739354999989
abx_media__rpmi_trisulf__2,7.849625716431505,-1.1370689814999988
abx_media__camhb_trisulf__1,4.593296760812791,-1.050015822499999
abx_media__camhb_trisulf__2,4.940723361208972,-1.1212806754999995
abx_media__m9_cef__1,1.527134752035164,-0.14394787049999902
abx_media__m9_cef__2,1.9471494929707476,-0.3637892844999993
abx_media__rpmi_cef__1,7.410786778980042,-0.9479018824999984
abx_media__rpmi_cef__2,7.597104873758655,-0.828942829499999
abx_media__camhb_cef__1,5.77678411188113,-0.9917317394999996
abx_media__camhb_cef__2,5.456069984642656,-1.0507998014999993
abx_media__m9_cipro__1,2.6687778258977324,-0.5461974324999996
abx_media__m9_cipro__2,2.613736479028092,-0.6536082704999995
abx_media__rpmi_cipro__1,9.596668991608682,-1.2084995715
abx_media__rpmi_cipro__2,9.202589960367726,-1.268016939499999
abx_media__camhb_cipro__1,4.308027483725116,-1.6057893565
abx_media__camhb_cipro__2,4.147115094673004,-1.5622716604999995
hot_tale__42c_ale3_30c__1,0.8935433649831103,-0.2280425984999992
hot_tale__42c_ale3_30c__2,0.3044589082736584,-0.411747888499999
hot_tale__42c_ale3_37c__1,0.257721587256205,-0.3369046924999983
hot_tale__42c_ale3_37c__2,0.1331794748434764,-0.4763269894999995
hot_tale__42c_ale3_44c__1,-2.403616717148147,0.3283116975000011
hot_tale__42c_ale3_44c__2,-2.26820983396374,0.3002538615000008
hot_tale__hot_ale3_mid_30c__1,-4.882160800846286,0.16126927850000072
hot_tale__hot_ale3_mid_30c__2,-1.0488736476474498,0.09251735050000054
hot_tale__hot_ale3_mid_37c__1,-1.2971103959882162,-0.30707745949999943
hot_tale__hot_ale3_mid_37c__2,-1.1199220091511508,-0.09487107449999944
hot_tale__hot_ale3_mid_44c__1,3.4081360190598207,0.13577226050000046
hot_tale__hot_ale3_mid_44c__2,1.4408971122417749,0.2854650045000007
hot_tale__hot_ale3_30c__1,-1.1478613757255227,0.08882447450000086
hot_tale__hot_ale3_30c__2,-0.6167693722034542,0.14737257750000146
hot_tale__hot_ale3_37c__1,-0.810391702330881,-0.03415785649999936
hot_tale__hot_ale3_37c__2,-0.7409633737120881,0.11890179550000113
hot_tale__hot_ale3_44c__1,1.7366355889305267,-0.12267522949999955
hot_tale__hot_ale3_44c__2,-1.3801943246280688,-0.14189374849999936
hot_tale__hot_ale4_30c__1,-0.0043128844886086,-0.3591463354999993
hot_tale__hot_ale4_30c__2,-0.2516346267959146,-0.2995226504999993
hot_tale__hot_ale4_37c__1,0.8256800468303095,-0.44724785749999896
hot_tale__hot_ale4_37c__2,0.5256218790231795,-0.2143993704999998
hot_tale__hot_ale4_44c__1,-1.1428476010592987,0.1914428035000002
hot_tale__hot_ale4_44c__2,0.1119940944849345,0.12190072050000113
hot_tale__hot_ale8_30c__1,0.4260820811606235,-0.05805379449999925
hot_tale__hot_ale8_30c__2,0.7376625976486482,-0.11762170749999877
hot_tale__hot_ale8_37c__1,0.2673823201730864,-0.07566920249999852
hot_tale__hot_ale8_37c__2,-0.0537197563599558,-0.042438823499997724
hot_tale__hot_ale8_44c__1,-1.713627112471068,0.3606678225000009
hot_tale__hot_ale8_44c__2,-1.4627975296996525,0.3881329455000007
hot_tale__hot_ale9_mid_30c__1,0.6428624376925501,-0.017117654499998913
hot_tale__hot_ale9_mid_30c__2,0.0492826455602614,0.024780219499999312
hot_tale__hot_ale9_30c__1,0.1025753392674556,-0.24344961049999905
hot_tale__hot_ale9_30c__2,0.2023156426294055,-0.2171794654999992
hot_tale__hot_ale9_mid_37c__1,0.3561089407140126,-0.2633924184999987
hot_tale__hot_ale9_mid_37c__2,-0.0393566395202304,-0.19936573249999867
hot_tale__hot_ale9_37c__1,0.2320128805186191,-0.2251863154999993
hot_tale__hot_ale9_37c__2,0.610601952796045,-0.3138012414999993
hot_tale__hot_ale9_mid_44c__1,-2.431245149699317,0.32867939450000083
