,A,FucR,ExuR
abx_media__rpmi_cipro__1,-1.0867533565,-1.4720473040000002,0.388588996
abx_media__rpmi_cipro__2,-1.2087334536,-1.742229675,0.340567394
abx_media__camhb_cipro__1,-1.8241534763,-2.54109873,-0.934167512
abx_media__camhb_cipro__2,-1.935682355,-2.05943005,-0.475780036
hot_tale__42c_ale3_30c__1,-0.9280753751,-0.21250172,-0.38627519600000004
hot_tale__42c_ale3_30c__2,-1.2616676971,-0.091348758,-0.38093582
hot_tale__42c_ale3_37c__1,-0.43469314000000003,0.042789345,-0.140038622
hot_tale__42c_ale3_37c__2,0.0037786311,-0.040462343000000005,-0.39500253500000004
hot_tale__42c_ale3_44c__1,1.7738684297,1.113674982,0.588435224
hot_tale__42c_ale3_44c__2,1.938403032,0.9937870390000001,0.690670302
hot_tale__hot_ale3_mid_30c__1,-1.8061563841,-0.004600805,-0.5978306160000001
hot_tale__hot_ale3_mid_30c__2,-1.1177032372,0.29539534,-0.39198661100000004
hot_tale__hot_ale3_mid_37c__1,0.22526561850000001,-0.124975152,-0.315695159
hot_tale__hot_ale3_mid_37c__2,0.0473482534,0.40690274800000004,-0.49764690800000005
hot_tale__hot_ale3_mid_44c__1,0.6620691910000001,0.284898684,-0.07010912600000001
hot_tale__hot_ale3_mid_44c__2,1.3635837828000001,0.7114533660000001,0.237876255
hot_tale__hot_ale3_30c__1,-0.9709557374000001,0.07929240600000001,-0.5391456410000001
hot_tale__hot_ale3_30c__2,-1.6983708543,-0.11499673,-0.6860290050000001
hot_tale__hot_ale3_37c__1,-0.35288381620000003,0.378095033,-0.420196555
hot_tale__hot_ale3_37c__2,-0.11346930690000001,0.227711728,-0.620089958
hot_tale__hot_ale3_44c__1,0.4569935412,1.049000007,0.195412108
hot_tale__hot_ale3_44c__2,0.7065121125,0.543599126,0.036922456
hot_tale__hot_ale4_30c__1,-1.9781303942,-0.594586744,-0.529165467
hot_tale__hot_ale4_30c__2,-1.7172950610000002,-0.464902586,-0.411184718
hot_tale__hot_ale4_37c__1,-1.2252973433,0.008142833,-0.135682459
hot_tale__hot_ale4_37c__2,-1.1078492065,0.041855717,-0.36538432800000004
hot_tale__hot_ale4_44c__1,0.5107956702,0.531607025,0.342325851
hot_tale__hot_ale4_44c__2,0.6030442252,0.479690029,0.236605467
hot_tale__hot_ale8_30c__1,-0.3228501278,-0.076074182,-0.527264796
hot_tale__hot_ale8_30c__2,-0.6347413301,-0.014170712,-0.523940802
hot_tale__hot_ale8_37c__1,0.2287659312,0.225426765,-0.369753312
hot_tale__hot_ale8_37c__2,0.1950815549,0.488537033,-0.26630258100000004
hot_tale__hot_ale8_44c__1,1.6295136024999999,1.04243941,0.46766341100000003
hot_tale__hot_ale8_44c__2,1.774754674,0.958446093,0.354813804
hot_tale__hot_ale9_mid_30c__1,-1.2940367388,-0.13673923200000002,-0.502216079
hot_tale__hot_ale9_mid_30c__2,-1.0418273559,-0.226690884,-0.325763166
hot_tale__hot_ale9_30c__1,-1.399005949,-0.14816901400000002,-0.503575494
hot_tale__hot_ale9_30c__2,-0.9013497067,-0.21266237600000001,-0.552281577
hot_tale__hot_ale9_mid_37c__1,-0.5326443483000001,0.0064954999999999995,-0.257974073
hot_tale__hot_ale9_mid_37c__2,-0.7680384472,0.038526372,-0.23456505600000002
hot_tale__hot_ale9_37c__1,-0.573014743,-0.18043651,-0.37267533
hot_tale__hot_ale9_37c__2,-0.7226271994,-0.069072011,-0.405979784
hot_tale__hot_ale9_mid_44c__1,0.2892625071,0.5249414560000001,0.448257901
hot_tale__hot_ale9_mid_44c__2,1.7317356338,0.7005455070000001,0.6480292950000001
hot_tale__hot_ale9_44c__1,0.6965563509,0.485650572,0.24660241300000002
hot_tale__hot_ale9_44c__2,0.43501875980000004,0.5653222880000001,0.30565888900000004
hot_tale__hot_ale10_30c__1,-1.5030903515,-0.16039255500000002,-0.49610930200000003
hot_tale__hot_ale10_30c__2,-1.6104534066,-0.041941442,-0.527068447
hot_tale__hot_ale10_37c__1,-0.49451322870000003,-0.06775835200000001,-0.19869687800000002
hot_tale__hot_ale10_37c__2,-1.0553916262,-0.108454587,-0.317119404
hot_tale__hot_ale10_44c__1,1.2257232195,1.070521423,0.5129002490000001
hot_tale__hot_ale10_44c__2,1.2622235242,0.83736585,0.533067619
hot_tale__hot_ale16_30c__1,-1.7401721284,-0.43622224200000004,-0.618174501
hot_tale__hot_ale16_30c__2,-1.3198733109,0.11241377400000001,-0.547743712
hot_tale__hot_ale16_37c__1,-0.8506592645000001,-0.08598436400000001,-0.41755967800000005
hot_tale__hot_ale16_37c__2,-1.1051226191,-0.032756529,-0.481077864
hot_tale__hot_ale16_44c__1,1.1494008611,0.898877251,0.190369918
hot_tale__hot_ale16_44c__2,0.9449178766,1.077431205,0.43718239000000003
pdhr_ale__pdhR-13_51__1,-0.0581325649,0.312529724,-0.065087384
pdhr_ale__pdhR-13_51__2,0.0409433046,0.23049787700000002,0.072968026
pdhr_ale__pdhR-14_46__1,0.20379038430000002,0.423487477,-0.091956167
pdhr_ale__pdhR-14_46__2,-0.0461530349,0.21442236,-0.044069573
pdhr_ale__pdhR-15_51__1,-0.9137362635,0.031442593000000005,-0.073393759
pdhr_ale__pdhR-15_51__2,-0.3040343963,0.132631663,-0.098209103
pdhr_ale__pdhR-16_49__1,-0.0782853739,0.260644215,-0.18130094500000002
pdhr_ale__pdhR-16_49__2,0.3210651331,-0.09714972100000001,-0.37713530100000003
tcs__del_atoC_LiAcet__1,1.2654149129,0.563016103,0.32351841400000003
tcs__del_atoC_LiAcet__2,1.1101718421,0.49722282700000003,0.33643351600000004
tcs__del_atoC_LiCl__1,1.3730391156000001,0.731641901,0.38472951600000005
tcs__del_atoC_LiCl__2,1.715792696,0.710256071,0.31925949400000003
tcs__del_atoC_m9__1,1.5091364043,0.661470211,0.428769002
tcs__del_atoC_m9__2,1.4705459684,0.792690208,0.37709143300000003
tcs__del_baeR_etoh__1,10.5608759189,1.684548254,1.614125886
tcs__del_baeR_etoh__2,11.4519049492,1.7241781070000002,1.787126518
tcs__del_baeR_lb__1,10.7420998033,1.316601419,0.599095362
tcs__del_baeR_lb__2,10.5596789177,1.158244831,0.6061320560000001
tcs__del_btsR_01xlb__1,2.6144505617,-0.665184595,0.47508765100000006
tcs__del_btsR_01xlb__2,2.2124265195,-0.692816631,0.42824988
tcs__del_btsR_lb__1,9.4718514199,2.001222058,0.545050704
tcs__del_btsR_lb__2,9.0680510459,2.012744688,0.5878519680000001
tcs__del_btsR_pyruvate__1,2.9870775658,-1.010343391,0.564862039
tcs__del_btsR_pyruvate__2,2.4293138072,-1.2589467619999999,0.518916314
tcs__del_cpxR_etoh__1,10.8309925491,1.8216045630000002,1.461069165
tcs__del_cpxR_etoh__2,10.9717227343,1.835855561,1.366120883
tcs__del_cpxR_lb__1,9.9226326219,1.288456877,0.7032608810000001
tcs__del_cpxR_lb__2,9.982560106,1.348733864,0.783303429
tcs__del_cusR_CuSO4__1,8.1021869039,0.897113463,0.451213748
tcs__del_cusR_CuSO4__2,8.0286157439,0.923925529,0.5663428610000001
tcs__del_cusR_lb__1,10.5770025487,1.970122806,0.7812310950000001
tcs__del_cusR_lb__2,10.7301129099,1.954523425,0.761888694
tcs__del_kdpE_01-kcl__1,0.3210490713,-0.018736289,0.159131086
tcs__del_kdpE_01-kcl__2,-0.12370281970000001,-0.019772231,0.133088692
tcs__del_kdpE_115-kcl__1,0.6073343544,-0.023462394,0.8360905160000001
tcs__del_kdpE_115-kcl__2,0.557451954,-0.48086888400000005,0.9810539720000001
tcs__del_phoB_m9__1,0.321598645,0.46997044,0.38751683200000003
tcs__del_phoB_m9__2,0.37627907,0.564379979,0.445236128
tcs__del_phoB_m9p__1,0.5014649842,-0.7188016420000001,1.773454971
tcs__del_phoB_m9p__2,0.664648827,-0.720223826,1.747306397
tcs__del_rcsB_etoh__1,11.1305229892,2.11235822,1.750993399
tcs__del_rcsB_etoh__2,11.2374619103,2.22543776,1.7732271
tcs__del_rcsB_lb__1,9.5712275838,1.678229642,0.381515934
tcs__del_rcsB_lb__2,9.8025517579,1.706642933,0.36600477000000003
tcs__del_zraR_lb__1,8.9016421346,1.938749052,-0.204544193
tcs__del_zraR_lb__2,8.8368235333,1.962501037,-0.212355323
tcs__del_zraR_zncl2__1,6.5483803721000005,1.7962759620000002,0.44844534100000005
tcs__del_zraR_zncl2__2,6.5187328251,1.6844533830000001,0.49299562100000005
tcs__wt_01-kcl__1,1.1133805599,-0.47237227200000004,1.210907912
tcs__wt_01-kcl__2,0.7703146407,-0.228501173,1.069911518
tcs__wt_01xlb__1,3.2885644066,-0.49662951600000005,0.67815916
tcs__wt_01xlb__2,3.4891922185,-0.57577962,0.676584103
tcs__wt_115-kcl__1,1.5907722470999999,-0.388923626,1.060328866
tcs__wt_115-kcl__2,1.2161344519,-0.340779059,1.106689456
tcs__wt_CuSO4__1,8.1595191777,1.7103774820000002,0.624829296
tcs__wt_CuSO4__2,8.613053066,1.6223771180000002,0.5975709290000001
tcs__wt_etoh__1,11.1482617622,2.435440608,1.297886847
tcs__wt_etoh__2,11.5705733856,2.392441623,1.2392744310000001
tcs__wt_lb__1,6.5235204134,1.528958291,0.6326132360000001
tcs__wt_lb__2,6.6916496258,1.557601539,0.515259845
tcs__wt_LiAcet__1,0.8378197143,0.332277574,0.32478339300000003
tcs__wt_LiAcet__2,0.3056053282,0.67024646,0.265727728
tcs__wt_LiCl__1,0.8811596832,0.6451787330000001,0.468243677
tcs__wt_LiCl__2,0.7182098576,0.6340567460000001,0.506159389
tcs__wt_m9p__1,0.4279103333,-0.946865602,1.650757441
tcs__wt_m9p__2,0.2864791407,-0.990165696,1.716268707
tcs__wt_pyr__1,3.7768573965,-0.603150572,0.615801182
tcs__wt_pyr__2,3.5003544038000003,-0.474919279,0.655879726
tcs__wt_zncl2__1,6.7609984292,1.250023004,0.36860747200000005
tcs__wt_zncl2__2,6.7913167038,1.181189609,0.377681951
ros_tale__0_0_0pq__1,-0.17586163770000002,-0.306378356,-0.202425026
ros_tale__0_0_0pq__2,-0.2461368845,-0.24419794400000003,-0.146672098
ros_tale__0_0_250pq__1,1.3516348298,0.26391959400000004,1.274735992
ros_tale__0_0_250pq__2,1.5086139205,0.32125438,1.260104876
ros_tale__1_mid_250pq__1,-0.7792391425,-0.31632174700000004,-0.28450303600000004
ros_tale__1_mid_250pq__2,-0.7472007204000001,-0.19912742400000003,-0.346374463
ros_tale__1_0_0pq__1,1.2417950123,0.6305041490000001,2.262846814
ros_tale__1_0_0pq__2,1.0879374709,0.7060076310000001,2.358366192
ros_tale__1_0_0pq__3,-0.9499577480000001,-0.002727924,-0.368380321
ros_tale__1_0_0pq__4,-1.1084384654,0.012969946000000001,-0.34740291900000003
ros_tale__1_0_250pq__1,-0.5556244189,-0.13516767300000002,-0.30321742300000004
ros_tale__1_0_250pq__2,-0.7216147125,-0.089636594,-0.150915814
ros_tale__1_0_750pq__1,-0.9646882515,-0.183481585,1.797331744
ros_tale__1_0_750pq__2,0.130145872,0.35762782200000004,2.154933938
ros_tale__1_1_0pq__1,-0.29431348690000003,0.068394514,1.44512297
ros_tale__1_1_0pq__2,-0.14975348600000002,-0.15754784500000002,1.441389198
ros_tale__1_1_250pq__1,-0.5641478082,-0.28698049800000003,1.388111414
ros_tale__1_1_250pq__2,-0.2460317843,-0.434108694,1.470080808
ros_tale__1_1_750pq__1,0.4372747219,-0.044126466,1.7945347850000002
ros_tale__1_1_750pq__2,0.2685751534,0.048600910000000004,1.721279816
ros_tale__1_2_0pq__1,-0.0789023613,-0.626238501,0.7491069880000001
ros_tale__1_2_0pq__2,-0.22775290150000002,-0.625902289,0.5272169010000001
ros_tale__1_2_250pq__1,0.726290889,-0.14797057700000002,1.06431325
ros_tale__1_2_250pq__2,0.7006397212000001,-0.22536829900000002,1.229507739
ros_tale__1_2_750pq__1,1.2686598249,0.4556675,1.547133066
ros_tale__1_2_750pq__2,0.7157962651,0.47931985800000004,1.4425225940000002
ros_tale__1_3_0pq__1,1.4078115046000002,-0.478856361,1.161751148
ros_tale__1_3_0pq__2,1.3664621439,-0.38434717900000004,1.115114398
ros_tale__1_3_250pq__1,1.1171285356,0.17438466900000002,0.34346134500000003
ros_tale__1_3_250pq__2,1.7393061582,0.222871212,0.853515353
ros_tale__1_3_250pq__3,1.6800605411,0.17534782100000001,0.746293584
ros_tale__1_3_250pq__4,1.8527571586,-0.31153611800000003,0.705940965
ros_tale__1_3_750pq__1,1.9639246311,-0.143801971,0.720147078
ros_tale__1_3_750pq__2,1.6544795857999999,-0.36311785500000004,0.6328062590000001
ros_tale__1_4_0pq__1,0.47085587830000003,-0.31127103700000003,0.7993835850000001
ros_tale__1_4_0pq__2,0.6296012451,-0.32669461800000005,0.8157264160000001
ros_tale__1_4_250pq__1,1.215823344,-0.094794846,0.6543520810000001
ros_tale__1_4_250pq__2,1.3364977258000001,-0.25463562100000003,0.46724434000000004
ros_tale__1_4_750pq__1,0.8185391002,-0.620535335,0.29952494700000004
ros_tale__1_4_750pq__2,1.3977016989,-0.9611944590000001,0.9469152430000001
ros_tale__1_4_750pq__3,0.24848263550000002,-0.49809450800000005,0.70158894
ros_tale__1_4_750pq__4,0.4319640838,-1.4247112830000002,0.979824652
ros_tale__2_mid_250pq__1,-0.1181732117,-0.36457520600000004,-0.089705199
ros_tale__2_mid_250pq__2,-0.24113697020000002,-0.304847211,-0.193221301
ros_tale__2_0_0pq__1,0.4327633099,0.21106754200000002,1.877842849
ros_tale__2_0_0pq__2,0.806264643,0.386118593,1.940679716
ros_tale__2_0_0pq__3,-0.9267125332,-0.637623052,-0.443742878
ros_tale__2_0_0pq__4,-0.14088464650000002,-0.474480993,-0.30023640100000004
ros_tale__2_0_250pq__1,-0.5650319269,-0.568720569,-0.15811835200000002
ros_tale__2_0_250pq__2,-0.5011938457,-0.555400251,-0.165750889
ros_tale__2_0_750pq__1,-0.3041988511,-1.105473448,1.669365026
ros_tale__2_0_750pq__2,-0.6262935129,-1.058997944,1.817112786
ros_tale__2_1_0pq__1,-0.6387899283,-0.5180147740000001,1.025587211
ros_tale__2_1_0pq__2,-0.4649009444,-0.5135314830000001,1.010234534
ros_tale__2_1_250pq__1,0.7138183189,-0.20277181,1.7642394330000002
ros_tale__2_1_250pq__2,-0.5051299157,-0.32832131400000003,1.6513990490000001
ros_tale__2_1_750pq__1,0.2500016158,-0.23823139100000001,1.798466528
ros_tale__2_1_750pq__2,-0.11372616290000001,-0.33265084100000003,1.674581281
ros_tale__2_1_750pq__3,-0.057561156200000005,-0.48373547800000005,1.473440278
ros_tale__2_2_0pq__1,-1.2265900297,-0.20452886,1.035551814
ros_tale__2_2_0pq__2,-0.2444784888,0.429177735,1.465605872
ros_tale__2_2_250pq__1,-1.2000679851,-0.390618674,1.330853242
ros_tale__2_2_250pq__2,-0.3298654688,-0.08725965200000001,1.657248191
ros_tale__2_2_750pq__1,-0.8648022644000001,-0.141641927,1.6065922270000002
ros_tale__2_2_750pq__2,-0.49223519200000004,0.06554729200000001,1.190266227
ros_tale__2_3_0pq__1,-0.7364780881,0.06831419200000001,1.938865983
ros_tale__2_3_0pq__2,-0.5376865902,0.003142779,1.8505884940000001
ros_tale__2_3_250pq__1,-0.8447303686000001,-0.094924696,1.597257714
ros_tale__2_3_250pq__2,-1.549443373,0.09991833300000001,1.367547389
ros_tale__2_3_750pq__1,-0.37724942640000003,-0.11035315700000001,1.948970781
ros_tale__2_3_750pq__2,-0.3600808303,-0.293275653,1.8385171599999999
ros_tale__3_0_0pq__1,0.2756097337,-0.8905663060000001,0.44935645700000004
ros_tale__3_0_0pq__2,0.3669845003,-0.997066144,0.580067689
ros_tale__3_0_250pq__1,1.6217000316,-0.47135718400000004,0.65253483
ros_tale__3_0_250pq__2,0.8660900045000001,-0.467420565,0.77608045
ros_tale__3_0_750pq__1,1.5087374176,-1.284413992,1.717097984
ros_tale__3_0_750pq__2,1.5785790325,-1.747036086,1.844512139
ros_tale__3_1_0pq__1,-0.1793614086,-1.458118901,0.640086881
ros_tale__3_1_0pq__2,0.4232477257,-0.815562298,0.466013752
ros_tale__3_1_250pq__1,-0.595582292,-0.6845185730000001,1.044702912
ros_tale__3_1_250pq__2,-0.2667051585,-0.6959006560000001,0.946564311
ros_tale__3_1_750pq__1,-1.042449223,-0.517135678,1.292390759
ros_tale__3_1_750pq__2,-0.4955916805,-0.913603833,0.956949318
ros_tale__3_2_0pq__1,-0.1353103148,0.665395672,-0.861806768
ros_tale__3_2_0pq__2,-0.315954179,0.5361988400000001,-0.7741517440000001
ros_tale__3_2_0pq__3,-0.4105653065,0.426911113,-0.931307666
ros_tale__3_2_0pq__4,-0.15889912350000002,0.422360055,-0.72839888
ros_tale__3_2_250pq__1,0.548379393,-1.276585151,1.183085849
ros_tale__3_2_250pq__2,0.4112601359,-1.400652366,1.070527092
ros_tale__3_2_750pq__1,0.8444738888000001,-0.935240968,1.297719085
ros_tale__3_2_750pq__2,-0.4691780179,-1.6120249100000001,0.9916449770000001
ros_tale__3_3_0pq__1,0.3723079642,0.2876979,1.048703633
ros_tale__3_3_0pq__2,0.3446433716,0.7773583850000001,1.3981760570000001
ros_tale__3_3_0pq__3,0.5848335674,0.549603992,0.9796874999999999
ros_tale__3_3_0pq__4,0.5272709881000001,0.82630114,1.3819195450000001
ros_tale__3_3_250pq__1,-0.7300036185000001,-1.149053668,0.6909381330000001
ros_tale__3_3_250pq__2,-0.37569362570000003,-1.116418308,0.6108258040000001
ros_tale__3_3_750pq__1,-0.8094576935000001,-1.044713712,0.9167323380000001
ros_tale__3_3_750pq__2,-0.9036788476000001,-0.7855546010000001,0.992190581
ros_tale__3_4_0pq__1,0.8378243297,-1.441578348,1.517283984
ros_tale__3_4_0pq__2,0.3978749937,-1.382450234,1.4252361150000001
ros_tale__3_4_250pq__1,0.8372288445,-1.154554789,1.681773328
ros_tale__3_4_250pq__2,0.4375493849,-1.105727437,2.073700775
ros_tale__3_4_750pq__1,0.9085149568,-1.682769662,1.5217262580000002
ros_tale__3_4_750pq__2,0.6047751965,-1.5380692580000002,1.511940972
pcoli__atASMT_325G__1,0.3885374447,0.185387778,0.09747668300000001
pcoli__atASMT_325G__2,0.6309770603,-0.016316412000000002,0.14542385100000002
pcoli__bpTDC__1,2.1632611357,0.277172423,0.679471385
pcoli__bpTDC__2,2.3069182587,0.181335206,0.73335097
pcoli__BRCA__1,1.16857191,0.158455382,0.457247371
pcoli__BRCA__2,1.0376330181,0.049747070000000004,0.453762824
pcoli__BRCActrl__1,3.2310776167,0.862667928,1.489356333
pcoli__BRCActrl__2,3.8421746522999998,0.9129046030000001,1.634424894
pcoli__BRCAswap__1,1.9466619959,0.049737957000000006,0.616123473
pcoli__BRCAswap__2,1.9320000693,0.198808125,0.6286130430000001
pcoli__btAANAT__1,1.7262387631,0.20221852,0.376394514
pcoli__btAANAT__2,2.0135071368,0.363980682,0.596613359
pcoli__btASMT__1,1.6508950936,0.27476680600000003,0.5968473990000001
pcoli__btASMT__2,1.266876184,0.36849447300000004,0.533633043
pcoli__CC1__1,1.7467239591000001,0.10908482,0.5497673150000001
pcoli__CC1__2,1.2976736911,0.157435394,0.6100004130000001
pcoli__ccCOMT__1,1.3014010084,0.120767257,0.17672699800000002
pcoli__ccCOMT__2,0.8608633095,0.168816716,0.073713811
pcoli__ckDDC__1,2.3737524523,0.216190143,0.6382497220000001
pcoli__ckDDC__2,3.0298760572,0.5474804870000001,0.8350927610000001
pcoli__CNTF_belt__1,1.5222556467000001,-0.12779126200000002,0.503660415
pcoli__CNTF_belt__2,1.8135252486,0.12102974300000001,0.668334388
pcoli__cobPNMT__1,0.8364115775000001,-0.131325356,0.23569241
pcoli__cobPNMT__2,0.8851943196000001,-0.209186064,0.148748025
pcoli__cvPhhB__1,0.3658463763,0.125460692,0.129100099
pcoli__cvPhhB__2,0.7328076449,0.19704206300000002,0.473108258
pcoli__ggAANAT__1,1.2822153108,0.10159665,0.331217888
pcoli__ggAANAT__2,0.8411907237,0.080016613,0.24499146400000002
pcoli__ggTPH__1,1.4301557223999999,0.18120702500000002,0.33096342
pcoli__ggTPH__2,1.3838665603,0.21385367200000002,0.372586853
pcoli__hsAANAT__1,1.1584842829,-0.10064326600000001,1.130877496
pcoli__hsAANAT__2,1.0469655055,-0.200047847,0.8305280730000001
pcoli__hsASMT__1,1.2493244424,0.302039463,0.214285953
pcoli__hsASMT__2,1.6060135288000001,0.23717910700000003,0.30662694300000004
pcoli__hsPNMT_mb__1,1.2082027774,-0.022225857,-0.011706320000000001
pcoli__hsPNMT_mb__2,1.019471546,-0.10344771700000001,0.007167139
pcoli__hsTPH__1,0.24512748450000002,-0.259286096,0.131785691
pcoli__hsTPH__2,0.7028352305000001,0.10356659600000001,0.5039576640000001
pcoli__hsTPH_E2K__1,1.6966070121999999,0.557645064,1.225497988
pcoli__hsTPH_E2K__2,2.1232485648,0.556353854,1.243664172
pcoli__hsTPH_E2K_N91I_P99C__1,0.8884466721000001,0.10297544600000001,0.383644635
pcoli__hsTPH_E2K_N91I_P99C__2,0.5700623739,0.0529575,0.313984582
pcoli__hsTPH_N158trunc__1,3.2070279581,0.673225866,1.392456276
pcoli__hsTPH_N158trunc__2,3.4270945906,0.7929400670000001,1.398923564
pcoli__hsTPH_N174trunc__1,1.0720266754,0.238739896,0.500891058
pcoli__hsTPH_N174trunc__2,1.9752514052999999,0.742373558,1.296911594
pcoli__hsTPH_Ntermtrunc__1,4.1002894736,0.8881282070000001,1.454043478
pcoli__hsTPH_Ntermtrunc__2,2.4125475627,0.18994371300000001,0.822160035
pcoli__hsTPH1__1,1.7294853113,0.16379491200000001,0.675380979
pcoli__hsTPH1__2,2.258155455,0.174712537,0.55906078
pcoli__MBP__1,1.7049751579999999,0.091258407,0.019421205
pcoli__MBP__2,2.2970928423,0.32788231500000004,1.018764587
pcoli__msCOMT__1,1.6642142632999999,0.14752978800000002,0.618061127
pcoli__msCOMT__2,1.5091763661000002,0.251032921,0.578778254
pcoli__ocAANAT__1,0.9709795477000001,-0.07832615500000001,0.309002936
pcoli__ocAANAT__2,1.1436926386,-0.064263209,0.25466039500000004
pcoli__osTDC_K374H__1,2.4910709355,-0.11898069800000001,0.676598168
pcoli__osTDC_K374H__2,1.8809522761,-0.014902607000000002,0.5736271270000001
pcoli__osTDC_K374L__1,2.4696066599,0.438066964,0.611561401
pcoli__osTDC_K374L__2,2.8433502914,0.5165548,0.797085833
pcoli__osTDC_K374Q__1,1.9793704423,0.205350361,0.470105101
pcoli__osTDC_K374Q__2,1.7524302478,0.30782680700000004,0.47258871
pcoli__osTDC_L360V__1,1.0992801325000001,0.207620239,0.238127258
pcoli__osTDC_L360V__2,1.5063501717,0.324933807,0.50935249
pcoli__pmTPH__1,1.8744958414,0.115401314,0.40566745400000004
pcoli__pmTPH__2,2.7182076164,0.32547480700000003,0.5657196170000001
pcoli__RFC__1,0.8677618414,-0.329708779,0.040503664
pcoli__RFC__2,0.3861384531,-0.296760858,-0.012819329
pcoli__RFCctrl__1,0.8413486935000001,-0.532679115,0.322168699
pcoli__RFCctrl__2,0.8255438407,-0.6126680010000001,0.461431782
pcoli__RFCnopause__1,0.6540510916000001,-0.29549593,0.75047191
pcoli__RFCnopause__2,1.0144987267,-0.198043138,1.040569027
pcoli__RFCpluspause__1,2.4941141574,0.701785789,1.09961873
pcoli__RFCpluspause__2,3.2605235142,0.743479215,1.181968322
pcoli__rnCOMT_sol__1,1.8044693101,-0.113032511,0.952650113
pcoli__rnCOMT_sol__2,1.9465096702,-0.363820289,0.850462428
pcoli__rnPNMT__1,1.9953933723000001,0.26121157700000003,0.6132489250000001
pcoli__rnPNMT__2,2.001849011,0.5560431880000001,0.699943461
pcoli__rnTDC__1,0.9886567809000001,0.26451647500000003,0.428887532
pcoli__rnTDC__2,1.1353900123,0.17934222700000002,0.457020849
pcoli__rnTDC_trunc__1,1.9802008315,0.529562569,0.790746932
pcoli__rnTDC_trunc__2,2.7294321384,0.804212247,0.955846371
pcoli__saCOMT_T2A__1,0.4323885825,0.158757751,0.15886572100000002
pcoli__saCOMT_T2A__2,0.49512046070000004,0.010301665,0.201242114
pcoli__sfCOMT__1,0.7658138565,-0.117922751,0.07919949400000001
pcoli__sfCOMT__2,0.42136248870000004,-0.039934136,-0.034650001
pcoli__sgAANAT_D63G__1,0.9736475438000001,0.102673315,0.23563485
pcoli__sgAANAT_D63G__2,1.3223522986,0.270831038,0.366518357
pcoli__ssDDC__1,1.485621002,0.243532077,0.35332728100000005
pcoli__ssDDC__2,2.0044018595,0.20328284900000002,0.6558653550000001
pcoli__TP53B__1,1.1302502044,0.250580536,0.322970754
pcoli__TP53B__2,1.0154524841,0.15746835,0.31880019800000003
pcoli__WT__1,2.4709839092,0.072633023,1.149656874
pcoli__WT__2,1.8924575135000001,0.276852452,1.108519993
cck__glu_ale4__1,0.1634662516,-0.187877805,-0.09020188900000001
cck__glu_ale4__2,0.0607584542,-0.25768807600000004,-0.16824565900000002
cck__cck_ale1__1,-0.07282045350000001,-0.38920908600000004,-0.427599732
cck__cck_ale1__2,-0.3791663656,-0.531879659,-0.49485131
cck__cck_ale2__1,0.06416670640000001,-0.382471867,-0.270354252
cck__cck_ale2__2,0.3838937127,-0.28454491600000004,-0.334457777
cck_pgi__gmos_delpgi__1,1.1217392887,0.37736090800000005,0.697120297
cck_pgi__gmos_delpgi__2,2.0184827148,0.80742866,0.427041846
cck_pgi__pgi_ale1__1,0.42954070440000003,0.189121482,-0.25348281300000003
cck_pgi__pgi_ale1__2,-0.2718776386,0.184581392,-0.25730289500000003
cck_pgi__pgi_ale2__2,0.7898621960000001,0.553465662,0.04417222
cck_pgi__pgi_ale3__1,0.15046366960000002,0.26739854,-0.277254624
cck_pgi__pgi_ale3__2,-0.6933813577,0.076833727,-0.35810719999999996
cck_pgi__pgi_ale4__1,0.3406767452,0.236596239,-0.189164622
cck_pgi__pgi_ale4__2,-0.2465220649,-0.327051702,-0.41815189500000005
cck_pgi__pgi_ale4__3,-0.3931942364,-0.12111464100000001,-0.261034473
cck_pgi__pgi_ale5__1,0.4971590131,0.48593708500000005,0.05126555
cck_pgi__pgi_ale5__2,0.0037941526,0.283499304,-0.10984596
cck_pgi__pgi_ale6__1,0.5492129899,0.570611288,0.0010806890000000001
cck_pgi__pgi_ale6__2,-0.7690720363,0.13099169900000002,-0.079794661
cck_pgi__pgi_ale7__1,0.8506187696,0.6241566780000001,0.072396735
cck_pgi__pgi_ale7__2,0.7496944803000001,0.34418502700000003,-0.017618803000000002
cck_pgi__pgi_ale8__1,-1.1161958275,0.233675456,0.040721668
cck_pgi__pgi_ale8__2,-0.4398724424,0.059750882000000005,-0.17807477700000002
cck_sdh__gmos_delsdhCB__1,2.7088107379,0.531934182,0.36496292700000005
cck_sdh__gmos_delsdhCB__2,2.1345006936,0.46174507800000003,0.9241292280000001
cck_sdh__sdh_ale1__1,0.7983137936,-0.140504404,-0.062650887
cck_sdh__sdh_ale1__2,0.2286142625,-0.07302533800000001,-0.25303720500000004
cck_sdh__sdh_ale2__1,0.2096050143,-0.30981983300000004,-0.33698525300000004
cck_sdh__sdh_ale3__2,0.1861876336,-0.154510159,-0.236744855
cck_sdh__sdh_ale3__1,0.03791016,-0.174573901,-0.23248816400000002
cck_sdh__sdh_ale3__3,0.0677122611,-0.40395645,-0.133242661
cck_pts__gmos_delptsHIcrr__2,2.5688966439,-0.301928385,0.9548196910000001
cck_pts__gmos_delptsHIcrr__1,3.2082405754,-0.158935024,0.737942744
cck_pts__pts_ale1__2,-0.2152456932,-0.396839512,-0.21731442
cck_pts__pts_ale1__1,-0.5342228611000001,-0.354516106,-0.281734666
