,A,AcoR
R2,,0.22954451353607574
xmin,,-3.85273568494494
xmid,,-0.34784554010248564
xmax,,4.96588814462036
ystart,,0.5512921863638419
yend,,14.138395869234074
amb:ctrl:1,2.5451292033842496,-1.0412307541564159
amb:ctrl:2,-1.830095115301228,0.049065925032171435
amb:ctrl:3,-0.715034088083015,0.9921648291242446
amb:amb:1,-0.8438522146017982,-1.097366685783789
amb:amb:2,-1.7348853129175277,0.2948532627458773
amb:amb:3,-1.330782615352112,1.0379083835075944
ave1:ctrl_5m:1,0.4200117779830457,-0.2588737589066108
ave1:vdave1_5m:1,-0.4014187141360622,-1.952885280809884
ave1:ctrl_20m:1,0.2056338619372796,-0.3316466175284249
ave1:vdave1_20m:1,-0.9762124825656092,-0.9933897985048824
ave1:supernatant_5m:1,-0.5129159634127967,0.1485857814149485
ave1:vnave1_20m:1,-0.3734124232143751,-0.12335135797381812
ave1:supernatant_20m:1,-0.5776084895346599,-0.04410926898434564
ave1:ctrl_5m:2,-0.4200117779830088,0.2588737589066108
ave1:vdave1_5m:2,-0.3048559600039385,-0.5144754113614853
ave1:ctrl_20m:2,0.06614026775879936,-0.19426713302928
ave1:vdave1_20m:2,-1.4922248659278698,-0.8853972906809853
ave1:supernatant_5m:2,-0.8414658591707074,-0.3225997956828479
ave1:vnave1_20m:2,0.42795697360140816,0.02289192356448666
ave1:supernatant_20m:2,-0.19235270631412754,0.259935781672322
biofilm_time:8h:1,-0.5302064289287587,0.040871904946894855
biofilm_time:8h:2,0.3287907807710443,-0.035199802623035126
biofilm_time:8h:3,0.3197726150697109,-0.08579403796439422
biofilm_time:8h:4,-0.11835696691200595,0.08012193564053405
biofilm_time:12h:1,-0.08407564966858784,0.6505631943570358
biofilm_time:12h:2,0.7206927776207611,0.6180965809253061
biofilm_time:12h:3,-0.15102622450599953,0.6536630569695769
biofilm_time:12h:4,0.913680063968886,0.5504081775741931
biofilm_time:16h:1,4.9933989305151245,1.0502377697575542
biofilm_time:16h:2,2.870465873350792,0.7286944637459567
biofilm_time:16h:3,7.958532073546027,1.7084179070865964
biofilm_time:16h:4,8.820281135917739,1.5788942453086665
biofilm_time:20h:1,10.746980640622489,1.6198114954123883
biofilm_time:20h:2,8.313285362365994,0.30431232810834663
biofilm_time:20h:3,11.662498847850596,1.957601944166788
biofilm_time:20h:4,9.253442390247985,0.4546133035475388
biofilm_time:24h:1,9.638276468479873,0.9837361058600256
biofilm_time:24h:2,13.084642119982783,0.6117144848195939
biofilm_time:24h:3,11.163396765860217,0.007660538955319485
biofilm_time:24h:4,12.271282198029215,0.2625953920941377
biofilm_time:28h:1,15.462708376227301,3.1311911357684514
biofilm_time:28h:2,14.376083951894719,0.5972000345521793
biofilm_time:28h:3,18.860609213995264,1.3975074449882254
biofilm_time:28h:4,14.416757325183498,1.9292487575865158
biofilm_time:32h:1,27.852465862422555,2.9896877864273597
biofilm_time:32h:2,19.32812196077598,2.5275055836052283
biofilm_time:32h:3,22.38185250410821,3.4400094655872397
biofilm_time:32h:4,23.47536211788593,3.1325770171107816
codY:wt:1,0.4830023205160569,0.07555608631692401
codY:wt:2,-0.4830023205160625,-0.07555608631692445
codY:ctrl:1,0.6792951010266521,-0.06847808255261256
codY:ctrl:2,0.2461278893363201,-0.6323410242401732
codY:codYR61K:1,1.6327210081517884,-0.34035223511708423
codY:codYR61K:2,0.37770447162193255,-0.7214971413050013
codY:codYR61H:1,1.7181620739945882,-0.4309476779965058
codY:codYR61H:2,0.9619484038609228,-0.6430277240138973
codY:codYF71Y:1,0.17821217990077945,-0.4794731355782198
codY:codYF71Y:2,0.2378435175856227,-0.7453934343387827
decay:wt:1,-0.3187601876068364,-0.024659695489965383
decay:wt:2,-0.3168297420982433,0.19888338495929012
decay:wt:3,0.6355899297051206,-0.17422368946932387
decay:delpnpA:1,2.365049373459984,0.536814062987724
decay:delpnpA:2,1.050070470988108,0.3414778275082573
decay:delpnpA:3,0.7602396493223044,0.636449687061956
