,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0028942414497704185,,1.0,0.0,0.0028942414497704185
1,Cr__2,0.012707041688717944,,1.0,1.0,0.012707041688717944
2,Cr__3,0.025385444735957458,,1.0,2.0,0.025385444735957458
3,Cr__4,0.025469121375992457,,1.0,3.0,0.025469121375992457
4,Cr__5,0.02401561736883531,,1.0,4.0,0.02401561736883531
5,Cr__6,0.017266706021034087,,1.0,5.0,0.017266706021034087
6,Fe__1,-0.05662274685486565,,1.0,6.0,-0.05662274685486565
7,Fe__2,-0.12646800130589764,,1.0,7.0,-0.12646800130589764
8,Fe__3,-0.18977180128545135,,1.0,8.0,-0.18977180128545135
9,Fe__4,-0.2397535320718924,,1.0,9.0,-0.2397535320718924
10,Fe__5,-0.29242304339763736,,1.0,10.0,-0.29242304339763736
11,Fe__6,-0.34645791281549976,,1.0,11.0,-0.34645791281549976
12,Cd__1,0.009059486708050716,,1.0,12.0,0.009059486708050716
13,Cd__2,0.022786118303695403,,1.0,13.0,0.022786118303695403
14,Cd__3,0.03911160425015228,,1.0,14.0,0.03911160425015228
15,Cd__4,0.05940179186487168,,1.0,15.0,0.05940179186487168
16,Cd__5,0.08031101269041277,,1.0,16.0,0.08031101269041277
17,Cd__6,0.10053775933316407,,1.0,17.0,0.10053775933316407
18,Zn__1,-0.0033226983495821217,,1.0,18.0,-0.0033226983495821217
19,Zn__2,-0.01172552719349263,,1.0,19.0,-0.01172552719349263
20,Zn__3,0.021561239518046862,,1.0,20.0,0.021561239518046862
21,Zn__4,0.06407769707451694,,1.0,21.0,0.06407769707451694
22,Zn__5,0.08498655117359591,,1.0,22.0,0.08498655117359591
23,Zn__6,0.11758748967956975,,1.0,23.0,0.11758748967956975
24,Cu__1,0.008145317020456483,,1.0,24.0,0.008145317020456483
25,Cu__2,0.013808110910133429,,1.0,25.0,0.013808110910133429
26,Cu__3,0.021626535918396528,,1.0,26.0,0.021626535918396528
27,Cu__4,0.028860181050781544,,1.0,27.0,0.028860181050781544
28,Cu__5,0.03327574474842054,,1.0,28.0,0.03327574474842054
29,Cu__6,0.043812701085074186,,1.0,29.0,0.043812701085074186
30,Pb__1,-0.011653555038518336,,1.0,30.0,-0.011653555038518336
31,Pb__2,-0.002633064069514477,,1.0,31.0,-0.002633064069514477
32,Pb__3,0.00719536041918337,,1.0,32.0,0.00719536041918337
33,Pb__4,0.012040482323914059,,1.0,33.0,0.012040482323914059
34,Pb__5,0.021877261043023358,,1.0,34.0,0.021877261043023358
35,Pb__6,0.037263630260483016,,1.0,35.0,0.037263630260483016
