,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,8.881784197001252e-16,0.03126947738062681,2.0,0.0,-0.02211085949999969,1.0,0.022110859500001467,,,,,,,,
1,fur__wt_dpd,0.17535025450000052,0.0929004653155346,2.0,2.0,0.2410408035000007,3.0,0.10965970550000036,,,,,,,,
2,fur__wt_fe,0.08877917499999999,0.017025467468716183,2.0,4.0,0.10081799850000016,5.0,0.0767403514999998,,,,,,,,
3,fur__delfur_dpd,0.6658106215000004,0.016136575554901517,2.0,6.0,0.6772209035000003,7.0,0.6544003395000004,,,,,,,,
4,fur__delfur_fe2,0.34620241800000073,0.026567347393383123,2.0,8.0,0.3274164665000008,9.0,0.3649883695000007,,,,,,,,
5,acid__wt_ph5,0.1749831275000009,0.017353087718109537,2.0,10.0,0.16271264150000064,11.0,0.18725361350000114,,,,,,,,
6,acid__delgadx_ph5,0.11945140350000115,,1.0,12.0,0.11945140350000115,,,,,,,,,,
7,acid__delgadw_ph5,0.13226419550000035,0.02295079672799695,2.0,13.0,0.11603553149999968,14.0,0.14849285950000102,,,,,,,,
8,acid__delgade_ph5,0.23457397200000063,0.02573065056662199,2.0,15.0,0.21637965450000074,16.0,0.2527682895000005,,,,,,,,
9,oxidative__wt_pq,-0.17693277399999907,0.038817979448508184,2.0,17.0,-0.20438123049999926,18.0,-0.1494843174999989,,,,,,,,
10,oxidative__deloxyr_pq,-0.05262245149999956,0.07908509504909843,2.0,19.0,0.0032991555000005945,20.0,-0.10854405849999972,,,,,,,,
11,oxidative__delsoxr_pq,-0.17848279599999906,0.04192006821128138,2.0,21.0,-0.14884083149999938,22.0,-0.20812476049999876,,,,,,,,
12,oxidative__delsoxs_pq,0.005650481500000918,0.048110126935729,2.0,23.0,-0.028368515499998637,24.0,0.03966947850000047,,,,,,,,
13,nac_ntrc__wt_csn,-0.07279856449999933,0.015025169157864572,2.0,25.0,-0.08342296350000034,26.0,-0.062174165499998324,,,,,,,,
14,nac_ntrc__wt_cytd,-0.08271988199999836,0.02332875732335532,2.0,27.0,-0.09921580449999824,28.0,-0.06622395949999849,,,,,,,,
15,nac_ntrc__wt_gln,-0.09525389999999946,0.005107131760128513,2.0,29.0,-0.0916426124999994,30.0,-0.09886518749999952,,,,,,,,
16,nac_ntrc__bw_delnac_csn,0.4594699045000006,0.16128953650907263,2.0,31.0,0.3454209795000001,32.0,0.5735188295000011,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,1.5369984005000017,0.06645904727591989,2.0,33.0,1.4900047575000013,34.0,1.583992043500002,,,,,,,,
18,nac_ntrc__bw_delnac_gln,1.1256055695000002,0.041631101246975014,2.0,35.0,1.1550432035,36.0,1.0961679355000005,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,1.2076525845000008,0.036310390004910764,2.0,37.0,1.1819772615000002,38.0,1.2333279075000014,,,,,,,,
20,misc__wt_no_te,0.5579585550000008,0.22769882114526424,2.0,39.0,0.7189659355,40.0,0.3969511745000016,,,,,,,,
21,misc__bw_delcbl,1.2877907965000013,0.00017014686211632628,2.0,41.0,1.2879111085000012,42.0,1.287670484500001,,,,,,,,
22,misc__bw_delfabr,1.1862779245000004,0.009287444520020675,2.0,43.0,1.1928451395000008,44.0,1.1797107095,,,,,,,,
23,misc__bw_delfadr,1.3345458835000006,0.0272837674779849,2.0,45.0,1.3538384205000007,46.0,1.3152533465000005,,,,,,,,
24,misc__nitr_031,0.23865445850000103,,1.0,47.0,0.23865445850000103,,,,,,,,,,
25,omics__wt_glu,-0.22165255749999965,0.0019369719488495922,2.0,48.0,-0.22302220349999932,49.0,-0.22028291149999998,,,,,,,,
