,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,2.310799970833333,0.43268237736669635,3.0,0.0,2.036524164,1.0,2.08628386,2.0,2.8095918885,,,,,,,,,,
1,LB__LBtran,4.447171969833334,0.9056450170209017,3.0,3.0,5.4907883739,4.0,3.9831694572,5.0,3.8675580784,,,,,,,,,,
2,LB__LBstat,10.7103622251,0.19830432690969033,3.0,6.0,10.7905745874,7.0,10.8559953472,8.0,10.4845167407,,,,,,,,,,
3,LB__LBGexp,1.2376135709333334,0.5692212287645149,3.0,9.0,0.9756157926000001,10.0,1.8906571712,11.0,0.8465677490000001,,,,,,,,,,
4,LB__LBGtran,5.5654756637,1.6106984147271641,2.0,12.0,6.7044114352,13.0,4.4265398922,,,,,,,,,,,,
5,LB__LBGstat,8.919426882966667,2.838101669142145,3.0,14.0,9.3400364373,15.0,11.523751173099999,16.0,5.8944930385,,,,,,,,,,
6,Life Cycle__S0,5.454834946433333,0.5708056037238683,3.0,17.0,5.7801155797,18.0,5.7886454526,19.0,4.795743807,,,,,,,,,,
7,Life Cycle__S1,4.458424923033333,0.7901817890744192,3.0,20.0,3.5559167379,21.0,4.7935046139,22.0,5.0258534173,,,,,,,,,,
8,Life Cycle__S2,43.07175527923332,2.314825724134072,3.0,23.0,40.4356943962,24.0,44.0066337942,25.0,44.7729376473,,,,,,,,,,
9,Life Cycle__S3,34.90943524995,0.04926736636797827,2.0,26.0,34.9442725388,27.0,34.8745979611,,,,,,,,,,,,
10,Life Cycle__S4,28.298195345533333,1.3701666895450941,3.0,28.0,27.3003429507,29.0,27.7338366772,30.0,29.8604064087,,,,,,,,,,
11,Life Cycle__S5,27.554136023366667,0.480156630809022,3.0,31.0,27.0286873696,32.0,27.6636344572,33.0,27.9700862433,,,,,,,,,,
12,Life Cycle__S6,20.481255341275,5.642898113719326,8.0,34.0,23.3960037777,35.0,11.8252855168,36.0,24.788762105700002,37.0,22.6427330547,38.0,10.9918466631,39.0,22.7658331409,40.0,23.7618904094,41.0,23.6776880619
13,Life Cycle__S7,23.159936576433335,0.3291049082563791,3.0,42.0,23.0337122661,43.0,23.5334687829,44.0,22.9126286803,,,,,,,,,,
14,Life Cycle__S8,19.4964895357,5.285353938804937,2.0,45.0,23.2337991468,46.0,15.7591799246,,,,,,,,,,,,
15,Life Cycle__G135,4.52399381855,2.2211091491932073,2.0,47.0,2.9534324774,48.0,6.0945551597,,,,,,,,,,,,
16,Life Cycle__G150,2.4984670232333333,1.0437954751967213,3.0,49.0,3.5692179288,50.0,1.4838960282,51.0,2.4422871127,,,,,,,,,,
17,Life Cycle__G180,2.6783751980333332,0.8466172188820149,3.0,52.0,2.8899000231,53.0,1.7460514437999999,54.0,3.3991741272000002,,,,,,,,,,
