,A,Fur
R2,,0.04583248846579768
xmin,,-4.1296011189
xmid,,-0.6698677335851391
xmax,,2.114666155
ystart,,3.476262558808144
yend,,-6.676726287579429
AB0057_PGcoculture__PGAB__1.0,11.7314810813,0.1493863373
AB0057_PGcoculture__PGAB__2.0,10.3439208138,0.2672223988
AB0057_PGcoculture__PGAB__3.0,16.1751446098,-0.3615375334
AB0057_PGcoculture__AB __1.0,0.2806368804,0.10799949830000001
AB0057_PGcoculture__AB __2.0,-0.38541999330000004,0.029135948300000002
AB0057_PGcoculture__AB __3.0,0.2781667746,-0.0409914425
AB0057_PGcoculture__AB __4.0,-0.1733836617,-0.0961440041
AB0057_PGcoculture__ABPG__1.0,-1.3143295406,-0.26962986510000003
AB0057_PGcoculture__ABPG__2.0,-0.8717457796,-0.32173817180000003
AB0057_PGcoculture__ABPG__3.0,-0.8060886805,0.120033968
AB0057_PGcoculture__ABPG__4.0,-0.9539993871,-0.09527381500000001
AB5075_AZI__AZI_000__1.0,0.7645284823,-0.22105605450000002
AB5075_AZI__preculture__1.0,-1.5818287199999999,0.8442862252000001
AB5075_AZI__preculture__2.0,-3.8876505137,0.6905492457
AB5075_AZI__AZI_040__1.0,-3.3871631819,1.3302955536
AB5075_AZI__AZI_028__1.0,-5.1097893431,0.8483782193
AB5075_AZI__AZI_003__1.0,0.3152653479,0.1948908702
AB5075_AZI__AZI_000__2.0,-0.7645284823,0.22105605450000002
AB5075_AZI__AZI_040__2.0,-4.0744102509,1.3373829858000001
AB5075_AZI__AZI_028__2.0,-6.2821854651999995,1.0444045416
AB5075_AZI__AZI_003__2.0,0.9471099841,0.1346860008
AB5075_VIR-O_AV-T__AV-T/vector__1.0,-1.0625901334,0.1088450911
AB5075_VIR-O_AV-T__VIR-O/vector__1.0,-3.7989250972,0.16571316020000001
AB5075_VIR-O_AV-T__VIR-O/vector__2.0,3.0715929369,-0.20698836510000002
AB5075_VIR-O_AV-T__VIR-O/vector__3.0,0.7273321602,0.0412752049
AB5075_VIR-O_AV-T__VIR-O/1645__1.0,-1.8729796548,0.13194083780000002
AB5075_VIR-O_AV-T__VIR-O/1645__2.0,1.4518169714,0.1751158314
AB5075_VIR-O_AV-T__VIR-O/1645__3.0,-1.1651579924,0.3644452261
AB5075_VIR-O_AV-T__AV-T/vector__2.0,-5.2857023859,-0.1221184964
AB5075_VIR-O_AV-T__AV-T/vector__3.0,0.6078828443000001,0.2067956474
AB5075_VIR-O_LSO__VIR-O__1.0,-0.0726387523,0.2748114739
AB5075_VIR-O_LSO__LSO__1.0,4.2187166425000004,0.3202128729
AB5075_VIR-O_LSO__VIR-O__2.0,-0.6269087019,-0.2387583795
AB5075_VIR-O_LSO__LSO__2.0,3.7298589696,0.6280121781
AB5075_VIR-O_LSO__VIR-O__3.0,0.6995474542,-0.0360530944
AB5075_VIR-O_LSO__LSO__3.0,0.3981395216,0.0282945037
AB5075_Zinc__Control__1.0,2.5812091798,0.5916421735
AB5075_Zinc__Control__2.0,-6.7564925594,-1.4965338159
AB5075_Zinc__Control__3.0,4.1752833796,0.9048916424000001
AB5075_Zinc__Zinc__1.0,-45.8615004076,0.0278074609
AB5075_Zinc__Zinc__2.0,-43.728928692,0.21042806300000003
AB5075_biofilm+abx__planktonic__1.0,-1.4687176161,0.7375804873
AB5075_biofilm+abx__planktonic__2.0,5.1774849938,-0.2239026435
