,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.3333326839487164e-11,0.41220963192523785,3.0,0.0,-0.2914720118,1.0,0.4716191604,2.0,-0.1801471487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.5354993421666667,0.04931427269295695,3.0,3.0,-0.5519827377000001,4.0,-0.5744606183000001,5.0,-0.4800546705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-0.9250179873000001,0.037252946538495646,3.0,6.0,-0.9647547076,7.0,-0.9194159098,8.0,-0.8908833445000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,9.52381295520121e-12,0.23466904903503646,21.0,9.0,0.43137763,10.0,-0.0609611642,11.0,0.012979322000000001,12.0,-0.1328448333,13.0,0.08559750740000001,14.0,0.28239532910000004,15.0,0.1490692577,16.0,-0.49811576150000003,17.0,-0.2714136205,18.0,0.1283647339,19.0,0.2171858754,20.0,-0.4255160764,21.0,0.0469789933,22.0,-0.08586467390000001,23.0,0.0655273789,24.0,0.119088496,25.0,0.1473000323,26.0,0.24130735,27.0,0.0150204116,28.0,-0.24964081940000002,29.0,-0.21783536820000002
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.612544943495238,0.31593249044429955,21.0,30.0,-0.4114183381,31.0,-0.7221197254,32.0,-0.7517528651000001,33.0,-0.6590252804,34.0,-0.36242221490000004,35.0,-0.3614357889,36.0,-0.3489699509,37.0,-0.6167597982,38.0,-0.5173197646000001,39.0,-1.1170948062,40.0,-1.1595227976,41.0,-0.8051543910000001,42.0,-0.6100882645,43.0,-0.8177333347,44.0,-0.9416843672,45.0,-0.5980568725000001,46.0,-0.8901626852000001,47.0,-0.8655956197,48.0,-0.0843124335,49.0,0.0531768902,50.0,-0.275991405
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.12766984224744285,3.0,51.0,-0.09831793330000001,52.0,0.1442892805,53.0,-0.0459713472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.05739034552500001,0.13854434532462578,4.0,54.0,0.100494651,55.0,-0.1280115283,56.0,-0.21024930190000002,57.0,0.008204797100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-4.336808689942018e-19,0.032379713609793824,4.0,58.0,-0.038392105100000004,59.0,0.036375731,60.0,-0.0121477458,61.0,0.014164119900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.22451970902500004,0.026771969118179875,4.0,62.0,-0.23183480820000002,63.0,-0.1886558402,64.0,-0.2529886545,65.0,-0.2245995332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.10019855667500001,0.06752475678879485,4.0,66.0,-0.0429243729,67.0,-0.0411415527,68.0,-0.1498716871,69.0,-0.16685661400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.07300061105,0.14552690914270736,4.0,70.0,-0.0426804619,71.0,-0.061990119100000005,72.0,0.1823449593,73.0,0.2143280659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.850371707708594e-17,0.28698395100592333,6.0,74.0,-0.1383969354,75.0,-0.1773303275,76.0,-0.0753706314,86.0,-0.3006764281,88.0,0.2322291636,90.0,0.4595451588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.19776776336666668,0.41682672895004574,6.0,77.0,0.1556675493,78.0,0.1740004954,79.0,0.1145388137,87.0,-0.4752233645,89.0,-0.3111154679,91.0,-0.8444746062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.1948720022333333,0.45545514429904727,3.0,80.0,-0.3258210374,82.0,0.31171321700000004,84.0,-0.5705081863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-1.1148097215000001,0.09121943413913541,3.0,81.0,-1.0105637402,83.0,-1.1799928309,85.0,-1.1538725934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.11282554986788737,3.0,92.0,0.0584337586,93.0,-0.1300569834,94.0,0.0716232248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.19542227296666667,0.1439465307944174,3.0,95.0,0.3031250521,96.0,0.2512097782,97.0,0.0319319886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.5020059343333333,0.06772105073072757,3.0,98.0,0.4700249607,99.0,0.4561979284,100.0,0.5797949139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,0.44865664953333334,0.07359910619988091,3.0,101.0,0.4748374228,102.0,0.3655465959,103.0,0.5055859299000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-0.3254933251,0.10929727238468587,3.0,104.0,-0.199322998,105.0,-0.39116309120000003,106.0,-0.3859938861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,0.26242615593333335,0.02615066613676899,3.0,107.0,0.2926178876,108.0,0.24688102,109.0,0.2477795602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,0.06005498736666667,0.07176486564359469,3.0,110.0,0.0628660714,111.0,-0.0130741163,112.0,0.130373007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,0.26809903403333335,0.15013822790664108,3.0,113.0,0.43374570360000003,114.0,0.14097701840000001,115.0,0.2295743801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
