,PA3492
SRX7442752,-0.168783612
SRX7442753,0.168783612
SRX7442754,-0.25571618900000004
SRX7442755,-0.002610448
SRX7442756,-1.7251815289999999
SRX7442757,-2.476527291
SRX7442758,-1.503814237
SRX7442759,-0.5624259610000001
SRX7442761,-0.608388141
SRX7874204,-0.24869216500000002
SRX7874205,0.24869216500000002
SRX7874206,-0.827722701
SRX7874207,0.23017630200000003
SRX8639787,-0.11789394
SRX8639788,0.117893939
SRX8639789,-0.096746354
SRX8639790,-0.054436023
SRX8639791,-0.49021635
SRX8639792,0.34801642
SRX8639793,-3.6287026520000003
SRX8639794,-3.115343121
SRX8639795,-3.142679184
SRX8639796,-3.334361741
SRX8639797,0.138375397
SRX8639798,0.45357026800000005
SRX8639800,0.13464983
SRX1156127,-0.205834016
SRX1156135,0.205834016
SRX1156136,-1.241048647
SRX1156137,-0.9783873940000001
SRX1156138,-0.880121663
SRX1156140,-0.49741169700000004
ERX2195929,-0.230022469
ERX2195930,0.23002247
ERX2195931,-0.193221152
ERX2195932,0.064341178
ERX2195933,-0.54275164
ERX2195934,-0.338327255
SRX4579961,0.16278093400000002
SRX4579962,0.19806674
SRX4579963,-0.36084767500000003
SRX4579964,-0.14535144900000002
SRX4579965,-0.7822338010000001
SRX4579966,-0.228016406
SRX5630349,0.296472819
SRX5630350,-0.296472819
SRX5630351,0.13425462800000001
SRX5630352,-0.44431785900000004
SRX1411278,-0.09904286400000001
SRX1411287,0.33812390600000003
SRX1411289,0.110181202
SRX1411279,0.194589842
SRX1411280,-0.095546978
SRX1411281,-0.44777148800000005
SRX1411282,0.096667343
SRX1411283,-0.319370192
SRX1411284,0.23977557600000002
SRX1411285,0.301643949
SRX1411286,0.049412115000000006
SRX1411288,0.522430152
SRX2711962,-0.03267554
SRX2711963,0.03267554
SRX2711964,0.250155475
SRX2711965,0.11504560500000001
SRX2711966,0.376263455
SRX2711967,-0.362940974
ERX3558798,0.24458379200000002
ERX3558799,0.547209001
ERX3558800,0.06905950500000001
ERX3558801,-0.129106304
ERX3558802,0.016244077000000003
ERX3558803,0.08140095300000001
ERX3558804,-0.21229840400000002
ERX3558805,0.114653374
ERX3593017,-0.9792548910000001
ERX3593018,-1.18307531
ERX3593020,0.05446139
ERX3593021,0.11962354
ERX3593022,-0.174084931
SRX7058492,0.708315035
SRX7058494,-1.017289542
SRX7058495,-1.088614171
SRX7058509,-0.708315035
SRX2662717,-0.314544203
SRX2662718,-0.49445562200000004
SRX2662721,-0.264457905
SRX2662722,0.264457905
SRX8143226,0.081200188
SRX8143227,-0.081200188
SRX8143228,0.326696975
SRX8143229,0.11108825400000001
ERX2456848,-0.759252027
ERX2456849,-0.8901710970000001
ERX2456850,-0.28012642600000004
ERX2456851,0.048242459
ERX2456852,0.711448139
ERX2456853,0.374469924
ERX2456854,-0.442641055
ERX2456855,-0.41662663800000005
ERX2456856,-0.47163416500000005
ERX2456857,0.32787392800000004
ERX2456858,0.9179153240000001
ERX2456859,0.085112607
SRX540108,0.052888832000000004
SRX540109,-0.052888832000000004
SRX540110,-0.22728571600000003
SRX540111,-0.562764099
SRX540112,-1.168849869
SRX540113,-1.23588665
SRX540114,0.011426403
SRX540115,-0.5950611290000001
SRX1737662,-1.502383149
SRX1737664,-0.9762602770000001
SRX1737665,-0.9890463230000001
SRX1737667,-0.091948427
SRX1737668,0.018241124
SRX1737670,0.073707302
SRX1516139,-0.144823362
SRX1516140,0.144823362
SRX1516141,-0.716622195
SRX1516142,-0.139775333
SRX591667,-0.038026055
SRX591668,0.662389236
SRX591669,0.02840367
SRX591670,-1.428088292
SRX591671,-0.023559829
SRX591675,0.038026055
SRX591676,0.074978213
SRX591677,0.15359235300000001
SRX591678,-0.5886935670000001
SRX591679,0.35852927900000003
SRX2520351,-0.9672072340000001
SRX2520352,-0.514997989
SRX2520353,-1.3606978060000001
SRX2520354,-1.313793434
SRX2520355,0.17161273100000002
SRX2520356,0.336285722
SRX2520357,0.974306772
SRX2520358,0.062587698
SRX2520359,0.738474407
SRX2520360,-0.209694088
SRX2652927,-0.104944755
SRX2652931,0.054345408000000005
SRX2652933,0.040963734
SRX2652935,0.083087504
SRX2652937,-0.12405123700000001
SRX2940624,0.675008742
SRX2940626,-0.637919197
SRX2940627,0.05807384
SRX2940628,-0.043299967
SRX2940629,-0.014773872
SRX3763712,-0.122554063
SRX3763714,0.122554063
SRX3763715,-0.217503266
SRX3763716,-0.20008692900000002
SRX3763717,0.546361606
ERX2259197,-0.022533672
ERX2259198,0.084558589
ERX2259199,-0.033942141
ERX2259200,0.033942142
