,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,14.549192829599997,2.6660622536202254,3.0,0.0,17.6187398433,1.0,12.8111982899,2.0,13.2176403556,,,,,,,,,,
1,LB__LBtran,0.28463588196666667,0.7148554878885808,3.0,3.0,0.8882262601,4.0,-0.5047835068000001,5.0,0.4704648926,,,,,,,,,,
2,LB__LBstat,2.539237927066667,0.6575415372395093,3.0,6.0,1.8374907395000002,7.0,2.6390656351,8.0,3.1411574066,,,,,,,,,,
3,LB__LBGexp,-2.0894353039333335,0.6607315935369805,3.0,9.0,-2.6769075383,10.0,-2.2172718603,11.0,-1.3741265132,,,,,,,,,,
4,LB__LBGtran,2.27850486415,0.4568918823093112,2.0,12.0,2.6015762124,13.0,1.9554335159,,,,,,,,,,,,
5,LB__LBGstat,1.5721308248999997,2.243504228893037,3.0,14.0,-0.9290405313000001,15.0,2.2384069872,16.0,3.4070260188,,,,,,,,,,
6,Life Cycle__S0,4.083502271733334,0.941968285460265,3.0,17.0,3.0040483401,18.0,4.7389386059,19.0,4.5075198692,,,,,,,,,,
7,Life Cycle__S1,1.8827618489000002,0.8707615750281564,3.0,20.0,1.0689570023,21.0,1.7782769686000002,22.0,2.8010515758,,,,,,,,,,
8,Life Cycle__S2,2.9024380342666665,0.37682074114279457,3.0,23.0,2.9856401749,24.0,3.2307044048,25.0,2.4909695231,,,,,,,,,,
9,Life Cycle__S3,2.13549848675,0.09965899044519136,2.0,26.0,2.0650289388,27.0,2.2059680347,,,,,,,,,,,,
10,Life Cycle__S4,1.3799201570333333,0.5227409260025657,3.0,28.0,1.9822881326,29.0,1.0452295695,30.0,1.112242769,,,,,,,,,,
11,Life Cycle__S5,-0.9231911629333333,0.3221971059027554,3.0,31.0,-1.2926222892,32.0,-0.7765735953,33.0,-0.7003776043000001,,,,,,,,,,
12,Life Cycle__S6,-2.4339235900875,1.0920310257173633,8.0,34.0,-4.2945000881,35.0,-1.5430786303000001,36.0,-3.7574417768,37.0,-2.0731498165,38.0,-1.4088357329,39.0,-1.4632984713,40.0,-2.1372153768,41.0,-2.793868828
13,Life Cycle__S7,0.15146044250000001,0.315015847883928,3.0,42.0,-0.1944575306,43.0,0.22699996830000002,44.0,0.4218388898,,,,,,,,,,
14,Life Cycle__S8,0.62956449575,1.346178760657188,2.0,45.0,-0.3223276346,46.0,1.5814566261,,,,,,,,,,,,
15,Life Cycle__G135,-5.787674595,1.014886310234204,2.0,47.0,-6.5053075871,48.0,-5.0700416029,,,,,,,,,,,,
16,Life Cycle__G150,6.615631835399999,2.175857078689422,3.0,49.0,6.9709750066,50.0,8.5919454981,51.0,4.2839750015,,,,,,,,,,
17,Life Cycle__G180,-3.9858717401,0.4925531972703478,3.0,52.0,-4.2963764423,53.0,-4.2432921099,54.0,-3.4179466681,,,,,,,,,,
18,Stress Time Course__C30,4.38165561985,0.014721050380160281,2.0,55.0,4.3920649744,56.0,4.3712462653,,,,,,,,,,,,
19,Stress Time Course__C90,2.607983747,0.056782947877581154,2.0,57.0,2.5678321395,58.0,2.6481353545,,,,,,,,,,,,
20,Biofilm__BI,9.3700430524,0.00907998405732545,2.0,59.0,9.3764635707,60.0,9.3636225341,,,,,,,,,,,,
