,A,SigE
R2,,0.8566910150406372
xmin,,-1.3067430571569658
xmid,,1.0526166213293555
xmax,,5.961194706816893
ystart,,0.9431292488712018
yend,,95.45486304701421
amb:ctrl:1,3.8350205210104216,0.2742731959558351
amb:ctrl:2,-2.5796237708207617,-0.1917154973362809
amb:ctrl:3,-1.2553967501897758,-0.08255769861955288
amb:amb:1,-2.3996535224945514,-0.6971105630175078
amb:amb:2,-2.236045268174438,0.12448259486686243
amb:amb:3,-5.247297541200396,-0.047751984066366486
ave1:ctrl_5m:1,-0.2670737647327337,-0.012556728140703964
ave1:vdave1_5m:1,0.7431567349623925,0.22531503150305696
ave1:ctrl_20m:1,-0.5347169500037618,0.21751008548836315
ave1:vdave1_20m:1,-0.36109903395604337,0.8759266120320881
ave1:supernatant_5m:1,0.36290148678180784,0.426898237140636
ave1:vnave1_20m:1,0.5742375869652377,0.26108537124233955
ave1:supernatant_20m:1,-0.18931396703423556,0.32715708326946946
ave1:ctrl_5m:2,0.2670737647326708,0.012556728140703964
ave1:vdave1_5m:2,0.6680039970268804,-0.2616926872063553
ave1:ctrl_20m:2,0.2459032388771307,-0.5257294012963759
ave1:vdave1_20m:2,0.7299638501669363,0.19900086715964327
ave1:supernatant_5m:2,-0.3351981862639819,-0.22358406683232526
ave1:vnave1_20m:2,0.3612877123410377,0.5803106051237288
ave1:supernatant_20m:2,-0.7654234730506508,0.1724482164281016
biofilm_time:8h:1,-1.2870978883534832,-0.2818450544850668
biofilm_time:8h:2,0.638188473888122,-0.0180843718703394
biofilm_time:8h:3,0.7945907865009074,0.17478787369216775
biofilm_time:8h:4,-0.14568137203557993,0.1251415526632389
biofilm_time:12h:1,10.071769688027427,0.7624542011331803
biofilm_time:12h:2,11.199890558123796,0.9669754856018452
biofilm_time:12h:3,11.266180712164235,0.926423889470778
biofilm_time:12h:4,13.721746933370257,1.1381496310790724
biofilm_time:16h:1,12.75105393734628,0.7123701979411319
biofilm_time:16h:2,13.83333254360216,1.090976875039646
biofilm_time:16h:3,18.57323097226536,1.6028530623673567
biofilm_time:16h:4,19.577693626324997,1.4086079894102954
biofilm_time:20h:1,20.90919751980697,1.9962957459654924
biofilm_time:20h:2,14.811509195123293,1.0755167548103324
biofilm_time:20h:3,22.096680741255035,2.037622646132762
biofilm_time:20h:4,14.383981853347173,0.9611678931230104
biofilm_time:24h:1,15.001810650653674,1.1825385371522468
biofilm_time:24h:2,14.792057349114403,1.4384288177756217
biofilm_time:24h:3,12.986483082985533,0.4221716166629333
biofilm_time:24h:4,18.13345598153085,1.4547280265459306
