,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-8.893548174866666,0.27007089777665133,3.0,0.0,-8.7758156482,1.0,-8.7023292948,2.0,-9.2024995816,,,,,,,,,,
1,LB__LBtran,-12.027729289200002,0.647185979451816,3.0,3.0,-11.6747579188,4.0,-11.6337694461,5.0,-12.7746605027,,,,,,,,,,
2,LB__LBstat,-12.714552677466665,0.7977951360485136,3.0,6.0,-13.6107186247,7.0,-12.451245312,8.0,-12.0816940957,,,,,,,,,,
3,LB__LBGexp,-6.1735166169,0.4505991477746177,3.0,9.0,-5.7293139161,10.0,-6.1609851426,11.0,-6.630250792,,,,,,,,,,
4,LB__LBGtran,-7.4464917433,0.8422778730824744,2.0,12.0,-6.8509113476,13.0,-8.042072139,,,,,,,,,,,,
5,LB__LBGstat,-5.533230566366666,1.919734696261299,3.0,14.0,-6.3996201585,15.0,-6.867069474,16.0,-3.3330020666,,,,,,,,,,
6,Life Cycle__S0,-10.722080414599999,0.22532720101063863,3.0,17.0,-10.9026355109,18.0,-10.4695615634,19.0,-10.7940441695,,,,,,,,,,
7,Life Cycle__S1,-11.422886237166667,0.4150069244448999,3.0,20.0,-11.1446610177,21.0,-11.2241027197,22.0,-11.8998949741,,,,,,,,,,
8,Life Cycle__S2,-12.543560568566667,0.5857537864850253,3.0,23.0,-11.8748875368,24.0,-12.7897790907,25.0,-12.9660150782,,,,,,,,,,
9,Life Cycle__S3,-11.477020481299999,1.5644626669308568,2.0,26.0,-10.3707783206,27.0,-12.583262642,,,,,,,,,,,,
10,Life Cycle__S4,-11.588263971833333,0.41922438176601323,3.0,28.0,-11.7664808474,29.0,-11.1093759281,30.0,-11.888935140000001,,,,,,,,,,
11,Life Cycle__S5,-9.857802049366667,0.42336445775905024,3.0,31.0,-9.5166561327,32.0,-9.7251390241,33.0,-10.3316109913,,,,,,,,,,
12,Life Cycle__S6,-8.195892931725,1.9846743099459363,8.0,34.0,-8.8548815238,35.0,-5.9524098984,36.0,-10.3798465071,37.0,-7.5888005923,38.0,-4.6352965474,39.0,-9.2162605998,40.0,-9.4379536331,41.0,-9.5016941519
13,Life Cycle__S7,-7.615483933899999,0.7171162060499348,3.0,42.0,-8.413958052,43.0,-7.406207305,44.0,-7.0262864447,,,,,,,,,,
14,Life Cycle__S8,-5.60583314965,1.2613428078759994,2.0,45.0,-6.4977372025,46.0,-4.7139290968,,,,,,,,,,,,
15,Life Cycle__G135,-7.52066224915,0.018718523145527768,2.0,47.0,-7.5074262545,48.0,-7.5338982438,,,,,,,,,,,,
16,Life Cycle__G150,-6.755412314566667,0.6903900747865415,3.0,49.0,-7.2454333621,50.0,-5.965839595,51.0,-7.0549639866,,,,,,,,,,
17,Life Cycle__G180,-8.772286955866667,0.15201269111794372,3.0,52.0,-8.6693597267,53.0,-8.7006150866,54.0,-8.9468860543,,,,,,,,,,
