,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-3.333331758762862e-11,0.4293193868618197,3.0,0.0,0.1380865001,6.0,-0.4813710624,12.0,0.34328456220000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.40631305816666674,0.24039715425813135,3.0,1.0,-0.2788492356,7.0,-0.6835994642000001,13.0,-0.2564904747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.539384021,0.3363056730139364,3.0,2.0,-0.2092725735,8.0,-0.5273202092,14.0,-0.8815592803000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-1.4348835277333334,0.45340070525838977,3.0,3.0,-0.9130183599,9.0,-1.7320757239,15.0,-1.6595564994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.9420083262,0.22861085224160121,3.0,4.0,-0.9660703586,10.0,-1.1576364537,16.0,-0.7023181663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.5113839588666668,0.40992360880352696,3.0,5.0,-0.8991685188,11.0,-0.0824284611,17.0,-0.5525548967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-3.0648674399,0.32293521201539305,2.0,18.0,-3.2932171182,71.0,-2.8365177616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-2.4397787905999997,0.4862571082973639,3.0,19.0,-2.9638735578,70.0,-2.0032622647,205.0,-2.3522005493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.207141301925,0.7651910849488244,8.0,20.0,-1.5591292827,32.0,-0.8430691912,55.0,-1.0543179786,67.0,-1.1441538718,126.0,-0.6188281081,147.0,-0.3743095099,203.0,-1.1903919879,210.0,-2.8729304852,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.976423839,0.3739445768188008,3.0,21.0,-2.3341427485,34.0,-1.5881307841,61.0,-2.0069979844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.8182325988625001,0.570706926071751,8.0,22.0,-0.0837226551,104.0,1.7492379214,111.0,1.3092822979,133.0,0.7328066676,165.0,0.9503320762,238.0,0.3836789981,265.0,1.013077768,270.0,0.49116771680000004,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,0.572942818757143,1.2270933699051545,7.0,23.0,2.2986101897,56.0,0.9941132286000001,82.0,1.0197633339,118.0,-1.7310287884000002,134.0,0.3318267684,137.0,0.153697882,227.0,0.9436171171000001,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-2.1908630373499998,0.45358191215635496,4.0,24.0,-1.7044225655,101.0,-1.9074574287,139.0,-2.6201430816,149.0,-2.5314290736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.906789001425,1.0159905748870182,4.0,25.0,-0.9391220747000001,123.0,-1.7953823083,155.0,-3.331119537,191.0,-1.5615320857000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-2.9241091448999996,0.3344518304538736,3.0,26.0,-2.8671022427,59.0,-2.6218246175,159.0,-3.2834005745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.79791724146,0.5476242224512707,5.0,27.0,-0.8178412557,76.0,-0.022835438200000002,146.0,-1.2208773149,162.0,-1.3908342708,262.0,-0.5371979277,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.24790510985,0.8263376654937427,4.0,28.0,0.45897951670000003,94.0,0.4763402216,186.0,-0.9530259872,231.0,-0.9739141905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-4.573158291366667,2.0135734978233946,3.0,29.0,-4.942144882,49.0,-2.4006094377,260.0,-6.3767205544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-1.2748133032399998,1.4885328028932023,5.0,30.0,-1.6052517037,77.0,-3.2274195773,172.0,0.0804200306,259.0,-1.9671914415,280.0,0.3453761757,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-0.392277785025,0.48615647484450253,4.0,31.0,-1.0995713932,40.0,-0.0255710236,138.0,-0.3122798681,192.0,-0.1316888552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-0.06629589799999995,1.303826695702009,7.0,33.0,-2.1481965562,39.0,1.2698634183,58.0,0.7018617649000001,122.0,-1.2600360086,170.0,-0.7079376027000001,244.0,0.9107013147,261.0,0.7696723836,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-1.240611508057143,1.1248692698685847,7.0,35.0,-0.45710274770000003,79.0,0.5767885943000001,92.0,-2.0301478605,208.0,-2.3046748457,251.0,-1.7372413982000001,263.0,-2.2719026929,299.0,-0.45999960570000004,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-0.06386937730000002,1.2366448635931757,3.0,36.0,-0.4195214568,234.0,1.3116311664,275.0,-1.0837178415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
