,PA3865a
SRX7442752,0.28896225000000003
SRX7442753,-0.28896225000000003
SRX7442754,1.017199496
SRX7442755,0.48086730800000005
SRX7442756,0.58243128
SRX7442757,-0.358733438
SRX7442758,-0.664321029
SRX7442759,0.6865561570000001
SRX7442761,0.725150552
SRX7874204,-0.671922478
SRX7874205,0.671922478
SRX7874206,1.547329776
SRX7874207,1.822226042
SRX8639787,-0.08541087700000001
SRX8639788,0.08541087700000001
SRX8639789,-0.7699977990000001
SRX8639790,-1.813368166
SRX8639791,-0.290712087
SRX8639792,0.13559057400000002
SRX8639793,0.511629667
SRX8639794,0.529813595
SRX8639795,0.751495754
SRX8639796,0.6011042990000001
SRX8639797,-0.15754716600000002
SRX8639798,-0.44548667300000006
SRX8639800,-1.218526801
SRX2940624,-0.586804526
SRX2940626,-0.489297884
SRX2940627,-0.45624724600000005
SRX2940628,0.297189301
SRX2940629,0.159057945
ERX2195929,0.12626188500000002
ERX2195930,-0.12626188500000002
ERX2195931,-0.146568997
ERX2195932,0.242414718
ERX2195933,0.43573121000000004
ERX2195934,0.255476197
SRX4579961,0.063520438
SRX4579962,-0.06645772600000001
SRX4579963,0.0029372870000000002
SRX4579964,-5.585054008
SRX4579965,-5.03018984
SRX4579966,-4.340540991
SRX540108,-0.477439645
SRX540109,0.477439645
SRX540110,-0.023666463000000002
SRX540111,0.6184976510000001
SRX540112,-1.33325406
SRX540113,-1.253659971
SRX540114,1.637670803
SRX540115,0.29917482900000003
SRX1737662,0.978156424
SRX1737664,0.339407139
SRX1737665,-0.288178888
SRX1737667,0.19628953500000001
SRX1737668,-0.23331241800000002
SRX1737670,0.037022883
SRX6976948,-0.18085462500000002
SRX6976949,-0.021170592000000002
SRX6976950,0.202025217
SRX6976951,-0.18429768400000002
SRX6976952,-0.404519583
SRX6976953,-0.371058035
SRX5630349,0.307081131
SRX5630350,-0.307081131
SRX5630351,0.852311888
SRX5630352,0.28971038800000004
SRX4342817,1.637560836
SRX4342818,-1.053687872
SRX4342819,0.6073208130000001
SRX4342820,-0.981097199
SRX4342821,0.39722423500000004
SRX4342822,1.281429641
SRX1411278,-0.6241715290000001
SRX1411287,0.062652702
SRX1411289,-0.608796745
SRX1411279,1.24784993
SRX1411280,-0.623678401
SRX1411281,-0.525298459
SRX1411282,-0.093895982
SRX1411283,0.36124599900000004
SRX1411284,-0.49654502600000006
SRX1411285,-1.026522218
SRX1411286,0.715431797
SRX1411288,0.36363563200000004
SRX2662717,2.254779516
SRX2662718,2.084393545
SRX2662721,-0.18333592
SRX2662722,0.18333592
ERX2300159,-0.382171802
ERX2300160,0.382171802
ERX2300161,0.9819610120000001
ERX2300162,1.819461239
ERX2300163,-0.32747858700000004
ERX2300164,1.447061693
ERX2300165,0.46256620400000004
ERX2300166,0.39711644100000004
ERX2300167,-0.284517342
ERX2300168,1.463609522
ERX2300169,0.245439343
ERX2300170,-2.844869102
SRX6747256,0.528873088
SRX6747257,-0.46796267900000005
SRX6747258,0.088218432
SRX6747259,-0.25007519500000003
SRX6747260,0.100946355
SRX6747265,-0.321767841
SRX6747266,-0.49903872200000005
SRX6747268,-0.428012475
SRX6747269,-0.734302364
ERX2456848,2.440103895
ERX2456849,2.063464742
ERX2456850,2.046214723
ERX2456851,-0.685994894
ERX2456852,-0.49598709900000004
ERX2456853,-0.513582434
ERX2456854,1.197337638
ERX2456855,0.897679191
ERX2456856,0.784742869
ERX2456857,-0.955451429
ERX2456858,-0.9035255
ERX2456859,-1.020782769
SRX1156127,-0.48870485700000005
SRX1156135,0.48870485700000005
SRX1156136,2.017932598
SRX1156137,0.30622465800000004
SRX1156138,0.35952667200000005
SRX1156140,0.114462089
ERX3558798,-1.148636408
ERX3558799,-2.361826447
ERX3558800,-0.963739552
ERX3558801,-1.5976506160000001
ERX3558802,0.6732382210000001
ERX3558803,-0.854056781
ERX3558804,0.179628213
ERX3558805,0.001190347
ERX3593017,0.762017523
ERX3593018,0.836102737
ERX3593020,0.673634666
ERX3593021,-0.853655637
ERX3593022,0.180020971
SRX2520351,0.6053968200000001
SRX2520352,0.071584559
SRX2520353,0.41510424500000004
SRX2520354,2.404676821
SRX2520355,0.56645117
SRX2520356,0.407668167
SRX2520357,-1.6511007160000002
SRX2520358,2.398202431
SRX2520359,1.9481474680000002
SRX2520360,0.020556863
SRX3169722,-0.188034057
SRX3169723,0.185179177
SRX3169725,-0.17037364100000002
SRX3169726,0.066682665
SRX3169728,0.103690976
SRX8143226,0.173524103
SRX8143227,-0.173524103
SRX8143228,0.21108192
SRX8143229,-0.000373562
SRX6853212,1.035349284
SRX6853213,-1.035349284
SRX6853214,0.475532037
SRX6853215,0.5405372860000001
SRX7747527,-1.001676155
SRX7747528,-0.435942461
SRX7747537,-0.43357353200000004
SRX7747538,-0.055167813
SRX7747540,0.055167813
Paeru_0017,2.100262645
Paeru_0018,2.391913336
Paeru_0019,3.096905836
Paeru_0020,3.190509381
Paeru_0033,1.268511859
Paeru_0034,-2.625446758
Paeru_0035,-2.775216615
Paeru_0036,-3.388005231
Paeru_0037,-3.115391017
Paeru_0038,-2.589976972
Paeru_0039,-2.526157376
Paeru_0041,2.252842954
Paeru_0040,2.088701848
Paeru_0042,2.824168504
Paeru_0043,2.533231048
Paeru_0044,-2.99228851
Paeru_0045,1.8060869510000002
Paeru_0046,-2.384554644
Paeru_0047,2.384554644
Paeru_0048,1.621292202
Paeru_0049,1.7275810370000002
Paeru_0050,-1.7344739690000002
Paeru_0051,-1.66055009
Paeru_0052,2.191966425
Paeru_0053,2.628023531
Paeru_0056,2.047440669
Paeru_0057,2.114522538
Paeru_0058,2.577272509
Paeru_0059,2.714845308
Paeru_0060,1.952362591
Paeru_0061,2.183547389
Paeru_0062,2.433319405
Paeru_0063,2.098919369
Paeru_0064,2.138581184
Paeru_0065,2.121350153
Paeru_0066,2.119090377
Paeru_0068,2.383730275
Paeru_0069,2.089202589
Paeru_0070,2.349105159
Paeru_0071,2.310483695
Paeru_0072,2.666280837
Paeru_0073,2.912696221
Paeru_0074,2.578146737
Paeru_0075,3.155749865
Paeru_0077,2.7963861210000003
Paeru_0106,1.305936291
Paeru_0107,1.4042501
