,-0.1572560279010091,-0.13306279283931538,-0.10886955777762167,-0.08467632271592795,-0.06048308765423424,-0.03628985259254053,-0.012096617530846815,0.012096617530846898,0.03628985259254061,0.060483087654234324,0.08467632271592804,0.10886955777762178,0.13306279283931546,0.15725602790100915,0.1814492629627029,0.20564249802439663,0.22983573308609032,0.254028968147784,0.27822220320947777,0.30241543827117146
thresh,-0.14515941037016222,0.14515941037016222,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,1,17,103,2130,2146,107,4,1,0,1,0,1,0,0,2,1,0
unreg_genes,['PN96_RS10995'],[],[],[],[],[],[],[],[],[],[],[],[],[],['glpT'],[],[],['glpK' 'PN96_RS01985'],['glpD'],[]
