,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,1.3715661782751671,0.44825863434342095,2.0,0.0,1.0545994582055132,1.0,1.6885328983448211
1,RichMedia__BHIN_Growth_Mid,9.851368397984736,1.3201465289679526,2.0,2.0,10.784852960777858,3.0,8.917883835191613
2,RichMedia__BHIN_Growth_Stat,4.287720605533353,0.18281247586097496,2.0,4.0,4.158452664166556,5.0,4.416988546900151
3,RichMedia__LBv2_Growth_Late,-4.867976287595948,0.2826740869225854,2.0,6.0,-5.067857051324624,7.0,-4.668095523867272
4,RichMedia__LBv2_Growth_Mid,0.0,2.3283513312997637,2.0,8.0,1.6463930153467885,9.0,-1.6463930153467885
5,RichMedia__LBv2_Growth_Stat,-2.385766665088167,1.5458227019502264,2.0,10.0,-1.2927049500270504,11.0,-3.478828380149283
6,RichMedia__MHB_Rich_Mid,8.535521785868282,0.2987365184873075,2.0,12.0,8.324283167857846,13.0,8.746760403878717
7,RichMedia__NBO_Rich_Mid,4.440850312302999,0.03297410297584835,2.0,14.0,4.417534100485233,15.0,4.464166524120765
8,Carbon__M9Na_Arabinose_Mid,2.143616440530512,0.657448469400557,2.0,16.0,1.6787301695366617,17.0,2.608502711524362
9,Carbon__M9Na_Galactose_Mid,4.243985843234761,0.06703505092424296,2.0,18.0,4.196584904149043,19.0,4.291386782320479
10,Carbon__M9Na_GlcNAcGrowth_Late,0.8320268829731257,0.44465737559068735,2.0,20.0,0.517606637388337,21.0,1.1464471285579143
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.6752276617866402,0.24465759235287568,2.0,22.0,0.5022286191651477,23.0,0.8482267044081325
12,Carbon__M9Na_GlcNAcGrowth_Stat,2.1898587234636016,0.4018606904809683,2.0,24.0,1.9057003041322005,25.0,2.4740171427950024
13,Carbon__M9Na_GlcNAc_Mid,-0.37569778646139684,0.5909595663222611,2.0,26.0,0.0421737302921352,27.0,-0.7935693032149289
14,Carbon__M9Na_Gluconate_Mid,-0.14467996040698394,1.3038159251127215,2.0,28.0,-1.066617042473201,29.0,0.7772571216592332
15,Carbon__M9Na_Glucosamine_Mid,-4.745742306583562,0.511515964320182,2.0,30.0,-5.107438713639539,31.0,-4.384045899527585
16,Carbon__M9Na_Glycerol_Mid,21.39993775797861,0.8281925239892899,2.0,32.0,20.81431720813778,33.0,21.98555830781944
17,Carbon__M9Na_Maltose_Mid,0.853789057411661,0.8694531010193773,2.0,34.0,1.468585241066135,35.0,0.238992873757187
18,Carbon__M9Na_Mannitol_Mid,0.019766831246882798,0.12475243558325619,2.0,36.0,0.1079801244173412,37.0,-0.0684464619235756
19,Carbon__M9Na_Trehalose_Mid,-0.12179036670367055,0.3276251380957475,2.0,38.0,-0.3534563235383527,39.0,0.1098755901310116
20,Carbon__M9Na_ethanol_Mid,-1.1758298494920834,0.5588559954828026,2.0,40.0,-0.780658985379435,41.0,-1.5710007136047317
21,Carbon__M9Na_fructose_Mid,-2.6516460459280546,1.1221570951068367,2.0,42.0,-3.4451309374346963,43.0,-1.8581611544214127
22,Carbon__M9Na_fumarate_Mid,-2.7514051694766173,0.43848018288454343,2.0,44.0,-2.441352858743039,45.0,-3.0614574802101955
23,Carbon__M9Na_glucoseGrowth_Late,0.30123371639411145,0.018071857045087625,2.0,46.0,0.2884549837288961,47.0,0.3140124490593268
24,Carbon__M9Na_glucoseGrowth_Mid,3.219646771412954e-15,1.573685632492806,2.0,48.0,-1.112763782191501,49.0,1.1127637821915075
25,Carbon__M9Na_glucoseGrowth_Stat,2.1514788472208415,1.2677262845708368,2.0,50.0,1.255060994712376,51.0,3.047896699729307
26,Carbon__M9Na_ribose_Mid,3.3738903430422074,1.5787971134840946,2.0,52.0,2.257512197979857,53.0,4.490268488104558
27,Carbon__M9Na_succinate_Mid,-1.4087634988212376,1.5310530715917787,2.0,54.0,-0.3261454895421984,55.0,-2.491381508100277
28,Carbon__M9Na_sucrose_Mid,3.8880120425413205,1.788436684511716,2.0,56.0,5.152627749882341,57.0,2.6233963352003
