locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS01970,0.2774036891926459,glpD,glycerol-3-phosphate dehydrogenase,Energy production and conversion,Op460,,
PN96_RS01985,0.2526621573262734,PN96_RS01985,aquaporin,"Intracellular trafficking, secretion, and vesicular transport",Op465,,
PN96_RS01980,0.2520272027177723,glpK,glycerol kinase GlpK,Nucleotide transport and metabolism,Op464,,
PN96_RS01990,0.1869753861097616,glpT,glycerol-3-phosphate transporter,Carbohydrate transport and metabolism,Op466,TfoX,
PN96_RS10995,-0.1504688076116064,PN96_RS10995,carbon starvation protein A,Signal transduction mechanisms,Op2549,,
