,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,0.33243840602929686,3.0,0.0,0.3188352177,6.0,0.0257130795,12.0,-0.3445482972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,2.1512605030333334,0.2042529089588398,3.0,1.0,2.2118743918,7.0,2.3183458538,13.0,1.9235612635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,1.9589561372666668,0.5668113375491319,3.0,2.0,2.1439900225,8.0,1.3227509215,14.0,2.4101274678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.2774379946333334,0.2006967062197491,3.0,3.0,1.0469575966,9.0,1.3717435936,15.0,1.4136127937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.8385024557666667,0.23314324558742464,3.0,4.0,1.086889142,10.0,0.8042191429000001,16.0,0.6243990824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.4062382377666667,0.17772176211188082,3.0,5.0,0.6094614381,11.0,0.2799229362,17.0,0.329330339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.3228611103,0.343781312763098,2.0,18.0,-0.0797710128,71.0,-0.5659512078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.0041262809333332635,1.1753662925274186,3.0,19.0,-0.2817939759,70.0,-1.0157972835,205.0,1.2852124166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.2256954676125,0.43237118332619817,8.0,20.0,0.1784995016,32.0,0.6067940195,55.0,0.7030210759000001,67.0,0.0633895466,126.0,0.5201927102,147.0,0.4921909547,203.0,-0.2863326524,210.0,-0.4721914152,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.9298953449333335,0.2145797044810107,3.0,21.0,-1.0087031738,34.0,-1.0939280156,61.0,-0.6870548454000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
