,A,GbdR
Crc:Control:1.0,0.1811393066721011,0.0122566459999999
Crc:Control:2.0,-0.1811393057841766,-0.0122566459999999
Crc:Del_crc:1.0,0.3806960355262607,-0.5617241150000005
Crc:Del_crc:2.0,-1.0693158620861876,-0.968444849
Crc:Del_crcZ_crcY:1.0,-0.5603051941394486,1.7853145059999995
Crc:Del_crcZ_crcY:2.0,0.0894983168349018,1.4375357609999997
FinR:Control:1.0,-0.6965279282176635,0.062458825666666
FinR:Control:2.0,0.2354373914624193,0.0383806376666662
FinR:Control:3.0,0.4610905374658461,-0.100839463333334
FinR:Del_finR:1.0,-6.448835985531911,-0.5688037133333337
FinR:Del_finR:2.0,-6.665165046558062,-0.4574470693333339
FinR:Del_finR:3.0,-6.120324155288006,-0.252807236333334
FleQ:Del_fleQ:1.0,-4.965154811135822,-0.2959477846666658
FleQ:Del_fleQ:2.0,-4.946915524793866,-0.2947538226666655
FleQ:Del_fleQ:3.0,-5.727603717212658,-0.4259057966666661
FleQ:OE_wspR:1.0,0.7423691321230731,-0.6673583726666656
FleQ:OE_wspR:2.0,0.6140702814453315,-0.637042581666666
FleQ:Control:1.0,0.4623892803217391,-0.1008383516666659
FleQ:OE_wspR:3.0,1.1022905924367428,-0.687838988666666
FleQ:Control:2.0,-0.6968077919805882,0.062458423333334
FleQ:Control:3.0,0.2344185126877773,0.0383799283333345
Fuel:Butanol:1.0,-6.10144429799856,-1.9511706585
Fuel:Butanol:2.0,-4.492778590475068,-1.8371881885
Fuel:Control:1.0,-1.4111898810336874,-0.0940875165000001
Fuel:Control:2.0,1.411189881314857,0.0940875165000001
Fuel:Isopentanol:1.0,-11.757658690886704,-1.6794732444999996
Fuel:Isopentanol:2.0,-12.601723873298443,-1.1735821384999996
Glycolaldehyde:Glycolaldehyde:1.0,3.0890816354272164,-1.0611496374999998
Glycolaldehyde:Control:1.0,0.6738334916917708,0.1621147514999998
Glycolaldehyde:Glycolaldehyde:2.0,2.8011379766872824,-1.3877008295
Glycolaldehyde:Control:2.0,-0.6738334920508271,-0.1621147514999998
HNS_protein:Control_ex:1.0,0.680710120684514,-0.0610122874999996
HNS_protein:Del_turB_ex:1.0,-0.8771740162093341,-0.0393063994999991
HNS_protein:Del_turB_ex:2.0,-1.5047751782281995,-0.4285824774999991
HNS_protein:WT_pCAR1_ex:1.0,0.643644077817498,-0.1563416204999992
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,1.8231718241730737,0.8467308305000003
HNS_protein:WT_pCAR1_Del_turA_st:1.0,5.393170365136001,2.595061945500001
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,2.010633287410106,0.7516871145000001
HNS_protein:WT_pCAR1_Del_turA_st:2.0,4.992483204066551,2.292137511500001
HNS_protein:WT_pCAR1_ex:2.0,-0.8495922662049531,-0.3005605394999993
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,0.5861727845828298,0.2074991695000001
HNS_protein:WT_pCAR1_Del_turB_st:1.0,5.026517362577029,2.0249332535000004
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,1.1557169194632846,0.4025821795000004
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,1.651060803657301,0.8596208015000002
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,2.3230614639424707,0.5800683255000001
HNS_protein:WT_pCAR1_Del_turB_st:2.0,4.974900228249585,2.1106413425
HNS_protein:Control_ex:2.0,-0.6807101203960785,0.0610122875000005
HNS_protein:WT_Del_turA_ex:1.0,-1.5290498115264353,0.0918588945000005
HNS_protein:WT_Del_turA_ex:2.0,-1.0394112698029665,2.4677851765
Mobile_gene:2737_exp:1.0,0.3438814821090216,-0.2858903619999999
Mobile_gene:2737_exp:2.0,-0.0776905256024437,-0.0264017279999997
Mobile_gene:2737_exp:3.0,-0.3069564111646825,0.178006098
Mobile_gene:2737_exp:4.0,0.0407654539127688,0.1342859920000005
Mobile_gene:2737_reg:1.0,-1.7641983920124042,0.3530896980000007
Mobile_gene:2737_reg:2.0,-1.6406217121527746,0.4176461850000006
Mobile_gene:2737_reg:3.0,-1.6059952361019056,0.5760045140000001
Mobile_gene:2737_reg:4.0,-2.356138545611621,0.5825410920000005
Mobile_gene:3227_exp:1.0,0.0013332536315004,0.0978221580000004
Mobile_gene:3227_exp:2.0,0.5681573189097434,-0.1713871939999993
Mobile_gene:3227_exp:3.0,-0.0928682950546089,-0.1262695239999995
Mobile_gene:3227_exp:4.0,-0.3069680910226952,-0.1904209830000001
Mobile_gene:3227_reg:1.0,-1.5365931620715076,0.0965848210000004
Mobile_gene:3227_reg:2.0,-1.2312102467182244,0.3321918310000002
Mobile_gene:3227_reg:3.0,-0.6506458821799093,0.4029394370000005
Mobile_gene:3227_reg:4.0,-0.458114049152728,0.2367121590000005
Mobile_gene:mfsR_exp:1.0,-0.1101099035037442,0.0325354320000004
Mobile_gene:mfsR_exp:2.0,0.6759960199936708,0.3325963190000003
Mobile_gene2:Condition1:1.0,0.667589755885678,-0.1108041899999978
Mobile_gene2:Condition1:2.0,0.3182087513983058,0.2916293900000006
Mobile_gene2:Condition2:1.0,0.0856554325874004,-0.0654316499999989
Mobile_gene2:Condition2:2.0,0.0158105192540333,-0.1255874399999985
Mobile_gene2:Condition2:3.0,-0.2733153555320717,-0.0469901099999994
Mobile_gene2:Condition2:4.0,0.1718494045123058,0.2380092000000004
Muconate:CJ522_fructose:1.0,-2.9114260982765345,2.984611574666667
Muconate:CJ522_fructose:2.0,-0.9327845494654472,2.799126178666667
Muconate:CJ522_fructose:3.0,-2.3005538467125595,3.0068085356666674
Muconate:CJ522_fructose_glucose:1.0,-4.261994705836632,2.5472810066666667
Muconate:CJ522_fructose_glucose:2.0,-3.3364207216239383,2.7188963276666667
Muconate:CJ522_fructose_glucose:3.0,-3.011104245639323,3.0422403716666677
Muconate:CJ522_fructose_glucose_gluconate:1.0,-4.828581389270815,2.588835566666668
Muconate:CJ522_fructose_glucose_gluconate:2.0,-4.26843701807648,2.498188633666667
Muconate:CJ522_fructose_glucose_gluconate:3.0,-2.4352358781116443,2.324451951666666
Muconate:CJ522_glucose_gluconate:1.0,0.4039460220705455,2.190104857666667
Muconate:CJ522_glucose_gluconate:2.0,1.2254955037978896,2.3451716176666677
Muconate:CJ522_glucose_gluconate:3.0,1.4761118562636866,2.417763429666667
Muconate:CJ522_gluconate:1.0,-3.4678923570304323,2.280005869666667
Muconate:CJ522_gluconate:2.0,-3.859850920099914,2.221170420666667
Muconate:CJ522_gluconate:3.0,-3.5531716996680505,2.461430983666667
Muconate:CJ522_glucose:1.0,-1.7201579137844554,3.631548023666667
Muconate:CJ522_glucose:2.0,-1.3439070060932488,3.3787071416666667
Muconate:CJ522_glucose:3.0,-1.353434679856682,3.463117324666667
Muconate:GB032_fructose:1.0,-1.868646890352076,3.261154241666667
Muconate:GB032_fructose:2.0,-1.5806807089683623,3.352933423666667
Muconate:GB032_fructose:3.0,-2.2445701120622905,3.147480289666667
Muconate:GB032_fructose_glucose:1.0,-3.7961597837130014,2.0850486406666677
Muconate:GB032_fructose_glucose:2.0,-4.30762624669898,2.268764964666667
Muconate:GB032_fructose_glucose:3.0,-5.394358160919264,2.3552765536666667
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.244611660578677,2.2281069956666677
Muconate:GB032_fructose_glucose_gluconate:2.0,-3.9951402965183744,2.7021154226666666
Muconate:GB032_fructose_glucose_gluconate:3.0,-6.433269905426588,2.456173935666667
Muconate:GB032_glucose_gluconate:1.0,-4.408425014899344,2.2373425736666674
Muconate:GB032_glucose_gluconate:2.0,-5.6873949031903,2.618568576666666
Muconate:GB032_glucose_gluconate:3.0,-4.019950579983235,2.2823653866666667
Muconate:GB032_gluconate:1.0,-5.557151860905447,2.249310796666667
Muconate:GB032_gluconate:2.0,-3.805899129433196,2.129634855666667
Muconate:GB032_gluconate:3.0,-4.24264330077949,2.578163761666667
Muconate:GB032_glucose:1.0,-2.250341885710313,3.8141027526666673
Muconate:GB032_glucose:2.0,-1.4803489721237235,3.183714953666667
Muconate:GB032_glucose:3.0,-2.386569952829548,3.6065518236666674
Muconate:GB045_fructose:1.0,1.512665900348007,4.350037528666666
Muconate:GB045_fructose:2.0,1.807029172586356,4.308157415666667
Muconate:GB045_fructose:3.0,2.5320562374997406,4.336264620666666
Muconate:GB045_fructose_glucose:1.0,-1.1646667372661874,1.1898290876666668
Muconate:GB045_fructose_glucose:2.0,-1.4285733845935793,1.7472225666666668
Muconate:GB045_fructose_glucose_gluconate:1.0,-2.262161035559018,2.136907150666667
Muconate:GB045_fructose_glucose_gluconate:2.0,-2.5312044317833577,1.012925094666667
Muconate:GB045_fructose_glucose_gluconate:3.0,-1.843427744591122,1.8762826406666664
Muconate:GB045_glucose_gluconate:1.0,-3.819907278708159,1.6849267376666668
Muconate:GB045_glucose_gluconate:2.0,-3.916080541032295,1.4037284226666666
Muconate:GB045_glucose_gluconate:3.0,-3.3499337363961064,1.658058861666667
Muconate:GB045_gluconate:1.0,-0.6710829664314092,0.8997143536666674
Muconate:GB045_gluconate:2.0,-0.6074737489545252,0.9207953366666676
Muconate:GB045_gluconate:3.0,-1.730115295320356,1.6259442036666667
Muconate:GB045_glucose:1.0,0.2641491431804414,2.256018790666667
Muconate:GB045_glucose:2.0,-0.0653101602369476,2.4846799286666674
Muconate:GB045_glucose:3.0,-0.1219973876424994,2.0037898266666674
Muconate:GB062_fructose:1.0,-4.452046677601699,2.769125612666667
Muconate:GB062_fructose:2.0,-4.74809108911975,2.538209973666667
Muconate:GB062_fructose:3.0,-5.494092215905588,3.239502074666667
Muconate:GB062_fructose_glucose:1.0,1.5168628025186626,2.501152371666667
Muconate:GB062_fructose_glucose:2.0,-0.8040470021666937,1.846225797666667
Muconate:GB062_fructose_glucose:3.0,-2.398923352718416,2.280199561666667
Muconate:GB062_fructose_glucose_gluconate:1.0,-4.021705807933089,2.766147833666667
Muconate:GB062_fructose_glucose_gluconate:2.0,-4.48036185425508,2.421921123666667
Muconate:GB062_fructose_glucose_gluconate:3.0,-3.20483766382816,2.494260751666667
Muconate:GB062_glucose_gluconate:1.0,0.7840098449485003,2.796804399666667
Muconate:GB062_glucose_gluconate:2.0,0.3015937326380912,2.615534375666668
Muconate:GB062_glucose_gluconate:3.0,0.0802437146639053,2.618079505666667
Muconate:GB062_gluconate:1.0,-0.3222285239104719,2.011832448666667
Muconate:GB062_gluconate:2.0,-2.36283913582169,2.597716833666667
Muconate:GB062_gluconate:3.0,-3.0335138179702943,2.2568421766666678
Muconate:GB062_glucose:1.0,-3.439009379112686,2.3372181226666666
Muconate:GB062_glucose:2.0,-3.8565619712503456,2.544197469666668
Muconate:GB062_glucose:3.0,-5.04085316883938,2.847406018666667
Muconate:KT2440_fructose:1.0,-2.6901377457009805,1.8055059146666677
Muconate:KT2440_fructose:2.0,-3.630431553520488,1.6007389766666669
Muconate:KT2440_fructose:3.0,-1.8412705964289608,1.0729821686666674
Muconate:KT2440_fructose_glucose:1.0,-4.680386373800586,0.599633118666667
Muconate:KT2440_fructose_glucose:2.0,-4.932817867016669,0.937765119666667
Muconate:KT2440_fructose_glucose:3.0,-4.606695314880638,0.777590320666667
Muconate:KT2440_fructose_glucose_gluconate:1.0,-2.9022992233001266,1.930635957666667
Muconate:KT2440_fructose_glucose_gluconate:2.0,-3.203193001944035,0.4753048116666671
Muconate:KT2440_fructose_glucose_gluconate:3.0,-1.422644158163154,1.9478218696666676
Muconate:KT2440_glucose_gluconate:1.0,-3.081887591906772,1.6015055386666668
Muconate:KT2440_glucose_gluconate:2.0,-2.5428674915162315,2.0714785436666667
Muconate:KT2440_glucose_gluconate:3.0,-3.777361102760423,1.9028725876666672
Muconate:KT2440_gluconate:1.0,-1.170181311401538,0.1491589276666669
Muconate:KT2440_gluconate:2.0,-0.7586177924504224,-0.4526700713333329
Muconate:KT2440_gluconate:3.0,-0.4389038232432035,-0.004492555333333
Muconate:KT2440_glucose:1.0,0.6113165602399305,-0.0051109193333331
Muconate:KT2440_glucose:2.0,-0.082180884398566,-0.1120241453333328
Muconate:KT2440_glucose:3.0,-0.5291356757348797,0.1171350646666669
Multistress:Control:1.0,0.0239346439367382,-0.0914173836666663
Multistress:Control:2.0,-0.3198891158612913,0.0114199253333344
Multistress:Control:3.0,0.295954474947693,0.0799974583333344
Multistress:NaCl_7min:1.0,0.3221348473882405,-0.3303337556666657
Multistress:NaCl_60min:1.0,2.341616142783552,-2.047183973666666
Multistress:NaCl_7min:2.0,-0.8975376177505645,-0.4100121876666662
Multistress:NaCl_60min:2.0,2.6969670442578417,-2.266810446666666
Multistress:NaCl_7min:3.0,0.4836276755674689,-0.1491015356666656
Multistress:NaCl_60min:3.0,3.0360400322054746,-2.1233379246666657
Multistress:Imipenem_7min:1.0,0.1990281313220954,-0.0668660976666659
Multistress:Imipenem_60min:1.0,1.9952513843424944,0.0343121413333342
Multistress:Imipenem_7min:2.0,1.2445214270786131,-0.216603721666666
Multistress:Imipenem_60min:2.0,1.476577030039787,-0.4383061406666657
Multistress:Imipenem_7min:3.0,0.4823474096528436,-0.1993451276666658
Multistress:Imipenem_60min:3.0,0.685990093496557,-0.0240829726666662
Multistress:H2O2_7min:1.0,1.968619766172104,0.6368593213333344
Multistress:H2O2_60min:1.0,2.656653795455651,-0.2070066656666656
Multistress:H2O2_7min:2.0,2.924199528844067,0.0436881963333339
Multistress:H2O2_60min:2.0,2.3751169803965824,-0.0814223526666655
Multistress:H2O2_7min:3.0,4.353628680707724,1.106408685333334
Multistress:H2O2_60min:3.0,2.9750080492083075,0.8604189143333345
Myristic_acid:Control:1.0,-0.4871422158970842,-0.1129259229999997
Myristic_acid:Control:2.0,0.8166694026361592,-0.5143972740000002
Myristic_acid:Control:3.0,-0.3295271855144639,0.6273231969999999
Myristic_acid:Myristic_acid:1.0,-2.42844622660129,-1.482867529
Myristic_acid:Myristic_acid:2.0,-3.6117328547239422,-1.96229762
Myristic_acid:Myristic_acid:3.0,-4.07644331871673,-1.0369219659999995
Phase:WT_Tr:1.0,39.29720450019053,2.4375314935
Phase:WT_Tr:2.0,39.01872189731086,2.9648328575000003
Phase:WT_Ex:1.0,0.1274739438386835,-0.2060957835000003
Phase:WT_Ex:2.0,-0.1274739448232362,0.2060957835000003
Phase:WT_Tr:3.0,42.26592317950556,1.1196684765000002
Phase:WT_Tr:4.0,44.982304399360565,1.7287397065
Phase:WT_St:1.0,10.363941112951018,1.5612183674999995
Phase:WT_St:2.0,11.437283545401106,1.5052803055000004
RelA:Control:1.0,3.8545143632445655,0.3857785839999996
RelA:Control:2.0,-0.7652150325029743,-0.0087318569999998
RelA:Control:3.0,-3.0892993303343506,-0.3770467270000006
RelA:Del_relA:1.0,-3.1936877270493174,2.022365069
RelA:Del_relA:2.0,-8.4184319245393,1.53569055
RelA:Del_relA:3.0,17.135842029909945,2.0643780409999994
RelA:Del_relA_lignin:1.0,-15.921297392862632,-0.3581682640000005
RelA:Del_relA_lignin:2.0,-14.95896030460198,-0.3766078630000002
RelA:Del_relA_lignin:3.0,-15.47633992591124,-0.8017495600000002
Zn:Zn_ion:1.0,2.949649443705246,0.7209795960000003
Zn:Zn_ion:2.0,2.997759960020233,0.7245579019999999
Zn:Zn_ion:3.0,3.6419887269858666,0.6025086599999989
Zn:Control:1.0,-0.4749965945671618,0.0475444409999994
Zn:Control:2.0,0.3339221202535437,-0.0252996530000002
Zn:Control:3.0,0.1410744731826309,-0.022244788
ZnO:Control:1.0,0.9946191540418916,-0.0652873424999995
ZnO:Control:2.0,-0.9946191540852536,0.0652873425000004
ZnO:Nano:1.0,1.2173066972094329,0.0713879024999997
ZnO:Nano:2.0,1.8351002437572177,0.3157424034999998
ZnO:Nano:3.0,0.1197706924779128,0.2882945255000004
ZnO:Zn_ion:1.0,0.6959425729976697,0.2495166375000002
ZnO:Zn_ion:2.0,1.3138930268960431,0.2780135215000001
ZnO:Zn_ion:3.0,-0.993104447870067,0.4361985095000005
