,USA300HOU_RS02560
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,10.0770160094
USA300_LAC_U01-Set001_CAMHB_Control_1,10.3307607593
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,10.2536135472
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,10.2690504136
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,10.1029991377
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,10.1370187772
USA300_LAC_U01-Set001_CAMHB_Control_2,10.3362144659
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,10.3555512379
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,10.3133832782
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,10.2134175523
USA300_TCH1516_U01-Set000_CAMHB_Control_1,10.2359245453
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,10.1824158487
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,9.9892132694
USA300_LAC_U01-Set001_R10LB_PreCulture_1,9.723539990999999
USA300_LAC_U01-Set001_R10LB_PreCulture_2,9.7587108457
USA300_LAC_U01-Set001_R10LB_Control_1,9.0172845502
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.8867795435
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,9.3676159528
USA300_LAC_U01-Set001_R10LB_Control_2,9.1952255967
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.8882525635
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,9.2291788327
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.5465123378
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.1435395042
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.673514298
USA300_TCH1516_U01-Set000_R10LB_Control_2,9.1335811814
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.2213388576
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.3066520343
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,9.9837417237
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,9.9521494822
USA300_TCH1516_U01-Set000_CAMHB_Control_2,10.2177305387
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,9.9647137335
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,9.9644815166
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,9.819315126
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,9.8398094624
USA300_LAC_U01-Set004_CAMHB_Control_1,9.8112674244
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,9.8804444804
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,9.816546239800001
