,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-1.4693153263499998,0.7097148677898565,4.0,70.0,-0.5363537791,71.0,-1.3564020929,72.0,-2.1934887787,73.0,-1.7910166547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.6666631038238695e-11,1.6218473945629972,6.0,74.0,1.3054371606,75.0,1.5273824778,76.0,1.5830676264,86.0,-1.3396915701,88.0,-1.7412170906000002,90.0,-1.334978604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,21.874811023333333,3.8703303958827298,6.0,77.0,25.8012283886,78.0,24.2355570817,79.0,25.9206508614,87.0,17.9805650815,89.0,17.7486131352,91.0,19.5622515916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.20330441003333333,0.2344085802749971,3.0,80.0,-0.3531983057,82.0,0.0668251383,84.0,-0.3235400627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,26.734355990666668,0.4682400077888175,3.0,81.0,26.5679904152,83.0,26.372015966,85.0,27.2630615908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,6.771849623872957,3.0,92.0,2.6897119162000003,93.0,-7.7034748871000005,94.0,5.0137629709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-8.161098800233333,0.23668383148047933,3.0,95.0,-8.00049212,96.0,-8.0498992506,97.0,-8.4329050301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-8.401068596133333,6.422632079106455,3.0,98.0,-11.3793418325,99.0,-12.7939060701,100.0,-1.0299578858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-9.951519491666668,0.4710387573652318,3.0,101.0,-10.4949545127,102.0,-9.6601476082,103.0,-9.6994563541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,16.941256009833335,0.17305553763064602,3.0,104.0,16.8019351066,105.0,17.1349748491,106.0,16.8868580738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,12.2367236942,0.8132925499754917,3.0,107.0,13.1474526021,108.0,11.5829293683,109.0,11.9797891122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,13.996575632033334,0.5916404268167387,3.0,110.0,13.5251702546,111.0,14.6604968657,112.0,13.8040597758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,12.636884806799998,1.1794697407525039,3.0,113.0,12.689851911,114.0,11.4318238352,115.0,13.7889786742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
