,-0.07219695916612133,-0.054147719374590994,-0.03609847958306066,-0.018049239791530322,1.3877787807814457e-17,0.01804923979153035,0.036098479583060686,0.05414771937459102,0.07219695916612136,0.0902461989576517,0.10829543874918203,0.12634467854071235,0.1443939183322427,0.16244315812377302,0.18049239791530336,0.1985416377068337,0.21659087749836403,0.23464011728989437,0.2526893570814247,0.27073859687295504
thresh,-0.04512309947882583,0.04512309947882583,1,,,,,,,,,,,,,,,,,
unreg,1,4,43,906,2552,513,129,37,16,6,1,2,0,0,0,1,0,0,0,0
unreg_genes,['yjaA'],['zraR' 'yedA' 'dedA' 'fruB'],[],[],[],[],[],"['lolA' 'ybbA' 'mutT' 'glk' 'selU' 'mipA' 'glyQ' 'gltA' 'dapB' 'clpA'
 'fepA' 'ypeA' 'zntB' 'yfcP' 'mazG' 'ansB' 'ykgG' 'livJ' 'cysM' 'fabH'
 'mltB' 'nhoA' 'pmbA' 'ygaM' 'fabB' 'nrdG' 'kdgR' 'aspC' 'dctA' 'yfeZ'
 'yhaH' 'pgk' 'yccJ' 'modC' 'ygjH' 'yecA' 'yhaJ']","['pdxI' 'sfsA' 'fre' 'ydhQ' 'erpA' 'ydgH' 'yciU' 'yhiN' 'glf' 'yhdH' 'rmf'
 'msrB' 'trpS' 'wrbA' 'pabA' 'nsrR']",['ygdD' 'icd' 'narP' 'zapC' 'sodB' 'yeaC'],['tcyJ'],['ycaR' 'rbsD'],[],[],[],['yodC'],[],[],[],[]
