,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.10864628286721859,3.0,0.0,-0.0141910826,1.0,0.115044486,2.0,-0.1008534034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.7148941589,0.6192401486311562,3.0,3.0,-1.0944335768,4.0,-1.0499298752,5.0,-0.0003190247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.3340557800333332,0.12107729303431744,3.0,6.0,-1.4592159833,7.0,-1.3254284682,8.0,-1.2175228886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-1.904761798023796e-11,0.18492498344728966,21.0,9.0,0.32395986860000003,10.0,-0.1137682896,11.0,-0.0614703708,12.0,-0.20486253170000002,13.0,-0.0843729792,14.0,0.08782174890000001,15.0,0.1214866742,16.0,-0.4391711481,17.0,-0.2144811901,18.0,0.0692755261,19.0,0.061969504,20.0,-0.1462884133,21.0,0.0597893085,22.0,-0.0732498161,23.0,0.154169579,24.0,0.2563201003,25.0,0.0711597279,26.0,0.3088899849,27.0,0.0312759165,28.0,-0.09395264290000001,29.0,-0.1145005575
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.6752751334857144,0.3858286955763047,21.0,30.0,-0.43889907800000005,31.0,-0.8238555181,32.0,-0.9591703892000001,33.0,-0.8036440817,34.0,-0.4780445199,35.0,-0.49059743570000003,36.0,-0.2232663092,37.0,-0.7488288352,38.0,-0.5664128419000001,39.0,-1.002883031,40.0,-1.1032447592,41.0,-0.9463659906,42.0,-0.6220512711,43.0,-0.9466339441,44.0,-1.1573510237,45.0,-0.5033789365,46.0,-1.4652641885,47.0,-0.7384826608,48.0,-0.0939835213,49.0,0.0589978707,50.0,-0.1274173382
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.03512598214475217,3.0,51.0,-0.0338368323,52.0,0.0362868494,53.0,-0.0024500171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.101767877225,0.06783327554171839,4.0,54.0,-0.0496162463,55.0,-0.1816172282,56.0,-0.13442045,57.0,-0.0414175844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.499999946642406e-11,0.029191355183365568,4.0,58.0,-0.0416171106,59.0,0.0074380833,60.0,0.0074719847,61.0,0.0267070425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.078091004475,0.016945444363709778,4.0,62.0,-0.081439301,63.0,-0.0575501363,64.0,-0.0985302975,65.0,-0.0748442831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.00971032375,0.013719936241397529,4.0,66.0,-0.013808268,67.0,0.0106020985,68.0,-0.0164269409,69.0,-0.0192081846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.0687591719,0.11151593562287217,4.0,70.0,-0.013401028300000001,71.0,-0.0405489666,72.0,0.1526869512,73.0,0.1762997313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-2.544261098099317e-17,0.28031484134709184,6.0,74.0,-0.22332314890000002,75.0,-0.29411318200000003,76.0,-0.2029045808,86.0,0.3667558716,88.0,0.2724871651,90.0,0.081097875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.22065794788333334,0.2532112984658541,6.0,77.0,0.0693113927,78.0,0.0750356536,79.0,0.0338799147,87.0,0.4768480758,89.0,0.608350292,91.0,0.060522358500000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.24607541623333332,0.031151863977244496,3.0,80.0,0.2106422104,82.0,0.25842503,84.0,0.2691590083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-0.08284192033333333,0.10427180589342179,3.0,81.0,-0.0252831538,83.0,-0.020036093,85.0,-0.2032065142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,4.625929269271485e-18,0.1078167051306326,3.0,92.0,0.12215099700000001,93.0,-0.0402478161,94.0,-0.0819031809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.03572815333333333,0.023072524991353715,3.0,95.0,0.0205948088,96.0,0.0622837124,97.0,0.0243059388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.2892522509,0.10627610283998085,3.0,98.0,0.3136091093,99.0,0.1729120839,100.0,0.3812355595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,0.24541019770000003,0.04664571250832034,3.0,101.0,0.2818062329,102.0,0.2615970454,103.0,0.1928273148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-0.5869094290333333,0.06736713093107863,3.0,104.0,-0.5096410942,105.0,-0.6177632588,106.0,-0.6333239341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,0.1296196869,0.07838023931807994,3.0,107.0,0.2041746716,108.0,0.0479054124,109.0,0.1367789767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-0.21161419783333335,0.040045096307087975,3.0,110.0,-0.2365274439,111.0,-0.23289342170000002,112.0,-0.1654217279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-0.2769007557,0.10460992464861808,3.0,113.0,-0.1596720368,114.0,-0.3607402402,115.0,-0.3102899901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
