,USA300HOU_RS08565
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.290799166
USA300_LAC_U01-Set001_CAMHB_Control_1,6.9351530106
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.2416502209
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.0734892871
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.1116557324
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.395840386
USA300_LAC_U01-Set001_CAMHB_Control_2,6.9187719086
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.2433063279
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.4139294156
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.1518072671
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.6936554256
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,8.1013830887
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,8.1316942469
USA300_LAC_U01-Set001_R10LB_PreCulture_1,3.4801400772
USA300_LAC_U01-Set001_R10LB_PreCulture_2,3.1133410353
USA300_LAC_U01-Set001_R10LB_Control_1,4.2881724973
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,4.2233813361
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,4.8364801706
USA300_LAC_U01-Set001_R10LB_Control_2,4.6575854977
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,4.5751565213
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,4.716075456
USA300_TCH1516_U01-Set000_R10LB_Control_1,4.5043483239
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,4.9812657276
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,4.0096269499
USA300_TCH1516_U01-Set000_R10LB_Control_2,4.4751992454
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.0400463066
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,4.4357108721
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.3199378388
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.4414032492
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.9282198057
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,8.1956497473
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,8.2105601887
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.196590119
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,8.2312797785
USA300_LAC_U01-Set004_CAMHB_Control_1,6.5444268296
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.288105812
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,5.9815384364
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,4.9949656265
USA300_LAC_U01-Set004_CAMHB_Control_2,6.1999448466
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.5976416191
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,6.0070723523
