locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4566,0.4752547877,topAI,KpLE2 phage-like element%3B toxin of the TopAI-YjhQ toxin-antitoxin system%2C TopA inhibitor,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10473
b4307,0.1974800511,yjhQ,KpLE2 phage-like element%3B putative acetyltransferase TopAI antitoxin YjhQ,Function unknown,topAI-yjhQ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7917
b4306,0.1875651109,yjhP,KpLE2 phage-like element%3B putative methyltransferase YjhP,"Translation, ribosomal structure and biogenesis",yjhP,,https://ecocyc.org/gene?orgid=ECOLI&id=G7916
b4330,0.11761130110000001,yjiH,Gate family protein YjiH,Function unknown,yjiHG-iadA,,https://ecocyc.org/gene?orgid=ECOLI&id=G7927
