,Value,list
TF,PSPTO_5267,
reg_genes,11,['znuA' 'znuC' 'PSPTO_5267']
comp_genes,37,"['PSPTO_5563' 'PSPTO_2633' 'PSPTO_0680' 'aatJ' 'PSPTO_5561'
 'PSPTO_RS12775' 'glnT' 'PSPTO_RS18225' 'PSPTO_RS24375' 'PSPTO_2463'
 'PSPTO_2635' 'PSPTO_RS11325' 'PSPTO_0682' 'rpmE-1' 'PSPTO_0681'
 'PSPTO_RS01305' 'PSPTO_2634' 'PSPTO_5560' 'PSPTO_RS01215' 'ddlA'
 'PSPTO_RS21610' 'PSPTO_RS15425' 'cadA-1' 'PSPTO_RS28925' 'PSPTO_1447'
 'PSPTO_RS13620' 'PSPTO_1824' 'PSPTO_5562' 'PSPTO_RS02630']"
both_genes,8,"['znuB' 'PSPTO_0683' 'PSPTO_2579' 'PSPTO_2578' 'PSPTO_2580' 'PSPTO_5527'
 'PSPTO_5526' 'PSPTO_5525']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
