,-0.07771676736000001,-0.05828757552000001,-0.03885838368000001,-0.019429191840000012,-1.3877787807814457e-17,0.019429191839999985,0.03885838367999998,0.05828757551999998,0.07771676735999998,0.09714595919999998,0.11657515103999998,0.13600434287999996,0.15543353472,0.17486272656000001,0.19429191839999999,0.21372111023999996,0.23315030207999998,0.25257949392,0.27200868576,0.29143787759999995
thresh,-0.0485729796,0.0485729796,2,,,,,,,,,,,,,,,,,
unreg,2,5,42,599,4657,525,43,10,2,1,2,2,0,2,1,0,2,0,0,0
PSPTO_5267,0,0,0,0,0,0,3,2,0,2,0,1,1,1,1,0,0,0,0,0
unreg_genes,['PSPTO_RS18225' 'cadA-1'],['PSPTO_RS24375' 'PSPTO_1447' 'PSPTO_RS28925' 'PSPTO_RS02630' 'aatJ'],[],[],[],[],[],"['PSPTO_1824' 'PSPTO_RS21610' 'glnT' 'PSPTO_5562' 'PSPTO_0680' 'ddlA'
 'PSPTO_RS15425' 'PSPTO_RS01305' 'PSPTO_RS01215' 'PSPTO_RS11325']",['PSPTO_5563' 'PSPTO_0682'],['PSPTO_0681'],['rpmE-1' 'PSPTO_RS13620'],['PSPTO_2633' 'PSPTO_5560'],[],['PSPTO_2634' 'PSPTO_5561'],['PSPTO_2463'],[],['PSPTO_RS12775' 'PSPTO_2635'],[],[],[]
PSPTO_5267_genes,[],[],[],[],[],[],['PSPTO_5267' 'znuA' 'znuC'],['znuB' 'PSPTO_5527'],[],['PSPTO_0683' 'PSPTO_2580'],[],['PSPTO_2578'],['PSPTO_5525'],['PSPTO_2579'],['PSPTO_5526'],[],[],[],[],[]
