,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-1.192181266407991,2.2607132389061086,2.0,0.0,0.4063843951407221,1.0,-2.790746927956704,,
1,Chrom__sac_sta,0.41879996657752205,1.0132920046405571,2.0,2.0,-0.2977056812259265,3.0,1.1353056143809706,,
2,Chrom__sac_MW001,-2.0539125955565396e-15,0.4512922955528598,2.0,4.0,0.3191118424826687,5.0,-0.3191118424826728,,
3,Chrom__sac_fadR,-0.0355847127736586,1.6427407373650784,2.0,6.0,-1.1971778278958949,7.0,1.1260084023485777,,
4,FadR__wt_p,4.524158825347513e-15,0.7050422960744582,2.0,8.0,0.4985401885775875,9.0,-0.4985401885775784,,
5,FadR__ko_p,0.14898052912400167,0.22610309590451272,2.0,10.0,0.3088595614853549,11.0,-0.01089850323735159,,
6,GDGT__75_2.4_log,1.1842378929335002e-15,3.410172382779443,3.0,12.0,1.8154887304797318,27.0,2.1183548040534106,50.0,-3.933843534533139
7,GDGT__80_3.5_stat,0.3018113368141568,0.4537893765862139,3.0,13.0,-0.1959958051744096,20.0,0.40906097972529015,42.0,0.6923688358915897
8,GDGT__80_2.4_log,1.6538773568468315,0.9927195682908477,3.0,14.0,1.693540783785828,37.0,0.6419205249118454,41.0,2.626170761842821
9,GDGT__75_3.5_stat,1.0814832866023292,3.5610819763908172,3.0,15.0,-2.3889852065464923,24.0,4.726741399813369,28.0,0.9066936665401114
10,GDGT__80_1.6_stat,1.7675246671066949,1.6170542597400965,3.0,16.0,1.7720415649878016,17.0,3.382315746525969,33.0,0.1482166898063142
11,GDGT__75_2.4_stat,-0.4472392111235999,2.279782700899631,3.0,18.0,-2.9741508948722712,26.0,0.17711791363259194,31.0,1.4553153478688798
12,GDGT__80_2.4_stat,1.871464838748414,2.1967364031768613,3.0,19.0,4.407212675447478,29.0,0.6596088331538776,30.0,0.547573007643886
13,GDGT__80_1.6_log,-0.7166549309046716,3.176725768831909,2.0,21.0,-2.9629392640157635,39.0,1.5296294022064203,,
14,GDGT__65_3.5_stat,4.170375561789672,1.4917372587908093,3.0,22.0,4.446455683706092,23.0,5.504787494608059,34.0,2.5598835070548627
15,GDGT__75_1.6_stat,0.9256705408110251,2.493293670021295,3.0,25.0,2.072060067985917,32.0,-1.9346308258791387,38.0,2.639582380326297
16,GDGT__75_1.6_log,2.008219932411556,2.615898169986641,2.0,35.0,3.85793926730259,36.0,0.1585005975205222,,
17,GDGT__65_2.4_stat,2.3012445947716613,2.838136662115632,3.0,40.0,-0.9554145945304064,46.0,3.6123236474284193,49.0,4.246824731416971
18,GDGT__65_2.4_log,2.4708996078389984,1.0345444599340854,3.0,43.0,3.4272114537205614,44.0,1.372757411138663,47.0,2.6127299586577712
19,GDGT__80_3.5_log,-0.9074843484099185,2.334709788003825,3.0,45.0,0.33124265067051584,51.0,-3.6005007505625164,52.0,0.5468050546622447
20,GDGT__65_1.6_log,2.030583544205502,1.3157400677210331,3.0,48.0,0.5128999581389829,53.0,2.729015691943069,54.0,2.8498349825344547
21,NutLim__t0,1.7763568394002505e-15,0.7315374475844149,2.0,55.0,-0.5172750898788365,56.0,0.5172750898788401,,
22,NutLim__t05,1.7879204594410565,1.1464211761977494,3.0,57.0,1.4353683556649068,58.0,3.0692131509445217,59.0,0.8591798717137413
23,NutLim__t1,2.2997566990724567,1.5192184578704264,3.0,60.0,2.8171770972117725,61.0,3.4926772455528545,62.0,0.5894157544527431
24,NutLim__t15,2.158178080953338,1.091219274535749,3.0,63.0,1.773986317854465,64.0,3.389531881401428,65.0,1.3110160436041205
25,NutLim__t2,2.1650657827143776,0.8104139423816912,3.0,66.0,1.3726669337913815,67.0,2.9923670584543967,68.0,2.1301633558973543
26,NutLim__t4,2.7832789187465945,0.14999699722993073,2.0,69.0,2.6772150248476905,70.0,2.889342812645498,,
27,UV_irr__wt0,7.586524001605236e-16,0.4470545269912098,3.0,71.0,-0.2937637697654273,72.0,0.5144888567742144,73.0,-0.22072508700878485
28,UV_irr__wt1,-0.7135552299182413,0.6725241449451249,3.0,74.0,-1.331207532691007,75.0,0.0029079538803063296,76.0,-0.8123661109440233
29,UV_irr__wt2,-0.20612443824001728,0.4340214440507945,3.0,77.0,-0.06303908129140054,78.0,0.13828907012042038,79.0,-0.6936233035490716
30,UV_irr__mut0,-0.504599361571083,0.20162601407225153,3.0,80.0,-0.4314109364599672,81.0,-0.7325979637653838,82.0,-0.3497891844878979
31,UV_irr__mut1,0.32640749576329803,0.35841205402660276,3.0,83.0,0.3111004839355515,84.0,0.6922278231629803,85.0,-0.02410581980863765
32,UV_irr__mut2,0.2678258554129294,0.8028304382130668,3.0,86.0,0.0538523985545516,87.0,-0.4063392786925887,88.0,1.1559644463768253
33,YtrA__overexpr,-0.34343835112778404,0.43207317632449366,3.0,89.0,-0.19083262194404613,90.0,-0.8311058328956586,91.0,-0.008376598543647284
34,YtrA__wt,-2.0354088784794536e-16,0.15795856557571963,3.0,92.0,-0.032053773987215164,93.0,0.17152712853239502,94.0,-0.13947335454518045
