sample,BSU27370
LBexp_1,12.423
LBexp_2,12.2761
LBexp_3,11.9216
LBtran_1,10.8229
LBtran_2,10.7702
LBtran_3,10.6764
LBstat_1,11.2531
LBstat_2,10.8023
LBstat_3,10.6227
LBGexp_1,12.2246
LBGexp_2,12.2274
LBGexp_3,12.2651
LBGtran_2,11.8854
LBGtran_3,12.3538
LBGstat_1,12.102
LBGstat_2,11.2645
LBGstat_3,11.7921
S0_1,11.4849
S0_2,11.6314
S0_3,11.5246
S1_1,11.4172
S1_2,11.1796
S1_3,11.487
S2_1,9.7537
S2_2,9.6946
S2_3,9.6211
S3_1,10.1466
S3_2,10.122
S4_1,10.653
S4_2,10.345
S4_3,10.0667
S5_1,9.9337
S5_2,10.1805
S5_3,10.1899
S6_1,9.2836
S6_2,7.5963
S6_3,9.4784
S6/t_1,9.0841
S6/t_2,7.6892
S6_4,9.4735
S6_5,9.7213
S6_6,9.8396
S7_4,9.7462
S7_5,9.5564
S7_6,9.9283
S8_4,9.3739
S8_5,9.1657
G135_1,11.9119
G135_3,10.1568
G150_1,11.6235
G150_2,12.1943
G150_3,12.1087
G180_1,11.8394
G180_2,12.1681
G180_3,10.8994
C30_1,11.4489
C30_2,11.6258
C90_1,11.275
C90_2,11.4982
BI_1,11.714
BI_2,11.7023
BC_2,11.4102
BC/t_1,10.6454
BC/t_2,11.2146
BC_1,10.7232
Sw_1,10.7236
Sw_2,11.192
BT_1,9.0081
BT_2,8.5668
B36_1,10.0779
B36_2,9.9402
B60_1,10.7274
B60_2,10.7215
M9exp_1,12.0558
M9exp_2,11.625
M9exp_3,11.5916
M9tran_1,11.2379
M9tran_2,11.3112
M9tran_3,11.3433
M9stat_1,8.7785
M9stat_2,9.2326
M9stat_3,8.9814
M+G_1,11.6323
M+G_2,11.296
M+G_3,11.425
Glu_1,11.7607
Glu_2,11.45
Glu_3,11.6555
Fru_1,11.42
Fru_2,11.4402
Fru_3,11.0975
Mal_1,10.7056
Mal_2,11.1056
Mal_3,11.2216
G+S_2,10.1325
G+S_3,10.4021
Pyr_1,9.7593
Pyr_2,10.1667
Pyr_3,10.0894
Gly_1,10.2835
Gly_2,10.8882
Gly_3,9.7591
Glucon_1,10.2335
Glucon_2,10.7084
Glucon_3,9.9715
aero_1,12.4732
aero_2,11.3319
aero_3,12.3256
nit_1,10.771
nit_2,11.1578
nit_3,10.8128
ferm_1,10.8274
ferm_2,10.7684
ferm_3,11.06
T-5.40H_1,11.7728
T-4.40H_1,11.584
T-3.40H_1,11.536
T-2.40H_1,11.3673
T-1.40H_1,11.4263
T-1.10H_1,11.491
T-0.40H_1,11.563
T0.0H_1,11.2237
T0.30H_1,11.145
T1.0H_1,10.479
T1.30H_1,10.2295
T2.0H_1,10.1279
T2.30H_1,10.6901
T3.0H_1,9.9706
T3.30H_1,9.9712
T4.0H_1,9.6484
T5.0H_1,9.02
HPh_1,12.3326
HPh_2,12.0879
HPh_3,12.1085
LPh_1,12.3886
LPh_2,12.82
LPh_3,12.4207
LPhT_1,12.0516
LPhT_2,11.9159
LPhT_3,12.2441
SMMPr_1,11.0927
SMMPr_2,11.2421
SMMPr_3,11.5147
HiTm_1,11.0685
HiTm_2,11.4158
HiTm_3,11.3151
LoTm_1,10.1901
LoTm_2,9.8011
LoTm_3,9.9188
HiOs_1,11.0111
HiOs_2,10.7187
HiOs_3,10.9604
BMM_1,11.5957
BMM_2,11.5333
BMM_3,11.6741
Heat_1,12.5803
Heat_2,12.0768
Heat_3,11.9611
Cold_1,12.4241
Cold_2,11.8484
Cold_3,11.439
Etha_1,10.3555
Etha_2,10.2425
Etha_3,10.5019
SMM_1,11.2851
SMM_2,11.2004
SMM_3,11.2229
Salt_1,11.5166
Salt_2,11.4769
Salt_3,11.5796
Mt0_1,12.5839
Mt0_3,12.4488
M0t45_1,11.7071
M0t45_2,12.6086
M0t45_3,12.0659
M0t90_1,10.7003
M0t90_2,11.8758
M0t90_3,11.2413
M40t45_1,11.2105
M40t45_2,10.9655
M40t45_3,12.2126
M40t90_1,10.7556
M40t90_2,11.8183
M40t90_3,11.6001
dia0_1,12.0991
dia0_2,12.3823
dia0_3,12.6009
dia5_1,11.8324
dia5_2,12.2618
dia5_3,12.265999999999998
dia15_1,13.4145
dia15_2,13.9207
dia15_3,12.7599
Diami_1,12.2852
Diami_2,12.9024
Diami_3,12.8391
Paraq_1,12.782
Paraq_2,13.2368
Paraq_3,11.8494
H2O2_1,13.2298
H2O2_2,13.3578
H2O2_3,13.188
Oxctl_1,12.1852
Oxctl_2,12.3104
Oxctl_3,12.8197
GM-0.1_1,11.0962
GM-0.2_1,10.9885
GM+5_1,11.1146
GM+15_1,11.4384
GM+25_1,11.8881
GM+45_1,11.6666
GM+60_1,11.6804
GM+90_1,11.6859
GM+120_1,10.7335
GM+150_1,11.4309
GM-0.1_2,11.6686
GM-0.2_2,11.8532
GM+5_2,11.4322
GM+10_2,11.5246
GM+15_2,11.3913
GM+25_2,11.6498
GM+45_2,10.7588
GM+60_2,10.8864
GM+90_2,11.8563
GM+150_2,10.0731
GM-0.1_3,11.6898
GM-0.2_3,11.5869
GM+5_3,11.6717
GM+10_3,10.6761
GM+15_3,11.4631
GM+25_3,11.2264
GM+45_3,11.0074
GM+60_3,10.852
GM+90_3,11.5531
GM+120_3,11.5777
GM+150_3,11.7975
MG-0.1_1,11.3244
MG+5_1,11.1916
MG+10_1,11.7715
MG+15_1,11.1586
MG+25_1,11.5842
MG+45_1,11.5164
MG+120_1,10.7662
MG+150_1,11.3442
MG-0.1_2,10.5928
MG-0.2_2,11.097
MG+5_2,11.2533
MG+10_2,11.3872
MG+15_2,12.3436
MG+25_2,11.1991
MG+45_2,10.9304
MG+60_2,11.4875
MG+90_2,11.0761
MG+120_2,11.241
MG-0.1_3,11.737
MG-0.2_3,11.4429
MG+5_3,11.2181
MG+10_3,10.8714
MG+15_3,11.6389
MG+25_3,11.5912
MG+45_3,11.9936
MG+60_3,11.475
MG+90_3,11.6785
MG+120_3,11.0032
MG+150_3,11.037
