,-0.11147367827870822,-0.08360525870903115,-0.055736839139354094,-0.027868419569677033,2.7755575615628914e-17,0.02786841956967709,0.05573683913935415,0.08360525870903121,0.11147367827870827,0.13934209784838533,0.1672105174180624,0.19507893698773945,0.22294735655741652,0.2508157761270936,0.2786841956967706,0.3065526152664477,0.33442103483612473,0.36228945440580185,0.39015787397547885,0.41802629354515597
thresh,-0.12540788806354675,0.12540788806354675,1,,,,,,,,,,,,,,,,,
unreg,0,2,9,383,3127,351,9,0,0,0,1,0,1,0,0,0,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['STM4463'],[],['STM4464'],[],[],[],['STM4465' 'STM4466'],['STM4467'],[],[]
