,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-0.17651226500000006,1.2273260928762688,2.0,0.0,-1.044362868,1.0,0.691338338
1,RichMedia__BHIN_Growth_Mid,1.454955915,0.7431920694045209,2.0,2.0,1.980472067,3.0,0.929439763
2,RichMedia__BHIN_Growth_Stat,0.8076382225000001,0.3035928634990216,2.0,4.0,1.022310795,5.0,0.59296565
3,RichMedia__LBv2_Growth_Late,-1.3001540019999998,0.027342542193637118,2.0,6.0,-1.2808199049999998,7.0,-1.319488099
4,RichMedia__LBv2_Growth_Mid,0.0,0.10508507622471314,2.0,8.0,-0.0743063699999999,9.0,0.0743063699999999
5,RichMedia__LBv2_Growth_Stat,1.2002476700000002,0.3338625484595919,2.0,10.0,0.9641711980000004,11.0,1.436324142
6,RichMedia__MHB_Rich_Mid,-0.06983640649999989,0.16458864431296763,2.0,12.0,0.0465453400000002,13.0,-0.186218153
7,RichMedia__NBO_Rich_Mid,1.6480237955,0.15162234382774986,2.0,14.0,1.540810608,15.0,1.7552369830000003
8,Carbon__M9Na_Arabinose_Mid,-1.9598172515000005,0.010429851185452161,2.0,16.0,-1.9671922700000004,17.0,-1.9524422330000009
9,Carbon__M9Na_Galactose_Mid,-1.0269936430000004,0.3706952923859002,2.0,18.0,-1.2891147980000004,19.0,-0.7648724880000004
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.28952769400000067,0.23572283343161227,2.0,20.0,-0.1228464800000006,21.0,-0.4562089080000007
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.1872804280000007,0.2944192865052966,2.0,22.0,0.0209054459999995,23.0,-0.3954663020000009
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.4802954790000005,0.38730451791233667,2.0,24.0,-2.2064298280000005,25.0,-2.7541611300000004
13,Carbon__M9Na_GlcNAc_Mid,-2.94008612,0.003063190818740693,2.0,26.0,-2.9422521230000003,27.0,-2.9379201170000004
14,Carbon__M9Na_Gluconate_Mid,-2.1354628375000004,0.6724065871665912,2.0,28.0,-2.6109260950000004,29.0,-1.6599995800000005
15,Carbon__M9Na_Glucosamine_Mid,-4.4159768115,0.24502353266824578,2.0,30.0,-4.24271901,31.0,-4.589234613
16,Carbon__M9Na_Glycerol_Mid,-2.5500957920000005,0.14186151323803564,2.0,32.0,-2.4497845540000003,33.0,-2.6504070300000007
17,Carbon__M9Na_Maltose_Mid,-0.8258766220000002,1.1097042170678708,2.0,34.0,-0.0411972450000002,35.0,-1.6105559990000002
18,Carbon__M9Na_Mannitol_Mid,-1.4320470715000004,0.4809648903795155,2.0,36.0,-1.7721406070000003,37.0,-1.0919535360000006
19,Carbon__M9Na_Trehalose_Mid,-2.6805622935000004,0.45254882291332216,2.0,38.0,-3.0005626350000005,39.0,-2.3605619520000003
20,Carbon__M9Na_ethanol_Mid,-3.1646116730000005,0.11603823380439836,2.0,40.0,-3.2466630950000006,41.0,-3.0825602510000003
21,Carbon__M9Na_fructose_Mid,-3.2804336205,0.42533745609866286,2.0,42.0,-3.5811926200000004,43.0,-2.9796746210000005
22,Carbon__M9Na_fumarate_Mid,-1.4089932515000003,0.07387500854162901,2.0,44.0,-1.4612307710000003,45.0,-1.3567557320000003
23,Carbon__M9Na_glucoseGrowth_Late,-0.33746195500000015,0.32488152866319947,2.0,46.0,-0.1077360230000001,47.0,-0.5671878870000002
24,Carbon__M9Na_glucoseGrowth_Mid,-4.510281037539698e-16,0.09238082668417578,2.0,48.0,0.0653231089999994,49.0,-0.0653231090000003
25,Carbon__M9Na_glucoseGrowth_Stat,-2.5959363580000003,0.6151971888461303,2.0,50.0,-2.1609262540000005,51.0,-3.030946462
26,Carbon__M9Na_ribose_Mid,-1.8236021765000003,0.7100484875247465,2.0,52.0,-2.3256822770000003,53.0,-1.3215220760000004
27,Carbon__M9Na_succinate_Mid,-3.3770429285,0.6515429334829925,2.0,54.0,-2.9163325020000004,55.0,-3.837753355
28,Carbon__M9Na_sucrose_Mid,-0.6338558485000005,0.12015305716264298,2.0,56.0,-0.5488948070000008,57.0,-0.7188168900000003
29,TF__LBv2_HapROver_Late,-2.7537437689999997,0.006135832826719128,2.0,58.0,-2.758082458,59.0,-2.74940508
30,TF__LBv2_HapROver_Mid,-2.0765390155,0.21107586784777904,2.0,60.0,-1.927285838,61.0,-2.225792193
31,TF__LBv2_HapROver_Stat,-1.018473344,0.36185792981738696,2.0,62.0,-0.7626011479999999,63.0,-1.27434554
32,TF__LBv2_LuxOOver_Late,-2.205875029,0.6098628417568968,2.0,64.0,-2.63711318,65.0,-1.774636878
33,TF__LBv2_LuxOOver_Mid,-1.0491088435,0.021664823344352234,2.0,66.0,-1.0337895,67.0,-1.064428187
34,TF__LBv2_LuxOOver_Stat,0.7585954115000002,0.3661628107504931,2.0,68.0,1.0175116180000003,69.0,0.499679205
35,TF__LBv2_QstROver_Late,-1.7602155735,0.4256722527747786,2.0,70.0,-2.06121131,71.0,-1.4592198369999998
36,TF__LBv2_QstROver_Mid,-1.4696921554999998,0.38572268256616316,2.0,72.0,-1.74243928,73.0,-1.1969450309999998
37,TF__LBv2_QstROver_Stat,0.8130290015000001,0.10520953621059047,2.0,74.0,0.8874233780000003,75.0,0.738634625
38,TF__LBv2_TfoXOver_Late,-1.8528077595,0.3764863463100738,2.0,76.0,-2.119023808,77.0,-1.5865917109999998
39,TF__LBv2_TfoXOver_Mid,-1.7142262785,0.24619947811541654,2.0,78.0,-1.888315599,79.0,-1.540136958
40,TF__LBv2_TfoXOver_Stat,-0.5798743305,0.19838666412533162,2.0,80.0,-0.720154886,81.0,-0.4395937750000001
41,Stress-I__20-300-T1,-0.40794489,0.1411106945298496,2.0,82.0,-0.3081645609999999,83.0,-0.5077252190000001
42,Stress-I__20-300-T2,0.0364083474999997,0.3843213227908586,2.0,84.0,0.3081645609999999,85.0,-0.2353478660000005
43,Stress-II-1__LBv2_LowpH_Mid,0.02915566750000025,0.0942769724088006,2.0,86.0,-0.0375082189999997,87.0,0.0958195540000002
44,Stress-II-1__LBv2_highSalt_Mid,-2.5213552625,0.5370066892341436,2.0,88.0,-2.901076334,89.0,-2.141634191
