,BSU_27820
SRX8138083,-0.13865310867505531
SRX8138084,-0.018308708563694157
SRX8138085,0.15696181723875036
SRX8138086,-0.16595872667865666
SRX8138087,0.7511537012158973
SRX8138088,0.8141101690172396
ERX4111143,0.4046416744811827
ERX4111144,-0.20346613778814596
ERX4111145,0.5587847424741943
ERX4111146,0.9181707577214676
ERX4111148,0.12720444069408646
ERX4111149,0.9099229684962732
ERX4111150,0.4704593045017021
ERX4111151,-0.4046416744811836
ERX4111152,-0.05050920064930242
ERX4111153,0.4624035656324086
ERX4111154,1.2657482872381278
ERX4111156,0.5010399365722824
ERX4111157,1.1543333276750438
ERX4111158,0.5349248557091517
SRX5577041,0.045032738736551885
SRX5577042,-0.1440703469730149
SRX5577043,0.04381696169208293
SRX5577044,0.055220646544381864
SRX5577045,-0.23615452235267756
SRX5577046,-0.32279189638147
SRX5577047,-0.3295457520134848
SRX5577048,-0.6229498378659546
SRX5577049,-1.47083547693311
SRX5577050,-1.6700409563444598
SRX5577051,-1.2014282898278648
SRX5577052,-1.2020527861430192
SRX5577053,-0.936585636382712
SRX5577054,-1.5571653223812136
SRX5577055,-0.6855270833963552
SRX5577056,-1.5090343571255531
SRX5577057,-1.3030080878985408
SRX5577058,-1.8044409041557443
SRX5577059,-1.9239036741054605
SRX5577060,-1.4990697091224012
SRX5577061,0.2485787691909209
SRX5577062,-1.4222933817772931
SRX5577063,-1.3567913530559856
SRX5577064,-0.919667863692192
SRX5577065,-1.6359538210852982
SRX5577066,-0.4173528930486388
SRX5577067,0.01952154882477064
SRX5577068,-0.5698566815965149
SRX533166,-0.43453285144321896
SRX533171,0.43453285144321896
SRX533786,-0.4103642005705321
SRX533787,0.3461348959899944
SRX533789,-0.563153849657823
SRX533791,0.5055633855875437
SRX533792,-0.4935257438867646
SRX533793,0.4499926130694538
SRX533794,0.4784710604744884
SRX533795,0.5216902443851259
SRX4703435,-0.0360875079309908
SRX4703436,0.4630133200021351
SRX4703437,-0.4269258120711443
SRX4703438,0.8740084377725639
SRX4703439,0.9362159420998584
SRX4703440,0.6910867329419039
SRX6902408,-0.9277896171791342
SRX6902409,-0.7513588664988041
SRX6902410,-0.5423208950075189
SRX6902411,0.4023300098644889
SRX6902412,-0.2033081305366169
SRX6902413,0.4164106275461439
SRX6902414,0.006591497739121266
SRX6902415,-0.006591497739121266
SRX5278698,-0.11084146817409303
SRX5278699,-0.07160022084048201
SRX5278700,0.1824416890145768
SRX5278701,0.7550544703276749
SRX5278702,1.1167760567976055
SRX5278703,0.9975551475666712
SRX5278704,2.007147017072453
SRX5278705,1.855661477118792
SRX5278707,3.4444211733893804
SRX5278708,3.3804125083954206
SRX5278709,3.4530739991304933
SRX5278710,-1.1028536174492656
