,Value,list
TF,PSPTO_3698,
reg_genes,4,['guaD']
comp_genes,12,"['PSPTO_5407' 'PSPTO_2729' 'PSPTO_RS14105' 'fdhD' 'cysI' 'PSPTO_1824'
 'moaA' 'fnr-1' 'PSPTO_3237']"
both_genes,3,['xdhB' 'xdhA' 'xdhC']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
