locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_06565,0.1746689695,rpsU,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",,
SP5448_04880,0.1412932178,rpsT,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",Nra_transition_M49,
SP5448_08315,0.1402693608,salA,lantibiotic salivaricin A,Function unknown,"Mga,Rgg",
SP5448_08880,0.12992191220000002,secE,preprotein translocase subunit SecE,"Intracellular trafficking, secretion, and vesicular transport",CovR,
SP5448_01525,0.1190908921,rpmB,50S ribosomal protein L28,"Translation, ribosomal structure and biogenesis",Rgg,
