,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.010385889184601435,,1.0,0.0,0.010385889184601435
1,Cr__2,0.028149028249846712,,1.0,1.0,0.028149028249846712
2,Cr__3,0.03812055865387785,,1.0,2.0,0.03812055865387785
3,Cr__4,0.044684983324308016,,1.0,3.0,0.044684983324308016
4,Cr__5,0.045720147200479136,,1.0,4.0,0.045720147200479136
5,Cr__6,0.05356722366379217,,1.0,5.0,0.05356722366379217
6,Fe__1,-0.031010519616368713,,1.0,6.0,-0.031010519616368713
7,Fe__2,0.01507437381175901,,1.0,7.0,0.01507437381175901
8,Fe__3,0.10343779104619953,,1.0,8.0,0.10343779104619953
9,Fe__4,0.14993433384141014,,1.0,9.0,0.14993433384141014
10,Fe__5,0.18596160743189669,,1.0,10.0,0.18596160743189669
11,Fe__6,0.21744577205884294,,1.0,11.0,0.21744577205884294
12,Cd__1,-0.0025638385357357623,,1.0,12.0,-0.0025638385357357623
13,Cd__2,-0.002740881619494516,,1.0,13.0,-0.002740881619494516
14,Cd__3,0.007668664774210461,,1.0,14.0,0.007668664774210461
15,Cd__4,0.02559444855351812,,1.0,15.0,0.02559444855351812
16,Cd__5,0.03899077250878736,,1.0,16.0,0.03899077250878736
17,Cd__6,0.0524128203801067,,1.0,17.0,0.0524128203801067
18,Zn__1,0.02121427117991376,,1.0,18.0,0.02121427117991376
19,Zn__2,0.05464397159507521,,1.0,19.0,0.05464397159507521
20,Zn__3,0.08849272828078256,,1.0,20.0,0.08849272828078256
21,Zn__4,0.0994436921828249,,1.0,21.0,0.0994436921828249
22,Zn__5,0.0946466077836684,,1.0,22.0,0.0946466077836684
23,Zn__6,0.08352662642254294,,1.0,23.0,0.08352662642254294
24,Cu__1,0.002694050355598868,,1.0,24.0,0.002694050355598868
25,Cu__2,0.01244983117876815,,1.0,25.0,0.01244983117876815
26,Cu__3,0.02373157880016246,,1.0,26.0,0.02373157880016246
27,Cu__4,0.03159556860104787,,1.0,27.0,0.03159556860104787
28,Cu__5,0.03730983889512865,,1.0,28.0,0.03730983889512865
29,Cu__6,0.041973053640265885,,1.0,29.0,0.041973053640265885
30,Pb__1,0.01181574465567333,,1.0,30.0,0.01181574465567333
31,Pb__2,0.020289568164764408,,1.0,31.0,0.020289568164764408
32,Pb__3,0.034010210040149064,,1.0,32.0,0.034010210040149064
33,Pb__4,0.049420367724836364,,1.0,33.0,0.049420367724836364
34,Pb__5,0.055352342526095374,,1.0,34.0,0.055352342526095374
35,Pb__6,0.06469744012652456,,1.0,35.0,0.06469744012652456
