,Value,list
TF,PsrA,
reg_genes,11,['algQ' 'PSPTO_2192' 'rpoS']
comp_genes,27,"['PSPTO_2193' 'mdcA' 'PSPTO_0506' 'PSPTO_1331' 'PSPTO_4302' 'xdhA'
 'PSPTO_3417' 'PSPTO_2184' 'PSPTO_3748' 'PSPTO_2217' 'glpD' 'PSPTO_1330'
 'PSPTO_RS09640' 'PSPTO_RS11695' 'PSPTO_1771' 'PSPTO_2945' 'PSPTO_3749'
 'PSPTO_2218' 'PSPTO_0312']"
both_genes,8,"['fadB' 'fadA' 'etfA-2' 'PSPTO_0500' 'PSPTO_2726' 'psrA' 'etfB-2'
 'PSPTO_2725']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
