,A,FruR
sigI:wt_52C:3,3.1926364997717744,0.6292680784117071
spbeta:spbeta_nopep_20m:1,-4.1455946354021584,-1.7815914405417097
spbeta:spbeta_pep_20m:1,-2.1438862120983484,-1.0980882325948578
spbeta:spbeta_nopep_20m:2,0.07450577650891563,-0.3291117331043916
spbeta:spbeta_pep_20m:2,-0.7214968787213901,-0.7472533799334471
spbeta:phi3T_pep_10m:1,-2.8502821060183305,-1.7936741119573272
spbeta:phi3T_pep_20m:1,-4.250959129834152,-2.440245370939341
spbeta:phi3T_nopep_10m:1,-1.8145718829765485,-1.4599779015511594
spbeta:phi3T_nopep_20m:1,-3.8352231204318494,-2.0499296269756515
spbeta:phi3T_pep_10m:2,-4.735662968560118,-1.521522264374788
spbeta:phi3T_pep_20m:2,-4.680647675292788,-1.5947983467798368
spbeta:phi3T_nopep_10m:2,-5.4030658321755505,-1.7055857931174696
spbeta:phi3T_nopep_20m:2,-4.248636572335399,-1.7062488543209646
spbeta:phi3T_pep_10m:3,7.58594507457845,3.315196376332117
spbeta:phi3T_pep_20m:3,4.7533220631899535,1.3776935502750334
spbeta:phi3T_nopep_10m:3,9.123517430412877,3.3928619940134617
spbeta:phi3T_nopep_20m:3,4.766568053299365,1.4819381364566535
spore_genes:wt_0h:1,0.2255984490116014,-0.02707920528604646
spore_genes:delyphF_0h:1,-0.4580589405493858,-0.1531524922157672
spore_genes:delyphF_0h:2,-0.3424040523809548,-0.15738728930109416
spore_genes:delyphF_0h:3,0.5413095349205416,-0.007531369271978504
spore_genes:delygaB_0h:1,-3.1461263876860865,-0.7912682348462976
spore_genes:delygaB_0h:2,-2.8763610581374364,-0.8891507419487006
spore_genes:delygaB_0h:3,-2.541652150884368,-0.6354901621317097
spore_genes:wt_3h:1,2.12352652036823,-0.17817541875044451
spore_genes:wt_3h:2,1.946681185149612,-0.16770368200860108
spore_genes:wt_3h:3,1.3544674957234508,-0.3193120036655861
spore_genes:delyizD_3h:1,1.220685044555026,-0.023836583445913998
spore_genes:wt_0h:2,0.053013277995246265,-0.0363878389154042
spore_genes:delyizD_3h:2,1.073935677690599,-0.22657896776097355
spore_genes:delyizD_3h:3,1.1472141058107612,-0.016357084970106683
spore_genes:delykzB_3h:1,0.359674488085642,-0.07489008702603428
spore_genes:delykzB_3h:2,0.9314418602046688,-0.18256089637845815
spore_genes:delykzB_3h:3,0.7405332519825645,-0.21655645875136556
spore_genes:delyphF_3h:1,3.852330430231924,0.027385484832982417
spore_genes:delyphF_3h:2,2.4330825738493007,0.043207505738951824
spore_genes:delyphF_3h:3,3.90411649561652,0.35945305251842896
spore_genes:delygaB_3h:1,0.721055738233353,-0.27504601197237033
spore_genes:delygaB_3h:2,0.4613816812731682,-0.3660141985019809
spore_genes:wt_0h:3,-0.2786117270068484,0.06346704420145244
spore_genes:delygaB_3h:3,0.8120065242223042,-0.3437979550467469
spore_genes:delyizD_0h:1,-0.09722349429050713,-0.12087986343936395
spore_genes:delyizD_0h:2,-0.19087862598598448,0.27870884677827146
spore_genes:delyizD_0h:3,0.16745393960943758,-0.5394545067320928
spore_genes:delykzB_0h:1,-2.2525041224183115,-0.5193110292514866
spore_genes:delykzB_0h:2,-1.9411992830672196,-1.2632329408077254
spore_genes:delykzB_0h:3,-2.205482182832008,-0.4083131003922125
swarming:comIQ12L:1,-0.9179676750081452,-0.6206121133890128
swarming:comIQ12L:2,-0.5497290049766984,-0.2693872906936843
swarming:comIQ12L:3,1.467696679984848,0.8899994040826953
swarming:comIQ12L_delefp:1,0.0979945686624344,-0.6041846444561179
swarming:comIQ12L_delefp:2,-0.6674263582019598,-0.6242298893288609
swarming:comIQ12L_delefp:3,1.0314617544319689,-0.01921920186989956
swarming:comIQ12L_delefp_fliYS164A:1,0.007835739712668434,-0.4008709715193013
swarming:comIQ12L_delefp_fliYS164A:2,-0.23077075994454785,-0.1472440393846548
swarming:comIQ12L_delefp_fliYS164A:3,0.6744010933238604,-0.09604423067865886
swarming:comIQ12L_delefp_nusGN21S:1,-0.4118648336313122,-0.38420248938632173
swarming:comIQ12L_delefp_nusGN21S:2,-0.5159786699345329,-0.7666545398785165
swarming:comIQ12L_delefp_nusGN21S:3,1.8647410366430088,0.4199183087708618
synant49:ctrl:1,-1.5217344374489468,-0.32508320044726435
synant49:ctrl:2,0.6215060851343178,0.07859767998746925
synant49:ctrl:3,0.9002283523146254,0.246485520459796
synant49:synant49:1,-3.6949871894506585,-0.4029641094997967
synant49:synant49:2,-2.517346042618525,0.13908887111245605
synant49:synant49:3,-3.478835081484505,0.06280591547528935
tasA:wt_72h:1,-5.180369510482546,-1.991147910936068
tasA:wt_72h:2,-6.645124045821472,-2.4541969295694708
tasA:deltasA_72h:1,-7.181192313018293,-1.9295763821497784
tasA:deltasA_72h:2,-6.683530299781602,-2.2140139687902654
tasA:wt_24h:1,0.10866743032653746,-0.18563329916171245
tasA:wt_24h:2,-0.10866743032653588,0.1856332991617116
tasA:wt_48h:1,8.416343159848617,3.049792331586314
tasA:wt_48h:2,9.182174565165015,3.55381599547872
tasA:deltasA_24h:1,2.974115541763126,1.5452403689245209
tasA:deltasA_24h:2,5.108463571387189,2.5275521503117133
tasA:deltasA_48h:1,0.9058729080005236,1.4514318386345604
tasA:deltasA_48h:2,-1.3070520204541551,0.455376658555311
yacP:wt:1,0.7729964495724287,0.0811848768284733
yacP:delyacP:1,-5.797788223066883,-2.444178158282158
yacP:yacP_induced:1,-12.382170478999944,-5.465457034885057
yacP:yacP_no_induce:1,-11.69229289988015,-5.193113554369628
yacP:wt:2,-0.906096934050906,-0.3546838905939964
yacP:delyacP:2,-4.706792383744574,-1.591020574926219
yacP:yacP_induced:2,-12.321733901512527,-5.566195527310207
yacP:yacP_no_induce:2,-12.489956664916836,-5.7128564456625455
yacP:wt:3,0.13310048447847656,0.27349901376551955
yacP:delyacP:3,-4.141806347899531,-1.4168500252153295
yacP:yacP_induced:3,-6.103867609575608,-2.721356017529052
yacP:yacP_no_induce:3,-4.288162345045018,-1.9313470469467309
yonO:wt:1,0.16158343639108508,-0.008450313815080435
yonO:wt:2,-0.5349239709886775,-0.04487234133564488
yonO:wt:3,0.3733405345975872,0.05332265515072177
yonO:wt_mmc:1,-0.4283888248100596,-1.9470333479477502
yonO:wt_mmc:2,-0.5045535944374988,-2.4252964746644694
yonO:wt_mmc:3,-0.9144200268321612,-2.3047209106876725
yonO:delyonO:1,-0.6781773730628329,-0.1436325584762992
yonO:delyonO:2,0.1655430530883409,-0.12652804056653189
yonO:delyonO:3,1.9598042282472143,0.29832344052385995
yonO:delyonO_mmc:1,-1.4902702184485241,-2.1047003020630592
yonO:delyonO_mmc:2,-1.150628648264388,-2.6355416903186013
yonO:delyonO_mmc:3,0.09337519220355507,-2.1556100054355545
yydF:ctrl:1,-0.6634850180225044,-0.1716786363672842
yydF:ctrl:2,1.0193814306384263,0.41374223966580814
yydF:ctrl:3,-0.3558964126159235,-0.24206360329852394
yydF:yydF:1,-0.47124999291285,0.36519456262082617
yydF:yydF:2,-0.033583848175291295,0.2266465229646553
yydF:yydF:3,-0.4043553355398917,-0.12155530079802546
