,-0.1741248691654498,-0.14510405763787484,-0.11608324611029988,-0.08706243458272492,-0.058041623055149955,-0.02902081152757499,-2.7755575615628914e-17,0.029020811527574936,0.0580416230551499,0.08706243458272486,0.11608324611029983,0.1451040576378748,0.17412486916544975,0.20314568069302472,0.23216649222059968,0.26118730374817467,0.29020811527574963,0.3192289268033246,0.34824973833089956,0.3772705498584745
thresh,-0.1886352749292373,0.1886352749292373,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,12,380,3103,371,13,4,0,0,0,0,0,0,0,0,0,0
lldR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
lldR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['lldP' 'lldD'],['lldR'],[],[]
