,PSPTO_RS16585
SRX1828913,0.0323729088
SRX1828914,0.7562720118
SRX1828915,0.21629217250000002
SRX1828916,1.0090209504
SRX1828917,-0.24866508140000002
SRX1828918,0.5350059299000001
SRX3983989,0.6346780252
SRX3983990,0.12814670250000001
SRX3983993,-0.590953835
SRX3983994,-0.412493498
SRX3983995,0.39207730630000004
SRX3983996,-0.3589727942
SRX3983997,-0.3117605093
SRX3983998,0.4309231625
SRX3983999,0.1866416138
SRX3984000,0.2157834263
SRX3984001,-0.1931845814
SRX3984002,0.0825528788
SRX3984003,-0.8311172616
SRX3984004,0.189753327
SRX3984005,0.3082726208
SRX3984006,-0.5222091489
SRX3984007,-0.5494000031
SRX3984008,-0.10259313540000001
SRX3984009,-0.3777405223
SRX3984010,0.6740406667000001
SRX3984011,-0.0461446405
SRX3984012,-0.0003058718
SRX3984013,-0.4795331453
SRX3984014,0.3048930834
SRX3984015,-0.38182992
SRX3984016,0.36423915630000003
SRX3984017,0.6082149502
SRX3984019,0.1632293688
SRX3984020,0.35091596070000003
SRX3984021,0.34136702890000004
SRX3984022,0.6622250252
SRX3984023,0.0667492055
SRX3984024,-0.20891605200000002
SRX3984025,0.31772366090000004
SRX3984026,0.6223121732
SRX3984027,0.1582891682
SRX3984028,0.4066963429
SRX3984029,0.1769878835
SRX3984031,-0.13428366790000001
SRX3984032,-0.26927047260000003
SRX3984034,0.022801954000000003
SRX3984035,-0.3149464303
SRX3984036,0.16771532720000001
SRX3984037,-0.724558998
SRX3984038,-0.18181394
SRX3984039,0.1468677326
SRX3984040,0.21657208930000002
SRX3984041,0.18833240910000001
SRX3984042,-0.056543087900000004
SRX3984043,-0.0688126163
SRX3984045,0.0943996779
SRX3984046,0.10331769410000001
SRX3984047,-0.3289216513
SRX3984048,-0.31161824180000003
SRX3984049,-0.6689471903
SRX3984050,-0.3787505624
SRX3984051,0.035988422
SRX3984052,-0.0680493779
SRX3984056,-0.11854535640000001
SRX3984057,0.2340907255
SRX3984058,-0.2137485784
SRX3984059,-0.07202497890000001
