,-0.2678048266939506,-0.2231706889116255,-0.1785365511293004,-0.13390241334697528,-0.08926827556465017,-0.044634137782325056,5.551115123125783e-17,0.04463413778232517,0.08926827556465028,0.1339024133469754,0.1785365511293005,0.22317068891162561,0.2678048266939507,0.3124389644762759,0.35707310225860095,0.401707240040926,0.4463413778232512,0.49097551560557634,0.5356096533879013,0.5802437911702265
thresh,-0.29012189558511314,0.29012189558511314,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,86,4043,79,1,0,0,0,0,0,0,0,0,0,0,0
TreR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
TreR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['treC'],['treB'],[]
