,A,TreR
SRX254759,-0.8663330229,-1.1084356552
SRX254760,2.4894865805,-0.6958593921
SRX254761,3.1190198484,-0.9626547558
SRX254762,3.1149782703,-0.8987004223
SRX254763,-1.035186985,-0.6258257748
SRX254764,-2.8486023869,-0.5756789189
SRX254765,-1.9418892191000001,-0.4948774286
SRX254766,-0.2365537905,-1.2884206448
SRX254767,-0.7266780762,-1.4427486904
SRX254768,-1.6171229907,-1.0002785342
SRX254772,-1.9191372099000001,-0.11356892610000001
SRX254773,-2.1702174362,0.4786183284
SRX254774,-2.2609048311,0.4048018633
SRX254775,0.1639703419,-0.28879629630000003
SRX254776,-1.1375459741,-1.0572065971
SRX254777,1.35544073,1.0828247749
SRX254778,-0.2279214356,0.5921618553
SRX254779,-1.0834629833,0.5586844509000001
SRX254780,-1.5444318372999999,0.48598846960000003
SRX254781,0.33759511670000003,0.8908761557
SRX254782,-0.457132119,0.5045060889
SRX254783,0.5850350284,0.8918539806
SRX254784,0.924889445,1.0262340196
SRX254785,0.6303448872,0.2236708474
SRX254786,0.1777574012,0.4574848958
SRX7136401,0.7073315485,0.432150913
SRX7136403,-0.3581306983,-0.0733459385
SRX7136405,0.2226479552,1.0307903156
SRX7136407,-0.9183774955,0.4332526941
SRX7136409,0.2948822296,0.2369972327
SRX7136411,-0.3492008502,-0.35880497450000004
SRX3754949,0.2825973203,0.008639195
SRX3754950,-0.047754051900000004,-0.039013547
SRX3754951,-0.2348432685,0.030374352
SRX3754952,0.0353793612,0.1990830268
SRX3754953,-0.0235342982,0.1928209714
SRX3754954,-0.0073423799,0.234006227
SRX3754955,1.5094965684,-0.4397013111
SRX3754956,1.5658723111000001,-0.4848601522
SRX3754957,1.5931696135,-0.653144817
SRX3754966,-0.055051697100000005,-0.1192202507
SRX3754967,-0.0516893579,-0.2037865429
SRX3754969,-0.1269741506,-0.2497189008
SRX1424798,-0.13886708180000001,-0.039023279200000004
SRX1424799,0.13886708180000001,0.039023279200000004
SRX1424800,0.7370616247,-0.0369741714
SRX1424801,0.0417735735,-0.2724981481
SRX1424802,0.6998127182,0.3490554758
SRX1424803,0.9844935417,0.4229736217
SRX1424804,-0.12256788660000001,0.1353991882
SRX1424805,-0.1618635867,0.166120934
SRX1424806,1.1357887596,0.6679596085
SRX1424807,1.0535493309,-0.0057816226
SRX1424808,-1.0926912111,-0.3295925175
SRX1424809,-0.6346016844,-0.0957279498
SRX1424816,-1.0015069756,0.12398197
SRX1424817,0.4692249653,0.6765303834
SRX1424818,0.1890234036,-0.6649759924
SRX1424819,-0.3838169802,-0.7310026661
SRX1424824,0.2049129931,-0.0277244087
SRX1424825,-0.28722395570000003,-0.10029896840000001
SRX1424826,-0.5177683799,0.4257338613
SRX1424827,-0.5427619985000001,0.35979134220000003
SRX1424828,-0.4231852679,-0.8677405483
SRX1424829,-0.0175624389,-0.5063116762000001
SRX1424830,-0.1144092849,-0.3659536199
SRX1424831,0.47897889200000004,-0.4220317569
SRX1424834,-0.008669034800000001,-0.0816866953
SRX1424835,0.5760949769,0.285851111
SRX1424840,1.0704301293,0.5912209815
SRX1424841,1.288590101,0.7314303094
SRX1424842,1.2903862029,0.4430990497
SRX1424843,1.1064793875,0.298833411
SRX1424844,2.2007473707,0.8195028371
SRX1424845,1.7130215992000002,0.9456018183
SRX1424846,0.3399706225,-0.5767665742
SRX1424847,1.0235549305,0.3951670078
SRX5060277,-2.2448839506000002,0.14023227230000002
SRX5060279,-10.7307998626,-0.6940594769
SRX5060281,2.2448839506000002,-0.14023227230000002
SRX5060283,-10.4084059941,-0.5373502440000001
SRX5936089,0.0710971839,-0.09812645980000001
SRX5936090,0.3502947146,0.0397270469
SRX5936091,0.0590494398,0.17584020620000002
SRX5936092,-0.4804413383,-0.1174407933
SRX5936093,4.4371715781,-0.565464753
SRX5936094,6.0453215344,-0.7705232248
SRX5936095,6.1172054358,-1.1648699891
SRX5936096,5.4405972161000005,-1.4033139358
SRX5936097,5.4542528527,-0.6736210009
SRX5936098,5.8817492861,-1.1118931938
SRX5936099,4.8794360928,-1.2234944288
SRX5936100,4.9544972932,-1.4628714859
SRX5936101,5.491242574,-1.8238623868000001
SRX5936102,5.2158114705,-1.6916687061
SRX5936103,5.1795737331,-2.2757826368
SRX5936104,5.2757625958,-1.6589579051999999
SRX5936105,4.7450052503,-2.3103754836
SRX5936106,4.8503503023,-2.0760387863
SRX5936107,4.8491621659,-2.6613798851
SRX5936108,4.5370630685,-1.8779104728
SRX5936109,4.3276983072,-2.061128867
SRX5936110,3.8164817638,-1.801570195
SRX5936111,3.6819539653,-2.1776167439
SRX5936112,3.7215339873,-1.9290340322000001
SRX5936113,2.9276737702,-2.0819641071
SRX5936114,2.802649443,-1.9527272787
SRX5936115,1.9682637282000002,-1.9881391397
SRX5936116,2.5930258537,-1.8316210421
SRX5936118,2.1850661095,-1.8531312786
SRX5936119,1.7005050024,-1.8188781140999999
SRX5936121,1.3506681273,-1.0214451998
SRX5936122,2.100278388,-1.4414488697
SRX5936123,1.879759058,-1.1604787304
SRX5936124,2.2536404177,-0.6751540097000001
SRX5936125,1.706629268,-0.8892587304
SRX5936126,1.433327443,-1.2920480484
SRX5936128,-0.0271567336,-0.43316588100000003
SRX5936129,0.2740722705,-0.659003588
SRX5936130,0.5759830279,-1.0415627547
SRX5936131,0.4251695656,-1.1871711188
SRX5936132,-0.29295546380000004,-0.3738002775
SRX5936133,-0.6172103404,-0.4985278387
SRX5936134,-0.2637848336,-0.0032818643000000003
SRX5936135,-0.7346442905,-0.0379119111
SRX5936137,-0.18783649600000002,-0.2776379109
SRX5936138,0.4337011812,-0.0086918038
SRX5936139,1.3703092147,0.1621317794
SRX5936140,1.2961179377,-0.0644953971
SRX5936141,1.6460899432,0.42614138960000003
SRX5936142,1.6668887386,0.39901329950000003
SRX5936143,0.2799400065,0.3525074575
SRX5936144,0.3011236299,0.1723666627
SRX8557650,0.7923064641,0.0556123352
SRX8557651,-0.3907040919,-0.0205278167
SRX8557652,-0.4016023722,-0.0350845185
SRX8557653,-4.3392814184,-0.7636489534
SRX8557654,-4.174874825,-0.6558784614000001
SRX8557655,-4.2484111284,-0.8801533228
SRX8557656,-7.7806074793,-0.9764100311
SRX8557657,-7.5675037848999995,-0.9709163868
SRX8557658,-7.4596106756000005,-0.5655978989
SRX8557659,-7.4969515872,-0.4510828657
SRX8557660,-7.0005062564,-0.2824305662
SRX8557661,-6.8608351748,-0.6784600613
SRX8557662,-8.7366465978,-0.0871441746
SRX8557663,-8.7005304937,-0.1415795503
SRX8557664,-8.8878428,0.0446580577
SRX8557665,-9.1504778412,0.2063610487
SRX8557666,-9.4013591104,0.3073478219
SRX8557667,-8.9880207822,-0.6604678761
SRX3405147,0.38810846720000003,-0.1936829422
SRX3405148,0.1937107426,0.26174007790000003
SRX3405149,-0.5818192098,-0.06805713570000001
SRX3405150,-1.3780609629,-0.316394832
SRX3405151,2.4884483923,0.2039752307
SRX3405152,3.6861328266999998,-0.6951964362
SRX3405153,1.2778431585,-0.2970048651
SRX3405154,3.5730416743999998,-0.946872515
SRX3405155,3.623580093,-0.8303074215
SRX3405156,5.1212120403,-0.9590255714
SRX3405157,4.7406913417,-0.6443191393000001
SRX312063,1.7673897587,-0.1570628717
SRX312064,1.9208236128,-0.0471189721
SRX312065,1.4512313063,-0.3779059838
SRX312066,2.9586476827,-0.6984202144
SRX312067,3.0785471954,-0.7334913922
SRX312068,0.9146873235,-0.8951748116
SRX312069,0.8714935130000001,-0.8983272708000001
SRX312070,-0.12501522510000002,-0.0952276001
SRX312071,0.12501522510000002,0.0952276001
SRX312072,1.4677392508,-0.8645216149
SRX312073,1.2072771171,-0.779181856
SRX312074,1.7674000741,0.0958265833
SRX312075,1.9463598041,0.1677693807
SRX312076,0.794194928,-0.22039417600000002
ecoli_00001,-0.1092513419,-0.008132084500000001
ecoli_00002,0.1092513419,0.008132084500000001
ecoli_00003,1.0376536464,0.1487097745
ecoli_00004,0.6253156232,0.08827191250000001
ecoli_00005,0.6496447344,-0.12948054450000002
ecoli_00006,0.4609144498,-0.2858509475
ecoli_00007,1.1749042798,0.1512674075
ecoli_00008,0.5556137721000001,0.2041197015
ecoli_00009,0.7274916821,-0.1658400445
ecoli_00010,1.0953134462,-0.1521777125
ecoli_00011,2.2167423515,0.13648356550000001
ecoli_00012,2.0582470632,0.0483073215
ecoli_00014,2.17624533,0.2091574005
ecoli_00015,2.1492283029,-0.0239783995
ecoli_00016,2.2190688298,0.1050159465
ecoli_00017,2.1918810435,0.1410322485
ecoli_00018,2.3340251299,0.1224333465
ecoli_00019,-0.1122972244,-0.049381572500000005
ecoli_00020,0.1219178929,-0.0300477975
ecoli_00021,-0.2687891655,0.4385901025
ecoli_00022,-0.137242163,0.37509329550000003
ecoli_00023,-0.33053552070000003,-0.0201949355
ecoli_00024,0.2897165427,0.1479405905
ecoli_00025,-0.42141724810000003,0.08792957650000001
ecoli_00026,-0.0288999671,0.1474112925
ecoli_00027,0.9842723691,0.0543188375
ecoli_00028,0.8081698014,-0.1188381255
ecoli_00029,-0.011606343600000001,-0.6269184105
ecoli_00030,-0.032225002100000004,-0.5537094935
ecoli_00031,0.2144680934,-0.2921348425
ecoli_00032,0.1343030626,-0.24160939050000002
ecoli_00033,1.1707537492,0.5063684065
ecoli_00034,0.9340327123000001,0.6912452355
ecoli_00035,0.4599493166,0.0748302305
ecoli_00036,0.7451858334,-0.0052609415000000005
ecoli_00037,-0.0675071946,0.1170600895
ecoli_00038,0.16831001680000002,0.2096393185
ecoli_00039,0.4899797925,0.010924013500000001
ecoli_00040,0.37212933670000004,0.1916280085
ecoli_00041,0.47756310630000004,0.019445201500000002
ecoli_00042,0.014524631000000001,-0.0116217245
ecoli_00043,0.8372847886,0.010981784500000001
ecoli_00044,0.5167435813,0.0598534175
ecoli_00045,0.4562450148,0.2216085925
ecoli_00046,0.4529910138,0.16485831650000002
ecoli_00047,1.1104456874,0.08841075050000001
ecoli_00048,1.0341133886,0.15496924650000002
ecoli_00049,1.4245239462,0.28411935450000003
ecoli_00050,2.9849392451,1.1198670135
ecoli_00051,2.6032258367,1.1134118625
ecoli_00052,2.1008723267,0.5376847185
ecoli_00053,2.2002387881,0.5463777455000001
ecoli_00054,4.4415152989,1.7361808425
ecoli_00055,4.6596008869,1.7427956305
ecoli_00056,1.9522281671,-0.0530955625
ecoli_00057,1.4367983409,-0.1296058225
ecoli_00058,1.7613509812,0.0055636825
ecoli_00059,1.6028377236,-0.1623603975
ecoli_00060,-0.21361531,-0.1171921635
ecoli_00061,-0.1720010928,-0.1847621975
ecoli_00062,-0.31150821910000004,-0.3405980515
ecoli_00063,-1.0808421605,0.1279687065
ecoli_00064,-0.5537181003,-0.3999456555
ecoli_00065,-0.7390806221,-0.24450166150000002
ecoli_00066,-0.5169507948000001,0.0049498465000000005
ecoli_00067,-0.8323033152,0.3036682315
ecoli_00068,0.041956907700000004,0.2410760935
ecoli_00070,1.43003816,-0.2515216565
ecoli_00071,1.5126244573,-0.40437539650000004
ecoli_00072,1.1953337781,-0.30438952950000003
ecoli_00073,-0.7351359945,0.3435473815
ecoli_00074,-0.7161639504,0.1467524915
ecoli_00075,5.7687355978,-0.2953386375
ecoli_00077,0.2584489909,-0.5133308075
ecoli_00078,2.090576691,-0.5231714055
ecoli_00079,0.7238299141,-0.07414773250000001
ecoli_00080,-0.6919737675000001,-0.4144940475
ecoli_00081,-0.9910816026,-0.5006114715000001
ecoli_00082,4.0404988725,0.8786265385
ecoli_00083,4.2279567273,0.9878383725000001
ecoli_00084,3.6796407228,1.0943415185
ecoli_00085,3.3969256229,0.9649354645
ecoli_00086,1.2969940416,0.10339543550000001
ecoli_00087,1.5304253137,0.08293051550000001
ecoli_00088,-0.17904634690000001,0.1615832265
ecoli_00089,0.16766787400000002,0.2383606245
ecoli_00090,0.7900582046,-0.0589565815
ecoli_00091,0.7535868769,0.11934438950000001
ecoli_00092,3.2403178447,-0.0405339705
ecoli_00093,1.0277414533,0.0047061775
ecoli_00094,6.7345912683,-1.0435365695
ecoli_00095,6.2747596318,-0.7347959705
ecoli_00096,2.1270993577,0.3845114475
ecoli_00097,1.7434354362,0.2770366595
ecoli_00098,4.6958708685,-0.3161546015
ecoli_00099,5.1894017969,-0.0359797475
ecoli_00100,0.494739951,-0.2494016745
ecoli_00101,-1.0995147572,-0.4176802195
ecoli_00102,-0.24823746330000002,-0.36039394950000003
ecoli_00103,13.8369972418,-0.7045981775
ecoli_00104,13.4284834471,-0.5254227635000001
ecoli_00105,2.5645903908000003,-0.3605471685
ecoli_00106,2.3526275442,-0.3085414945
ecoli_00107,2.2481123806,-0.1865192525
ecoli_00108,-0.2330408896,0.4810313155
ecoli_00109,-0.7744761098,0.6952643805000001
ecoli_00110,0.0584255042,0.43675201750000003
ecoli_00111,0.6796946092,0.5287438195
ecoli_00112,-0.2557356893,0.6930439355
ecoli_00113,5.1207991374,0.2746554785
ecoli_00114,5.214882321,0.4103788265
ecoli_00115,5.1712496534,0.43592915050000003
ecoli_00116,-0.5678894219,0.49298603150000003
ecoli_00117,-0.23068385730000002,0.5389233675
ecoli_00118,0.1632730255,0.6727108375
ecoli_00119,-0.21513152,0.5435210225
ecoli_00120,-0.2269408533,0.5617412495
ecoli_00121,-0.1389545982,0.6325058585000001
ecoli_00122,0.09351608580000001,0.21074607450000002
ecoli_00123,0.3858620611,0.3221102125
ecoli_00124,-0.2319866506,0.3704359835
ecoli_00125,-0.16404347660000002,0.3523616975
ecoli_00126,1.9918260336,-0.23684082850000002
ecoli_00127,1.5385810687,-0.1576718605
ecoli_00128,1.9851793069,-0.5677835135
ecoli_00129,-0.49128663780000004,0.3876668205
ecoli_00130,1.7157440343,0.2490020325
ecoli_00131,-0.5951876928000001,0.6508072365
ecoli_00132,1.9396668441,0.1815859095
ecoli_00133,2.289348217,0.5027392475
ecoli_00134,1.9126252811,0.3616557215
ecoli_00135,0.24388929620000002,0.7084881005
ecoli_00136,2.6393805323,0.6893268225
ecoli_00137,1.3954103572,0.0502946135
ecoli_00138,1.0966540783,0.8944191185
ecoli_00139,0.8436585518,1.1729944015
ecoli_00140,2.9795339904,-0.5413684095
ecoli_00141,1.4157700847,0.9201372575000001
ecoli_00142,1.7763599953,-0.9897977465000001
ecoli_00143,-0.2163068988,-0.055876337500000005
ecoli_00144,2.0487308556,-0.2775042405
ecoli_00145,0.6068862649,-0.7295153675
ecoli_00146,1.4007759024,0.0072663135000000005
ecoli_00147,-0.693911216,0.1724410365
ecoli_00148,-0.7031059951,-0.7498514925
ecoli_00149,0.9742636779,0.1850557385
ecoli_00150,-0.9387226865,-0.7113577655000001
ecoli_00151,1.3005634071,0.1133815855
ecoli_00152,1.8774059813,0.4879241805
ecoli_00153,1.5636101547,-0.1126559895
ecoli_00154,-0.915210407,-0.5783454645
ecoli_00155,-0.18145857240000002,-0.1706982155
ecoli_00157,0.0058935656,-0.008269779500000001
ecoli_00158,1.0574576512,0.1606561655
ecoli_00159,-0.23405544390000002,-0.2341427735
ecoli_00160,0.5794487929000001,-0.6747452555
ecoli_00169,1.1633001749,-0.5819508885
ecoli_00170,1.1421326177,-0.6334064155
ecoli_00171,0.4119532809,-0.4939187525
ecoli_00172,0.0189239579,-0.3540498975
ecoli_00173,3.7465889151000002,-0.4421612875
ecoli_00174,3.094742271,-0.6502697825
ecoli_00175,5.5115664437,-0.4553343985
ecoli_00176,5.0313117753,-0.4197099085
ecoli_00177,-0.0690316385,-0.0969787455
ecoli_00178,0.17060562710000002,-0.2719686705
ecoli_00179,-0.2898006225,-0.4517686235
ecoli_00180,-0.08504170400000001,-0.4652892675
ecoli_00181,1.0691432706,-0.7653242055
ecoli_00182,0.6434597085,-0.8712702905
ecoli_00183,-0.3093704823,-0.4202383235
ecoli_00184,-0.19731852490000001,-0.4854215845
ecoli_00185,0.7478656333,-0.4191005325
ecoli_00186,0.6471144228,-0.6067280105
ecoli_00187,4.740684955,-0.1473972295
ecoli_00188,4.7948391184,-0.2602320195
ecoli_00189,0.5947123349,-0.17343627550000001
ecoli_00190,0.31099442800000004,-0.2244115865
ecoli_00191,0.9246592568,-0.40669453050000004
ecoli_00192,1.1923611066,-0.3573065495
ecoli_00193,-0.09407743190000001,-0.1608348115
ecoli_00194,-0.7169664381,0.0015013105
ecoli_00195,-0.15780528200000002,0.0558915945
ecoli_00196,-0.06935325290000001,-0.27913838150000003
ecoli_00197,-0.9465112792,-0.1177669135
ecoli_00198,0.23102489850000002,0.1043295365
ecoli_00199,0.20226206700000002,-0.2934985185
ecoli_00200,0.8212838598000001,0.0573793115
ecoli_00201,2.8301884259000003,0.1266252185
ecoli_00202,2.5187706396,-0.07114290250000001
ecoli_00203,1.2809949529,0.20932660150000001
ecoli_00204,0.030496467200000002,0.0572263135
ecoli_00205,0.9405852268,-0.0409868055
ecoli_00206,2.4584380866,0.1339945145
ecoli_00207,1.3179814341,0.1617129245
ecoli_00208,1.1353082753,0.2703425285
ecoli_00209,0.8253764291,-0.1637842655
ecoli_00210,0.6659349826000001,-0.12666636950000001
ecoli_00211,-0.1736476982,-0.5352715635
ecoli_00212,-0.0980036363,-0.5090290025
ecoli_00213,3.795938624,-0.052074300500000004
ecoli_00214,2.5557309354999997,0.1908365015
ecoli_00215,0.5065588086,-0.0780125825
ecoli_00216,0.7498654846,-0.1981972125
ecoli_00217,0.7960085043,-0.1907604705
ecoli_00218,0.8972693604,0.0482993135
ecoli_00219,0.3408129354,-0.2391936445
ecoli_00220,0.1053048238,-0.1114859455
ecoli_00221,-0.5794700449,-0.7698668935
ecoli_00222,0.0848213431,-0.6891231435
ecoli_00223,-0.7663347717,0.1752178005
ecoli_00224,-0.7555276088,-0.0412525495
ecoli_00225,3.7083896408,0.0652635495
ecoli_00226,1.9850420868,-0.2135746745
ecoli_00227,0.0781355473,-0.3795609575
ecoli_00228,0.327965561,-0.5254826275
ecoli_00229,-1.0337577293,-0.1489163095
ecoli_00230,-0.7322924282000001,-0.3311321035
ecoli_00231,-1.0844691059,-0.1179369625
ecoli_00232,-1.2789827994,-0.22086083550000002
ecoli_00233,-0.6620961925000001,-0.0488926145
ecoli_00234,-0.44957411490000004,0.058068560500000005
ecoli_00235,-0.5544431932,0.34536485850000004
ecoli_00236,-1.1422543126,0.5574813115
ecoli_00237,2.5866140821,-0.7819269475
ecoli_00238,2.4371049704,-0.49782597650000004
ecoli_00239,2.0217004047,-0.6063532295
ecoli_00240,1.9219418443,-0.5835339215
ecoli_00241,3.5512092375,-0.7471039525000001
ecoli_00242,2.4084318504,-0.2633619635
ecoli_00243,3.0187788102,-0.0783304185
ecoli_00244,3.7398851178,-0.8310265075000001
ecoli_00245,3.525409011,-0.7892867225
ecoli_00246,3.823379768,-0.4434777525
ecoli_00247,3.6868792833,-0.20507579650000002
ecoli_00248,2.9280187373,-0.3159454385
ecoli_00249,1.1757624429,0.11283694250000001
ecoli_00250,1.4543925055,0.1675369615
ecoli_00251,1.6442881193,-0.3359748245
ecoli_00252,1.9155582441,-0.5632334005
ecoli_00253,2.2581600444,0.021857928500000002
ecoli_00254,2.5626883772999998,-0.1523047415
ecoli_00255,5.0654356587,-0.5542981265
ecoli_00256,5.6475061373,-0.2618843695
ecoli_00257,4.5382668667,-0.5121011265000001
ecoli_00258,4.5066370761,-0.3369551615
ecoli_00259,4.4626597402,-0.5014962255000001
ecoli_00260,4.5323415853,-0.8107232915
ecoli_00261,2.4065436708,-0.7407315795
ecoli_00262,1.6134605791,-0.6169207585
ecoli_00263,1.9535439015,-0.33716985450000003
ecoli_00264,2.3221870598,-0.1634866835
ecoli_00265,-1.0819840697,-0.3404202665
ecoli_00266,-1.2741326108,-0.27997432650000004
ecoli_00267,0.5354821213000001,-0.0030630945000000003
ecoli_00268,0.1006299633,0.0720534075
ecoli_00269,-1.5824741776,0.1193710225
ecoli_00270,-0.9485342191,0.2341350935
ecoli_00271,0.5795964053,-0.026514542500000002
ecoli_00272,0.5471959412,-0.3549830525
ecoli_00273,-0.47764135020000004,0.0070763345
ecoli_00274,-0.4063549333,-0.0156022595
ecoli_00275,-1.5141680860000002,-0.10732720750000001
ecoli_00276,-1.3915667033,-0.06378001950000001
ecoli_00277,-0.8312272517,0.5269111475
ecoli_00278,-0.2805626329,0.2567179035
ecoli_00279,-0.8345314867,-0.2006175325
ecoli_00280,-0.1582665617,-0.0531165015
ecoli_00281,0.8981497949,-0.8468481705
ecoli_00282,0.69645567,-0.6056788385
ecoli_00283,-0.6336340457,-0.1389562585
ecoli_00284,-0.6993350408,-0.0794258355
ecoli_00285,0.5657442854,-0.0460846065
ecoli_00286,0.4152149021,-0.23446093950000002
ecoli_00287,1.0309700555,-0.2341521295
ecoli_00288,0.7763725689000001,-0.1521203845
ecoli_00289,-0.7134816127,-0.5683895335
ecoli_00290,-1.4744775213999999,-0.2835060665
ecoli_00291,-0.1364831015,0.0234384215
ecoli_00292,-0.3867694312,-0.0111556105
ecoli_00293,-0.47846171390000003,-0.1206087135
ecoli_00294,-0.1296563758,-0.2578100625
ecoli_00295,0.1231983628,-0.5511369755000001
ecoli_00296,-0.1008677414,-0.5438055025
ecoli_00297,-0.4696604099,-0.1778679835
ecoli_00298,-0.3863655722,0.0416830035
ecoli_00299,-0.0677452629,-0.0453205025
ecoli_00300,-0.5284703602,0.0424252815
ecoli_00301,0.7858894272,-0.5162085625
ecoli_00302,1.1331641387,-0.19189664250000002
ecoli_00303,0.1427903743,-0.0287338065
ecoli_00304,0.5248642878,-0.2662170555
ecoli_00305,0.33594400090000004,0.1214118685
ecoli_00306,-0.2029251595,0.052549383500000005
ecoli_00307,0.31866766080000003,0.0239812665
ecoli_00308,-0.18207813080000002,0.0455039215
ecoli_00309,1.1742387565,0.059608572500000005
ecoli_00310,1.1061880266,-0.0615213145
ecoli_00311,-0.0472969054,-0.1076484025
ecoli_00312,0.378342809,0.21267441750000002
ecoli_00313,-0.4632321529,-0.28970183850000003
ecoli_00314,-0.8643183212000001,-0.0402931065
ecoli_00315,-0.5592496359,-0.3177116855
ecoli_00316,-1.2757550072,-0.2971884345
ecoli_00317,-0.7746274277,-0.24758193150000002
ecoli_00318,-1.6560819987,-0.2926117335
ecoli_00319,-0.1575887801,-0.20892013950000002
ecoli_00320,-0.1276950869,-0.3362409255
ecoli_00321,-1.0059477381,0.2811019685
ecoli_00322,-0.8733712729,0.3173130865
ecoli_00323,0.7577514896,-0.3384242615
ecoli_00324,0.37569413760000003,-0.2778777645
ecoli_00325,0.6821011765,-0.4585835595
ecoli_00326,0.0225189418,-0.23448962850000002
ecoli_00327,0.3587140962,-0.3433485005
ecoli_00328,0.1685520006,-0.6684560985
ecoli_00329,0.27326475510000003,-0.3735953645
ecoli_00330,-0.4076884911,-0.30585963650000003
ecoli_00331,-0.2340955539,0.0615260885
ecoli_00332,-0.5839776818,0.2190229625
ecoli_00333,-0.2916477802,-0.0658010665
ecoli_00334,-0.37891252070000003,-0.1065562525
ecoli_00335,1.1477958466,-0.6118101015
ecoli_00336,0.28301675660000003,-0.5737320485
ecoli_00337,-0.614327134,-0.1799790325
ecoli_00338,-0.7804990175000001,-0.0864010575
ecoli_00339,0.5702669076,-0.6635799615
ecoli_00340,0.47091878740000004,-0.4662414415
ecoli_00341,0.5040187333,-0.8461472375
ecoli_00342,0.6530623721000001,-0.6218537805000001
ecoli_00343,-0.0639568276,-0.4052898795
ecoli_00344,0.0740615636,-0.17370045950000002
ecoli_00345,-0.29289731820000003,-0.3740451945
ecoli_00346,-0.4795625268,-0.3443978715
ecoli_00347,1.3742207002,-0.4794557225
ecoli_00348,1.9620287696,-0.3682740585
ecoli_00349,1.2093164562,-0.6563432295
ecoli_00350,0.8942629606,-0.4246809735
ecoli_00351,0.0545196126,-0.0579540255
ecoli_00352,0.9100573190000001,-0.4197522395
ecoli_00353,1.036568553,-0.4537682235
ecoli_00354,0.9003636143,-0.4764699825
ecoli_00355,1.7358488201000002,-0.0782826885
ecoli_00356,1.556883649,-0.16921653250000002
ecoli_00357,1.1073396283,0.07121556550000001
ecoli_00358,1.0049774773,-0.023279887500000002
ecoli_00359,1.274105129,0.0006151985
ecoli_00360,1.0584765372,0.037006409500000004
ecoli_00361,1.0414395888,-0.1921576925
ecoli_00362,1.1430391967,0.032910931500000004
ecoli_00363,0.0765991063,-1.2600011415
ecoli_00364,0.42438662330000004,-1.0904253435
ecoli_00365,6.6913992117,-1.8068515405
ecoli_00366,7.4418307991,-1.9736372014999999
ecoli_00367,6.9482375168,-1.5714478595
ecoli_00368,7.9354279233,-1.5518075735
ecoli_00369,0.7002099315,-0.6209560895
ecoli_00370,0.5971278734000001,-0.33996921950000003
ecoli_00371,6.8665468437,-2.0205925735
ecoli_00372,7.0307627287,-2.0097786675
ecoli_00373,3.7503227199999998,-1.4854596375
ecoli_00374,4.7283258691,-1.4206675765
ecoli_00375,-1.3598971948,-1.2239708495000001
ecoli_00376,-1.5448589389,-1.1066040245
ecoli_00377,0.6319892923,-2.5749522375
ecoli_00378,0.4495345324,-2.3628367205
ecoli_00379,2.035065702,-1.7316031555
ecoli_00380,2.4819606956999998,-1.4964022575
ecoli_00381,-1.4095275561,-1.4830112865
ecoli_00382,-1.5158034417000001,-1.1176560535
ecoli_00383,4.1792889804,-2.1047916095
ecoli_00384,4.1422378491,-1.8491706735000002
ecoli_00385,4.1282394291,-0.8170193125
ecoli_00386,3.5614956750999998,-0.8591247055000001
ecoli_00387,-0.2583159111,-1.7135808815
ecoli_00388,-0.6561427973,-1.8562183905
ecoli_00389,1.8608435832999999,-2.0084511835
ecoli_00390,2.0691168552,-2.1567239105000002
ecoli_00391,1.7761882219,-2.4040133755
ecoli_00392,2.0258063773,-2.5808920405
ecoli_00393,-0.9107218288000001,-0.7372461625000001
ecoli_00394,-0.7313025516,-0.4251835335
ecoli_00395,-0.6721984454000001,0.1285580435
ecoli_00396,-0.4463271077,-0.0328864955
ecoli_00397,0.17118200150000001,0.6092408745
ecoli_00398,0.3590539544,0.6347932535
ecoli_00399,-0.35717720610000003,-0.4905681545
ecoli_00400,-0.06836343460000001,-0.3263288925
ecoli_00401,-0.1306020454,-0.0781693875
ecoli_00402,0.1690361582,-0.2911032405
ecoli_00403,-0.345222387,-0.0006543355
ecoli_00404,0.7592254411,0.3342345815
ecoli_00405,-0.04011115,-0.5620293245
ecoli_00406,-0.46229246230000004,-0.4005889405
ecoli_00407,-0.468396843,-0.2475780125
ecoli_00408,-0.2858797846,-0.0733638365
ecoli_00409,0.8974840637,0.31307784650000003
ecoli_00410,0.7956605662,0.2500399795
ecoli_00411,-0.3340907957,-0.9406083025
ecoli_00412,-0.4592454802,-1.0134060475
ecoli_00413,0.21959676520000002,-0.2958748265
ecoli_00414,0.6391371175,-0.1532198635
ecoli_00415,0.5553807046,0.5773415875
ecoli_00416,0.3055368587,0.5251695595
ecoli_00417,1.0225247993,-0.7505254095
ecoli_00418,0.27798933070000004,-0.6050396405
ecoli_00419,0.6409535737000001,-0.4030947045
ecoli_00420,0.4415696919,-0.2231855525
ecoli_00421,1.3336109684,0.7060213265
ecoli_00422,1.2202473385000001,0.6444462895
ecoli_00423,-0.7140228387,-0.3069674365
ecoli_00424,-0.5325719431,-0.4572298965
ecoli_00425,0.48996547160000004,-0.8572883425000001
ecoli_00426,-0.0582985533,-0.7331816185000001
ecoli_00427,-0.3514031908,-0.33331886250000003
ecoli_00428,-0.5751941599,-0.2198608695
ecoli_00429,-0.012795059000000001,-0.5561329945
ecoli_00430,-0.2034516791,-0.3570138115
ecoli_00431,0.1910020621,0.5202666975
ecoli_00432,0.49860613060000003,0.3532127745
ecoli_00433,0.553581666,0.4053578605
ecoli_00434,0.5950784432,0.41645226150000003
