,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,32.186669013633335,1.5148506842601535,3.0,0.0,33.9101538888,1.0,31.58371705,2.0,31.0661361021,,,,,,,,,,
1,LB__LBtran,22.862692173,4.105222330653848,3.0,3.0,27.4468279566,4.0,21.6156719941,5.0,19.5255765683,,,,,,,,,,
2,LB__LBstat,20.680119726966666,1.8329418971695248,3.0,6.0,19.7656331628,7.0,19.4843470559,8.0,22.7903789622,,,,,,,,,,
3,LB__LBGexp,6.181968657866666,2.6575110324146447,3.0,9.0,7.1870828987,10.0,3.1685005654,11.0,8.1903225095,,,,,,,,,,
4,LB__LBGtran,3.5782565508,2.299711931444474,2.0,12.0,5.2043984523,13.0,1.9521146493,,,,,,,,,,,,
5,LB__LBGstat,4.612157121333333,1.1977380064413774,3.0,14.0,4.2373687581,15.0,5.9524721997,16.0,3.6466304062,,,,,,,,,,
6,Life Cycle__S0,23.068354936833334,1.0651158516657906,3.0,17.0,22.5380295772,18.0,22.3725087524,19.0,24.2945264809,,,,,,,,,,
7,Life Cycle__S1,16.691153617133335,1.6415080091083518,3.0,20.0,15.0256633841,21.0,18.307579317,22.0,16.7402181503,,,,,,,,,,
8,Life Cycle__S2,11.600011750966665,1.2957417474962916,3.0,23.0,10.1072961467,24.0,12.4346688724,25.0,12.2580702338,,,,,,,,,,
9,Life Cycle__S3,7.72151265525,1.0804545233861131,2.0,26.0,6.957515935,27.0,8.4855093755,,,,,,,,,,,,
10,Life Cycle__S4,13.5243109627,1.8804985623150714,3.0,28.0,11.7237576775,29.0,15.4756731124,30.0,13.3735020982,,,,,,,,,,
11,Life Cycle__S5,14.912036313866667,1.3701827741843577,3.0,31.0,14.27821509,32.0,16.4843766637,33.0,13.9735171879,,,,,,,,,,
12,Life Cycle__S6,15.823572723862501,2.2898584823273436,8.0,34.0,19.1834172132,35.0,14.1790988522,36.0,18.4761942947,37.0,17.6502190464,38.0,13.0347543592,39.0,14.0541458746,40.0,14.7920628861,41.0,15.2186892645
13,Life Cycle__S7,13.238273777933335,0.3781555893105718,3.0,42.0,13.6195520278,43.0,13.2319491176,44.0,12.8633201884,,,,,,,,,,
14,Life Cycle__S8,11.8374692046,3.61330800662474,2.0,45.0,14.3924637986,46.0,9.2824746106,,,,,,,,,,,,
15,Life Cycle__G135,9.1641003978,1.8502688516217713,2.0,47.0,10.472438049800001,48.0,7.8557627458,,,,,,,,,,,,
16,Life Cycle__G150,31.61791999576667,4.9921291162317285,3.0,49.0,35.45254155,50.0,25.973262808,51.0,33.4279556293,,,,,,,,,,
17,Life Cycle__G180,5.138795673066667,0.8899670600518403,3.0,52.0,4.2073817896,53.0,5.2284806723,54.0,5.9805245573,,,,,,,,,,
18,Stress Time Course__C30,3.881085242,0.6718435953942141,2.0,55.0,3.4060200798,56.0,4.3561504042,,,,,,,,,,,,
19,Stress Time Course__C90,-2.44934265875,1.1590768301991112,2.0,57.0,-1.6297515722,58.0,-3.2689337453,,,,,,,,,,,,
20,Biofilm__BI,13.8405720299,0.285667738557169,2.0,59.0,13.6385744348,60.0,14.042569625,,,,,,,,,,,,
21,Biofilm__BC,12.517889420549999,0.6946776838027339,4.0,61.0,11.6773238713,62.0,13.3744523861,63.0,12.5705237806,64.0,12.4492576442,,,,,,,,
22,Biofilm__Sw,16.52783237745,0.8352564869466081,2.0,65.0,17.1184479034,66.0,15.9372168515,,,,,,,,,,,,
23,Life Cycle__BT,9.2976283334,0.4004293670114035,2.0,67.0,9.0144820126,68.0,9.5807746542,,,,,,,,,,,,
24,Life Cycle__B36,3.10964939775,1.7452585422518052,2.0,69.0,4.3437335479,70.0,1.8755652476,,,,,,,,,,,,
25,Life Cycle__B60,12.7095433683,1.742489911399877,2.0,71.0,13.9416698008,72.0,11.4774169358,,,,,,,,,,,,
26,M9__M9exp,0.0,0.6194878176870837,3.0,73.0,-0.6133582723000001,74.0,-0.0120823399,75.0,0.6254406122,,,,,,,,,,
27,M9__M9tran,6.9159496206333335,1.2852939962835828,3.0,76.0,8.1436139635,77.0,5.5798911323,78.0,7.0243437661,,,,,,,,,,
28,M9__M9stat,19.9642192396,0.6674303827484686,3.0,79.0,19.4681743778,80.0,19.7014404008,81.0,20.7230429402,,,,,,,,,,
29,Supplement__M+G,1.9753659526,2.623125967504776,3.0,82.0,4.9734161313000005,83.0,0.1027619748,84.0,0.8499197517,,,,,,,,,,
30,Supplement__Glu,3.8592373432666665,1.0406388816629897,3.0,85.0,3.4477673708,86.0,5.0426985838,87.0,3.0872460752,,,,,,,,,,
31,Supplement__Fru,6.359329809066668,0.7635797005785095,3.0,88.0,5.4950248211,89.0,6.9424346961,90.0,6.64052991,,,,,,,,,,
32,Supplement__Mal,10.913466116566667,1.7804219629750713,3.0,91.0,12.5862420554,92.0,9.042057442,93.0,11.1120988523,,,,,,,,,,
33,Supplement__G+S,11.1228012156,0.21367542218512423,2.0,94.0,11.2738925556,95.0,10.9717098756,,,,,,,,,,,,
34,Supplement__Pyr,6.2663203319,0.6529094153427103,3.0,96.0,6.9677192914,97.0,5.6762042083,98.0,6.155037496,,,,,,,,,,
35,Supplement__Gly,13.334699549133333,1.0227369136121665,3.0,99.0,12.7500426885,100.0,12.7384206078,101.0,14.5156353511,,,,,,,,,,
36,Supplement__Glucon,10.121872000566668,2.638820165837117,3.0,102.0,8.8672377262,103.0,8.3444455972,104.0,13.1539326783,,,,,,,,,,
37,Stressors__aero,3.846887957,0.6915461786800023,3.0,105.0,3.0505345326,106.0,4.2960748136,107.0,4.1940545248,,,,,,,,,,
38,Stressors__nit,-0.07773952743333333,0.44524733048403387,3.0,108.0,0.37019892530000004,109.0,-0.08317147500000001,110.0,-0.5202460326,,,,,,,,,,
39,Stressors__ferm,0.8220675427666667,0.6127347537812875,3.0,111.0,0.3980978325,112.0,1.5245940802,113.0,0.5435107156,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-0.5162095143000001,,1.0,114.0,-0.5162095143000001,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,0.9716471995,,1.0,115.0,0.9716471995,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,1.4358981532000001,,1.0,116.0,1.4358981532000001,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,2.5906326112,,1.0,117.0,2.5906326112,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,3.0606620062,,1.0,118.0,3.0606620062,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,3.8044844274000003,,1.0,119.0,3.8044844274000003,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,1.8494353653000002,,1.0,120.0,1.8494353653000002,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,7.4229624835,,1.0,121.0,7.4229624835,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,26.0269061411,,1.0,122.0,26.0269061411,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,25.5102922787,,1.0,123.0,25.5102922787,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,22.7901485944,,1.0,124.0,22.7901485944,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,20.0635403392,,1.0,125.0,20.0635403392,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,19.0856947092,,1.0,126.0,19.0856947092,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,16.5131835811,,1.0,127.0,16.5131835811,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,14.7174537864,,1.0,128.0,14.7174537864,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,12.4733328057,,1.0,129.0,12.4733328057,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,10.3173475037,,1.0,130.0,10.3173475037,,,,,,,,,,,,,,
57,Stressors__HPh,1.6362945769333335,0.23888694749719305,3.0,131.0,1.9094746353,132.0,1.5328174677000002,133.0,1.4665916278,,,,,,,,,,
