,A,GalS,GalR,Crp
oxyR__wt_glc__2,-1.8861167771,-0.28521307500000004,-0.1695984415,0.13043923
oxyR__wt_h2o2__1,-1.8439840461,-0.61079174,-0.1500689355,0.057576022000000004
oxyR__wt_h2o2__2,-2.1356282738,-0.85236076,0.1194837455,0.46187418300000005
oxyR__glu_ale4__1,-2.5976653989000003,-0.875702171,0.39188486450000004,0.7723290730000001
oxyR__glu_ale4__2,-2.5778436405000003,-0.81793335,0.3202569525,0.495795953
oxyR__glu_ale4_h2o2__1,-2.9384320598,-0.881815283,0.5373719335,0.621328373
oxyR__glu_ale4_h2o2__2,-2.9121188802,-0.45062597200000004,0.6937107675,0.486348433
oxyR__oxyR_ale17__1,-2.3670731607,0.311966795,0.5343719415,0.13801763
oxyR__oxyR_ale17__2,-2.3374261539,0.371920014,0.4034064255,0.15520324300000002
oxyR__oxyR_ale17_h2o2__1,-2.4844481113,-0.295284011,0.3705379225,0.211227453
oxyR__oxyR_ale17_h2o2__2,-2.0151331545,0.061656233000000005,0.3447378175,0.156206473
oxyR__oxyR_ale18__1,-1.378580595,-0.340945948,-0.3987928355,-0.23326590800000002
oxyR__oxyR_ale18__2,-2.1758256883,-0.282842654,-0.1506372085,-0.08594182800000001
oxyR__oxyR_ale18_h2o2__1,-2.9783435709,-0.537296643,0.3348561745,0.027939159
oxyR__oxyR_ale18_h2o2__2,-2.8896830186,-0.501409348,0.3780361585,0.095125363
oxyR__oxyR_ale19__1,-1.8302296788999999,-0.084074095,-0.1303659205,-0.186683067
oxyR__oxyR_ale19__2,-2.0250352615,-0.311700199,0.06555928550000001,-0.08065952300000001
oxyR__oxyR_ale19_h2o2__1,-1.6060911759,-0.081918589,-0.1973554045,-0.32169368600000003
oxyR__oxyR_ale19_h2o2__2,-1.6413259939,-0.234331524,-0.1797303395,-0.22926116100000002
oxyR__oxyR_ale20__1,-2.2804044092,1.409639558,0.2915523235,-0.29073972200000003
oxyR__oxyR_ale20__2,-3.0310358411,1.715439654,0.18799777750000002,-0.328630297
oxyR__oxyR_ale20_h2o2__1,-2.50974583,0.789281966,0.3823831415,-0.103214605
oxyR__oxyR_ale20_h2o2__2,-2.5936283486000002,0.732991123,0.38206118050000004,-0.05797147800000001
svns_pgi__BmePgi24_15__1,-2.3067035969,0.046113766,0.0131152685,0.20789728300000002
svns_pgi__BmePgi24_15__2,-1.9224562271,0.25696460400000004,0.0605327765,0.288214413
svns_pgi__BmePgi24_26__1,-1.6682682752,0.28608475,-0.2121106465,0.16856253300000001
svns_pgi__BmePgi24_26__2,-1.9847231956,0.46238013800000005,-0.1240144375,0.144982372
svns_pgi__BmePgi24_41__1,-2.9340672100000003,-0.112089244,-0.0959805875,0.495849313
svns_pgi__BmePgi24_41__2,-1.3275495975,0.41534650300000003,-0.1779736985,0.08223337900000001
svns_pgi__BmePgi24_52__1,-1.5201909155000002,0.207381108,0.0130663745,0.260077643
svns_pgi__BmePgi24_52__2,-1.6546946669,0.312843427,-0.1908342215,0.110092349
svns_pgi__PaePgi2_34__1,-0.9898381164000001,-0.36867009,-0.0413921445,0.946417433
svns_pgi__PaePgi2_34__2,-0.8655418766,-0.12263193200000001,-0.0691377805,0.980365153
svns_pgi__PaePgi2_63__1,-0.2692077281,-0.11727548200000001,-0.16379672850000002,0.9986914830000001
svns_pgi__PaePgi2_63__2,-0.53971124,-0.36809623500000005,-0.19046033850000002,0.9749593430000001
svns_pgi__PaePgi24_54__1,-1.1716802108,-0.38863915400000004,0.061445832500000006,0.830338573
svns_pgi__PaePgi24_54__2,-1.1821176164,-0.26198524700000003,0.0859724945,0.926503413
svns_pgi__PaePgi24_90__1,-0.9406608999999999,-0.21229815400000002,0.0017690285000000001,0.8096897230000001
svns_pgi__PaePgi24_90__2,-2.0743024424,0.182935854,0.1583397105,0.9991721830000001
abx_media__m9_ctrl__1,-3.6474011524,0.494978674,0.34408919050000003,-0.219087253
abx_media__m9_ctrl__2,-3.7258026314,0.601013888,0.5483913225,0.06872793
abx_media__rpmi_ctrl__1,-6.350645904,-0.871777172,-0.32952735650000003,0.181883243
abx_media__rpmi_ctrl__2,-3.5140640658,-0.73720765,-0.1300735005,0.46045822300000006
abx_media__camhb_ctrl__1,-2.4114410992,0.655548782,-0.2302322585,-1.466715649
abx_media__camhb_ctrl__2,-1.680747528,0.261231529,-0.2357077535,-1.564214307
abx_media__m9_mero__1,-5.2762007606,0.076056678,0.18655378250000001,0.10006032100000001
abx_media__m9_mero__2,-3.0673102996,0.36461865600000004,0.1505757815,-0.24440689100000001
abx_media__rpmi_mero__1,-3.7615129897,-0.462467438,-0.4790707315,-0.15585906600000002
abx_media__rpmi_mero__2,-4.1437529913,-0.291399978,-0.34272975650000004,0.12222331400000001
abx_media__camhb_mero__1,-4.3801655892,-0.6358811550000001,-0.8772409285,-2.568928611
abx_media__camhb_mero__2,-3.4366503103,-0.181451416,-0.8122825595000001,-2.37205329
abx_media__m9_trisulf__1,-2.7645617456,0.816706773,0.5915720795,-0.13952741600000002
abx_media__m9_trisulf__2,-2.8121264791,0.7937666050000001,0.6126279795,-0.121563182
abx_media__rpmi_trisulf__1,-2.8303300134000002,0.6293889450000001,-0.33463151550000003,-1.138543574
abx_media__rpmi_trisulf__2,-3.3480281264,0.45087161400000003,-0.3078769295,-1.125744815
abx_media__camhb_trisulf__1,-1.0797492806,0.9345698250000001,0.3497044635,-0.616348749
abx_media__camhb_trisulf__2,-0.9675069296000001,1.085875591,0.37416818550000003,-0.651084973
abx_media__m9_cef__1,-3.4372230767,0.8973350440000001,0.3193079015,-0.424559634
abx_media__m9_cef__2,-2.9530364844,0.7354103940000001,0.33600100250000003,-0.35219075800000005
abx_media__rpmi_cef__1,-3.2132867787,-0.059926993000000005,0.4365304615,0.17718560300000002
abx_media__rpmi_cef__2,-3.2296907098,-0.06843134000000001,0.4640984045,0.253641923
abx_media__camhb_cef__1,0.6835487355000001,-0.29593903,0.3539808675,-0.8382274850000001
abx_media__camhb_cef__2,0.0335428522,0.001700808,0.3593232945,-0.903455694
abx_media__m9_cipro__1,-2.4806160934,1.128152592,0.0346153305,-0.296102011
abx_media__m9_cipro__2,-2.934010485,0.9425296200000001,0.12698407450000002,-0.23094071100000002
abx_media__rpmi_cipro__1,-4.6319482732,0.421226054,-0.19024752350000002,-0.708797459
abx_media__rpmi_cipro__2,-4.5566739077000005,0.49970381500000005,-0.4226775075,-0.968107711
abx_media__camhb_cipro__1,-2.0213337124,-0.10454481600000001,-0.8085473925000001,-1.356589447
abx_media__camhb_cipro__2,-1.7338214732,0.255333733,-0.6566185415,-1.123683673
hot_tale__42c_ale3_30c__1,-3.0861237906,0.5406485999999999,-0.2972959345,0.062207968
hot_tale__42c_ale3_30c__2,-4.1476938974,0.7837325930000001,-0.2195725935,0.01735881
hot_tale__42c_ale3_37c__1,-2.5891796483,-0.34063925700000003,-0.5696186825,0.43556652300000004
hot_tale__42c_ale3_37c__2,-2.3089346621,-0.5790860250000001,-0.4541359385,0.40063680300000004
hot_tale__42c_ale3_44c__1,-2.5935608601,0.42306975900000005,-0.3500089575,0.37188534300000003
hot_tale__42c_ale3_44c__2,-2.7666790212,0.5017831700000001,-0.28470102950000004,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,-4.3443977645,1.257213642,0.3942553905,0.739618883
hot_tale__hot_ale3_mid_30c__2,-4.2578569522,1.3700868590000002,-0.0659628855,0.562500333
hot_tale__hot_ale3_mid_37c__1,-2.3623821215,0.234526542,-0.37592070850000003,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,-2.4138826419,0.561426253,-0.7309331565,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,-2.8408945771000003,0.47675488800000004,-0.3463582105,-0.071245341
hot_tale__hot_ale3_mid_44c__2,-3.398417853,0.5000022670000001,-0.45953373550000004,-0.002275453
hot_tale__hot_ale3_30c__1,-4.2824876873,1.504172773,-0.0103424585,0.515020333
hot_tale__hot_ale3_30c__2,-4.4470721157,1.574686298,-0.49229588350000003,0.5286701730000001
hot_tale__hot_ale3_37c__1,-2.1171744947,0.46534813500000005,-0.7107028655000001,0.349377103
hot_tale__hot_ale3_37c__2,-1.7952154824000002,0.744790268,-0.6513421235,0.396319383
hot_tale__hot_ale3_44c__1,-1.9741017027,0.325739908,-0.8718263605000001,0.286434483
hot_tale__hot_ale3_44c__2,-1.5764852517999999,0.279407621,-1.1157427505,0.302318703
hot_tale__hot_ale4_30c__1,-3.2896670213,0.47941927300000003,-0.5823677845,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-3.3706140333,0.15289148200000002,-0.7539486235,0.027680622000000002
hot_tale__hot_ale4_37c__1,-2.3225554648,-0.259388978,-0.6179762765,-0.154360834
hot_tale__hot_ale4_37c__2,-2.9852608324,0.11358498,-0.5339656745,-0.04945323
hot_tale__hot_ale4_44c__1,-1.6340587426000002,0.5258672710000001,-0.7010732555,0.164713793
hot_tale__hot_ale4_44c__2,-2.2362786717,0.06639566200000001,-0.6202238545000001,0.075804102
hot_tale__hot_ale8_30c__1,-3.0377358528,1.197578022,0.16221103550000002,-0.056768665
hot_tale__hot_ale8_30c__2,-3.1546699877,1.314203905,-0.4069752715,-0.10699186200000001
hot_tale__hot_ale8_37c__1,-2.3701812847,1.024597626,-0.5136201895,-0.007091699000000001
hot_tale__hot_ale8_37c__2,-2.2580894034,1.09044026,-0.6439680415,-0.044047578000000004
hot_tale__hot_ale8_44c__1,-2.0444502251,1.127121085,-0.2634650485,0.07381628
hot_tale__hot_ale8_44c__2,-1.8866484703,0.9152984580000001,-0.3338045665,0.140506256
hot_tale__hot_ale9_mid_30c__1,-4.7443286916,0.012565735000000001,-0.2819764305,0.119931675
hot_tale__hot_ale9_mid_30c__2,-4.9839255915,-0.24763121000000002,-0.24367141450000002,0.10594186400000001
hot_tale__hot_ale9_30c__1,-3.9216672322,0.706450193,-0.7072497545,0.057352916000000004
hot_tale__hot_ale9_30c__2,-3.5912506509,0.518656667,-0.4723839855,0.174084083
hot_tale__hot_ale9_mid_37c__1,-2.7843810871,0.18790541600000002,-0.5505769205000001,-0.07088768
hot_tale__hot_ale9_mid_37c__2,-2.7924607293,-0.052815492000000006,-0.7303065685,0.028525377
hot_tale__hot_ale9_37c__1,-2.9736930934,0.050250801000000005,-0.6114103835,0.032825572000000004
hot_tale__hot_ale9_37c__2,-3.2793775204,-0.182272297,-0.6493982645,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,-2.2933095909,0.453598276,-0.6487129025,0.286125693
hot_tale__hot_ale9_mid_44c__2,-2.2101215137,0.32230098300000004,-0.4382190315,0.30561196300000004
hot_tale__hot_ale9_44c__1,-2.0693587378,0.6113224540000001,-0.4988043185,-0.027297961000000003
hot_tale__hot_ale9_44c__2,-2.6224387362,0.698966383,-0.40065794250000003,-0.086313521
hot_tale__hot_ale10_30c__1,-4.2378786139,1.312981747,-0.2700829515,0.23749544300000003
hot_tale__hot_ale10_30c__2,-4.0892571507,1.175815176,-0.2495756775,0.42203483300000005
hot_tale__hot_ale10_37c__1,-3.1912798619,-0.022348224,-0.4493708005,0.06875389400000001
hot_tale__hot_ale10_37c__2,-3.0712938944,0.706976241,-0.4857599005,0.12083432100000001
hot_tale__hot_ale10_44c__1,-3.9980550849,1.000532866,-0.2604793525,-0.035753444
hot_tale__hot_ale10_44c__2,-5.2805521047,0.813903185,-0.4337126255,0.110043497
hot_tale__hot_ale16_30c__1,-3.9638494361000003,0.036949305,-0.2757462525,0.129309161
hot_tale__hot_ale16_30c__2,-3.4966423032,-0.0014491,-0.2430189965,0.251086443
hot_tale__hot_ale16_37c__1,-3.1372869343,-0.377507205,-0.5833245745,-0.022647861000000002
hot_tale__hot_ale16_37c__2,-2.5321286643,-0.221811633,-0.5801373875,-0.007290675000000001
hot_tale__hot_ale16_44c__1,-2.7132994823,0.29967222200000004,-0.4461733995,0.039920518
hot_tale__hot_ale16_44c__2,-3.5986173651,0.407848714,-0.7359574715,0.206041613
pdhr_ale__pdhR-13_51__1,-3.6835615019,-0.815727709,-0.2834184275,0.426042593
pdhr_ale__pdhR-13_51__2,-3.9507519015,-0.801771228,-0.2940161885,0.345369843
pdhr_ale__pdhR-14_46__1,-3.7624709239,-0.8784209620000001,-0.0038996515000000002,0.413744223
pdhr_ale__pdhR-14_46__2,-3.3361311912,-0.568448658,-0.061627534500000004,0.374689043
pdhr_ale__pdhR-15_51__1,-4.3651913376,-1.049313009,-0.2394829785,0.208151253
pdhr_ale__pdhR-15_51__2,-4.5416400392,-1.446915688,-0.3828630615,0.291227723
pdhr_ale__pdhR-16_49__1,-3.8877231644,-1.653487049,-0.1757411255,0.35863981300000003
pdhr_ale__pdhR-16_49__2,-3.6203934269999998,-1.304305293,-0.4415153845,0.29102474300000003
tcs__del_atoC_LiAcet__1,-2.8672606895,0.033214201,0.30904608650000004,0.372321163
tcs__del_atoC_LiAcet__2,-2.8504332628,0.139641142,0.5007803045,0.554500683
tcs__del_atoC_LiCl__1,-2.6625816149,0.094652834,0.5468561415000001,0.729717593
tcs__del_atoC_LiCl__2,-2.6148545927,-0.14508118,0.5471394105,0.8032040530000001
tcs__del_atoC_m9__1,-3.0597043891,-0.07339651600000001,0.4566033225,0.699493633
tcs__del_atoC_m9__2,-3.1412348778,-0.328437109,0.5664241345000001,0.8078232030000001
tcs__del_baeR_etoh__1,-1.2264237364000001,1.897593497,1.6049951835,0.7253874130000001
tcs__del_baeR_etoh__2,-0.39733879920000004,1.9685217160000001,1.8764415195000002,0.8432000030000001
tcs__del_baeR_lb__1,-3.9247561376,1.229854348,0.2896710245,0.45295403300000003
tcs__del_baeR_lb__2,-3.9557116041000002,1.337800767,0.2617035085,0.513648663
tcs__del_btsR_01xlb__1,-5.3390240422,0.313608971,0.2357240045,-1.00432669
tcs__del_btsR_01xlb__2,-6.1190149068,0.28151299300000004,0.2826102525,-1.132510871
tcs__del_btsR_lb__1,3.0216273318,1.429958636,1.9914128675,0.905930643
tcs__del_btsR_lb__2,2.7633222048,1.475949465,1.8863069325000001,0.882795573
tcs__del_btsR_pyruvate__1,-5.8711080522,-0.030689841000000002,0.4181670275,-1.207481932
tcs__del_btsR_pyruvate__2,-5.9582794117999995,-0.047753948000000004,0.37791998450000003,-1.260247428
tcs__del_cpxR_etoh__1,-0.8442894289,1.3834652649999999,2.3974379855,1.209290043
tcs__del_cpxR_etoh__2,-1.0270174222,1.346265301,2.4568659215,1.196778413
tcs__del_cpxR_lb__1,-3.5182395088,1.685211677,0.5946752035,0.560846033
tcs__del_cpxR_lb__2,-3.2848883563,1.508177166,0.7096933645,0.640789563
tcs__del_cusR_CuSO4__1,0.2648990263,0.27950856900000004,1.3017883435,1.046254113
tcs__del_cusR_CuSO4__2,0.196459656,0.576415318,1.4903620085,1.048489943
tcs__del_cusR_lb__1,5.7453737535,2.369367163,1.8695359535,0.995224693
tcs__del_cusR_lb__2,5.4998774045,2.288259018,1.7983885115,1.040602243
tcs__del_kdpE_01-kcl__1,-3.4713610323,-0.9665436980000001,0.0805501805,0.088105161
tcs__del_kdpE_01-kcl__2,-3.4456241166,-1.329429206,0.1371908285,0.12273579200000001
tcs__del_kdpE_115-kcl__1,-2.9699894304,0.18848548,0.4714033575,0.04519701
tcs__del_kdpE_115-kcl__2,-3.3830299786999998,0.503312658,0.5966280975,-0.003365355
tcs__del_phoB_m9__1,-2.3261260724,-0.41757188300000003,0.6235339905,0.731063943
tcs__del_phoB_m9__2,-2.2870472733,-0.49123792,0.4607890585,0.757859213
tcs__del_phoB_m9p__1,-4.458752278,-1.825396672,-0.8487496125,-0.51730162
tcs__del_phoB_m9p__2,-4.3111975525,-1.91927101,-0.7982622465,-0.48681598000000004
tcs__del_rcsB_etoh__1,-2.1790869804,4.07579607,1.5603842975000002,0.858421713
tcs__del_rcsB_etoh__2,-1.3758230942,4.052753481,1.8277916785000001,0.9214160130000001
tcs__del_rcsB_lb__1,-1.6359217563000001,2.11481843,0.7144581575000001,0.6655188230000001
tcs__del_rcsB_lb__2,-1.4922972315,2.325381816,0.7474413935,0.700550933
tcs__del_zraR_lb__1,2.8972941194,4.022760859,1.0657151195,0.536767573
tcs__del_zraR_lb__2,2.5897666342,4.039860516,1.1278705015,0.5696375730000001
tcs__del_zraR_zncl2__1,1.3007074254,2.936946289,1.6025368075,0.833890483
tcs__del_zraR_zncl2__2,1.6103611070000001,2.986772283,1.5933095725,0.8158754130000001
tcs__wt_01-kcl__1,-4.5786082321,-1.161294325,0.6702198315,-0.04219238
tcs__wt_01-kcl__2,-4.7797151254,-1.412170076,0.6774590105,-0.041591509000000006
tcs__wt_01xlb__1,-5.8883543373,0.8845424190000001,0.4157946085,-1.18682151
tcs__wt_01xlb__2,-5.9086350593,0.8291180330000001,0.42957186950000004,-1.187464975
tcs__wt_115-kcl__1,-3.7867546985000002,0.387837933,0.3509837985,-0.09970663
tcs__wt_115-kcl__2,-3.58542129,0.258679517,0.43476720750000003,-0.12142913200000001
tcs__wt_CuSO4__1,3.0730657583,3.531308351,1.5462635755,0.733850203
tcs__wt_CuSO4__2,3.3223465849,3.414968318,1.6057922905000002,0.730520613
tcs__wt_etoh__1,-2.8373698074,4.1099369,1.2775805475,0.575463063
tcs__wt_etoh__2,-2.7258846116,4.140099642,1.3987124085,0.539484413
tcs__wt_lb__1,-3.3672043245,0.7377521760000001,0.2706526445,0.9893765630000001
tcs__wt_lb__2,-3.2216373224,0.637441939,0.3809483495,1.092255943
tcs__wt_LiAcet__1,-2.4012155549,-0.28373615500000005,0.3557837095,0.649175273
tcs__wt_LiAcet__2,-3.1301003769,-0.033400387000000004,0.4833533755,0.406217943
tcs__wt_LiCl__1,-2.3662990682,0.11619701800000001,0.46052492650000004,0.574315623
tcs__wt_LiCl__2,-2.3861036115,-0.258584127,0.4144381575,0.6016396030000001
tcs__wt_m9p__1,-4.7570820162,-1.737244594,-0.4620884125,-0.395497808
tcs__wt_m9p__2,-4.8855151967,-2.233619633,-0.3457542095,-0.420119436
tcs__wt_pyr__1,-5.6180081246,0.6654007660000001,0.4649747725,-1.287916309
tcs__wt_pyr__2,-5.305632172,0.9013086530000001,0.3948771085,-1.163147485
tcs__wt_zncl2__1,1.2571067394,2.034936522,1.1404162475,0.665530193
tcs__wt_zncl2__2,1.1235485907,2.090330944,1.1350479405,0.6831118230000001
ros_tale__0_0_0pq__1,-2.3826680567,-0.148489211,-0.15906934550000001,0.329227253
ros_tale__0_0_0pq__2,-1.9970248069,-0.175772544,-0.1297358605,0.307710333
ros_tale__0_0_250pq__1,-2.8291871696,-0.612800813,0.8504380945000001,1.452259763
ros_tale__0_0_250pq__2,-2.5132024534,-0.7141564450000001,0.8941852395000001,1.438498573
ros_tale__1_mid_250pq__1,-0.7137826295,-0.509790115,-0.8478957075,0.654686623
ros_tale__1_mid_250pq__2,-0.8523618832000001,-0.6168683460000001,-0.6866170185,0.625724853
ros_tale__1_0_0pq__1,-1.3449081614,0.5240020870000001,0.5182463665,1.494979073
ros_tale__1_0_0pq__2,-2.3205464304,0.785820983,0.46131318450000003,1.442336843
ros_tale__1_0_0pq__3,-0.6010684430000001,-0.077469806,-0.7240274875,0.607936503
ros_tale__1_0_0pq__4,-1.2098893331,-0.050575144,-0.8333332935000001,0.622877623
ros_tale__1_0_250pq__1,-1.3521034631,-0.141226402,-0.9343573835000001,0.496195963
ros_tale__1_0_250pq__2,-1.3333297698,-0.253426669,-0.8712835395,0.602191523
ros_tale__1_0_750pq__1,-2.0862525487,1.024773078,-0.5203714535,0.625901413
ros_tale__1_0_750pq__2,-2.2420381784,0.767851613,-0.0207287585,1.045357503
ros_tale__1_1_0pq__1,-1.6015616220000002,1.393527487,0.5185488775,0.767703793
ros_tale__1_1_0pq__2,-1.4978953779,1.7274894280000002,0.5934949235,0.727341753
ros_tale__1_1_250pq__1,-2.1000806118,1.350120012,0.3472741055,0.616797033
ros_tale__1_1_250pq__2,-1.9432292069,0.897873479,0.4671805155,0.8796841830000001
ros_tale__1_1_750pq__1,-1.9347361623000001,0.882594112,0.5882728245000001,0.9722065830000001
ros_tale__1_1_750pq__2,-2.355361012,0.7934185490000001,0.6004898745,1.096863553
ros_tale__1_2_0pq__1,-2.7138824868,0.7751394930000001,-0.2912176205,0.40261139300000004
ros_tale__1_2_0pq__2,-2.5119639743,1.018041878,-0.5463384605,0.201186783
ros_tale__1_2_250pq__1,-2.9565718436,1.235914661,-0.2303263785,0.613315693
ros_tale__1_2_250pq__2,-2.5125877578,0.92267595,-0.0728662965,0.806008833
ros_tale__1_2_750pq__1,-2.3291806064,1.3288611,0.1001061245,1.099164733
ros_tale__1_2_750pq__2,-2.1403026572,1.804529386,-0.0063415805,1.124829123
ros_tale__1_3_0pq__1,-5.9394876352,0.8770257730000001,0.1287709235,1.6003325529999999
ros_tale__1_3_0pq__2,-4.8029182112,0.142984993,-0.0232871155,1.598090103
ros_tale__1_3_250pq__1,-3.2607941796,0.9439489560000001,0.2877915415,0.982030343
ros_tale__1_3_250pq__2,-3.8317548217,0.35025434800000005,0.44266169450000004,1.277154773
ros_tale__1_3_250pq__3,-3.9153692292,0.46079841400000005,0.5081912035,1.232406513
ros_tale__1_3_250pq__4,-3.2145439913000002,1.035468825,0.5908716175000001,0.6953416530000001
ros_tale__1_3_750pq__1,-2.8169705104,1.35638479,0.2888809745,1.004531303
ros_tale__1_3_750pq__2,-3.8621597789,1.004346378,0.0496975235,0.830057743
ros_tale__1_4_0pq__1,-5.0852433735,-0.8976489590000001,0.2190270525,0.982287223
ros_tale__1_4_0pq__2,-5.3923067292,-0.8057843,0.28192308050000003,0.887445543
ros_tale__1_4_250pq__1,-4.1473312856,-0.973345086,0.3640467605,0.5704754430000001
ros_tale__1_4_250pq__2,-4.0487765831,-0.25262568700000004,0.7834321475,0.592155203
ros_tale__1_4_750pq__1,-4.6123456763,0.26837519800000004,0.2224145375,0.307201803
ros_tale__1_4_750pq__2,-4.8779194532,0.319932443,0.4667971685,0.42239436300000005
ros_tale__1_4_750pq__3,-4.6701076656,0.192997985,1.1835145965,0.6522730330000001
ros_tale__1_4_750pq__4,-5.8191220775,-0.08961711800000001,1.3536183415,0.25258847300000004
ros_tale__2_mid_250pq__1,-1.5897903173999999,-1.114996378,-0.0559226415,0.46653734300000005
ros_tale__2_mid_250pq__2,-1.9347250772,-0.8383939410000001,-0.1405803475,0.224964563
ros_tale__2_0_0pq__1,-3.7939837352,0.42792768200000003,0.8675216575,1.323272493
ros_tale__2_0_0pq__2,-3.9959077922,0.36381554,0.7960847045,1.432955703
ros_tale__2_0_0pq__3,-2.7939811476000003,0.08200777100000001,-0.3921593055,0.225153443
ros_tale__2_0_0pq__4,-1.8427626418,-0.200502763,-0.2690195105,0.48006017300000003
ros_tale__2_0_250pq__1,-2.6402079439,-0.42128134100000003,-0.2952948455,0.43674846300000003
ros_tale__2_0_250pq__2,-2.5087950165,-0.285029182,-0.46320987950000003,0.46680216300000005
ros_tale__2_0_750pq__1,-4.48597105,1.28498884,0.7830396445000001,0.390658013
ros_tale__2_0_750pq__2,-4.6362441703,0.9995235280000001,0.9110184355000001,0.545242793
ros_tale__2_1_0pq__1,-3.316898492,3.146546659,0.2304552185,0.040594261
ros_tale__2_1_0pq__2,-3.3136753452,2.490175236,0.3457798855,0.219280403
ros_tale__2_1_250pq__1,-3.8641519735000003,1.374735061,0.8687160335,1.110700303
ros_tale__2_1_250pq__2,-3.4842798319,0.8324787950000001,0.6126844755,0.843117993
ros_tale__2_1_750pq__1,-4.1973448735,0.5530458810000001,0.6901833885,0.9049245530000001
ros_tale__2_1_750pq__2,-4.5438376808,0.5545107840000001,0.5717049885000001,1.048487963
ros_tale__2_1_750pq__3,-5.1419873599,1.581795449,0.4736385265,0.7018120830000001
ros_tale__2_2_0pq__1,-2.7526546794,3.194449841,0.039729982500000004,0.079864026
ros_tale__2_2_0pq__2,-3.2998892539,2.435445686,0.7698132905,0.7592634930000001
ros_tale__2_2_250pq__1,-2.6206482026,2.872009992,0.017604836500000002,0.17330999300000002
ros_tale__2_2_250pq__2,-4.2932518567999995,2.152649883,0.3032922315,0.429255013
ros_tale__2_2_750pq__1,-3.4342154028,2.553815638,0.4522178345,0.557660793
ros_tale__2_2_750pq__2,-4.8621506504,2.366774006,0.3394236135,0.305956793
ros_tale__2_3_0pq__1,-2.416072436,2.143423675,0.9740679455000001,0.860010453
ros_tale__2_3_0pq__2,-2.9231593765,1.487839589,0.9709408845,0.9657211630000001
ros_tale__2_3_250pq__1,-2.7272392033,1.605708375,0.9612209525000001,0.8571940530000001
ros_tale__2_3_250pq__2,-3.0931479616,2.129641732,1.2330607075,0.8164901330000001
ros_tale__2_3_750pq__1,-2.7344257322,1.875461504,0.9962216845,1.026877023
ros_tale__2_3_750pq__2,-2.4688907539000002,1.7837425580000001,0.8486324515,0.8530044830000001
ros_tale__3_0_0pq__1,-2.4396054221,1.16426509,-0.13261670150000002,-0.037079376000000004
ros_tale__3_0_0pq__2,-1.9996717378,0.997217655,-0.2580028475,-0.11367244900000001
ros_tale__3_0_250pq__1,-2.8848635573,0.67229207,0.2156120175,0.407816973
ros_tale__3_0_250pq__2,-3.2874399483,1.05985768,0.1305384375,0.321498873
ros_tale__3_0_750pq__1,-3.7122287834,0.6172179950000001,1.2411239075,0.963881143
ros_tale__3_0_750pq__2,-4.2252504639,0.253439613,1.4438509955,1.226371643
ros_tale__3_1_0pq__1,-2.4142420065,2.751285882,-0.4812262825,-0.387833971
ros_tale__3_1_0pq__2,-1.6407894003,2.183340003,-0.5220137895,-0.184451325
ros_tale__3_1_250pq__1,-1.3713117545,2.074686072,-0.7235433785000001,0.006036631000000001
ros_tale__3_1_250pq__2,-1.2154170770000001,1.9963806530000001,-0.8672404155000001,0.018638846
ros_tale__3_1_750pq__1,-2.1097286008,2.258768716,-0.2904172155,0.231216303
ros_tale__3_1_750pq__2,-1.4788827666,1.98966368,-0.8528619975,-0.144563632
ros_tale__3_2_0pq__1,-0.3594794752,0.8000571310000001,-1.5024312985,0.40668794300000005
ros_tale__3_2_0pq__2,-0.7220413506000001,0.7446125,-1.5284607395,0.36532405300000004
ros_tale__3_2_0pq__3,-0.8222052216,0.7499622680000001,-1.3741622035,0.389190503
ros_tale__3_2_0pq__4,-0.7926302326,0.9720656,-1.2341685085,0.43728822300000003
ros_tale__3_2_250pq__1,-1.9963728631,2.404182586,-0.9698991945000001,-0.610562742
ros_tale__3_2_250pq__2,-2.8760226959,2.74287026,-0.8352170695000001,-0.773419076
ros_tale__3_2_750pq__1,-2.9404780108,3.628336263,-0.45140712850000003,0.051653856000000005
ros_tale__3_2_750pq__2,-3.4095713610000002,3.855251597,-1.0148693005,-0.9425002680000001
ros_tale__3_3_0pq__1,-1.9330758655,0.154472195,0.3014534645,0.7026568830000001
ros_tale__3_3_0pq__2,-2.1153139047,-0.654818514,0.3284863125,0.947477173
ros_tale__3_3_0pq__3,-1.4561614382,0.17237796500000002,0.3409718385,0.7939082030000001
ros_tale__3_3_0pq__4,-1.9402143889,-0.304841857,0.3885613245,1.056964733
ros_tale__3_3_250pq__1,-4.8938633266,1.221221967,-0.34402885650000004,-0.24247490100000002
ros_tale__3_3_250pq__2,-5.323138469,1.244930738,-0.042506932500000004,-0.20438087800000002
ros_tale__3_3_750pq__1,-4.9600055902,1.174552526,-0.21150498350000002,0.088597729
ros_tale__3_3_750pq__2,-4.7191101801,1.095946793,-0.2398214055,0.14973729300000002
ros_tale__3_4_0pq__1,-3.1197190744,2.821578888,-0.7668289525,-0.7757600000000001
ros_tale__3_4_0pq__2,-2.9976548282,3.030345282,-0.5043794645,-0.573824628
ros_tale__3_4_250pq__1,-3.4166408875,2.160963061,-0.2792158145,-0.910153037
