,PA4313a
SRX7442752,0.14547283600000002
SRX7442753,-0.14547283600000002
SRX7442754,0.21279123500000002
SRX7442755,0.0021701
SRX7442756,-0.171833481
SRX7442757,-0.27322451600000003
SRX7442758,-0.068049698
SRX7442759,-0.127886931
SRX7442761,-0.18995567200000002
SRX7874204,-0.156748612
SRX7874205,0.156748612
SRX7874206,-0.38743842500000003
SRX7874207,-0.056975969
SRX8639787,0.22089632
SRX8639788,-0.220896321
SRX8639789,1.111601028
SRX8639790,1.296460315
SRX8639791,-0.6886324690000001
SRX8639792,-0.5279782120000001
SRX8639793,0.379269297
SRX8639794,0.32971972400000005
SRX8639795,0.53554069
SRX8639796,0.803340598
SRX8639797,-0.8162541510000001
SRX8639798,0.180748022
SRX8639800,1.312456389
SRX1156127,0.177430937
SRX1156135,-0.177430938
SRX1156136,-0.6609075010000001
SRX1156137,-0.592047192
SRX1156138,-0.34209311400000003
SRX1156140,-0.24168966100000003
ERX2195929,-0.070126855
ERX2195930,0.070126855
ERX2195931,-0.42953637600000005
ERX2195932,-0.6017771540000001
ERX2195933,-0.603138414
ERX2195934,-0.691485487
SRX4579961,0.10208152200000001
SRX4579962,-0.037462153000000005
SRX4579963,-0.06461936800000001
SRX4579964,-2.004151584
SRX4579965,-1.765316055
SRX4579966,-1.48005052
SRX5630349,-0.054823467
SRX5630350,0.054823467
SRX5630351,-0.647702093
SRX5630352,-0.6708494260000001
SRX1411278,0.025802457
SRX1411287,0.130004008
SRX1411289,0.127081408
SRX1411279,0.0018683600000000001
SRX1411280,-0.027670816
SRX1411281,-0.42521241200000004
SRX1411282,-0.120066244
SRX1411283,-0.30420947400000004
SRX1411284,-0.103736304
SRX1411285,0.049024619000000005
SRX1411286,-0.152242013
SRX1411288,0.070071296
SRX2711962,-0.051980816000000006
SRX2711963,0.05198081500000001
SRX2711964,-0.24486190500000002
SRX2711965,-0.196209777
SRX2711966,-0.9573285730000001
SRX2711967,-0.8803138460000001
ERX3558798,-0.33895455500000005
ERX3558799,-0.45402392900000005
ERX3558800,-0.37761249700000005
ERX3558801,-0.167698422
ERX3558802,-0.18307872900000002
ERX3558803,-0.08889611900000001
ERX3558804,0.109462522
ERX3558805,0.162512326
ERX3593017,-0.608799596
ERX3593018,-0.44272420500000004
ERX3593020,-0.12890843100000002
ERX3593021,-0.034720116
ERX3593022,0.163628546
SRX7058492,-0.10137852900000001
SRX7058494,-0.13762458900000002
SRX7058495,-0.176543156
SRX7058509,0.10137852900000001
SRX2662717,-0.5165712250000001
SRX2662718,-0.7248588460000001
SRX2662721,0.053989862000000007
SRX2662722,-0.053989862000000007
SRX8143226,-0.24196747200000002
SRX8143227,0.24196747300000002
SRX8143228,-0.24044810700000002
SRX8143229,0.22989804300000002
ERX2456848,-0.517657338
ERX2456849,-0.116032613
ERX2456850,0.158987702
ERX2456851,-0.81622418
ERX2456852,-0.6349474420000001
ERX2456853,-0.746605225
ERX2456854,0.39034352800000005
ERX2456855,0.78065862
ERX2456856,0.6569561850000001
ERX2456857,-0.64294124
ERX2456858,-0.34457398100000003
ERX2456859,-0.8404431130000001
SRX540108,-0.09350250900000001
SRX540109,0.09350250900000001
SRX540110,0.057568875000000005
SRX540111,0.071221691
SRX540112,0.680891659
SRX540113,0.60560543
SRX540114,0.047324223000000006
SRX540115,0.05879293100000001
SRX1737662,-1.015476647
SRX1737664,-0.9098949510000001
SRX1737665,-0.656625946
SRX1737667,-0.11702438400000001
SRX1737668,0.13110105
SRX1737670,-0.014076666000000002
SRX1516139,-0.078186604
SRX1516140,0.078186604
SRX1516141,-0.09997046400000001
SRX1516142,0.061668855
SRX591667,0.065183844
SRX591668,0.248847125
SRX591669,-0.35164531
SRX591670,-0.5627791999999999
SRX591671,-0.338087487
SRX591675,-0.065183845
SRX591676,-0.5211077390000001
SRX591677,-0.17533109400000002
SRX591678,-0.83720525
SRX591679,0.12586678
SRX2520351,-0.126346928
SRX2520352,-0.116180499
SRX2520353,-0.532178173
SRX2520354,-1.614832676
SRX2520355,-0.189485662
SRX2520356,0.153143042
SRX2520357,0.278870047
SRX2520358,-0.542661389
SRX2520359,-0.5820225170000001
SRX2520360,-0.44585270600000004
SRX2652927,0.596903292
SRX2652931,0.9230243920000001
SRX2652933,0.202416494
SRX2652935,0.381483542
SRX2652937,-0.583900037
SRX2940624,0.899268617
SRX2940626,0.854808762
SRX2940627,0.015167126000000001
SRX2940628,-0.046469593000000003
SRX2940629,0.031302466
SRX3763712,-0.321904466
