,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,5.163461368,0.040889355567320554,2.0,0.0,5.1345482274,1.0,5.1923745086,,,,,,,,
1,Fur__wt_dpd,4.910527979499999,0.6752230112951482,2.0,2.0,4.4330732094,3.0,5.3879827496,,,,,,,,
2,Fur__wt_fe,5.3676039906,0.05046483352927443,2.0,4.0,5.3319199646,5.0,5.4032880166,,,,,,,,
3,Fur__delfur_dpd,5.70459881785,0.7680214970343038,2.0,6.0,5.1615256092,7.0,6.2476720265,,,,,,,,
4,Fur__delfur_fe2,5.7559254674,0.13210710643058599,2.0,8.0,5.6625116366,9.0,5.8493392982,,,,,,,,
5,Acid__wt_ph5,5.11834005445,0.565049112355481,2.0,10.0,4.7187899954,11.0,5.5178901135,,,,,,,,
6,Acid__delgadx_ph5,5.4818740061,0.5936482484238216,2.0,12.0,5.062101304,13.0,5.9016467082,,,,,,,,
7,Acid__delgadw_ph5,5.2515655218,0.22732804037074064,2.0,14.0,5.4123107207,15.0,5.0908203229,,,,,,,,
8,Acid__delgade_ph5,4.9645994615,0.10562551001797824,2.0,16.0,5.0392879759,17.0,4.8899109471,,,,,,,,
9,Oxidative__wt_pq,4.8221170561,0.22812367055697122,2.0,18.0,4.6608092617,19.0,4.9834248505000005,,,,,,,,
10,Oxidative__deloxyr_pq,5.42261305685,0.6043038949972516,2.0,20.0,4.9953056748,21.0,5.8499204389,,,,,,,,
11,Oxidative__delsoxr_pq,4.52628958435,0.4191017029319331,2.0,22.0,4.2299399282,23.0,4.8226392405,,,,,,,,
12,Oxidative__delsoxs_pq,5.100264105000001,0.02654516149385941,2.0,24.0,5.1190343687,25.0,5.0814938413,,,,,,,,
13,Nac/NtrC__wt_csn,4.9213824778,0.6429467885134879,2.0,26.0,5.3760145119,27.0,4.4667504437,,,,,,,,
14,Nac/NtrC__wt_cytd,5.3205318769000005,0.15716807285246615,2.0,28.0,5.2093972668,29.0,5.431666487,,,,,,,,
15,Nac/NtrC__wt_gln,5.11329308925,0.31369580670374114,2.0,30.0,4.8914766571,31.0,5.3351095214,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,3.1389724648,1.8845036378578448,2.0,32.0,4.4715177663,33.0,1.8064271633,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,4.1035887315499995,0.6993245357090452,2.0,34.0,3.6090916101,35.0,4.598085853,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,4.5197177679500005,0.012826508090872366,2.0,36.0,4.5287874788,37.0,4.5106480571,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,4.35252828775,0.29922064811054494,2.0,38.0,4.5641092371,39.0,4.1409473384,,,,,,,,
20,Misc__wt_no_te,4.82451409855,0.2847151733040549,2.0,40.0,5.0258381283,41.0,4.6231900688,,,,,,,,
21,Misc__bw_delcbl,4.92070834705,0.05600754624859397,2.0,42.0,4.8811050313,43.0,4.9603116628,,,,,,,,
22,Misc__bw_delfabr,4.536920139699999,0.39624453753623584,2.0,44.0,4.2567329402,45.0,4.8171073392,,,,,,,,
23,Misc__bw_delfadr,5.10685272865,0.16080124823467487,2.0,46.0,5.2205563817,47.0,4.9931490756,,,,,,,,
24,Misc__nitr_031,3.4805985316,,1.0,48.0,3.4805985316,,,,,,,,,,
25,Omics__wt_glu,4.78799330925,0.4466283351434614,2.0,49.0,4.4721793848,50.0,5.1038072337,,,,,,,,
26,Omics__wt_gly,4.9058669725,0.6080913749384086,2.0,51.0,5.3358525073,52.0,4.4758814377,,,,,,,,
27,Omics__wt_thr,4.957381172,0.35648949042322603,2.0,53.0,5.2094573081,54.0,4.7053050359,,,,,,,,
28,Omics__bw_ac,5.9570904539,0.020232962235198215,2.0,55.0,5.9713973187,56.0,5.9427835891,,,,,,,,
29,Omics__bw_fum,6.293000333649999,0.2130204081726401,2.0,57.0,6.1423721585,58.0,6.4436285088,,,,,,,,
30,Omics__bw_glc,6.1653351616,0.3371075279464949,2.0,59.0,6.4037061806,60.0,5.9269641426,,,,,,,,
31,Omics__bw_pyr,6.04167266045,0.06356255285033469,2.0,61.0,6.0866181726,62.0,5.9967271483,,,,,,,,
32,OmpR__wt_nacl,4.6352444423,0.06351703956881016,2.0,63.0,4.5903311129,64.0,4.6801577717,,,,,,,,
33,OmpR__bw_delompr_nacl,3.8556359404,0.1335974404622174,2.0,65.0,3.9501035965,66.0,3.7611682843,,,,,,,,
34,MinSpan__wt_ade,6.9953834157,,1.0,67.0,6.9953834157,,,,,,,,,,
35,MinSpan__wt_glc,6.39462015795,0.1105940325526517,4.0,68.0,6.5386728747,69.0,6.3100634821,70.0,6.4241267324,71.0,6.3056175426,,,,
36,MinSpan__wt_glc_anaero,6.1792944665,0.0068834814337836725,2.0,72.0,6.1744271101,73.0,6.1841618229,,,,,,,,
37,MinSpan__wt_trp,7.0746804985,,1.0,74.0,7.0746804985,,,,,,,,,,
38,MinSpan__bw_delcra_glc,7.0070527919500005,0.07067910276031607,2.0,75.0,7.0570304648,76.0,6.9570751191,,,,,,,,
39,MinSpan__bw_delcra_trp,7.4827120194,,1.0,77.0,7.4827120194,,,,,,,,,,
