,A,ZraR
ml_abx__lvx__2,0.3756540852,-0.10523924800000001
ml_abx__lvx__3,-0.2279608559,-0.23964077820000002
ml_abx__mec__1,1.7124033669,-0.30715632600000004
ml_abx__mec__2,-0.8486781844,-0.9222389519
ml_abx__mec__3,-0.9334290641,-0.3103280986
ml_abx__mem__1,1.1287730423,-0.09039744450000001
ml_abx__mem__2,-0.8327745254000001,0.0309879287
ml_abx__mem__3,-0.8606265583,-0.3687256347
ml_abx__nit__1,-0.38028986880000004,0.0163815127
ml_abx__nit__2,-0.5261424895,-0.2125099328
ml_abx__nit__3,-0.5898088163,-0.14208913280000002
ml_abx__ntx__1,2.12738901,0.2101754596
ml_abx__ntx__2,1.3790382597,0.1330633827
ml_abx__nor__1,2.8243800799,-0.7188194219
ml_abx__nor__2,-0.027818296000000003,-0.5852742295000001
ml_abx__nor__3,-1.1114303275,-0.6609728543000001
ml_abx__pb__1,2.434457853,0.08357541090000001
ml_abx__pb__2,0.85495509,0.119259341
ml_abx__pb__3,-0.019235731500000002,-0.9040535211
ml_abx__tmp__1,2.2492538839,-0.13382635
ml_abx__tmp__2,0.8964461375,-0.0020185085
ml_abx__tmp__3,-0.09695261200000001,0.0402269265
mut_abx__del_mutS_000nor__1,-0.6226708913,-0.8661513583
mut_abx__del_mutS_000nor__2,0.0114315544,0.0201845717
mut_abx__del_mutS_000nor__3,0.6112393369,0.8459667866
mut_abx__del_mutS_125nor__1,0.9043290026,-0.23755364180000002
mut_abx__del_mutS_125nor__2,0.9042283232,-0.6662906122000001
mut_abx__del_mutS_125nor__3,0.9069843252,-0.7344665774
mut_abx__del_mutS_250nor__1,0.6916977393,-0.4944295589
mut_abx__del_mutS_250nor__2,-0.3144752223,-0.5748085741
mut_abx__del_mutS_250nor__3,0.7351932537,-0.9928036507
mut_abx__del_mutS_375nor__1,-0.0566343055,-0.652377787
mut_abx__del_mutS_375nor__2,-0.21355024700000003,0.0077734748
mut_abx__del_mutS_375nor__3,0.1088823003,-0.26528048390000003
mut_abx__del_mutS_500nor__1,-0.3306568427,-0.7221202385000001
mut_abx__del_mutS_500nor__2,-0.011113431,-0.3535563666
mut_abx__del_mutS_500nor__3,-0.2003368772,-0.45788504550000003
mut_abx__del_mutS_625nor__1,-0.7559335559,-0.0048426584
mut_abx__del_mutS_625nor__2,0.5523202595,-0.44497287160000004
mut_abx__del_mutS_625nor__3,-0.26102979190000003,-0.3102231059
mut_abx__del_mutS_750nor__1,0.2026062304,-0.1002540321
mut_abx__del_mutS_750nor__2,0.6090729444,-0.2183050595
mut_abx__del_mutS_750nor__3,0.3727376053,-0.1515795714
mut_abx__del_mutS_875nor__1,1.8870293267,0.20391285950000002
mut_abx__del_mutS_875nor__2,1.1974205089,-0.2923630101
mut_abx__del_mutS_875nor__3,1.2938117487,0.0059354808
nit_yeaG__wt_Nminus__1,-0.8356759292,-0.2466971343
nit_yeaG__wt_Nminus__2,0.8356759292,0.2466971343
nit_yeaG__wt_Nplus__1,-8.0513351708,-2.5411947828
nit_yeaG__wt_Nplus__2,-5.3369176625,-2.3703264717
nit_yeaG__del_yeaG_Nminus_24h__1,-6.0081016104,-1.021198595
nit_yeaG__del_yeaG_Nminus_24h__2,-0.6832621626000001,-0.2665942002
nit_yeaG__del_yeaG_Nminus_24h__3,-3.16770109,0.0786481181
nit_yeaG__del_yeaG_Nminus__1,-0.0624492025,-0.2058682137
nit_yeaG__del_yeaG_Nminus__2,0.6884956638,0.13123029760000002
nit_yeaG__del_yeaG_Nplus__1,-6.9569859452,-2.3924064884
nit_yeaG__del_yeaG_Nplus__2,-5.8423736262,-2.6268723514
opex__amp__1,-0.9311943815,0.43355792870000004
opex__amp__2,-1.6184765468,0.0085178404
opex__amp__3,-1.5726307565000002,-0.0771069781
opex__bak_amp__1,-2.024526307,0.0639561805
opex__bak_amp__2,-1.2485890192,-0.4352779715
opex__bak_amp__3,-1.7541548107,0.12996170740000001
opex__bak_kan__1,-1.5837068698999999,0.0667053967
opex__bak_kan__2,-2.0776455182,0.18380435950000001
opex__bak_kan__3,-0.4345311597,-0.0108132689
opex__bak_nor__1,-1.4833638715,0.35065073890000004
opex__bak_nor__2,0.5398665458,0.0502991033
opex__bak_nor__3,-0.7019951885,-0.0580494244
opex__bak_rif__1,-0.9532249279,-0.2732605899
opex__bak_rif__2,-1.4472314542,0.3754171845
opex__bak_rif__3,-0.6852858941000001,0.3368230753
opex__chx_amp__1,-0.6313052057,0.0151125298
opex__chx_amp__2,-0.2259263738,0.40338600210000003
opex__chx_amp__3,-0.6686200859,0.2344319728
opex__chx_kan__1,-1.7927697878000002,-0.2508885347
opex__chx_kan__2,-1.0195205702,0.0338933881
opex__chx_kan__3,-1.0519807115,0.0467832197
opex__chx_nor__1,-0.9675637498,-0.0514170652
opex__chx_nor__2,0.1358826246,0.1638911445
opex__chx_nor__3,-1.8923387457,-0.21330177020000002
opex__chx_rif__1,-0.776620128,-0.12565707510000002
opex__chx_rif__2,-0.7063499639,-0.049531839300000005
opex__chx_rif__3,-0.070390858,0.1832063766
opex__ctrl__1,-0.3235510668,0.0889148838
opex__ctrl__2,0.1041269635,-0.2081095355
opex__ctrl__3,0.2194241033,0.1191946517
opex__etoh_amp__1,1.8683424845,0.5968287523
opex__etoh_amp__2,0.8715862123,0.5196094245
opex__etoh_amp__3,0.0798083628,0.6112055119
opex__etoh_kan__1,1.1197513135,0.6655648323000001
opex__etoh_kan__2,0.5052907809,0.6539057424
opex__etoh_kan__3,1.9388634236,0.6957339565
opex__etoh_nor__1,1.9939940690000002,0.9736040447000001
opex__etoh_nor__2,0.6928269441,0.7105101908
opex__etoh_nor__3,0.2594770954,0.5509959212000001
opex__etoh_rif__1,1.7615385311,0.31482000190000003
opex__etoh_rif__2,1.0986515003,0.3285988829
opex__etoh_rif__3,1.603703311,0.2791577663
opex__glual_amp__1,-1.1062126047,0.0229752928
opex__glual_amp__2,-0.3832697228,0.3259753224
opex__glual_amp__3,-0.5730954047,0.1464649468
opex__glual_kan__1,-0.5335517608,-0.1203315308
opex__glual_kan__2,-1.0804706354,0.1877382614
opex__glual_kan__3,-0.7418485444,-0.27588724
opex__glual_nor__1,-0.37989656850000003,0.0631694085
opex__glual_nor__2,-1.0553709470000001,0.10274843480000001
opex__glual_nor__3,-0.1649558853,-0.0690649532
opex__glual_rif__1,-0.8896883638,-0.0228044923
opex__glual_rif__2,0.2005256082,-0.18459556100000002
opex__glual_rif__3,-1.2461542981,0.3797784907
opex__h2o2_amp__1,-0.7820339629,-0.041175464700000004
opex__h2o2_amp__2,-2.2072137695,0.1209660884
opex__h2o2_amp__3,-2.151823728,-0.2051611263
opex__h2o2_kan__1,-1.4523102779000001,0.2157502165
opex__h2o2_kan__2,-1.1174637747,0.2517981414
opex__h2o2_kan__3,-0.1399447705,0.2657341547
opex__h2o2_nor__1,-0.5153655527000001,0.056523711600000005
opex__h2o2_nor__2,-0.7693190425,0.10486468430000001
opex__h2o2_nor__3,-0.2715761984,0.5698207098
opex__h2o2_rif__1,-1.0396733357,-0.1869673896
opex__h2o2_rif__2,-0.244043472,0.18917396490000002
opex__h2o2_rif__3,-0.8628080875,0.1915308124
opex__ippoh_amp__1,-0.4821138605,0.7085149552000001
opex__ippoh_amp__2,0.7748909499000001,0.7211214770000001
opex__ippoh_amp__3,0.0908766889,0.7545601924
opex__ippoh_kan__1,1.569758068,0.7055155857000001
opex__ippoh_kan__2,0.9732670008000001,0.7567932070000001
opex__ippoh_kan__3,0.38954179840000003,0.7029420676
opex__ippoh_nor__1,0.10267279180000001,0.6811293239
opex__ippoh_nor__2,1.2452200754,0.809479426
opex__ippoh_nor__3,0.6381359243,0.9629839625000001
opex__ippoh_rif__1,-0.3372700114,0.38061608080000003
opex__ippoh_rif__2,1.0611657414,0.3611577546
opex__ippoh_rif__3,0.1084444968,0.0954243605
opex__kan__1,-1.9121511943,0.0403549121
opex__kan__2,-1.0557565566,-0.0084820669
opex__kan__3,-1.4872392061,0.0801036597
opex__nor__1,-0.1533771066,0.1173216666
opex__nor__2,-0.5235049805,0.1875625404
opex__nor__3,-0.6548781745000001,0.10191010290000001
opex__paa_amp__1,0.4236674198,-0.10940105480000001
opex__paa_amp__2,-0.47623579730000004,0.10872774460000001
opex__paa_amp__3,-0.28179717190000003,-0.0721124253
opex__paa_kan__1,-0.9027120771,-0.1788335516
opex__paa_kan__2,-1.3882089572,-0.1285091209
opex__paa_kan__3,-0.5828386215,-0.0352629089
opex__paa_nor__1,0.1315177097,-0.2588059252
opex__paa_nor__2,-1.1136807759,-0.09469245650000001
opex__paa_nor__3,-1.2995437617,0.009266291500000001
opex__paa_rif__1,-0.1613833436,-0.1431866732
opex__paa_rif__2,-0.9890247702,0.0178986069
opex__paa_rif__3,-0.4945939507,-0.0541495207
opex__phenol_amp__1,-3.9752428798,-0.46936698130000004
opex__phenol_amp__2,-1.3240119274,-0.2464377066
opex__phenol_amp__3,0.2718166697,-0.1735452897
opex__phenol_kan__1,-3.6688235041,0.3502026379
opex__phenol_kan__2,0.19256884130000002,-0.3963727496
opex__phenol_kan__3,-3.8132578866999998,-0.3300816448
opex__phenol_nor__1,0.39294993650000004,0.1314722606
opex__phenol_nor__2,-0.20741520730000002,-0.22216131
opex__phenol_nor__3,-0.5332477543,-0.1313786646
opex__phenol_rif__1,-0.1291937684,-0.6955470513
opex__phenol_rif__2,-0.3671391162,0.2341901637
opex__phenol_rif__3,-0.4644501749,0.2117981783
opex__pvpi_amp__1,-3.1247020115,0.2830037489
opex__pvpi_amp__2,-1.431129417,-0.11275419290000001
opex__pvpi_amp__3,-0.48421982020000004,-0.2416901552
opex__pvpi_kan__1,0.0014651979,-0.09397863050000001
opex__pvpi_kan__2,-1.3336790439000001,-0.055139592300000005
opex__pvpi_kan__3,-1.4145750772,0.2173052232
opex__pvpi_nor__1,-0.3692984701,0.2002274154
opex__pvpi_nor__2,0.0174795165,0.15037834860000002
opex__pvpi_nor__3,-0.4820381362,-0.1115620896
opex__pvpi_rif__1,-3.4736221319,-0.1543863943
opex__pvpi_rif__2,-1.8597073936,-0.33879151300000004
opex__pvpi_rif__3,-2.0136708715,0.0158287118
opex__rif__1,-1.5415647145,0.1113013208
opex__rif__2,-2.0034838147,-0.07657340600000001
opex__rif__3,-2.0467407955,-0.1393812867
opex__naocl_amp__1,-0.9446379717000001,0.4173888177
opex__naocl_amp__2,-0.8346060598,0.0581239481
opex__naocl_amp__3,-1.1639682877,0.024821332800000002
opex__naocl_kan__1,-1.4413380456,-0.07968649380000001
opex__naocl_kan__2,-1.1457196216,-0.1477250753
opex__naocl_kan__3,-0.49809393290000004,-0.0326104946
opex__naocl_nor__1,-1.638450492,0.1531237356
opex__naocl_nor__2,-0.3511276049,0.295590648
opex__naocl_nor__3,-0.22001119300000002,0.0890390689
opex__naocl_rif__1,-1.1708755707,0.3727814337
opex__naocl_rif__2,-0.645509946,0.7054270803
opex__naocl_rif__3,-1.5217906848,0.0695069288
phage_lysogen__wt_ctrl__1,0.0215940547,-0.28046682970000003
phage_lysogen__wt_ctrl__2,-0.3254606074,-0.056245247500000005
phage_lysogen__wt_ctrl__3,0.3038665527,0.3367120772
phage_lysogen__O104_H4__1,0.2217822119,-0.4355897624
phage_lysogen__O104_H4__2,0.3086723884,0.0162205853
phage_lysogen__O104_H4__3,0.249898791,0.59607854
phage_lysogen__O157_H7_PA8__1,-0.2055537683,-0.6245173274
phage_lysogen__O157_H7_PA8__2,0.3632192769,0.1407297236
phage_lysogen__O157_H7_PA8__3,-0.4015484603,0.9183203991000001
phage_resist__ygbE_oe__1,-0.6379865691000001,-0.5131686196
phage_resist__wt__1,-0.7149156503,-1.2347585533
phage_resist__wt__2,0.1399520039,0.1892861288
phage_resist__wt__3,0.40168516390000003,0.5458960748
phage_resist__wt__4,0.1732784825,0.49957634970000003
phage_resist__ygbE_oe__2,-0.4160005251,0.2691393257
phage_resist__ygbE_oe__3,-0.3672342014,0.2050217796
phage_resist__ygbE_oe__4,-0.31893451030000003,0.3868117153
phage_resist__yahA_oe__1,-1.1708224175,0.2564456483
phage_resist__yahA_oe__2,-0.9466172197,0.20265432560000002
phage_resist__yahA_oe__3,-0.7221352103,0.1907757653
phage_resist__yrfF_ko__1,-0.1005684064,0.2948464696
phage_resist__yrfF_ko__2,0.0066591352,0.6216492978
phage_resist__yrfF_ko__3,0.4429810866,0.5672704743
pollution__wt_ctrl__1,-0.287437347,-0.0383075843
pollution__wt_ctrl__2,0.8422993327,0.0352681734
pollution__wt_ctrl__3,-0.5548619857,0.0030394109
pollution__wt_urban__1,-1.4030446485999999,0.4481210155
pollution__wt_urban__2,-1.4096906771,0.6321733745
pollution__wt_urban__3,-0.7825740583,0.8072137765
pollution__wt_diesel__1,-0.2453326217,0.5502154849
pollution__wt_diesel__2,-1.3905396876,0.2439838272
pollution__wt_diesel__3,-1.2277588305,0.0180247687
pollution__evo_diesel__1,-0.3845510272,-0.14720182510000002
pollution__evo_diesel__2,0.0572414001,-0.18089511730000002
pollution__evo_diesel__3,0.42825372580000004,0.14887124000000002
ppGpp__wt_relAtrunc_00m__1,-0.0556660001,-0.2202590428
ppGpp__wt_relAtrunc_00m__2,-0.1955657731,0.19778783530000002
ppGpp__mut_delrelA_10m__1,1.0349075507,0.4780747799
ppGpp__mut_delrelA_05m__1,1.1841354524,0.15324731020000001
ppGpp__mut_delrelA_10m__2,0.5390561441,-0.0077424796
ppGpp__mut_delrelA_10m__3,1.1248423071,0.45697981530000004
ppGpp__mut_delrelA_00m__1,0.5276939828,0.5038778879
ppGpp__mut_delrelA_00m__2,0.6614217594,0.49200441370000003
ppGpp__mut_delrelA_05m__2,0.9105999941,0.5164819323000001
ppGpp__mut_delrelA_05m__3,0.9239355271,0.4184642313
ppGpp__mut_delrelA_00m__3,0.9315493695,0.49843497400000003
ppGpp__wt_delrelA_10m__1,0.3275874258,0.8652306943
ppGpp__wt_delrelA_05m__1,0.3551148967,0.5497433857
ppGpp__wt_delrelA_05m__2,-0.1268897427,0.7390282569000001
ppGpp__wt_delrelA_10m__2,0.6231830825,1.0798770176999999
ppGpp__wt_delrelA_10m__3,1.1124884096,1.1851695913
ppGpp__wt_delrelA_00m__1,-0.1308885146,-0.22239649520000002
ppGpp__wt_delrelA_00m__2,0.1365868543,0.1281331889
ppGpp__wt_delrelA_05m__3,0.0005369806,1.0241921072
ppGpp__wt_delrelA_00m__3,-0.0056983398000000005,0.0942633063
ppGpp__mut_relAtrunc_10m__1,0.7168399324,0.2607536668
ppGpp__mut_relAtrunc_05m__1,0.2415006019,-0.35063760580000003
ppGpp__mut_relAtrunc_05m__2,0.4280803321,0.2675595389
ppGpp__wt_relAtrunc_10m__1,0.2625734788,-0.4204110258
ppGpp__wt_relAtrunc_10m__2,-0.30382000130000003,-0.2088153599
ppGpp__wt_relAtrunc_10m__3,-0.3192417426,-0.0466531509
ppGpp__mut_relAtrunc_00m__1,0.20847574970000002,0.1321342089
ppGpp__wt_relAtrunc_00m__3,-0.269954352,-0.2856434006
ppGpp__wt_relAtrunc_05m__1,0.4947283448,-0.2615629835
ppGpp__wt_relAtrunc_05m__2,0.2753974831,-0.1566584735
ppGpp__wt_relAtrunc_05m__3,0.1929621246,-0.16115802610000002
ppGpp__mut_relAtrunc_00m__2,0.6570965714,-0.1231082617
ppGpp__mut_relAtrunc_00m__3,0.6748850317,0.025440958700000002
ppGpp__mut_relAtrunc_10m__2,0.1933674133,-0.41572799530000004
ppGpp__mut_relAtrunc_05m__3,0.9333679994,0.22791630040000002
ppGpp__mut_relAtrunc_10m__3,0.5797062571,0.19761474110000002
pressure__high_pressure__1,-0.1316517926,-1.1762327916
pressure__high_pressure__2,0.0072825877,-0.9220653414000001
pressure__low_pressure__1,-0.0395795148,-0.1876725408
pressure__low_pressure__2,0.0395795148,0.1876725408
quantum_dots__ctrl__1,0.1301579002,-0.0154040835
quantum_dots__ctrl__2,-0.1301579002,0.0154040835
quantum_dots__cdte_light__1,3.2817348288,0.5090125521000001
quantum_dots__cdte_light__2,3.7566526646,0.8963124655
quantum_dots__cdte_dark__1,1.8508262171,-0.0896909525
quantum_dots__cdte_dark__2,2.4879879853,0.4887218554
quantum_dots__cdse_light__1,0.6920220813,-0.1272567615
quantum_dots__cdse_light__2,0.9166994082000001,0.0582163974
quantum_dots__cdse_dark__1,0.4736690878,0.07422357710000001
quantum_dots__cdse_dark__2,0.5006964374,0.2029576716
raman__wt__1,0.5526639075,-0.2149273374
raman__del_cyaA__1,-1.2510450869,-0.2332523474
raman__del_cyaA_01mM__1,-1.0990536661,-0.2657535915
raman__del_cyaA_05mM__1,-0.6758338458,-0.8185902121
raman__del_cyaA_1mM__1,0.3923485907,-0.1437170311
raman__wt__2,-0.2083512677,0.0088277052
raman__del_cyaA__2,-1.1652364902,-0.1825169346
raman__del_cyaA_01mM__2,-0.9820335518000001,-0.0809088733
raman__del_cyaA_05mM__2,-0.9339419745,-0.5853324848
raman__del_cyaA_1mM__2,0.48084082450000004,-0.6771993725000001
raman__wt__3,-0.3443126398,0.20609963220000002
raman__del_cyaA__3,-0.9500319298000001,-0.1454436962
raman__del_cyaA_01mM__3,-0.621515773,-0.8998454865000001
raman__del_cyaA_05mM__3,-1.4006334805,-0.4701643855
raman__del_cyaA_1mM__3,0.2452870204,-0.7099382075
rand_barrel__mut_nanE__1,1.0172374606,-0.6864038481
rand_barrel__mut_nanE__2,0.5881380663,0.1231536404
rand_barrel__mut_nanE__3,6.6155228905,-0.1335261574
rand_barrel__mut_pdxJ_1__1,1.338453145,-0.036546755300000004
rand_barrel__mut_pdxJ_1__2,2.8424680209,-0.7377614233
rand_barrel__mut_pdxJ_1__3,6.3048467688,1.1396136082
rand_barrel__mut_pdxJ_2__1,0.9173458264000001,-0.1173369918
rand_barrel__mut_pdxJ_2__2,2.5828311253000003,-0.6015433640000001
rand_barrel__mut_pdxJ_3__1,1.3349681731,-0.1616988586
rand_barrel__mut_pdxJ_3__2,1.7545444072,-1.485386165
rand_barrel__del_serB__1,1.4654341089,-0.5933114802
rand_barrel__del_serB__2,-1.4654341089,0.5933114802
rockhopper__CV104_pHDB3__1,-0.35630718650000004,-1.2740773333
rockhopper__CV104_pHDB3__2,0.5475895413,-1.4200056714
rockhopper__CV104_pHDB3__3,-0.5658323236,-1.3484268128
rockhopper__CV104_pLCV1__1,-0.7244131606,-1.4636250892
rockhopper__CV104_pLCV1__2,-0.5126085356,-1.4921905552
rockhopper__CV104_pLCV1__3,0.5204788435000001,-1.217693245
rockhopper__wt_lb__1,-1.0532884783,-1.9809644699
rockhopper__wt_lb__2,-1.1891330952999999,-2.1425602347
rockhopper__wt_lb__3,-1.3514790628,-2.3124484332
rockhopper__wt_lb_aMG__1,-0.1774480638,-1.2906412229
rockhopper__wt_lb_aMG__2,-2.1019878306,-1.5878033465999999
rockhopper__wt_lb_aMG__3,1.1240759943,-1.1230528559
rockhopper__del_sgrR_lb_aMG__1,-1.0583116862,-1.0836315683
rockhopper__del_sgrR_lb_aMG__2,-0.9719658016,-0.8628356925
rockhopper__del_sgrR_lb_aMG__3,-1.1904677612,-1.0187252724
rockhopper__del_sgrS_glyc_aMG__1,7.7890796035,0.3560891479
rockhopper__del_sgrS_glyc_aMG__2,8.7909897327,0.4784650319
rockhopper__del_sgrS_glyc_aMG__3,8.760165540100001,-0.48788863920000003
rockhopper__del_sgrS_glyc__1,3.6158575107,-1.6678164386
rockhopper__del_sgrS_glyc__2,4.3168860959,-2.0253447437
rockhopper__del_sgrS_glyc__3,3.288726254,-2.5082348822
rockhopper__wt_lb_aMG__4,-1.2066925079,-1.1695443939
rockhopper__wt_lb_aMG__5,-1.3381406441,-1.1927364006
rockhopper__wt_lb_aMG__6,-0.8039992643,-0.9661549656
rockhopper__wt_glyc_aMG__1,6.7758823621,-0.2175389878
rockhopper__wt_glyc_aMG__2,8.4822900328,-0.3711324157
rockhopper__wt_glyc_aMG__3,8.8525333353,-0.2983219939
rockhopper__wt_glyc__1,1.8155310808,-1.4581777622
rockhopper__wt_glyc__2,2.4152492845999998,-1.9903343249
rockhopper__wt_glyc__3,2.4232384067,-2.0895758853
rockhopper__CV108_glyc_aMG__1,2.2808145529,-1.0029335477
rockhopper__CV108_glyc_aMG__2,-0.2593141737,-1.2678962274
rockhopper__CV108_glyc_aMG__3,1.5728144053,-1.9300723226
rockhopper__wt_glyc__4,-1.0111631998,0.40380768770000003
rockhopper__wt_glyc__5,-1.7124400633999999,-1.3395237041999999
rockhopper__wt_glyc__6,-0.35950460370000004,1.9109764732999999
rockhopper__wt_glyc_aMG__4,0.6817105679000001,0.49816198510000004
rockhopper__wt_glyc_aMG__5,2.0592551699,-1.659589155
rockhopper__wt_glyc_aMG__6,2.2363429215,-2.0634818533
rockhopper__wt_glyc__7,-0.2654339794,0.9159176319000001
rockhopper__wt_glyc__8,0.3210095113,-0.38459027430000003
rockhopper__wt_glyc__9,-0.15390458070000002,1.605190511
rockhopper__wt_glyc__10,-0.778249472,1.6742760423
rockhopper__wt_glyc__11,-1.3795279605,0.45268628190000004
rockhopper__wt_glyc__12,-1.3148044238,0.29934732280000004
rpoD__wt__1,0.1224545652,-0.13018911800000002
rpoD__wt__2,0.7378937345000001,0.1676355259
rpoD__rpoD_mut__1,1.0375001631,0.0988382899
rpoD__rpoD_mut__2,-1.8708608176000001,-0.5257013369
rpoD__rpoD_mut__3,0.4983424225,0.2188612725
rpoD__wt__3,-0.8603482997,-0.037446407800000005
rpoN_peptide__ctrl__1,0.1446877087,0.020214151700000002
rpoN_peptide__ctrl__2,0.28804189350000003,0.08009482750000001
rpoN_peptide__ctrl__3,-0.4327296022,-0.10030897920000001
rpoN_peptide__nminus__1,0.0877214458,0.0095505352
rpoN_peptide__nminus__2,0.2419083253,-0.0230385257
rpoN_peptide__nminus__3,-0.3277769726,-0.1143713351
rpoN_peptide__nplus__1,-6.6222546565,-2.4629804579
rpoN_peptide__nplus__2,-6.5720766091,-2.5112714276
rpoN_peptide__nplus__3,-6.6646476864,-2.5485306984
rpoN_peptide__s54_wt__1,0.0403577373,0.0128063627
rpoN_peptide__s54_wt__2,0.24323501790000002,0.061841056900000003
rpoN_peptide__s54_wt__3,0.17657003440000002,-0.037358370700000004
rsd__wt_ee__1,-0.2730789342,-0.0418980762
rsd__wt_ee__2,0.2730789342,0.0418980762
rsd__del_rsd_ee__1,0.2023367801,0.2714828181
rsd__del_rsd_ee__2,0.1148797973,0.0010140718000000001
rsd__del_ssrS_ee__1,0.26546182760000003,0.4410355695
rsd__del_ssrS_ee__2,0.6192052885,0.6167500815
rsd__del_rsd_ssrS_ee__1,-0.13003594400000001,0.5759250431
rsd__del_rsd_ssrS_ee__2,-0.0458687091,0.5548610266
rsd__del_rpoS_ee__1,2.0226713939,0.6373415587
rsd__del_rpoS_ee__2,2.0209508662,0.6788359017000001
rsd__wt_me__1,-0.2119029101,-0.4749654521
rsd__wt_me__2,-0.014294969400000001,-0.2318805623
rsd__del_rpoS_me__1,0.2309180778,0.0090690606
rsd__del_rpoS_me__2,0.6544969392000001,0.6254944957
rsd__wt_ts__1,0.7116108785,-0.4295265078
rsd__wt_ts__2,0.8377530790000001,-0.6292748359
rsd__del_rsd_ssrS_ts__1,1.0024461056,0.47792307840000003
rsd__del_rsd_ssrS_ts__2,1.2780030432,0.33418542500000004
rsd__del_rpoS_ts__1,3.1837643469,-0.0059988919
rsd__del_rpoS_ts__2,3.5825817462,0.1869798004
rsd__wt_s__1,1.3416844975,-0.6180821877
rsd__wt_s__2,1.5477993157,-0.5431667067
rsd__del_rsd_s__1,1.4907688481,-0.0079651624
rsd__del_rsd_s__2,1.7110380933,-0.263260561
rsd__del_rsd_ssrS_s__1,0.8985015908,-0.0971268428
rsd__del_rsd_ssrS_s__2,0.8906338295,0.2265163489
rsd__del_rsd_ls__1,-0.8844821508,-0.4591154866
rsd__del_rsd_ls__2,-0.7788163113000001,-0.3513634531
rsd__del_ssrS_ls__1,0.0172105319,-0.4738263096
rsd__del_ssrS_ls__2,-0.1997613444,-0.7897950549
rsd__del_rsd_ssrS_ls__1,1.0036229434,0.8964672977
rsd__del_rsd_ssrS_ls__2,1.3716068828,0.8421120858000001
rsd__del_rpoS_ls__1,0.8772079649000001,-0.4747861953
rsd__del_rpoS_ls__2,2.4871765018,0.0850656912
sdsR_ryeA__wt_3h__1,-0.5111925699000001,-0.06338399060000001
sdsR_ryeA__wt_8h__1,-0.8765504025,-1.7662774249000002
sdsR_ryeA__wt_3h__2,0.5111925699000001,0.06338399060000001
sdsR_ryeA__wt_8h__2,-0.8691818508,-1.4661307231
starve_series__t00_growth1__1,0.20708804320000002,0.1428722388
starve_series__t00_growth1__2,-0.1652152785,0.054907643900000004
starve_series__t00_growth1__3,-0.3234243752,-0.0922606573
starve_series__t00_growth1__4,0.2815516105,-0.1055192254
starve_series__t01_starve__1,5.786135596,0.8739658806
starve_series__t01_starve__2,6.4755463264,0.7281497774
starve_series__t02_starve__1,3.8810013341,0.7511238858
starve_series__t02_starve__2,4.2477794309,1.0547482529
starve_series__t03_starve__1,1.7164115623,0.2371714514
starve_series__t03_starve__2,2.0425151932,0.29664015520000003
starve_series__t04_starve__1,0.1357904485,0.0842682309
starve_series__t04_starve__2,1.2715213869,0.21672546580000002
starve_series__t05_starve__1,0.6918493800000001,-0.2039589122
starve_series__t05_starve__2,1.071365464,0.46042473500000003
starve_series__t06_starve__1,0.6800408596,0.2439386453
starve_series__t06_starve__2,0.49153660250000003,0.20008008500000002
starve_series__t07_starve__1,1.6731284115,0.013730992000000001
starve_series__t07_starve__2,1.6029439004000001,0.142776174
starve_series__t08_starve__1,1.5707305325,0.3875952439
starve_series__t08_starve__2,1.0529217781,0.042191658
starve_series__t09_starve__1,1.3956724438,0.2527590683
starve_series__t09_starve__2,1.6403021314,0.028979590200000002
starve_series__t10_starve__1,2.5632492317,0.0986183392
starve_series__t10_starve__2,1.9174560226000001,0.0477441505
starve_series__t11_starve__1,2.460369348,0.3138194891
starve_series__t11_starve__2,2.1746282009,0.3226651451
starve_series__t12_starve__1,3.2091928168,-0.4429644198
starve_series__t12_starve__2,2.8523161087,0.06803506150000001
starve_series__t14_starve__1,3.2691724406000002,0.2778913884
starve_series__t14_starve__2,3.3177163712,0.6747046112
starve_series__t16_starve__1,3.2944528207,0.4145029274
starve_series__t16_starve__2,3.5630981852,0.5431599205000001
starve_series__t17_starve__1,4.2334072778,0.5403044650000001
starve_series__t17_starve__2,4.2770514487,0.7236029478
starve_series__t18_starve__1,3.9807458791,0.5243661052
starve_series__t18_starve__2,3.3549527174,0.3378743025
starve_series__t20_starve__1,1.2782176079,-0.18295044500000002
starve_series__t20_starve__2,0.8734502116,-0.3732290547
starve_series__t21_growth2__1,0.7943848506000001,-0.6133245176000001
starve_series__t21_growth2__2,0.1359036882,-0.3133556817
starve_series__t22_growth2__1,1.3666432019,0.1840478109
starve_series__t22_growth2__2,1.4278102514,-0.08056052650000001
starve_series__t23_growth2__1,1.010762344,0.1202742839
starve_series__t23_growth2__2,0.5552941481,-0.0007127831000000001
starve_series__t25_growth2__1,1.1817066374,0.6449906869
starve_series__t25_growth2__2,0.4299692319,0.7451702201
starve_series__t26_growth2__1,1.085652453,0.6078580027
starve_series__t26_growth2__2,1.0052622655,0.5740490935
starve_series__t27_growth2__1,1.3512993776,0.660594361
starve_series__t27_growth2__2,1.4211325848,0.38114861040000003
starve_series__t28_growth2__1,1.0719704429,0.4753267517
starve_series__t28_growth2__2,1.4304599177,0.6070408733
time_course__lb_4hr__1,0.205414426,0.0428647329
time_course__lb_4hr__2,-0.9942363683000001,-0.1361754526
time_course__lb_4hr__3,0.7888219424,0.0933107197
