,b0674
SRX1125282,0.0709097473
SRX1125283,0.1252743116
SRX1125284,0.06520588050000001
SRX1125285,-0.1988971964
SRX1125286,-0.6810022485
SRX1125287,-0.9966906388000001
SRX1125288,0.0268388555
SRX1125289,0.1728874503
SRX1125290,0.1106063932
SRX1125291,-0.2291540906
SRX1125292,-0.4478928326
SRX1125293,-0.4417770233
SRX1125294,-0.0977486028
SRX1125295,-0.0821692677
SRX1125296,-0.011318977400000001
SRX1125297,-0.3524707065
SRX1125298,-0.3497037931
SRX1125299,-0.4591330462
SRX5694250,1.759944293
SRX5694251,-0.860758232
SRX5694252,0.8334530139
SRX5694253,0.8745627663000001
SRX5694254,-0.22062006820000002
SRX5694255,-1.6104908675
SRX5694256,0.8991252243000001
SRX5694257,-0.0970440909
SRX5694258,0.8604623232
SRX5694259,-1.5948042633
SRX5694260,0.1867852808
SRX5694261,1.9206257551
SRX5694262,0.1532922773
SRX5694263,-0.0524786235
SRX5694264,-0.3479762323
SRX5694265,1.6359217946
SRX5694267,0.9655259460000001
SRX5694268,0.3326224634
SRX5694269,0.38643052520000004
SRX5694271,0.046018556700000005
SRX5694273,-1.6755494363999999
SRX5694274,-0.0816917466
SRX5694275,0.9855316954000001
SRX5694276,-1.0502492826
SRX5694277,0.9194653293
SRX5694278,-0.8127505001
SRX5694279,0.487210821
SRX5694280,1.9198452044
SRX5694281,0.6181208307
SRX5694282,-1.2110831948
SRX5694283,1.1002969556
SRX5694284,1.0826412822
SRX5694285,1.478760818
SRX5694286,1.0197692226
SRX5694287,1.1805886331
SRX5694288,-0.3009931053
SRX5694289,1.0846366984
SRX5694290,-0.40215790030000004
SRX5694291,-1.4552930896
SRX5694292,0.9858851902
SRX5694293,0.0961762436
SRX5694294,0.8603573722000001
SRX5694295,0.6239087724
SRX5694296,0.7470645087000001
SRX5694297,-1.822433066
SRX5694298,1.4244073299
SRX5694299,0.5372336691
SRX5694300,-0.1709131625
SRX5694301,0.8738540484
SRX5694302,0.2776042837
SRX5694303,0.2534463578
SRX5694304,0.022924276400000002
SRX5694305,-1.1204199905
SRX5694306,2.7534059415
SRX5694307,-0.9187648468
SRX5694308,-0.5054838503
SRX5694309,-2.280427529
SRX5694310,1.1671610997
SRX5694311,-1.8369321782
SRX5694312,0.3900148667
SRX5694313,0.8357600739000001
SRX5694315,-0.3047109396
SRX5694317,1.2091033415
SRX5694319,-0.25424229190000003
SRX5694320,-1.3433403333
SRX5694321,1.0404356071
SRX5694322,1.1995949383
SRX5694323,1.0541645069
SRX5694324,-0.2166689202
SRX5694325,0.4191923165
SRX5694326,1.1986607769
SRX5694327,1.1094905554
SRX5694328,-0.10309092210000001
SRX5694329,-0.4615645949
SRX5694330,1.2038489929
SRX5694331,0.0011539284
SRX5694332,-0.1804289529
SRX5694334,0.0222009942
SRX5694335,-0.7393320633
SRX5694336,-1.7669452451
SRX5694337,0.9304748399
SRX5694338,0.0907134641
SRX5694339,-0.38355671610000003
SRX5694340,2.5745446624
SRX5694341,-2.4352466176
SRX5694342,-1.2319166551
SRX5694343,-0.4040513919
SRX5694344,-0.6362489821
SRX5694345,0.1324083912
SRX5694346,0.8754267091
SRX5694347,0.7635920148
SRX5694348,0.1585758601
SRX5694349,0.2902527891
SRX5694350,-0.6804181425
SRX5694351,-0.418620358
SRX5694352,0.4062011897
SRX5694353,-0.3479447137
SRX5694354,0.3831387352
SRX5694356,-0.2616726759
SRX5694357,-1.8307077316
SRX5694358,-0.40494262740000003
SRX5694359,1.1390065607
SRX5694360,0.9353699620000001
SRX5694361,1.4403074327
SRX5694362,1.2682941597
SRX5694363,0.1193293557
SRX5694364,-2.5392809955
SRX5694365,0.9019228650000001
SRX5694366,-0.5187582018
SRX5694367,0.4614815439
SRX5694368,0.7901376301
SRX5694369,0.8056435719
SRX5694370,0.0327263473
SRX5694371,-2.3991280677
SRX5694372,1.4478300401
SRX5694373,-0.3277637706
SRX5694374,-0.7487102388
SRX5694375,0.853683732
SRX5694376,0.4491488296
SRX5694377,-1.0920696396
SRX5694378,0.9832907276
SRX5694379,2.4463400367
SRX5694380,0.8717100157000001
SRX5694381,-1.4293949597
SRX5694382,-0.6248172771
SRX5694383,0.9004475458000001
SRX5694384,-0.0509803219
SRX5694385,1.0777900589
SRX5694386,-1.5671019794
SRX5694387,-0.5379294135
SRX5694388,-0.24057929720000001
SRX5694389,2.3957210389
SRX5694390,0.8228581922
SRX5694391,0.8652709771
SRX5694392,2.2939240214
SRX5694393,-0.0372702251
SRX5694394,0.3817560815
SRX5694395,0.0972654448
SRX5694396,-0.5194816215
SRX5694397,0.0804073756
SRX5694398,-0.1670368354
SRX5694399,0.8201559505
SRX5694400,1.1051882577
SRX5694401,0.4537610379
SRX5694402,-1.6868809760999999
SRX5694403,0.0694264713
SRX5694404,0.3871690572
SRX5694405,-0.07878810730000001
SRX5694406,0.1587802117
SRX5694407,0.5499903055
SRX5694408,0.7872405424000001
SRX5694409,-0.925178143
SRX5694410,1.0154344939
SRX5694411,0.0104177777
SRX5694412,0.2040765899
SRX5694413,0.9671880949
SRX5694414,-1.8590289463
SRX5694415,0.2146731168
SRX5694416,-0.0174473672
SRX5694417,-0.3761197591
SRX5694418,-1.8108755993
SRX5694419,-1.418923451
SRX5694420,1.5030569754
SRX5694421,0.0251259547
SRX5694422,0.7089663851
SRX5694423,-0.2317430815
SRX5694424,0.5380789585
SRX5694425,0.39576662420000003
SRX5694426,-0.1288268652
SRX5694427,1.0859365964
SRX5694428,0.0773926398
SRX5694429,-0.7471695382
SRX5694430,0.8467243046
SRX5694431,0.12655070270000002
SRX5694432,1.0782359046
SRX5694433,0.9568661404000001
SRX5694434,0.2816106795
SRX5694435,-1.8404446742
SRX5694436,-1.6704297313
SRX5694437,0.7757291859000001
SRX5694438,0.4449277077
SRX5694439,0.5577163489
SRX5694440,-0.239146656
SRX5694441,-0.48867065610000004
SRX5694442,-0.3020314333
SRX5694443,1.0030561428
SRX5694444,1.0073560056
SRX5694445,-0.8665539908000001
SRX5694446,-0.31040790690000003
SRX5694447,1.3980899913
SRX5694448,0.8897874002
SRX5694449,1.1055826645
SRX5694450,1.0221334191
SRX5694451,0.23324711480000002
SRX5694452,-0.4580195651
SRX5694453,0.8305105714000001
SRX5694454,-0.0676729871
SRX5694455,-1.5373446852
SRX5694456,0.41150515190000003
SRX5694457,0.1190417923
SRX5694459,-0.3458310572
SRX5694460,-1.7409085185
SRX5694461,1.3236993064
SRX5694462,-0.9889799851000001
SRX5694463,2.157414234
SRX5694464,1.3869527353
SRX5694465,0.9921009114
SRX5694466,0.8961708571
SRX5694467,-0.1599876597
SRX5694468,-1.0983677096
SRX5694469,0.741490736
SRX5694470,-0.112891446
SRX5694471,0.7062242252
SRX5694472,-0.010378836300000001
SRX5694474,0.3910467164
