,-0.11385451683851909,-0.07590301122567938,-0.03795150561283968,2.7755575615628914e-17,0.037951505612839734,0.07590301122567945,0.11385451683851915,0.15180602245135882,0.18975752806419854,0.22770903367703826,0.265660539289878,0.30361204490271765,0.34156355051555737,0.3795150561283971,0.41746656174123675,0.45541806735407653,0.4933695729669162,0.5313210785797559,0.5692725841925956,0.6072240898054353
thresh,-0.13283026964493894,0.13283026964493894,2,,,,,,,,,,,,,,,,,
unreg,1,2,219,3429,230,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cadC,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['yjdL'],[],[],[],[],[],[],[],[],[],[],[],[]
cadC_genes,[],[],[],['cadC'],[],[],[],[],[],[],[],['cadA'],[],[],[],[],['cadB'],[],[],[]
