,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.0989799564396138,2.0,0.0,0.0699893984,1.0,-0.0699893984,,,,,,,,
1,fur__wt_dpd,-0.3145361479,0.12666707615178505,2.0,2.0,-0.40410329640000003,3.0,-0.2249689994,,,,,,,,
2,fur__wt_fe,0.4483895262,0.08030444087202071,2.0,4.0,0.3916057115,5.0,0.5051733409,,,,,,,,
3,fur__delfur_dpd,-0.29138186995000004,0.014364165950941978,2.0,6.0,-0.3015388691,7.0,-0.2812248708,,,,,,,,
4,fur__delfur_fe2,0.8670485182000001,0.053407229438006194,2.0,8.0,0.8292839041000001,9.0,0.9048131323,,,,,,,,
5,acid__wt_ph5,-0.24759927804999998,0.014360757696256665,2.0,10.0,-0.2577538672,11.0,-0.2374446889,,,,,,,,
6,acid__delgadx_ph5,-0.3443299221,,1.0,12.0,-0.3443299221,,,,,,,,,,
7,acid__delgadw_ph5,-0.12468315635,0.1846198208295214,2.0,13.0,-0.2552290836,14.0,0.0058627709000000005,,,,,,,,
8,acid__delgade_ph5,-0.22831166260000002,0.16684249852905306,2.0,15.0,-0.11033620050000001,16.0,-0.3462871247,,,,,,,,
9,oxidative__wt_pq,2.96395427175,0.03441478359062709,2.0,17.0,2.9396193449,18.0,2.9882891986,,,,,,,,
10,oxidative__deloxyr_pq,2.1673028346,0.2323470864249233,2.0,19.0,2.331597035,20.0,2.0030086342,,,,,,,,
11,oxidative__delsoxr_pq,3.19039086935,0.005258833388304005,2.0,21.0,3.1941094261,22.0,3.1866723126,,,,,,,,
12,oxidative__delsoxs_pq,2.42500314195,0.4416162823753455,2.0,23.0,2.7372730099,24.0,2.112733274,,,,,,,,
13,nac_ntrc__wt_csn,-1.0810688343,0.05323180586224598,2.0,25.0,-1.1187094052,26.0,-1.0434282634,,,,,,,,
14,nac_ntrc__wt_cytd,0.51727172985,0.013431176171247157,2.0,27.0,0.5077744541,28.0,0.5267690056000001,,,,,,,,
15,nac_ntrc__wt_gln,0.9486497942500001,0.014796382283936503,2.0,29.0,0.9591124165,30.0,0.938187172,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-1.51118218745,0.8684641302965952,2.0,31.0,-0.8970853117,32.0,-2.1252790632,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-0.012742312750000002,0.09298099848466115,2.0,33.0,-0.0784898073,34.0,0.0530051818,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.5177632360500001,0.2689402670285379,2.0,35.0,0.32759374950000003,36.0,0.7079327226000001,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.2446044926,0.11978313029026767,2.0,37.0,-0.1599050289,38.0,-0.32930395630000003,,,,,,,,
20,misc__wt_no_te,1.4395908294500002,0.4284521338370157,2.0,39.0,1.7425522387,40.0,1.1366294202,,,,,,,,
21,misc__bw_delcbl,0.24309169760000002,0.10949092903632435,2.0,41.0,0.320513476,42.0,0.16566991920000002,,,,,,,,
22,misc__bw_delfabr,-0.07992989485,0.054824771564130396,2.0,43.0,-0.0411629271,44.0,-0.11869686260000001,,,,,,,,
23,misc__bw_delfadr,0.18791869795000002,0.17985557363287172,2.0,45.0,0.0607416022,46.0,0.3150957937,,,,,,,,
24,misc__nitr_031,-1.0368076844,,1.0,47.0,-1.0368076844,,,,,,,,,,
25,omics__wt_glu,-0.2498885116,0.3054143055135342,2.0,48.0,-0.0339279851,49.0,-0.4658490381,,,,,,,,
