,A,NagC
ecoli_00601,-0.7643602642,-0.8517998945
ecoli_00602,-0.7480682449,-0.6475564535
ecoli_00603,-0.2585701105,-0.8443163255
ecoli_00604,-0.2311439944,-0.7225409475
ecoli_00605,-0.2772877818,-0.6745801335
ecoli_00606,0.7622339066,-0.3463768175
ecoli_00607,0.9803884895,-0.0186065655
ecoli_00608,1.2010122261,-0.15993466450000002
ecoli_00609,1.0086660418,-0.1502881375
ecoli_00610,1.5321484961,0.10988916950000001
ecoli_00611,1.1324203921,0.16651957450000002
ecoli_00612,1.2258780275,0.21513076650000001
ecoli_00613,1.1883890741,-0.3243002635
ecoli_00614,1.1972702461,-0.44193990450000004
ecoli_00615,0.7374326976000001,-0.24623348450000002
ecoli_00616,1.0534332326,-0.2939751785
ecoli_00617,1.1043106293,-0.3962568925
ecoli_00618,1.2159624262,-0.5870746905
ecoli_00619,0.7001624581,-0.5804817535
ecoli_00620,1.6466256664999999,-0.0593984575
ecoli_00621,1.9927936214000002,-0.1221545225
ecoli_00622,1.1889518553,-0.0454724745
ecoli_00623,1.0518388431,0.0411780915
ecoli_00624,3.2241418232,-0.4675645625
ecoli_00625,3.7015593139,-0.48136386750000004
ecoli_00626,2.0972733447,-0.3756138235
ecoli_00627,2.0256277432,-0.3119922565
ecoli_00628,2.3382223026,-0.0447279395
ecoli_00629,2.8326591685,-0.0052767335
ecoli_00630,1.9145521368,-0.2650503735
ecoli_00631,1.8282085974000002,-0.3632394055
ecoli_00632,1.9301366182000002,-0.2722097445
ecoli_00633,1.9825606633000001,-0.2385376035
ecoli_00634,2.1455608736,-0.2466248895
ecoli_00635,2.0155072773,-0.23404841750000002
ecoli_00636,1.3764351471,-0.0344339985
ecoli_00637,1.2773927145,0.1151051255
ecoli_00638,1.5811297752,-0.1342322555
ecoli_00639,1.6435009364000002,-0.0189910235
ecoli_00640,2.4221475862,-0.0508062865
ecoli_00641,2.5031317146000003,-0.0245215965
ecoli_00642,2.1568183451,0.1981412425
ecoli_00643,2.510038404,0.13642007050000002
ecoli_00644,1.5050050281,-0.011447252500000001
ecoli_00645,1.3631916826000001,-0.1557012235
ecoli_00646,1.3139979044,0.1299380055
ecoli_00647,1.5657796932,-0.024948736500000002
ecoli_00648,1.6228551143,-0.19981936050000002
ecoli_00649,1.625130812,-0.2618060245
ecoli_00650,1.2497369479,-0.25429364050000003
ecoli_00651,1.6345004358000002,-0.2258019275
ecoli_00652,1.1142534852,0.1970263965
ecoli_00653,1.0502561869,0.13065313550000002
ecoli_00654,2.6899300997,-0.2597702595
ecoli_00655,2.8786830509,-0.2921538115
ecoli_00656,1.3277225843,-0.1101759685
ecoli_00657,1.2790787007,-0.1442603735
ecoli_00658,1.9396341334,-0.3081863535
ecoli_00659,2.3634338057,-0.3349085975
ecoli_00660,2.3175402401,-0.0792512725
ecoli_00661,2.7048315814,-0.0452485475
ecoli_00662,1.8927138583,-0.2919920325
ecoli_00663,1.6662733324999999,-0.3574143575
ecoli_00664,2.7226088357,-0.1605658825
ecoli_00665,2.9709309994,-0.1441863685
ecoli_00666,1.7256663968,-0.18983947650000002
ecoli_00667,2.2308877191,-0.1533098835
ecoli_00668,2.4411109873,0.3786356195
ecoli_00669,1.8174922708999999,-0.0894714525
ecoli_00670,1.8803338587,-0.2603220295
ecoli_00671,2.0455706937,-0.2944062975
ecoli_00672,2.3893651314,-0.3110303755
ecoli_00673,3.1534446851,0.10736227150000001
ecoli_00674,2.4062050621,-0.2981307145
ecoli_00675,2.5027583573000003,-0.1995526665
ecoli_00676,1.5900983844,-0.28737210950000003
ecoli_00677,1.5960228745,-0.2226060045
ecoli_00678,1.0734119789,0.0623357125
ecoli_00679,1.3250213506000001,-0.24740353450000002
ecoli_00680,2.7240027189,0.0408099525
ecoli_00681,3.0584227034,0.0163656555
ecoli_00682,1.4537173214,-0.2873187005
ecoli_00683,1.6363768887,-0.25182400050000003
ecoli_00684,2.528748303,-0.3231900655
ecoli_00685,2.3955228981,-0.23423452250000001
ecoli_00686,2.7488782031,-0.1073482665
ecoli_00687,3.1326481932,-0.2403924335
ecoli_00688,0.7189951562,-0.4465501845
ecoli_00689,0.7938112101,-0.39971112550000004
ecoli_00690,0.9128829601,-0.050419726500000005
ecoli_00691,0.6836882749000001,-0.021925886500000002
ecoli_00692,0.7963369695,0.0924787245
ecoli_00693,1.5265754131,0.1069716845
ecoli_00694,1.6142235175000001,0.2567443655
ecoli_00695,2.4133143802,0.2204898305
ecoli_00696,1.2407700773,0.0487173215
ecoli_00697,1.0906740886,-0.0657358715
ecoli_00698,3.3785631997,-0.2069582015
ecoli_00699,3.3617184579,-0.25870689550000003
ecoli_00700,1.8504874448000002,-0.3533368725
ecoli_00701,1.8535852858,-0.2386369935
ecoli_00702,2.6340225436,0.1164008375
ecoli_00703,2.4279710498,0.2979542315
ecoli_00704,0.9283516448,-0.0246888315
ecoli_00705,1.1352893716999999,0.0341675195
ecoli_00706,1.6999259505,-0.6092015545
ecoli_00707,1.7604716373,-0.5177613535
ecoli_00708,1.3909904974,-0.2084568725
ecoli_00709,1.4199878698,-0.1385142965
ecoli_00710,2.1719224543,-0.2971307495
ecoli_00711,2.5889621317,-0.3776181715
ecoli_00712,1.0104181307,-0.13557984550000002
ecoli_00713,1.2744833349,-0.0955946825
ecoli_00714,1.381732498,0.1311161285
ecoli_00715,1.4103411008,0.1585506115
ecoli_00716,0.06731429280000001,-0.0544004525
ecoli_00717,0.5580218501,-0.5465991985
ecoli_00718,1.1016403479,-0.6342653895
ecoli_00719,0.8918766984000001,-0.5051752435
ecoli_00720,0.8638726882000001,-0.6093245865
ecoli_00721,0.7457044988,-0.6809492745
ecoli_00722,0.8793663203000001,0.3713340755
ecoli_00723,1.1606356938,0.4939258905
ecoli_00724,1.2687808639,0.2332025825
ecoli_00725,1.3068901,0.0168543465
ecoli_00727,2.5337365791,0.2529276865
ecoli_00728,1.2768790006000001,0.2558307255
ecoli_00729,0.7721240317,-0.0469342285
ecoli_00730,4.8362195454,0.7077485025
ecoli_00731,4.7445307685,0.3800810785
ecoli_00732,4.5848416097,0.3253581055
ecoli_00733,2.3085260028,0.0070939475
ecoli_00734,2.232811853,-0.3838637955
ecoli_00735,2.605815852,-0.0349529045
ecoli_00736,2.8472341414,-0.2303129095
ecoli_00737,2.8677238559,-0.15760935950000002
ecoli_00738,3.1250809265,-0.5181890515
ecoli_00739,1.9704182196,0.021414027500000002
ecoli_00740,1.597030302,-0.4231019925
ecoli_00741,2.0560211261,0.2989525925
ecoli_00742,1.2118883112,0.5920520975
ecoli_00743,0.5433027901,-0.2580706745
ecoli_00744,0.8025289851,-0.3116403685
ecoli_00745,0.6258830018,-0.3512727975
ecoli_00746,0.7431117509,-0.29180451150000003
ecoli_00747,0.7035343638,-0.3495680135
ecoli_00748,0.4241336016,-0.4077207485
ecoli_00749,1.0372436819,0.2377548985
ecoli_00750,1.3868028473,0.3580550985
ecoli_00751,-0.3197235565,-0.1952628415
ecoli_00752,-0.9981430416,-0.1285542205
ecoli_00753,0.8114673488,-0.6052345545000001
ecoli_00754,0.3629478758,-0.6219971375000001
ecoli_00755,-1.0529539441,-1.2139108615
ecoli_00756,-0.9432818737,-0.8773967065
ecoli_00757,9.4812047583,1.3405028345
ecoli_00758,9.585559011299999,1.1644900695
ecoli_00759,1.0753307709,0.1370017795
ecoli_00760,1.4378651481,0.062314561500000004
ecoli_00761,1.4504762116,-0.6172846585
ecoli_00762,1.2461630075,-0.5926346485
ecoli_00763,0.7720670996,-0.6733415525
ecoli_00764,2.9312630089000002,-0.5612385355
ecoli_00765,0.9930952102,-0.4991761985
ecoli_00766,0.7801531878,-0.6011780295
ecoli_00767,2.2251145025,-0.0651637935
ecoli_00768,1.4358960581,-0.1044157005
ecoli_00769,6.5945905483,0.6848293005
ecoli_00770,6.5000754016,0.6931524455
ecoli_00771,14.5546363945,1.2677163255
ecoli_00772,14.8851078653,1.6107409545
ecoli_00773,8.4530114516,0.9158285925
ecoli_00774,8.5450711391,0.9184417025
ecoli_00775,11.7454989985,2.0429509275
ecoli_00776,11.6804892134,2.0304686665
ecoli_00777,0.335360278,-0.8580956255000001
ecoli_00778,0.6288549174,-0.7719584175
ecoli_00779,0.5872290638000001,0.08007046150000001
ecoli_00780,0.7455712453000001,-0.0451596495
ecoli_00781,0.19141270470000002,-0.7104016585
ecoli_00782,0.1658958868,-0.6445749155
ecoli_00783,-0.934970375,-0.4200625275
ecoli_00784,0.277355703,-0.2872761965
ecoli_00785,-0.8726758394,-0.4133902685
ecoli_00786,-0.5299605503,-0.48206384550000003
ecoli_00787,-1.0072383067,0.038088949500000004
ecoli_00788,-0.5575243987,-0.0530864485
ecoli_00789,0.511480696,-0.48430779350000003
ecoli_00790,0.0193283607,-0.4567972635
ecoli_00791,-0.5887337962,-0.07572121750000001
ecoli_00792,-0.8320710341,0.0778825165
ecoli_00793,0.320225072,-0.5201578105
ecoli_00794,0.1481159847,-0.4417797815
ecoli_00795,-0.9370928918,0.1058358395
ecoli_00796,-1.3137715689,0.0102124715
ecoli_00797,-1.1126176766,-0.5251385425
ecoli_00798,-1.4033166094,-0.8542052585000001
ecoli_00799,-1.3499472768,-0.8705261865
ecoli_00800,-0.9644354976,-0.4368475445
ecoli_00818,0.49257918840000003,0.0614490165
ecoli_00819,0.4634263984,-0.1919261675
ecoli_00820,1.0433015989,-0.3880491835
ecoli_00821,1.0410862025,-0.3123460765
ecoli_00822,0.0031409034,-0.3462398755
ecoli_00823,0.2260896736,-0.2467635135
ecoli_00824,0.12425978900000001,-0.3371442335
ecoli_00825,-0.2663071469,-0.3540075005
ecoli_00826,0.3307509252,-0.5060673265
ecoli_00827,0.3865325506,-0.44638318250000003
ecoli_00828,0.6052104419000001,-0.44509078550000003
ecoli_00829,0.6607382219,-0.3306814825
ecoli_00830,0.7215201364,-0.2197738195
ecoli_00831,0.6492868148000001,-0.13336828950000001
ecoli_00832,-0.6952663628,0.0054836195
ecoli_00833,-0.7332306415000001,-0.0238128425
ecoli_00834,0.25945390630000004,-0.40246172550000003
ecoli_00835,0.1828524889,-0.34679917050000003
ecoli_00836,0.3095253304,-0.43049605350000003
ecoli_00837,0.3782471116,-0.36127983550000003
ecoli_00838,0.040281452100000004,-0.1567714835
ecoli_00839,-0.1004104987,-0.2092472235
ecoli_00840,0.035515665700000004,-0.22488240550000002
ecoli_00841,-0.0615275277,-0.3180489125
ecoli_00842,-0.040794754600000004,-0.2768492775
ecoli_00843,0.1159136623,-0.46244899650000004
ecoli_00844,0.3129377595,-0.4444890255
ecoli_00845,0.2541106979,-0.5282952225
