,-0.1203221928236567,-0.10026849401971392,-0.08021479521577114,-0.06016109641182836,-0.04010739760788558,-0.020053698803942796,-1.3877787807814457e-17,0.02005369880394277,0.04010739760788555,0.06016109641182833,0.08021479521577111,0.1002684940197139,0.12032219282365668,0.1403758916275995,0.16042959043154226,0.180483289235485,0.20053698803942782,0.22059068684337063,0.24064438564731339,0.26069808445125614
thresh,-0.1303490422256281,0.1303490422256281,1,,,,,,,,,,,,,,,,,
unreg,0,1,1,12,60,674,2430,633,61,8,2,0,0,0,1,0,1,0,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yjiE'],[],['STM4510'],[],['iadA' 'yjiG'],[]
