,new_4093838_4093937_c
M9exp_1,8.7435
M9exp_2,8.4479
M9exp_3,8.7632
M9tran_1,8.4928
M9tran_2,8.4859
M9tran_3,8.6402
M9stat_1,8.2522
M9stat_2,7.9899
M9stat_3,7.7655
MG-0.1_1,8.8564
MG-0.1_2,7.7218
MG-0.1_3,9.5657
MG-0.2_2,8.4796
MG-0.2_3,9.1429
MG+5_1,8.4501
MG+5_2,8.3163
MG+5_3,9.0108
MG+10_1,9.1697
MG+10_2,8.9741
MG+10_3,8.7923
MG+15_1,8.3965
MG+15_2,9.6461
MG+15_3,8.8076
MG+25_1,8.6787
MG+25_2,8.6808
MG+25_3,8.6645
MG+45_1,8.2328
MG+45_2,8.014
MG+45_3,9.5008
MG+60_2,8.9916
MG+60_3,8.9067
MG+90_2,8.0075
MG+90_3,8.6801
MG+120_1,8.2194
MG+120_2,8.3847
MG+120_3,8.1103
MG+150_1,8.3164
MG+150_3,8.5307
GM-0.1_1,8.1845
GM-0.1_2,8.6102
GM-0.1_3,8.6497
GM-0.2_1,8.5496
GM-0.2_2,8.9949
GM-0.2_3,8.3793
GM+5_1,8.0721
GM+5_2,8.3598
GM+5_3,8.6218
GM+10_2,8.8058
GM+10_3,7.6738
GM+15_1,8.822000000000003
GM+15_2,8.8223
GM+15_3,8.2939
GM+25_1,8.9933
GM+25_2,9.1342
GM+25_3,8.4233
GM+45_1,8.4297
GM+45_2,8.2037
GM+45_3,8.5681
GM+60_1,8.8295
GM+60_2,8.2998
GM+60_3,8.1748
GM+90_1,8.9291
GM+90_2,9.3026
GM+90_3,8.7072
GM+120_1,8.2076
GM+120_3,9.0263
GM+150_1,8.7146
GM+150_2,7.8017
GM+150_3,8.5856
BT_1,7.7016
BT_2,7.5176
B36_1,8.0211
B36_2,7.9154
B60_1,8.0528
B60_2,8.3235
S0_1,7.302
S0_2,7.7459
S0_3,7.7749
S1_1,8.8959
S1_2,8.7283
S1_3,8.8294
S2_1,8.5264
S2_2,7.937
S2_3,7.7055
S3_1,8.9886
S3_2,8.98
S4_1,9.4
S4_2,8.6665
S4_3,8.6433
S5_1,8.5671
S5_2,8.4011
S5_3,8.9465
S6_1,7.7903
S6_2,7.0006
S6_3,8.2203
S6/t_1,8.4062
S6/t_2,7.3058
S6_4,8.4237
S6_5,8.7928
S6_6,8.6372
S7_4,9.034
S7_5,8.9099
S7_6,9.2781
S8_4,8.8348
S8_5,9.1119
G135_1,9.6749
G135_3,8.7415
G150_1,9.7695
G150_2,9.989
G150_3,9.9398
G180_1,10.187
G180_2,10.6969
G180_3,8.7722
T-5.40H_1,9.471
T-4.40H_1,9.382
T-3.40H_1,9.1347
T-2.40H_1,9.0987
T-1.40H_1,8.9064
T-1.10H_1,8.6338
T-0.40H_1,9.0334
T0.0H_1,8.5423
T0.30H_1,7.9649
T1.0H_1,8.0422
T1.30H_1,8.2705
T2.0H_1,8.4374
T2.30H_1,8.5667
T3.0H_1,8.3827
T3.30H_1,8.7422
T4.0H_1,8.7072
T5.0H_1,8.4022
LBexp_1,10.2402
LBexp_2,9.1409
LBexp_3,8.9586
LBtran_1,7.9154
LBtran_2,7.6254
LBtran_3,7.8217
LBstat_1,7.6422
LBstat_2,7.7317
LBstat_3,7.6565
LBGexp_1,9.1813
LBGexp_2,9.8677
LBGexp_3,9.8352
LBGtran_2,8.1107
LBGtran_3,9.0155
LBGstat_1,8.1323
LBGstat_2,8.1834
LBGstat_3,8.5789
Mt0_1,9.8267
Mt0_3,9.6043
M0t45_1,8.4281
M0t45_2,8.0926
M0t45_3,8.4182
M0t90_1,7.6865
M0t90_2,7.4786
M0t90_3,7.5897
M40t45_1,8.0037
M40t45_2,7.9209
M40t45_3,8.8782
M40t90_1,7.3597
M40t90_2,7.4269
M40t90_3,7.7649
dia0_1,9.3139
dia0_2,9.1017
dia0_3,8.9807
dia5_1,9.1507
dia5_2,10.3721
dia5_3,10.9169
dia15_1,12.7166
dia15_2,12.0933
dia15_3,9.0844
C30_1,9.3521
C30_2,9.5412
C90_1,8.9778
C90_2,8.6882
SMM_1,8.5583
SMM_2,8.6296
SMM_3,8.7061
Salt_1,8.1819
Salt_2,8.0485
Salt_3,8.3681
M+G_1,9.422
M+G_2,8.6123
M+G_3,8.251
Glu_1,8.894
Glu_2,8.6164
Glu_3,8.6546
Fru_1,8.7007
Fru_2,9.252
Fru_3,8.4777
Mal_1,7.6651
Mal_2,8.3574
Mal_3,8.1657
G+S_2,8.4839
G+S_3,8.8398
Pyr_1,8.8746
Pyr_2,9.4116
Pyr_3,9.4381
Gly_1,7.9633
Gly_2,7.9196
Gly_3,7.9883
Glucon_1,8.9169
Glucon_2,8.4158
Glucon_3,8.4818
BI_1,8.3157
BI_2,8.3641
BC_2,7.0385
BC/t_1,7.5404
BC/t_2,8.8843
BC_1,7.1654
Sw_1,6.6962
Sw_2,6.6822
BMM_1,9.485
BMM_2,9.3929
BMM_3,9.2013
Heat_1,9.6564
Heat_2,9.4422
Heat_3,9.1717
Cold_1,8.7422
Cold_2,8.4149
Cold_3,7.8721
Etha_1,7.7688
Etha_2,8.0609
Etha_3,7.6631
SMMPr_1,8.2599
SMMPr_2,8.0621
SMMPr_3,8.3361
HiTm_1,7.4365
HiTm_2,8.129
HiTm_3,8.4418
LoTm_1,9.0314
LoTm_2,8.8395
LoTm_3,8.9095
HiOs_1,8.7172
HiOs_2,8.5475
HiOs_3,8.5397
Oxctl_1,9.2223
Oxctl_2,9.9794
Oxctl_3,10.4197
Diami_1,10.9819
Diami_2,11.0519
Diami_3,11.8196
Paraq_1,10.7136
Paraq_2,11.248
Paraq_3,9.4077
H2O2_1,11.4474
H2O2_2,11.7077
H2O2_3,11.4598
HPh_1,9.3102
HPh_2,8.7801
HPh_3,9.1031
LPh_1,9.3122
LPh_2,9.5701
LPh_3,9.1482
LPhT_1,8.4022
LPhT_2,8.1497
LPhT_3,8.1601
aero_1,9.3666
aero_2,7.8639
aero_3,8.6751
nit_1,8.2155
nit_2,8.2587
nit_3,8.0988
ferm_1,7.9232
ferm_2,7.9297
ferm_3,8.4035
