,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.1012264196927797,2.0,0.0,0.0715778878,1.0,-0.0715778878,,,,,,,,
1,fur__wt_dpd,1.8167966308499999,0.06477963508302931,2.0,2.0,1.7709905116,3.0,1.8626027501,,,,,,,,
2,fur__wt_fe,-0.6289656439,0.27025650097617204,2.0,4.0,-0.4378654394,5.0,-0.8200658484000001,,,,,,,,
3,fur__delfur_dpd,1.27522238945,0.4327899515211468,2.0,6.0,1.5812510990000002,7.0,0.9691936799,,,,,,,,
4,fur__delfur_fe2,-0.22191921260000003,0.08654629700666809,2.0,8.0,-0.2831166861,9.0,-0.1607217391,,,,,,,,
5,acid__wt_ph5,-0.25766914325,0.022284525151290927,2.0,10.0,-0.2419116044,11.0,-0.2734266821,,,,,,,,
6,acid__delgadx_ph5,-0.46489738210000003,,1.0,12.0,-0.46489738210000003,,,,,,,,,,
7,acid__delgadw_ph5,0.06455500945,0.09964185936920333,2.0,13.0,0.1350124439,14.0,-0.005902425,,,,,,,,
8,acid__delgade_ph5,0.0717563155,0.10549353886102876,2.0,15.0,-0.0028388812,16.0,0.1463515122,,,,,,,,
9,oxidative__wt_pq,1.84317207405,0.30463853901744786,2.0,17.0,2.0585840508,18.0,1.6277600973,,,,,,,,
10,oxidative__deloxyr_pq,1.1767379688500001,0.45706190670053304,2.0,19.0,1.4999295425,20.0,0.8535463952000001,,,,,,,,
11,oxidative__delsoxr_pq,0.98638784445,0.14028316216052594,2.0,21.0,0.8871926692000001,22.0,1.0855830197,,,,,,,,
12,oxidative__delsoxs_pq,1.4503630332,0.12117378644880418,2.0,23.0,1.3646802271,24.0,1.5360458393,,,,,,,,
13,nac_ntrc__wt_csn,4.670707238149999,0.04675301585218204,2.0,25.0,4.7037666127,26.0,4.6376478636,,,,,,,,
14,nac_ntrc__wt_cytd,5.0713340408,0.3015161825237155,2.0,27.0,5.2845381781,28.0,4.8581299035,,,,,,,,
15,nac_ntrc__wt_gln,6.4115893792000005,0.19348674067362065,2.0,29.0,6.2747735928,30.0,6.5484051656,,,,,,,,
16,nac_ntrc__bw_delnac_csn,5.89798000355,0.04203496563860366,2.0,31.0,5.8682567943,32.0,5.9277032128,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,5.80164480645,0.20407441448638938,2.0,33.0,5.9459472088,34.0,5.6573424040999996,,,,,,,,
18,nac_ntrc__bw_delnac_gln,6.75395950895,0.46585497850443536,2.0,35.0,7.0833687233,36.0,6.4245502946,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.47654199230000005,1.387354566949334,2.0,37.0,0.5044658299,38.0,-1.4575498145,,,,,,,,
20,misc__wt_no_te,0.061978509749999994,0.5786290634399364,2.0,39.0,0.4711310443,40.0,-0.34717402480000004,,,,,,,,
21,misc__bw_delcbl,-1.2024807054500002,0.16368822677075184,2.0,41.0,-1.3182257606,42.0,-1.0867356503,,,,,,,,
22,misc__bw_delfabr,-1.50380580485,0.37698856020399796,2.0,43.0,-1.2372346375,44.0,-1.7703769722,,,,,,,,
23,misc__bw_delfadr,-1.20502526755,0.2757023441676886,2.0,45.0,-1.3999762647,46.0,-1.0100742704,,,,,,,,
24,misc__nitr_031,3.7529990936,,1.0,47.0,3.7529990936,,,,,,,,,,
25,omics__wt_glu,-1.40178962675,0.1322292804109496,2.0,48.0,-1.3082894059,49.0,-1.4952898476,,,,,,,,
26,omics__wt_gly,-1.49257390095,0.4586308456918102,2.0,50.0,-1.816874882,51.0,-1.1682729199,,,,,,,,
27,omics__wt_thr,1.4797571519500001,0.8992352427776392,2.0,52.0,2.11561249,53.0,0.8439018139000001,,,,,,,,
28,omics__bw_ac,0.0496839231,0.5101751400186729,2.0,54.0,0.41043222420000003,55.0,-0.31106437800000003,,,,,,,,
29,omics__bw_fum,0.39633350815,0.44957714281364314,2.0,56.0,0.7142325545,57.0,0.07843446180000001,,,,,,,,
30,omics__bw_glc,0.2060519716,0.09870326612182093,2.0,58.0,0.2758457204,59.0,0.1362582228,,,,,,,,
31,omics__bw_pyr,0.27163060505000003,0.8783330241973019,2.0,60.0,-0.3494446325,61.0,0.8927058426000001,,,,,,,,
32,ompr__wt_nacl,0.28285229135,0.42856986853029677,2.0,62.0,-0.0201923689,63.0,0.5858969516,,,,,,,,
33,ompr__bw_delompr_nacl,-0.5042325451,0.5206127034763665,2.0,64.0,-0.1361037721,65.0,-0.8723613181000001,,,,,,,,
34,minspan__wt_ade,-1.3442700842,,1.0,66.0,-1.3442700842,,,,,,,,,,
35,minspan__wt_glc,-1.0242285507333333,0.3091670342162527,3.0,67.0,-1.2718617659,68.0,-0.6777179870000001,69.0,-1.1231058993,,,,,,
