,0
Title,<i>Staph</i>PRECISE
Organism,<i>Staphylococcus aureus</i>
Strain,USA 300 TCH1516 and LAC
Publication,"<a href=""https://doi.org/10.1073/pnas.2008413117"">Poudel, et al., 2020</a>"
Number of Samples,108
Number of Unique Conditions,54
Number of Genes,2820
Number of iModulons,29
