Log TPM values: Expression Data used (X) used to calculate the i-modulons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,USA300_TCH1516_ICA-Set003_250nMParaquat_1,USA300_TCH1516_ICA-Set003_250nMParaquat_2,USA300_TCH1516_ICA-Set003_StationaryPhase_2,USA300_TCH1516_ICA-Set003_2gLPyruvate_2,USA300_TCH1516_ICA-Set003_2gLPyruvate_1,USA300_TCH1516_ICA-Set003_Control_1,USA300_TCH1516_ICA-Set003_Control_2,USA300_TCH1516_ICA-Set003_2gLGalactose_2,USA300_TCH1516_ICA-Set003_2gLGalactose_1,USA300_TCH1516_ICA-Set003_StationaryPhase_1,USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,USA300_TCH1516_U01-Set003_CAMHB_Control_2,USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,USA300_TCH1516_U01-Set003_CAMHB_Control_3,USA300_TCH1516_BK-Set001_THB_Control_1,USA300_TCH1516_BK-Set001_THB_Control_2,USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,USA300_TCH1516_U01-Set000_CAMHB_Control_1,USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,USA300_TCH1516_U01-Set000_CAMHB_Control_2,USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,USA300_TCH1516_U01-Set000_R10LB_Control_1,USA300_TCH1516_U01-Set000_R10LB_Control_2,USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,USA300_LAC_ICA-Set002_CAMHB_Control_2,USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,USA300_LAC_ICA-Set002_CAMHB_Control_1,USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,USA300_LAC_U01-Set004_CAMHB_Control_1,USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,USA300_LAC_U01-Set004_CAMHB_Control_2,USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,USA300_LAC_U01-Set004_R10LB_Control_2,USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,USA300_LAC_U01-Set004_R10LB_Control_1,USA300_LAC_ICA-Set001_R10LB_Control_1,USA300_LAC_ICA-Set001_R10LB_Control_2,USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,USA300_LAC_ICA-Set001_R10LB_5.5pH_1,USA300_LAC_ICA-Set001_R10LB_5.5pH_2,USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,USA300_LAC_U01-Set001_R10LB_PreCulture_1,USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,USA300_LAC_U01-Set001_CAMHB_Control_2,USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,USA300_LAC_U01-Set001_CAMHB_Control_1,USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,USA300_LAC_U01-Set001_R10LB_Control_2,USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,USA300_LAC_U01-Set001_R10LB_Control_1,USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,USA300_LAC_U01-Set001_CAMHB_PreCulture_1,USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,USA300_LAC_U01-Set001_CAMHB_PreCulture_2,USA300_LAC_U01-Set001_R10LB_PreCulture_2,USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,USA300_TCH1516_ICA-Set002_R10LB_Control_2,USA300_SNFR19_ICA-Set002_CAMHB_None_2,USA300_SNFR19_ICA-Set002_R10LB_None_2,USA300_SNFM1_ICA-Set002_CAMHB_None_2,USA300_SNFR19_ICA-Set002_CAMHB_None_1,USA300_SNFM1_ICA-Set002_R10LB_None_2,USA300_SNFR19_ICA-Set002_R10LB_None_1,USA300_TCH1516_ICA-Set002_R10LB_Control_1,USA300_TCH1516_ICA-Set002_CAMHB_Control_2,USA300_TCH1516_ICA-Set002_CAMHB_Control_1,USA300_SNFM1_ICA-Set002_R10LB_None_1,USA300_SNFM1_ICA-Set002_CAMHB_None_1
USA300HOU_RS00160,-0.130393812,-0.050053854,0.936497745,0.165706025,0.305957697,0.386257638,0.254751805,-0.022407444,0.160625793,1.014578575,-0.577230747,-0.483342534,-0.555729074,-0.572199978,-0.147507429,-0.282808001,-0.285051963,-0.247271748,-0.431558337,0.331446216,1.816387653,1.11339666,4.311421973,3.646235332,0.878414534,0.133347398,-0.182428232,4.201440181,3.969861023,-0.010330223,3.972961569,3.723636298,3.894608507,-0.040696213,4.28399545,0.010330223,4.572103182,1.743922777,1.583945656,4.468287275,4.429250143,4.432068846,-0.24839236,0.107269629,-0.233305391,-0.389476712,-0.447894336,-0.318974736,-0.333279711,-0.268531869,0.143512456,-0.389392892,-1.219535384,-0.702726426,-1.229695845,-0.778290047,-0.379839451,0.29132087,0.149948292,0.270108398,0.14953999,0.183563573,-0.294848302,0.274820817,0.411900403,0.219802263,0.081231502,0.19828401,0.162064364,0.421358681,-0.188945571,-0.210973697,-0.23622847,-0.285096246,-0.064767951,-0.102855054,0.275329142,0.33963795,-0.227804109,-0.088757394,-0.139233139,0.537777136,-0.303195483,0.03068391,-0.046178514,-0.03068391,0.108509328,-0.031412405,-0.097084731,0.167067037,-0.022501858,-0.41253109,-0.051306657,-0.384553799,0.52346035,-0.172007207,1.081735547,4.724254561,5.31640064,-0.130805084,4.704193512,0.195803378,5.133430159,1.041170831,0.003119459,-0.003119459,0.223104715,-0.239023497
USA300HOU_RS00165,-0.910889389,-1.108330748,-0.519654731,-1.085932297,-0.831003639,-0.291074292,-0.579899406,-0.969607482,-0.93158691,-0.298793054,-0.473539897,-0.487171203,-1.04563566,-1.593478429,-0.496221007,-0.720016335,-0.637731072,-0.660837844,-3.956667148,-3.42812796,-0.213059785,-1.362703219,0.562619064,-1.33945595,-2.959480723,-3.690780381,-0.700711683,1.989827251,1.718419212,0.133441993,1.518821809,1.700287148,1.901491931,-0.611730357,2.121783445,-0.133441993,2.470347518,0.687293245,0.707546966,2.431178465,2.317090518,2.286608808,0.078796303,0.114933773,0.040915652,-0.589868041,-0.260862176,0.164619141,0.279714338,0.109406695,0.133077085,-0.111786341,-1.541214338,-1.403613345,-1.703801019,-1.39105565,-0.384681753,-0.164134936,-0.157337017,0.023424449,-0.027357458,-0.109614861,-0.38355981,-0.112342745,-0.056764081,-0.210797708,-0.09250872,-0.189085917,-0.043730811,-0.089805232,-0.211506495,-0.25310155,-0.215588143,-0.272866272,0.044915771,0.039279373,0.153439127,0.308689246,-0.020183049,-0.126652315,-0.125148282,0.396125045,-0.126950134,0.0672264,0.008308623,-0.0672264,0.129835771,-0.171763836,-0.128282998,0.013917412,0.100359635,-0.352193513,0.099090714,-0.268899789,0.438487478,-0.193693016,0.147530244,2.120640321,2.581793633,-0.115657521,1.881971247,0.297013248,2.668185839,0.407250647,-0.099940133,0.099940133,0.473320237,-0.02464665
USA300HOU_RS00170,0.540613762,0.568646499,0.347302936,0.214989024,0.389637136,0.77153005,0.742526474,0.393407605,0.066943449,0.560530326,0.162445806,0.117177751,-0.066607825,0.527172939,0.263133064,0.289643308,-0.214494764,0.102321086,1.836049964,1.803543521,2.76304479,2.23807543,3.659323531,3.558426039,2.169623602,1.660541147,-0.261907445,2.384106146,1.933431672,0.027652128,2.105099756,2.332679978,1.983252159,-0.297248118,2.511796992,-0.027652128,2.733736926,1.212465057,1.241963857,2.823966597,2.605992152,2.852881397,-0.404981497,0.03943283,-0.307126214,-0.322944651,-0.36522465,-0.434745802,-0.438063467,-0.493473343,-0.16416351,-0.419701618,-1.655193578,-0.874170263,-1.791491009,-0.890779113,-0.783785106,-0.196269409,-0.424657555,-0.497122766,-0.425831284,-0.428331744,-0.62094034,-0.183771631,-0.220216522,-0.369998764,-0.352677272,-0.143271555,-0.340521752,-0.092016044,-1.13333038,-1.117601313,-1.006014229,-1.282228627,-1.049853156,-0.928961075,-0.936491043,-0.815745157,0.020066623,0.09816198,0.18875721,0.232942376,0.149186071,-0.033563206,-0.472396753,0.033563206,-0.3530702,-0.45870831,-0.048759732,-0.379728006,-0.185810732,-0.206500125,-0.498127636,-0.339499149,0.009762774,0.19701176,0.539050622,2.411465413,2.723472572,-0.199100393,2.491497164,0.399164038,2.57649181,0.58596372,-0.001896017,0.001896017,0.462040524,-0.169273877
USA300HOU_RS00175,-0.872089264,-0.57668411,-0.823422375,-0.639981754,-0.321694749,-0.710197061,-0.400635833,-0.532680745,-0.435389198,-0.540564761,-0.856799523,-0.733780801,-0.748200709,-1.014818373,-0.474193321,-1.014818373,-0.624082147,-0.468483919,-0.809319747,-0.837030018,-0.122462715,-0.603278167,1.274315394,0.230593998,-0.722318623,-0.662412523,-0.006655716,0.04252333,-0.722002764,-0.192695876,-0.515520649,-0.260411432,-0.03434231,0.420374234,0.472169065,0.192695876,1.131638938,1.204603794,0.900362187,1.121146906,1.269177638,1.03990727,-0.814596307,-0.384892834,-0.67527168,-1.625181416,-1.062648396,-0.897368229,-1.210580282,-0.481797718,0.046558246,-0.923644167,-1.450689121,-1.161875134,-1.741156184,-1.746387454,0.988110493,0.710575403,0.912230048,-0.897027791,0.423026085,0.385342521,0.685901741,0.630640054,0.17884702,0.255641228,0.17630115,0.855004715,0.383171604,0.870818901,-0.246763515,-0.551193922,0.166792118,0.153384189,0.232773492,0.351201128,-0.556687151,-0.386759965,0.302312009,-0.665105532,-1.438623293,-0.239853945,0.118602287,0.046357933,-0.075914523,-0.046357933,-0.318414244,-0.193305532,-0.68099926,-0.058432034,-0.502793538,-0.20443119,-0.703334171,-0.446247556,-0.663505075,-1.17907012,-0.56197752,0.712113643,0.463201429,-0.022121279,0.034622236,0.644777632,0.575522719,-0.395879502,-0.016686479,0.016686479,0.142755808,-0.356365224
USA300HOU_RS00180,0.416685011,0,0.542823449,0.398847293,0,0.463106177,0,0,0,0,0.457050109,0,0,0.491255282,0.792371546,0.442270237,0.737907529,0.800086555,0,0,0,0.614922416,1.144992019,1.305334974,0,0,0,0,0,0,0,0,0.476831799,0.383898414,0.403317965,0,0,0,0.555542032,0,0.564935628,0,-1.504896093,-0.702923568,-1.879773417,-1.471870154,-0.772380016,-1.455526431,-1.879773417,-1.460386412,-0.430468985,-1.005967535,-1.879773417,-0.743809506,-1.879773417,-0.478417382,-1.879773417,-0.74278974,-0.991622435,-1.064219865,-1.879773417,-0.808254648,-0.198931841,-1.879773417,-0.726972961,-1.136417716,-1.879773417,-1.879773417,-1.879773417,-1.203397799,-1.153082233,-1.207083649,-1.879773417,-1.879773417,-1.185862811,-1.132125074,-0.282106802,-0.72675504,0.24415433,-0.830538369,-0.92359866,-0.331065707,0.434795378,-0.258448869,-0.775003382,0.258448869,-0.954132707,-1.879773417,-0.68017953,-1.388776108,-1.879773417,-1.879773417,-0.977682889,0.284590113,-1.879773417,0.389145062,-0.242428637,0.163680593,0.129907908,1.246653023,0.490715121,-0.242428637,0.910103023,-0.242428637,-0.242428637,0.242428637,-0.242428637,-0.242428637
USA300HOU_RS00185,1.060475377,0,0,1.023212908,1.838164658,0.690252979,0,0,1.443571412,0,0,0,0,1.211130122,1.7539937,0,0.624074647,0,0.84724627,0.752373365,1.082220474,0.896490542,1.567439381,3.1619873,1.119816269,1.289386057,1.039696895,0.901617073,1.120745243,0,0,0,0,0.99159183,1.62826654,0,1.579079082,2.65592211,1.715576586,1.471065631,0,1.020877725,1.397236535,0.831949255,-0.115214435,0.010058654,1.220402482,0.92430903,0.075048851,0.735658023,1.480084988,1.210074998,-0.3617765,1.539022791,-0.258305957,-0.141747077,1.23861517,0.606991317,0.998711653,-0.204062666,-0.029018579,1.306072792,0.831798015,1.197170117,0.628547187,0.30909441,1.237984495,-1.36235526,-0.056280008,0.604330343,0.280583894,0.18652881,0.350538461,0.102601225,-0.361459159,0.742745122,0.311216399,-0.368216729,1.106806367,1.458843826,1.745345509,0.93092428,0.022086533,1.36235526,0.879618547,-1.36235526,-0.572354185,0.380055574,1.017297127,0.737255063,-0.310462271,1.092229537,0.275692576,0.164631804,0.36660642,0.253009556,-1.120813434,0.247125443,0.997259215,0.555910076,0.263400935,-1.120813434,1.191018403,-1.120813434,0.400524561,-0.400524561,0.130405451,0.861107873
USA300HOU_RS00190,0.081920238,0.511575623,-0.1630519,-0.347941535,0.20820663,0.171470911,-0.315080443,0.262824227,-0.073474148,-0.212909605,-0.8931066,-0.8931066,-0.8931066,-0.8931066,0.146293941,-0.8931066,0.079846118,-0.275448963,1.049174241,0.256062137,-0.8931066,-0.072336404,1.274778165,1.04381903,1.153290228,-0.177354548,0.85013875,-0.422052766,0.467107537,-0.116430919,0.077755393,-0.181260388,-0.8931066,-0.367448531,-0.342119615,0.116430919,-0.8931066,1.044237012,-0.146963549,0.472285352,0.359244021,-0.8931066,-0.304702183,-0.551667661,-1.055042577,-0.513497856,-0.533349556,-1.140014706,-1.116502806,-0.022616719,-0.64413892,-0.683826995,-0.76013404,0.533567471,-1.108362969,0.069807961,-1.126391715,-1.550838825,-0.661596433,-0.775389974,-2.449692914,-1.077581907,-1.406790713,-0.596659872,-0.982869593,-2.449692914,-0.448543308,-1.128599855,-0.148126751,0.176668824,-1.490493914,-2.449692914,-0.85205194,-0.402822684,-0.25986991,-0.884929066,-2.449692914,-2.449692914,-0.67503698,-1.103704708,-2.449692914,-2.449692914,-0.499033746,0.355296652,-2.449692914,-0.355296652,0.179829347,-1.191976092,-0.521899905,0.055344591,-0.908996814,-0.131687268,-0.640109581,-0.075400616,-0.836567405,-2.449692914,-0.049690841,-0.513878502,0.209145866,-0.577297416,0.337719663,0.682290244,0.250030501,-1.068209173,0.332918521,-0.332918521,0.244231213,0.44392029
USA300HOU_RS00195,0.195013828,0.29933986,0.768084513,0.027148778,-0.202741852,0.455690131,0.480163208,0.57993492,0.957104301,0.524749061,-0.744432883,-0.413166448,-0.550378432,0.088385171,0.024112524,-0.32167721,-0.22204456,0.31267634,1.262404187,1.405334403,2.063986194,1.517025603,2.209991147,2.236390783,0.668277798,1.293847422,1.516658241,0.301147846,-0.025595422,0.042248755,-0.187681253,-0.404006019,-0.11884993,1.744028494,0.619013208,-0.042248755,0.910404452,0.752286817,1.089027037,0.998727717,1.01068688,0.834257057,0.429346647,-0.252568981,0.321851095,-0.53475831,0.232050324,-0.585871627,-0.012210327,-0.327270069,-0.112486817,0.28572226,2.038836734,-0.102347214,1.949267764,-0.177543677,1.338079961,0.596266651,0.553254848,1.053358324,1.067670832,0.690369597,1.530384504,1.409794857,0.744833393,0.814462417,1.195353732,1.236006322,0.961742348,0.704016589,-0.503465642,-0.519812565,-0.349994798,-0.389502701,-0.218621362,-0.176373171,-0.270135229,-0.130589536,0.797901504,0.467429637,0.440793946,0.659853728,0.787393826,0.025918513,-0.208688713,-0.025918513,0.199530544,-0.151083484,0.277464474,-0.183311068,0.134485394,-0.626031577,-0.031696208,-0.901181177,0.479435747,0.382001238,0.24215199,0.732573677,0.924761646,-0.413705122,0.763810249,0.147914518,0.780456443,0.124287961,-0.162640484,0.162640484,0.358453135,0.124542832
USA300HOU_RS00200,-0.132351908,0.055935267,-0.110174925,-0.066466987,0.036922463,0.108402888,-0.174581439,0.042254296,0.19904395,0.212187531,-0.301161586,0.273892505,0.257405451,-0.57376752,0.073577039,-0.411879227,0.035046994,0.249034476,-0.211596609,0.391783624,1.228088418,0.760459027,1.379077216,0.810790774,0.368625427,0.451442703,0.422751674,-0.396538827,-0.118591631,-0.031961943,-0.263667689,-0.61055589,-0.181016754,0.78692058,-0.578635293,0.031961943,1.661872327,1.162763075,1.408881113,1.117297798,1.344657182,1.38697104,-0.492332553,1.027179845,-0.182897967,-0.639166905,-0.119062805,-0.590679901,-0.46982865,-0.388435964,0.921360086,-0.423263782,-0.170276515,0.563753996,-0.038797769,0.386802116,0.122312774,0.960977964,-0.504829107,-0.172546424,-0.187874266,-0.212419452,0.641832601,0.883755813,0.900526169,1.028495727,0.286255897,0.687927069,-0.130989146,1.012739964,0.615218852,0.976457146,0.625525044,0.774205068,0.755559734,0.94497494,1.000916662,1.335628347,0.253937955,0.016531845,0.159935033,0.728286293,0.148646707,-0.135295548,1.457441232,0.135295548,1.252298264,1.181951091,0.20158963,1.433643144,1.12021305,0.135459287,1.256256686,0.536156789,0.956458662,0.072803226,0.500405275,1.087861073,0.498586017,0.466887801,0.967403379,1.00765637,0.68252623,-0.198831237,0.051162896,-0.051162896,1.038727885,0.486275316
USA300HOU_RS00205,-0.664769236,-0.8980552,-0.622719258,-0.375167693,-0.51978992,-0.720870544,-0.639773019,-0.479021606,-0.275543372,-0.575416984,-0.62104535,-0.4448073,-0.143154625,-0.636370335,-0.284039962,-0.477524193,-0.435564236,-0.182069164,-1.198945263,-0.513368094,-0.716756415,-0.273226531,0.244842906,0.07632016,-0.506913819,-0.572467611,-0.091554517,0.135120792,-0.332575415,-0.048139688,-0.049360644,-0.17223845,-0.061315871,0.03882556,-0.063294392,0.048139688,0.54835615,0.567521458,0.539025069,0.782593546,0.473469869,0.61195125,-0.118557636,0.469027832,-0.392516216,-0.532681532,0.038847355,-0.641882705,-0.424691335,-0.354512386,0.526215763,-0.008148301,-0.431682131,-0.425900748,-0.67868114,-0.491232895,0.377258822,0.990846775,-0.409993973,0.109774278,-0.182915052,-0.035218054,0.245484271,0.991728854,0.769728936,0.717856847,-0.144529012,0.828460632,0.091785943,0.341214702,0.144021615,0.303044441,0.589686205,0.371586929,0.815316676,1.04950239,0.507094441,0.633416155,-0.013649121,0.311967198,-0.674551278,0.37492542,0.617454416,-0.195714095,0.607229864,0.195714095,0.879447704,0.725811836,0.11261882,0.604881176,0.603602946,0.281414687,0.801419315,0.150179021,0.115356994,0.158804876,0.033075848,0.147847956,0.649159715,0.41934695,0.442300775,0.376429156,0.6910302,-0.037762543,-0.006134717,0.006134717,0.720023838,0.042075153
USA300HOU_RS00210,0.118007715,-0.122682306,0.032507511,0.344992314,0.814991184,1.147274135,-0.666473342,-1.33887265,-1.33887265,-0.045256843,-0.61858479,-0.199362554,-1.33887265,-0.070167619,0.486091379,1.242632783,-1.33887265,-0.145023109,0.496648639,0.883972038,0.424429542,-0.395303687,1.784895108,0.801311471,0.711871461,0.944865645,-0.247025893,-0.078502093,0.475701215,-0.444173472,0.389353235,0.386030599,0.265816721,-0.296776739,-0.697023825,0.444173472,-0.292639934,1.823908733,0.446886456,0.196826176,1.432747974,1.364798338,-1.930104077,-0.976945274,-2.238764603,-2.895942416,-1.425899333,-2.068570443,-1.761698139,-1.802858016,-1.776735671,-1.774622304,-2.493143246,-3.544537877,-2.03461584,-1.894366714,-2.053949645,-3.544537877,-3.544537877,-2.330272121,-2.150145001,-2.001646607,-1.271760547,-0.901609198,-1.900506113,-1.037644571,-3.544537877,-0.862802294,-3.544537877,-3.544537877,-1.832965579,-1.510353001,-0.487195451,-1.289499902,-0.874372757,-1.796374698,-2.42451826,-2.499806706,0.505068457,-1.047679794,-3.544537877,-2.126329708,0.343885928,-0.135852589,-2.544933337,0.135852589,-1.500031385,-2.124432013,-0.067220344,-2.276355795,-1.821922645,0.242826856,-1.837964122,-0.534029799,-1.745116759,0.047509211,0.208953532,0.712331535,0.185494409,0.878418163,-0.765880384,0.473457733,-0.377173999,-0.077261239,0.165742579,-0.165742579,0.265182927,0.397935845
USA300HOU_RS00215,-0.05737357,-0.328075114,-1.734388236,-0.664995055,-0.145765691,0.943014015,0.58613226,-0.355941788,-0.827818151,-1.046476766,-0.579731136,-0.763136812,-1.239943909,-0.679573416,-0.685352143,-1.434615669,-0.777014451,-1.186037036,-4.075327936,-4.154326066,-2.361110134,-3.670131162,-1.778649822,-2.882082425,-3.156179411,-4.097938152,-1.779609997,-0.100383521,-0.494051573,0.396783631,-0.922842516,-1.263736135,-0.687745203,-1.456917998,-0.376252259,-0.396783631,0.403927508,0.091586114,-0.148752598,-0.09301675,0.247704385,0.334541592,0.48927625,0.747799001,0.470427235,-1.412590775,-0.469788698,0.637423742,0.142132878,0.552307658,0.834209825,0.017258781,1.671769357,-0.877459925,1.089126088,-1.045769657,1.212115801,2.018183988,1.441798259,1.889545951,1.694196637,1.682861463,1.327552652,1.797836235,1.821824316,1.969420077,1.607912799,1.783615383,1.736434073,1.842418322,1.513035786,1.407054415,1.492536485,1.499140328,1.705324676,1.767916142,1.398840306,0.774353614,0.029407444,-0.156742242,-0.28025187,-0.038346393,0.159590983,-0.15977253,0.898531455,0.15977253,1.017036916,-0.076426872,-0.608053725,1.193135236,0.802093931,-1.213522821,0.633422191,-0.714160552,-0.225746372,-0.451531199,-0.491653302,0.098509126,1.224484309,-0.142489399,-0.294235724,0.523152183,0.936867295,0.402808599,-0.376524594,0.376524594,0.941145441,0.239429841
USA300HOU_RS00220,-0.266517203,-0.760207744,-0.516693201,-0.92784735,-0.698390348,0.269600348,-0.079534158,-0.541689118,-0.437597648,-0.254123381,-0.177894046,-0.206096719,-0.825866867,-0.710620551,-0.193537765,-0.376034206,-0.536292205,-0.372001044,-1.832816714,-1.285681387,-0.426969681,-0.881704202,-0.003744269,-0.842336339,-1.331076535,-1.4799224,-0.142682753,0.258354745,-0.05183141,-0.002221473,-0.216092119,-0.279677398,-0.169873642,-0.138573122,0.345191687,0.002221473,1.034514553,0.924621312,0.908873889,0.848228033,0.948498644,0.830137136,0.466497527,0.585791808,0.31331584,-0.804299948,-0.154995836,0.003906383,-0.525374891,-0.007255032,0.728081887,-0.048157896,1.166387292,-0.749352424,1.049733942,-0.867553235,0.445678162,0.943830406,0.458522798,0.655442847,0.508893293,0.499654792,0.452819254,1.010604463,0.743272676,1.034289144,0.373466916,0.976474213,0.521033632,0.623924096,0.639590711,0.489593392,0.594927982,0.554778232,0.685726479,0.679305748,0.48392166,0.348829454,0.170147954,-0.116278165,-0.023983777,0.121261032,0.035086982,0.025874634,0.562252558,-0.025874634,0.696941278,0.540236492,0.003601253,0.726491617,0.659864507,-0.304358384,0.619584299,-0.314502954,0.012161989,-0.231785418,-0.074023254,0.304465261,0.882757196,0.101604651,0.211709917,0.451539892,0.840535145,-0.034104789,-0.071664464,0.071664464,0.630298568,0.130168458
USA300HOU_RS00230,-0.910569285,-1.139684061,-0.295661405,-0.778479106,-0.883035135,-0.552725617,-0.36056465,-0.723913416,-0.778848764,-0.549764993,-1.152802474,-0.795593767,-1.34509939,-1.100481585,-0.504873273,-0.599898219,-0.740485303,-1.281750773,-0.495623948,-0.15087146,0.037745092,-0.060899115,0.855627616,0.485025516,-0.305305849,-0.586046709,-0.682476557,0.171316126,-0.672986655,-0.058588295,0.000676233,-0.173839907,-0.039634152,-0.00032906,0.060155526,0.058588295,0.752035618,0.720287138,1.076919192,1.455744024,1.395479709,1.323699228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.710954709,0.401500161,0.917533723,0.010341206,0.982233786,0.613637342,0.911608611,-0.33433881,0.044572115,-0.044572115,0.670036909,0.102890854
USA300HOU_RS00235,-1.684859786,-1.200351333,-1.060892705,-1.707154884,-1.169198784,-0.388387995,-0.137121763,-2.226600213,-0.267565767,-1.577181327,-0.892132995,-0.698023102,-1.695756229,-2.226600213,-2.226600213,-1.243677423,-0.985867809,-0.897115148,-0.999017259,-0.78075849,0.281888748,-0.562137698,0.050507534,-0.640418986,-1.237475615,-0.731510985,-1.006502434,-0.128999919,0.079259917,0.106481035,-0.734893882,-1.086370025,-0.848531281,-0.81537527,-0.76408063,-0.106481035,1.616494259,1.081359778,1.623871048,1.377422307,1.114352328,0.59068296,-0.068189179,1.330196593,0.01019487,-1.820807566,-0.286339919,-0.804220454,-2.075641569,-1.134943513,1.004759967,-0.787686538,-2.537663493,-0.03233282,-2.069041002,-1.350352259,0.582079534,1.80157477,0.853069586,1.172233632,0.866692858,1.203607601,0.657863721,1.43988296,2.021068945,1.361108295,1.008569782,1.602769661,0.696623032,1.838506656,0.265514105,0.57908325,0.896036659,1.065615202,0.630850986,0.437339601,0.430471447,0.042913387,0.758689495,-1.373207905,-0.156621121,0.839761146,-0.087337637,0.200966805,1.014625065,-0.200966805,0.214773869,0.842587087,0.376743199,0.672064067,0.404133191,-3.043679354,1.08997668,-0.522677471,0.618652808,-0.41179382,0.586483451,0.927005649,1.37729901,0.514025666,-0.025734702,1.567362453,1.831580005,-0.371345138,0.116952416,-0.116952416,1.370000462,0.063538146
