k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.008209809865802527,,,
14,UC-7,False,0.004183538090437651,,,
11,Chromium,False,-0.003946697399951518,,,
3,Cadmium,False,-0.003636177168227732,,,
5,Lead,False,0.003213635180145502,,,
2,UC-3,False,-0.0018799639865756035,,,
13,UC-6,False,-0.0017545608640648425,,,
10,Copper,False,-0.0015865276695694775,,,
9,UC-5,False,-0.0013556665199505815,,,
8,Zinc - Fast,False,-0.0011009019112680108,,,
7,Zinc - Steady,False,-0.0010839388408930973,,,
4,UC-4,False,-0.0010582493769470602,,,
1,UC-2,False,-0.0003567526413826272,,,
12,Zinc - Intermediate,False,-0.0001323564140338602,,,
0,UC-1,False,-9.59529789543012e-05,,,
