,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,0.9717333333333323,0.46401231664687453,3.0,0.0,0.6548333333333325,1.0,1.5043333333333315,2.0,0.7560333333333329,,,,,,,,,,
1,LB__LBtran,-0.9583000000000007,0.4574657291353454,3.0,3.0,-1.4855666666666671,4.0,-0.6669666666666672,5.0,-0.7223666666666677,,,,,,,,,,
2,LB__LBstat,-1.4088333333333345,0.09451245067890979,3.0,6.0,-1.3163666666666671,7.0,-1.4048666666666687,8.0,-1.5052666666666674,,,,,,,,,,
3,LB__LBGexp,0.5652999999999988,0.47956860127966466,3.0,9.0,0.8217333333333325,10.0,0.012033333333331342,11.0,0.8621333333333325,,,,,,,,,,
4,LB__LBGtran,-0.5844166666666677,0.902197542115916,2.0,12.0,-1.2223666666666677,13.0,0.05353333333333232,,,,,,,,,,,,
5,LB__LBGstat,-1.249300000000001,0.1573017906234169,3.0,14.0,-1.082766666666668,15.0,-1.2697666666666674,16.0,-1.3953666666666678,,,,,,,,,,
6,Life Cycle__S0,0.36716666666666536,0.14388885757185374,3.0,17.0,0.21723333333333272,18.0,0.38013333333333144,19.0,0.504133333333332,,,,,,,,,,
7,Life Cycle__S1,0.3504666666666652,0.1634556310848099,3.0,20.0,0.2632333333333321,21.0,0.5390333333333324,22.0,0.2491333333333312,,,,,,,,,,
8,Life Cycle__S2,-0.9201333333333347,0.47025313750503905,3.0,23.0,-0.3966666666666683,24.0,-1.306866666666668,25.0,-1.056866666666668,,,,,,,,,,
9,Life Cycle__S3,-0.3855666666666684,0.43373929957982854,2.0,26.0,-0.0788666666666682,27.0,-0.6922666666666686,,,,,,,,,,,,
10,Life Cycle__S4,-1.075466666666668,0.44724061756508604,3.0,28.0,-0.6877666666666684,29.0,-0.9738666666666678,30.0,-1.5647666666666673,,,,,,,,,,
11,Life Cycle__S5,-0.7180666666666676,0.18159215291416086,3.0,31.0,-0.8090666666666682,32.0,-0.8361666666666672,33.0,-0.5089666666666677,,,,,,,,,,
12,Life Cycle__S6,-0.5073541666666683,0.26772342038273106,8.0,34.0,-0.41326666666666867,35.0,-0.4273666666666678,36.0,-0.9079666666666686,37.0,-0.5863666666666685,38.0,-0.336566666666668,39.0,-0.896766666666668,40.0,-0.2173666666666687,41.0,-0.27316666666666833
13,Life Cycle__S7,-0.1930666666666679,0.16228034384977155,3.0,42.0,-0.005966666666667564,43.0,-0.2776666666666685,44.0,-0.29556666666666764,,,,,,,,,,
14,Life Cycle__S8,-0.1425166666666673,0.07969093423972408,2.0,45.0,-0.1988666666666674,46.0,-0.08616666666666717,,,,,,,,,,,,
15,Life Cycle__G135,0.44208333333333183,0.7443713085550784,2.0,47.0,0.9684333333333317,48.0,-0.08426666666666804,,,,,,,,,,,,
16,Life Cycle__G150,0.7031666666666657,0.552372495091251,3.0,49.0,0.15603333333333147,50.0,1.2606333333333328,51.0,0.6928333333333327,,,,,,,,,,
17,Life Cycle__G180,0.8415999999999991,0.15011743181034412,3.0,52.0,0.6974333333333327,53.0,0.9970333333333325,54.0,0.830333333333332,,,,,,,,,,
18,Stress Time Course__C30,0.9385833333333329,0.5265824199496218,2.0,55.0,0.5662333333333329,56.0,1.3109333333333328,,,,,,,,,,,,
19,Stress Time Course__C90,-0.9301666666666684,0.13166328265693478,2.0,57.0,-0.8370666666666686,58.0,-1.023266666666668,,,,,,,,,,,,
20,Biofilm__BI,-1.0274166666666682,0.09340880579474253,2.0,59.0,-1.093466666666668,60.0,-0.9613666666666685,,,,,,,,,,,,
21,Biofilm__BC,-1.823616666666668,0.49672091761873677,4.0,61.0,-1.925766666666668,62.0,-1.681866666666668,63.0,-1.2480666666666682,64.0,-2.438766666666668,,,,,,,,
22,Biofilm__Sw,-2.0047666666666686,0.039880822458921286,2.0,65.0,-2.0329666666666686,66.0,-1.9765666666666686,,,,,,,,,,,,
23,Life Cycle__BT,-1.2651166666666684,0.5825852770195965,2.0,67.0,-0.8531666666666684,68.0,-1.6770666666666685,,,,,,,,,,,,
24,Life Cycle__B36,-1.9599166666666674,0.12678424586674766,2.0,69.0,-1.8702666666666676,70.0,-2.049566666666667,,,,,,,,,,,,
25,Life Cycle__B60,-1.522966666666668,0.4307694510988444,2.0,71.0,-1.8275666666666677,72.0,-1.2183666666666682,,,,,,,,,,,,
26,M9__M9exp,-1.1842378929335002e-15,0.25046158055345163,3.0,73.0,0.28553333333333164,74.0,-0.1029666666666671,75.0,-0.1825666666666681,,,,,,,,,,
27,M9__M9tran,-0.5667666666666674,0.30585148356677994,3.0,76.0,-0.565666666666667,77.0,-0.873166666666668,78.0,-0.2614666666666672,,,,,,,,,,
28,M9__M9stat,-3.153366666666668,0.51759964258102,3.0,79.0,-2.5740666666666687,80.0,-3.315666666666667,81.0,-3.5703666666666685,,,,,,,,,,
29,Supplement__M+G,0.1327333333333319,0.6352982527915526,3.0,82.0,-0.5943666666666676,83.0,0.5805333333333316,84.0,0.4120333333333317,,,,,,,,,,
30,Supplement__Glu,0.7969999999999988,0.0698309625691449,3.0,85.0,0.7357333333333322,86.0,0.873033333333332,87.0,0.7822333333333322,,,,,,,,,,
31,Supplement__Fru,0.7467666666666654,0.47715445437859405,3.0,88.0,0.913433333333332,89.0,1.1182333333333325,90.0,0.20863333333333145,,,,,,,,,,
32,Supplement__Mal,-0.30203333333333465,0.86488309229244,3.0,91.0,-1.2122666666666682,92.0,0.5089333333333315,93.0,-0.2027666666666672,,,,,,,,,,
