,A,NarL,Fnr
oxyR__oxyR_ale19_h2o2__2,-0.1124027703739418,-1.4801573155000003,-0.8039380640000022
oxyR__oxyR_ale20__1,6.463679891194439,-1.0670861065000006,-1.4027556840000024
oxyR__oxyR_ale20__2,7.350506755389549,-0.9915333705,-1.4280679270000007
oxyR__oxyR_ale20_h2o2__1,4.912718242531589,-0.9357440224999998,-1.0986975080000008
oxyR__oxyR_ale20_h2o2__2,5.077939746236016,-0.8875884924999989,-1.127493234000001
svns_pgi__BmePgi24_15__1,0.9427885927420764,-0.3760668074999991,-0.5360552860000016
svns_pgi__BmePgi24_15__2,0.5897549706036788,-0.3804900634999999,-0.5360455760000011
svns_pgi__BmePgi24_26__1,0.3732649087505745,-0.9001993245000001,-0.524884001000002
svns_pgi__BmePgi24_26__2,-0.4094634147043947,-0.7239035174999993,-0.4864099500000005
svns_pgi__BmePgi24_41__1,2.6873186701293807,0.08582189050000011,-0.44696534900000096
svns_pgi__BmePgi24_41__2,-0.3533122635409102,-0.7092105915000007,-0.4670558630000006
svns_pgi__BmePgi24_52__1,2.1810662511337533,-0.6891163764999995,-0.4944578470000014
svns_pgi__BmePgi24_52__2,-0.3939420575270355,-0.7073035484999997,-0.541468839000002
svns_pgi__PaePgi2_34__1,-0.3304408109903312,0.1432086865000004,-0.35587768100000083
svns_pgi__PaePgi2_34__2,-0.722536977008962,0.05695397549999993,-0.3716520780000003
svns_pgi__PaePgi2_63__1,1.4601738168120897,-0.1039783605000002,-0.3306225780000016
svns_pgi__PaePgi2_63__2,0.3517239277672273,-0.2280742484999996,-0.3901852840000011
svns_pgi__PaePgi24_54__1,4.340733300046909,-0.10879174349999944,-0.8311115560000015
svns_pgi__PaePgi24_54__2,4.26816741419648,-0.1511696984999995,-0.8662979580000005
svns_pgi__PaePgi24_90__1,5.11157814721386,-0.3593032334999995,-0.7702927290000012
svns_pgi__PaePgi24_90__2,4.658359418955937,-0.4299964124999995,-0.7893792930000014
abx_media__m9_ctrl__1,3.113404414537055,-1.2446789615,-0.8938289440000009
abx_media__m9_ctrl__2,3.521811903603054,-1.3104621934999994,-0.8991160770000004
abx_media__rpmi_ctrl__1,17.816570847437877,-0.6316149024999991,-1.557518067000002
abx_media__rpmi_ctrl__2,17.921512083886782,-0.3341771624999996,-1.5839219300000007
abx_media__camhb_ctrl__1,5.25948422458519,-2.6131021825,-1.179529736000001
abx_media__camhb_ctrl__2,6.2886247773824735,-2.5333668405000003,-1.261389653000002
abx_media__m9_mero__1,2.3602400000179795,-2.3783633935,-0.9119070650000012
abx_media__m9_mero__2,1.9962797761792288,-1.9206515735,-1.133278434000001
abx_media__rpmi_mero__1,14.940479267690534,-1.4034768095,-1.6535658390000023
abx_media__rpmi_mero__2,14.935169987838364,-1.0727006215,-1.8328940680000023
abx_media__camhb_mero__1,2.5871310559637823,-2.9774129214999996,-1.4644877940000018
abx_media__camhb_mero__2,2.564223886277593,-3.0560450505000003,-1.4166246660000006
abx_media__m9_trisulf__1,1.3686781054417945,-1.8272529995,-0.4676025150000012
abx_media__m9_trisulf__2,1.6410674694184573,-1.6281453684999994,-0.5692284570000012
abx_media__rpmi_trisulf__1,3.6150871942419434,-1.6446397755000002,-0.7884398340000018
abx_media__rpmi_trisulf__2,3.713733121067622,-1.6024175795,-0.7543595560000007
abx_media__camhb_trisulf__1,1.605143083411219,-2.2186303355000003,-0.6868955570000015
abx_media__camhb_trisulf__2,1.1851641638775965,-2.2708530125,-0.7414238250000018
abx_media__m9_cef__1,2.061762775805906,-1.5982843585,-0.6019969600000009
abx_media__m9_cef__2,2.230243003598932,-1.5207189815,-0.8015251920000015
abx_media__rpmi_cef__1,8.08302443787767,-2.0186258885,-0.8307925950000001
abx_media__rpmi_cef__2,6.734391622396549,-1.8782758075,-0.7416807140000009
abx_media__camhb_cef__1,0.8936395020658089,-2.2702762055,-1.0817596130000011
abx_media__camhb_cef__2,0.7344114820919254,-2.4516748774999995,-1.061934583000001
abx_media__m9_cipro__1,0.9545893542047378,-1.3917499184999995,-0.7758492030000017
abx_media__m9_cipro__2,0.7696642078952276,-1.6073914874999993,-0.853964598000001
abx_media__rpmi_cipro__1,13.062281872940243,-1.6759964104999998,-1.0100535220000015
abx_media__rpmi_cipro__2,10.121368674523769,-1.9203096015,-0.9865308030000008
abx_media__camhb_cipro__1,1.1720366465385823,-2.2605209705,-0.6598682350000011
abx_media__camhb_cipro__2,0.393722159097661,-2.1954210295000003,-0.7293645650000009
hot_tale__42c_ale3_30c__1,-0.2007078259675063,-0.6455651495000003,-0.31695025400000176
hot_tale__42c_ale3_30c__2,0.0458732773652841,-0.6768525995000001,-0.3400038020000018
hot_tale__42c_ale3_37c__1,0.6712738308901202,-0.5762783755000003,-0.3753982770000004
hot_tale__42c_ale3_37c__2,0.1963852600933563,-0.6036873374999994,-0.3437324220000004
hot_tale__42c_ale3_44c__1,3.857947450260623,0.3937830455000002,-0.6295553280000004
hot_tale__42c_ale3_44c__2,4.899167941086981,0.4017930665000016,-0.7233255390000011
hot_tale__hot_ale3_mid_30c__1,-0.3246106188968404,-0.5350687824999998,-0.4170887780000019
hot_tale__hot_ale3_mid_30c__2,-0.3741513630750913,-0.4399935324999991,-0.4165719660000011
hot_tale__hot_ale3_mid_37c__1,0.3382912335412501,-0.7768702584999998,-0.3567725280000005
hot_tale__hot_ale3_mid_37c__2,-0.231632753749647,-0.7295481665000008,-0.5292693580000005
hot_tale__hot_ale3_mid_44c__1,6.11048781538294,-1.3677582404999995,-1.1714352350000006
hot_tale__hot_ale3_mid_44c__2,8.303225293447282,-0.6799400215000002,-1.2013848630000012
hot_tale__hot_ale3_30c__1,-0.6685252804685219,-0.7456317544999997,-0.6191741980000014
hot_tale__hot_ale3_30c__2,-0.1500788992967185,-0.6637240274999998,-0.5715778280000006
hot_tale__hot_ale3_37c__1,-0.9726197475094052,-0.8143446074999998,-0.7227219680000019
hot_tale__hot_ale3_37c__2,-1.0794872275575655,-0.7327369644999999,-0.6857150900000004
hot_tale__hot_ale3_44c__1,4.523562089548931,-0.8433266234999994,-1.5972039140000014
hot_tale__hot_ale3_44c__2,0.2409584225299992,-0.7923595355000002,-1.0994406470000015
hot_tale__hot_ale4_30c__1,-0.9167149701230118,-0.7568600765000006,-0.5107969040000011
hot_tale__hot_ale4_30c__2,0.2352202149870423,-0.6745658194999997,-0.4443462910000005
hot_tale__hot_ale4_37c__1,0.5184274209172671,-0.4799404205000002,-0.4454435780000008
hot_tale__hot_ale4_37c__2,0.2105897178807987,-0.4385081024999993,-0.3388817700000004
hot_tale__hot_ale4_44c__1,2.3137902019974144,-0.08856976650000004,-0.3646092800000016
hot_tale__hot_ale4_44c__2,3.6617936106888394,-0.12219313549999987,-0.5246024060000014
hot_tale__hot_ale8_30c__1,-0.8982076201659902,-0.4733550484999984,-0.6861498490000013
hot_tale__hot_ale8_30c__2,-0.8124206432929342,-0.4103529565000006,-0.6402435630000003
hot_tale__hot_ale8_37c__1,0.0651954944140929,-0.30836901249999915,-0.5045901850000014
hot_tale__hot_ale8_37c__2,-0.0215384717001876,-0.3172314654999999,-0.5124674050000007
hot_tale__hot_ale8_44c__1,3.4534210830139886,0.4310402934999997,-0.32521259600000185
hot_tale__hot_ale8_44c__2,3.089811606140968,0.28209759750000085,-0.3328383620000004
hot_tale__hot_ale9_mid_30c__1,0.3675174697666634,-0.33009216849999845,-0.632539361000001
hot_tale__hot_ale9_mid_30c__2,0.7932776723990909,-0.24252976949999994,-0.553225578000001
hot_tale__hot_ale9_30c__1,-0.6455209937560791,-0.8644760724999996,-0.4970335490000011
hot_tale__hot_ale9_30c__2,-0.2160057780517769,-0.7912126084999995,-0.4297348410000019
hot_tale__hot_ale9_mid_37c__1,0.6641030424549702,-0.4892257485,-0.5066094210000003
hot_tale__hot_ale9_mid_37c__2,0.9766512805611698,-0.4169995815000007,-0.4761660850000009
hot_tale__hot_ale9_37c__1,-0.1469980842976188,-0.6802163474999992,-0.5408338400000012
hot_tale__hot_ale9_37c__2,0.2109713852353886,-0.6042122615000007,-0.5423655520000015
hot_tale__hot_ale9_mid_44c__1,1.5001596109600914,-0.2540971174999997,-0.4461392180000008
hot_tale__hot_ale9_mid_44c__2,2.380317117905178,0.10775057849999924,-0.680025241000001
hot_tale__hot_ale9_44c__1,1.4414671795316714,-0.20135758249999916,-0.6060665230000009
hot_tale__hot_ale9_44c__2,1.4214608917557945,-0.21170781949999995,-0.6258130630000007
hot_tale__hot_ale10_30c__1,-0.0648342109195894,-0.8579470845000001,-0.5646101130000005
hot_tale__hot_ale10_30c__2,0.623429905845013,-0.8320020884999995,-0.5686878670000013
hot_tale__hot_ale10_37c__1,-0.2767086075991601,-0.9100796795,-0.6518988060000019
hot_tale__hot_ale10_37c__2,0.0147538299478648,-0.8913156854999995,-0.6178540090000021
hot_tale__hot_ale10_44c__1,3.4480137970083,-0.5701095055000005,-1.0294929110000002
hot_tale__hot_ale10_44c__2,3.03255918687524,-0.5118017244999997,-0.6899675100000007
hot_tale__hot_ale16_30c__1,-0.8813213134695287,-0.6838693684999999,-0.6833289310000019
hot_tale__hot_ale16_30c__2,-0.2075063086752789,-0.5485812645000001,-0.4706665020000021
hot_tale__hot_ale16_37c__1,0.7735500776146841,-1.0055411605,-0.7201027580000012
hot_tale__hot_ale16_37c__2,0.1047180270732819,-0.9989605034999984,-0.7577169790000013
hot_tale__hot_ale16_44c__1,1.3979358031468905,-0.7385856815,-0.6132700370000013
hot_tale__hot_ale16_44c__2,2.159927348873734,-0.4397113315000008,-0.6345339150000004
pdhr_ale__pdhR-13_51__1,6.659456637263343,-0.8010420484999994,-1.4739400540000016
pdhr_ale__pdhR-13_51__2,7.550516010212573,-0.7811465095000001,-1.5672037760000013
pdhr_ale__pdhR-14_46__1,6.536774706323682,-0.3802087294999996,-1.124824807000001
pdhr_ale__pdhR-14_46__2,5.660048808733593,-0.3273251774999997,-1.181267665
pdhr_ale__pdhR-15_51__1,4.379700346184585,-0.9761005144999996,-1.3757046910000008
pdhr_ale__pdhR-15_51__2,4.308932130110488,-0.7803540804999995,-1.3769132070000012
pdhr_ale__pdhR-16_49__1,5.292665356143814,-0.5638357965000003,-1.4417818780000022
pdhr_ale__pdhR-16_49__2,6.50606139099389,-0.5128694395000002,-1.4356569600000009
tcs__del_atoC_LiAcet__1,10.425971877007951,-0.5654890544999995,-1.5293521880000007
tcs__del_atoC_LiAcet__2,11.099079033838498,-0.4132689664999996,-1.4608699120000015
tcs__del_atoC_LiCl__1,10.822242038623514,-0.3804213774999994,-1.573940725
tcs__del_atoC_LiCl__2,11.374562381883752,-0.19101789249999968,-1.5873975410000014
tcs__del_atoC_m9__1,9.763175224001456,-0.4846049565000001,-1.6109603370000016
tcs__del_atoC_m9__2,9.835959526298032,-0.4006434665000001,-1.537168137000002
tcs__del_baeR_etoh__1,3.630887065628654,-1.4537137614999995,-0.7947728310000013
tcs__del_baeR_etoh__2,3.4534453162390544,-1.1451116345,-0.7115958160000009
tcs__del_baeR_lb__1,8.841085874072958,-0.3820145015000005,-1.9598796140000017
tcs__del_baeR_lb__2,8.641193258527727,-0.3027732245000001,-1.9921486990000008
tcs__del_btsR_01xlb__1,1.203353049311334,-1.5646758445,-0.9138769640000016
tcs__del_btsR_01xlb__2,0.6376374218898638,-1.6569003935,-0.8770422170000014
tcs__del_btsR_lb__1,16.32552203852985,0.2682209975000003,-1.810002138000001
tcs__del_btsR_lb__2,16.248688390552807,0.5264552055000005,-1.9117865330000023
tcs__del_btsR_pyruvate__1,1.2441141453439046,-1.4637153035,-0.7551962090000011
tcs__del_btsR_pyruvate__2,1.448122154263491,-1.4390991645,-0.8057040050000008
tcs__del_cpxR_etoh__1,5.659571886165552,-1.1978485065000006,-1.2727007130000008
tcs__del_cpxR_etoh__2,5.460797933367456,-1.067277462499999,-1.2851437090000015
tcs__del_cpxR_lb__1,7.51015031982101,-0.5703100065000006,-1.7675928730000017
tcs__del_cpxR_lb__2,7.441959745092939,-0.2487453894999998,-1.6631403190000018
tcs__del_cusR_CuSO4__1,3.657836332967551,-0.3636793205000002,-1.0926421110000015
tcs__del_cusR_CuSO4__2,4.02162291113829,-0.18071320550000006,-1.0322193899999998
tcs__del_cusR_lb__1,10.575309304898331,-0.4904922565000005,-1.8242592770000008
tcs__del_cusR_lb__2,10.584109166898893,-0.5804042374999998,-1.8247372120000012
tcs__del_kdpE_01-kcl__1,2.091718446159838,-0.4611358805000005,-0.4977526880000021
tcs__del_kdpE_01-kcl__2,2.054025549520877,-0.4103342555000005,-0.4884508090000015
tcs__del_kdpE_115-kcl__1,0.7639729397485989,-0.6257547715000005,-0.6295196410000017
tcs__del_kdpE_115-kcl__2,0.8330951836862575,-0.4813081514999995,-0.5103477260000009
tcs__del_phoB_m9__1,4.491723792578696,-0.5446831014999995,-1.3300138630000014
tcs__del_phoB_m9__2,4.861328721989981,-0.5484098884999984,-1.3406291760000002
tcs__del_phoB_m9p__1,9.515718256468285,-2.4385274455,-2.154292839000002
tcs__del_phoB_m9p__2,9.548780041300148,-2.4518684995,-2.186921256000001
tcs__del_rcsB_etoh__1,-1.8147950997519136,-1.5638156055000003,-0.3636075890000008
tcs__del_rcsB_etoh__2,-3.0674514822656245,-1.6198489715000006,-0.26936122900000115
tcs__del_rcsB_lb__1,3.9792432888099385,-0.4140866384999997,-1.5861596310000008
tcs__del_rcsB_lb__2,3.617698208365377,-0.31566760950000017,-1.5541120410000016
tcs__del_zraR_lb__1,8.938633048502505,-1.1970788515000006,-0.9824707280000008
tcs__del_zraR_lb__2,8.931908301334307,-1.2487042324999995,-0.9951957260000004
tcs__del_zraR_zncl2__1,8.704134702022985,-0.4872285585,-1.3584999920000005
tcs__del_zraR_zncl2__2,8.541768704604756,-0.4377521274999996,-1.3886336390000018
tcs__wt_01-kcl__1,4.8161415751702,-0.11596214849999953,-0.9898353210000009
tcs__wt_01-kcl__2,5.799108662083947,-0.3606601305000003,-1.0465266270000004
tcs__wt_01xlb__1,1.703289770348688,-1.2507584405000003,-0.627626621000001
tcs__wt_01xlb__2,1.9620717364127,-1.3054678684999999,-0.5947041530000003
tcs__wt_115-kcl__1,1.6402285436306898,-0.6241446924999998,-0.6038745640000016
tcs__wt_115-kcl__2,1.3239819113043565,-0.7729185295000001,-0.6195910710000003
tcs__wt_CuSO4__1,-1.0289943688260432,-1.0277409524999994,-0.914868342000002
tcs__wt_CuSO4__2,-0.4600538259057641,-0.8030274405000002,-0.9852227830000012
tcs__wt_etoh__1,6.162725613809969,-0.7731925864999996,-0.4921995730000006
tcs__wt_etoh__2,6.005325652179624,-0.6362122115000002,-0.5109897880000016
tcs__wt_lb__1,5.522384167580215,-0.5131804205000003,-1.3424401160000006
tcs__wt_lb__2,6.05985412867689,-0.4637121334999996,-1.3812576320000003
tcs__wt_LiAcet__1,8.665028580924972,-0.3308512255,-1.6471715220000007
tcs__wt_LiAcet__2,8.441494055805588,-0.5648129184999995,-1.672436319000001
tcs__wt_LiCl__1,7.329859177236755,-0.4023529274999991,-1.5925883790000022
tcs__wt_LiCl__2,7.0332480914935,-0.6673889215000006,-1.6184163230000017
tcs__wt_m9p__1,9.166502897639166,-1.9433092615,-1.822635071
tcs__wt_m9p__2,9.558750587272463,-1.9217833885,-1.7440959740000022
tcs__wt_pyr__1,1.7785877270148058,-1.2674985455000003,-0.5684677490000016
tcs__wt_pyr__2,1.6083655939690311,-1.2846637915000008,-0.5462287930000009
tcs__wt_zncl2__1,8.070087894481345,-0.8197582784999984,-1.0341375050000003
tcs__wt_zncl2__2,8.720472379246184,-0.9198018515000008,-1.0302515140000017
ros_tale__0_0_0pq__1,-0.1999439030202855,-0.7388326664999996,-0.6543361290000007
ros_tale__0_0_0pq__2,0.1505915015939279,-0.6087178795000003,-0.677531934000001
ros_tale__0_0_250pq__1,1.7895687186894462,0.7133759504999997,-0.2756863840000019
ros_tale__0_0_250pq__2,1.7172124391108528,0.7126471465000002,-0.2388917940000006
ros_tale__1_mid_250pq__1,-0.7112699689053327,-0.7243672665000007,-0.4448806110000003
ros_tale__1_mid_250pq__2,-0.2869032008885208,-0.6857966614999995,-0.5664061580000013
ros_tale__1_0_0pq__3,-0.0213729484036463,-0.8161099874999991,-0.7177004590000013
ros_tale__1_0_0pq__4,-0.1872996980852854,-0.8836127894999999,-0.6418674300000013
ros_tale__1_0_250pq__1,0.6825694856582316,-1.1952573895,-0.6791878660000013
ros_tale__1_0_250pq__2,0.96386745313731,-1.0507179024999995,-0.6098498250000013
ros_tale__1_0_750pq__1,0.336554299232314,-2.5402709905000003,-0.36624948600000096
ros_tale__1_0_750pq__2,0.7502099998181342,-1.7915617565000002,-0.16303300300000068
ros_tale__1_1_0pq__1,2.393604469633253,-1.7465379134999999,-0.029437925000001638
ros_tale__1_1_0pq__2,1.4777025290030814,-1.6270249324999997,0.023303833999998247
ros_tale__1_1_250pq__1,1.6330593553822528,-1.8696774365,-0.12311351100000145
ros_tale__1_1_250pq__2,1.7489246301683432,-1.8244539364999997,-0.2588717060000008
ros_tale__1_1_750pq__1,2.5435593919804367,-1.8934433284999999,-0.12083388000000105
ros_tale__1_1_750pq__2,2.489034220165085,-1.7726852084999996,-0.1400300820000009
ros_tale__1_2_0pq__1,1.3194267301332576,-2.2244668655,-0.7469103590000009
ros_tale__1_2_0pq__2,2.997714242805455,-2.3924394714999995,-0.4607050050000012
ros_tale__1_2_250pq__1,4.259941123044586,-2.1940850795,-0.5614698010000012
ros_tale__1_2_250pq__2,5.003991104362401,-1.8264850234999999,-0.6291280470000018
ros_tale__1_2_750pq__1,4.675253804015298,-1.7433209995,-0.5068758120000005
ros_tale__1_2_750pq__2,4.936967088393291,-2.1714816835,-0.4695970820000017
ros_tale__1_3_0pq__1,2.2171035465848727,-1.7995051445000003,-1.7787047730000012
ros_tale__1_3_0pq__2,0.908486059010576,-1.6596569795000002,-1.874588590000001
ros_tale__1_3_250pq__1,1.2242523293944672,-2.1305453955,-0.8703407090000024
ros_tale__1_3_250pq__2,1.160006923957326,-1.6237211205000002,-0.9554763430000008
ros_tale__1_3_250pq__3,0.5150030214816529,-1.571112017499999,-1.0004178030000013
ros_tale__1_3_250pq__4,2.259932462953248,-1.3911057424999995,-0.6838976960000007
ros_tale__1_3_750pq__1,1.1389228903792112,-2.0511425955,-0.9480534160000004
ros_tale__1_3_750pq__2,2.35843605988671,-2.0115204375,-0.9457819960000008
ros_tale__1_4_0pq__1,0.5118660965831721,-0.8314362334999998,-1.9003157510000008
ros_tale__1_4_0pq__2,-0.502794685301562,-0.9146237704999997,-1.9069165040000016
ros_tale__1_4_250pq__1,8.724959676819719,-0.4885653424999994,-1.4960609020000015
ros_tale__1_4_250pq__2,4.776170798990577,-0.7313105465000005,-1.7788410200000015
ros_tale__1_4_750pq__1,0.2551090443484706,-1.2248396305,-1.3624810130000018
ros_tale__1_4_750pq__2,8.317829672343857,-1.248474612499999,-1.310339443000002
ros_tale__1_4_750pq__3,0.2673080412395993,-1.1090555945,-0.6301287150000014
ros_tale__1_4_750pq__4,7.598469229107964,-0.9898636015000006,-0.7915381390000018
ros_tale__2_mid_250pq__1,-0.1448769119886776,0.002900199499999978,-0.674096929000001
ros_tale__2_mid_250pq__2,-0.0679319686089149,-0.2337367724999995,-0.7700295950000005
ros_tale__2_0_0pq__1,0.9682078855460948,-1.7621037475000003,-1.0332000470000011
ros_tale__2_0_0pq__2,1.426999620596307,-1.6079884074999995,-1.2030837790000015
ros_tale__2_0_250pq__1,0.59946205075909,-0.8817618314999995,-0.8948849500000016
ros_tale__2_0_250pq__2,0.3085299683585812,-1.0448200934999994,-0.9689770120000016
ros_tale__2_0_750pq__1,-0.3922802651933428,-1.2761237974999995,-0.641609003000001
ros_tale__2_0_750pq__2,-0.1453483524009121,-1.2702009665,-0.5827253830000014
ros_tale__2_1_0pq__1,0.9704441885687493,-2.2131058125000003,-0.004000038000000927
ros_tale__2_1_0pq__2,3.671251590206445,-2.1104281645,-0.2982868750000005
ros_tale__2_1_250pq__1,6.333271539225342,-1.5516010224999992,-0.3908430820000017
ros_tale__2_1_250pq__2,6.010100087497538,-1.6620210774999995,-0.35773280200000107
ros_tale__2_1_750pq__1,7.482477847764336,-1.6107359365000002,-0.11330932800000147
ros_tale__2_1_750pq__2,6.866646107749981,-1.8849882575,-0.34476941800000205
ros_tale__2_1_750pq__3,8.336077199988926,-2.1288456344999998,-0.2464773900000008
ros_tale__2_2_0pq__1,3.1821317669780065,-2.4249442675,-0.8299582590000014
ros_tale__2_2_0pq__2,9.492837201968054,-1.6811806305,-0.8454112730000016
ros_tale__2_2_250pq__1,3.3252121330938444,-2.4917287644999995,-0.6476073540000016
ros_tale__2_2_250pq__2,10.996917699861116,-2.3300522655,-0.6126834980000009
ros_tale__2_2_750pq__1,9.294448060929426,-1.8987000375000005,-0.6184409880000015
ros_tale__2_2_750pq__2,5.715027775495946,-1.5359188825,-0.6966102150000015
ros_tale__2_3_0pq__1,15.13411798338849,-1.8181148945,-0.24007157800000198
ros_tale__2_3_0pq__2,11.8673495199698,-2.0019324365,-0.5949751230000011
ros_tale__2_3_250pq__1,10.783344243800618,-2.3994855025,-0.5962753010000004
ros_tale__2_3_250pq__2,12.566455216972267,-3.0048782075,-0.16395242800000176
ros_tale__2_3_750pq__1,12.695590225456169,-2.1174233595,-0.10994565100000032
ros_tale__2_3_750pq__2,10.698149397698929,-2.5786150995000003,-0.3576800360000014
ros_tale__3_0_0pq__1,1.4573735380881154,-2.0453695115,-0.021811511000001005
ros_tale__3_0_0pq__2,1.8711628441723545,-2.2734699155,0.1209169449999994
ros_tale__3_0_250pq__1,7.289229767262415,-1.5536719334999995,0.583430697999999
ros_tale__3_0_250pq__2,4.9789359565722044,-1.5475424205,0.6844449279999996
ros_tale__3_0_750pq__1,2.6301619731851025,-0.7174491485000001,2.044364117999999
ros_tale__3_0_750pq__2,2.417288310671656,-0.9698444615,2.0072407479999987
ros_tale__3_1_0pq__1,1.3094212616617495,-2.1821245595,0.8087902079999996
ros_tale__3_1_0pq__2,5.512803720828697,-1.8952417805,-0.15626136300000049
ros_tale__3_1_250pq__1,7.113203885339841,-2.3755801425,0.05210373499999932
ros_tale__3_1_250pq__2,9.968794042310032,-2.0647630664999994,-0.1814581300000011
ros_tale__3_1_750pq__1,2.1276568502530777,-2.5820372785,0.8123256179999991
ros_tale__3_1_750pq__2,7.288397699857869,-2.2520674645,0.1798249719999987
ros_tale__3_2_0pq__1,0.8824401980343298,-0.8554140595000002,0.5296092979999987
ros_tale__3_2_0pq__2,0.7149539558799144,-1.0307259295,0.4875684279999994
ros_tale__3_2_0pq__3,0.3335001187707649,-1.0543742515000003,0.3922573579999984
ros_tale__3_2_0pq__4,0.0399411050286451,-0.9881753884999984,0.3502411479999985
ros_tale__3_2_250pq__1,2.552581746931082,-2.0783476535,0.9029290279999992
ros_tale__3_2_250pq__2,7.758622480927774,-2.0746081034999992,0.6096105479999991
ros_tale__3_2_750pq__1,6.907189711107581,-2.1275063915,0.6418914279999992
ros_tale__3_2_750pq__2,7.83618026111573,-2.3579970185,0.6362542679999983
ros_tale__3_3_0pq__1,3.267948717047485,-1.8370052495,-0.06992816900000065
ros_tale__3_3_0pq__2,3.654113041650334,-1.7173618164999995,-0.35693888800000195
ros_tale__3_3_0pq__3,3.293005815915899,-1.7870395075000003,-0.20300362200000066
ros_tale__3_3_0pq__4,3.810628768944014,-1.6567116115000005,-0.5671932900000005
ros_tale__3_3_250pq__1,1.5352784178124037,-2.4111822805000003,0.17681958499999872
ros_tale__3_3_250pq__2,1.5395980241352432,-2.2699596575000003,-0.014051734000000593
ros_tale__3_3_750pq__1,2.105568386020747,-2.3179693285,0.16454690599999822
ros_tale__3_3_750pq__2,2.4938536531278834,-2.0950462524999995,0.049420889999998614
ros_tale__3_4_0pq__1,1.6699946392923544,-2.3321637484999997,1.140941987999998
ros_tale__3_4_0pq__2,0.6854764486018422,-2.4009682345,1.045733607999999
ros_tale__3_4_250pq__1,0.9753237530497368,-2.9070275735,1.6871186179999995
ros_tale__3_4_250pq__2,0.8440672708456878,-2.7011237664999994,1.9246012179999996
ros_tale__3_4_750pq__1,1.582390984336878,-2.5270212165,1.2535135879999988
ros_tale__3_4_750pq__2,0.9627122737930384,-2.6169661445,1.4200948579999988
pcoli__atASMT_325G__1,1.321765193239845,-0.5945350324999996,-0.4602264240000018
pcoli__atASMT_325G__2,1.1463166027871998,-0.6742076345000001,-0.4407618760000016
pcoli__bpTDC__1,1.5569098520927462,-0.42577327849999946,-0.3905470610000013
pcoli__bpTDC__2,1.0581824482765556,-0.6019739854999999,-0.33950688700000065
pcoli__BRCA__1,1.5035989721143597,-0.8740727555000003,-0.43615873400000105
pcoli__BRCA__2,1.5930331672379616,-1.0234973265000002,-0.4686541300000009
pcoli__BRCActrl__1,3.745597546142164,-0.5740491795000002,-0.4039888910000009
pcoli__BRCActrl__2,3.2925554427996317,-0.5252165024999993,-0.4444890530000016
pcoli__BRCAswap__1,2.3340544775662626,-0.3716597765000005,-0.5007945340000006
pcoli__BRCAswap__2,2.1126824536661384,-0.2293440545000003,-0.5053284840000014
pcoli__btAANAT__1,1.074445194479639,-0.4059400894999996,-0.4664706570000003
pcoli__btAANAT__2,1.18841130117023,-0.31513347349999954,-0.3767592230000005
pcoli__btASMT__1,1.6480821459351958,-0.1439362854999997,-0.5001192040000007
pcoli__btASMT__2,1.5368128804704406,-0.0009237544999995961,-0.4153459760000011
pcoli__CC1__1,2.157730688108796,-0.043982127499999635,-0.5118250530000008
pcoli__CC1__2,2.3726230829912947,0.09599383349999968,-0.3148570140000011
pcoli__ccCOMT__1,1.1478328182264854,-0.5080616015000006,-0.4821603170000017
pcoli__ccCOMT__2,1.898481776389912,-0.4949952145000003,-0.4097629730000012
pcoli__ckDDC__1,1.474629561778272,-0.19097546550000025,-0.6301229880000019
pcoli__ckDDC__2,1.304499952219686,-0.061367065499999825,-0.6381489420000008
pcoli__CNTF_belt__1,1.2952121344886025,-0.20005541249999936,-0.2983868250000015
pcoli__CNTF_belt__2,1.4256816151244058,0.08148287250000052,-0.3800616630000011
pcoli__cobPNMT__1,1.426462652331166,-0.4023656715000001,-0.4008976880000006
pcoli__cobPNMT__2,1.8252266835417112,-0.5218830954999998,-0.4210134200000013
pcoli__cvPhhB__1,0.7257553340505358,-0.44880965449999977,-0.5254932990000007
pcoli__cvPhhB__2,1.6882063000917336,-0.4797649874999994,-0.7439974980000006
pcoli__ggAANAT__1,1.7455814701293588,-0.4959027615,-0.4627207230000003
pcoli__ggAANAT__2,1.6681293554023626,-0.5030244974999993,-0.4205303770000004
pcoli__ggTPH__1,1.6836868631044135,-0.6399381774999995,-0.4549850710000012
pcoli__ggTPH__2,1.4922228443877483,-0.8038166894999996,-0.4975143120000016
pcoli__hsAANAT__1,2.022058245741619,0.17672431550000045,0.02233214599999833
pcoli__hsAANAT__2,2.698839109096507,0.17797426849999987,-0.17518171200000054
pcoli__hsASMT__1,1.7476146497494571,-0.4642016965,-0.4829606560000013
pcoli__hsASMT__2,1.3658971936179278,-0.5092591385,-0.4025945610000008
pcoli__hsPNMT_mb__1,1.3938787385537346,-0.4800181165000002,-0.3763032000000006
pcoli__hsPNMT_mb__2,1.4133886353717848,-0.4852757215000008,-0.4244936110000008
pcoli__hsTPH__1,1.2919611628941865,-1.096724342499999,-0.4364301220000009
pcoli__hsTPH__2,1.1972941883370611,-0.9809825245,-0.5736641880000004
pcoli__hsTPH_E2K__1,1.2824537578554605,-0.3183766274999993,-0.1253592690000005
pcoli__hsTPH_E2K__2,1.0355970831735457,-0.3063947874999995,-0.08738553500000101
