,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,18.115194175566668,7.327676385208123,3.0,0.0,9.6539418063,1.0,22.3615513494,2.0,22.330089371,,,,,,,,,,
1,LB__LBtran,6.746929264166667,2.458172062052762,3.0,3.0,5.1036294112,4.0,5.564262828,5.0,9.5728955533,,,,,,,,,,
2,LB__LBstat,13.6487822835,1.4025198187168297,3.0,6.0,14.3357675132,7.0,14.5753685294,8.0,12.0352108079,,,,,,,,,,
3,LB__LBGexp,14.6605744496,6.575100398828424,3.0,9.0,15.5596300917,10.0,7.6822091004,11.0,20.7398841567,,,,,,,,,,
4,LB__LBGtran,10.8454823563,3.873520521616104,2.0,12.0,13.5844749842,13.0,8.1064897284,,,,,,,,,,,,
5,LB__LBGstat,11.188459943633333,4.303649417067266,3.0,14.0,15.630530816,15.0,10.8967775282,16.0,7.0380714867,,,,,,,,,,
6,Life Cycle__S0,19.110531411466667,2.111232281194892,3.0,17.0,16.6955061035,18.0,20.0298751626,19.0,20.6062129683,,,,,,,,,,
7,Life Cycle__S1,-1.4671667418,0.5065429784139298,3.0,20.0,-1.7769932671,21.0,-1.7418945295000001,22.0,-0.8826124288,,,,,,,,,,
8,Life Cycle__S2,8.2353956066,4.3096843012163175,3.0,23.0,3.3008547161,24.0,10.1448951077,25.0,11.260436996,,,,,,,,,,
9,Life Cycle__S3,1.1563782631,4.5341718573536935,2.0,26.0,-2.0497654043,27.0,4.3625219305,,,,,,,,,,,,
10,Life Cycle__S4,2.5510914929333333,3.548243783825742,3.0,28.0,-1.5459612023,29.0,4.6251787251,30.0,4.574056956,,,,,,,,,,
11,Life Cycle__S5,-2.426033771366667,0.7271457792159299,3.0,31.0,-3.0002424629,32.0,-2.6694520624,33.0,-1.6084067888,,,,,,,,,,
12,Life Cycle__S6,1.5286582511875,2.2005146752677205,8.0,34.0,-0.8376097035000001,35.0,4.144921767,36.0,2.0364918249,37.0,1.6904501416,38.0,5.1682593039,39.0,0.7724125159,40.0,-0.1301310182,41.0,-0.6155288221
13,Life Cycle__S7,3.0670331054333335,0.2347246854417876,3.0,42.0,2.8009765968,43.0,3.1552715326,44.0,3.2448511869,,,,,,,,,,
14,Life Cycle__S8,4.7797317127,1.083227570119889,2.0,45.0,4.0137741523,46.0,5.5456892731,,,,,,,,,,,,
15,Life Cycle__G135,3.1191022667499997,0.5061465997390564,2.0,47.0,3.4770019597,48.0,2.7612025738,,,,,,,,,,,,
16,Life Cycle__G150,1.0427022318999999,0.9666854519500144,3.0,49.0,1.2308540622,50.0,1.9014798887,51.0,-0.0042272552,,,,,,,,,,
17,Life Cycle__G180,1.9071430756666665,0.18914470959977336,3.0,52.0,1.7303021882,53.0,2.1065644048,54.0,1.884562634,,,,,,,,,,
18,Stress Time Course__C30,2.0953157495,0.04606497203342022,2.0,55.0,2.1278886036,56.0,2.0627428954,,,,,,,,,,,,
19,Stress Time Course__C90,-1.01068823885,1.1935006327246003,2.0,57.0,-0.1667558481,58.0,-1.8546206296,,,,,,,,,,,,
20,Biofilm__BI,12.1673073364,0.8923083286533238,2.0,59.0,11.5363500663,60.0,12.7982646065,,,,,,,,,,,,
21,Biofilm__BC,0.1879044832750001,1.6649183268881682,4.0,61.0,-2.19429961,62.0,1.1019236771,63.0,1.5252167219000001,64.0,0.3187771441,,,,,,,,
22,Biofilm__Sw,4.5425889301,0.8771102761301016,2.0,65.0,3.922378306,66.0,5.1627995542,,,,,,,,,,,,
23,Life Cycle__BT,10.633108507700001,0.6552715583104568,2.0,67.0,10.1697615453,68.0,11.0964554701,,,,,,,,,,,,
24,Life Cycle__B36,5.69727382695,0.6772505899977507,2.0,69.0,6.1761623117,70.0,5.2183853422,,,,,,,,,,,,
25,Life Cycle__B60,3.47046030885,0.5819024536287788,2.0,71.0,3.8819274798,72.0,3.0589931379,,,,,,,,,,,,
26,M9__M9exp,3.333335459506278e-11,0.573560706936809,3.0,73.0,-0.6532089778,74.0,0.2319450573,75.0,0.4212639206,,,,,,,,,,
27,M9__M9tran,0.3103172625333334,2.326415109684871,3.0,76.0,0.7479127248,77.0,2.3868604475,78.0,-2.2038213847,,,,,,,,,,
28,M9__M9stat,2.4095013213333334,0.5259969584840652,3.0,79.0,1.8021869275,80.0,2.720209803,81.0,2.7061072335,,,,,,,,,,
29,Supplement__M+G,13.7164831993,7.521111291028039,3.0,82.0,18.0809459764,83.0,5.031889659,84.0,18.0366139625,,,,,,,,,,
30,Supplement__Glu,0.11295225869999999,0.9560209096581889,3.0,85.0,0.8496540565,86.0,0.45659070350000003,87.0,-0.9673879839,,,,,,,,,,
31,Supplement__Fru,5.750436411133333,8.307102953939502,3.0,88.0,14.6800016088,89.0,-1.7483383635,90.0,4.3196459881,,,,,,,,,,
32,Supplement__Mal,14.088248826133333,10.59053252306328,3.0,91.0,20.0381246062,92.0,1.8608186895,93.0,20.3658031827,,,,,,,,,,
33,Supplement__G+S,-1.04250937975,0.0774439811736906,2.0,94.0,-1.097270544,95.0,-0.9877482155,,,,,,,,,,,,
34,Supplement__Pyr,0.09109336223333338,1.1330154251917925,3.0,96.0,0.5873436906,97.0,-1.20537605,98.0,0.8913124461,,,,,,,,,,
35,Supplement__Gly,15.730714591233331,0.3866784534511789,3.0,99.0,16.1551561165,100.0,15.6385241168,101.0,15.3984635404,,,,,,,,,,
36,Supplement__Glucon,2.0667424981333333,1.74635342339087,3.0,102.0,1.7465521604,103.0,0.5026396244,104.0,3.9510357096,,,,,,,,,,
37,Stressors__aero,12.131695096433333,11.112136345086784,3.0,105.0,-0.35068089210000003,106.0,15.7995017718,107.0,20.9462644096,,,,,,,,,,
38,Stressors__nit,13.116095799666667,1.1207874664885589,3.0,108.0,11.8512056781,109.0,13.9856152798,110.0,13.5114664411,,,,,,,,,,
39,Stressors__ferm,19.596825338766667,1.4778357706964618,3.0,111.0,20.1726211283,112.0,20.7000934915,113.0,17.9177613965,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-2.9400535544,,1.0,114.0,-2.9400535544,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-2.6278943555,,1.0,115.0,-2.6278943555,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-2.8939761948,,1.0,116.0,-2.8939761948,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-1.428975627,,1.0,117.0,-1.428975627,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-0.8777932398,,1.0,118.0,-0.8777932398,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-0.49511069630000004,,1.0,119.0,-0.49511069630000004,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-0.0851716036,,1.0,120.0,-0.0851716036,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-0.07878411910000001,,1.0,121.0,-0.07878411910000001,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,2.2938563218,,1.0,122.0,2.2938563218,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,0.0087978732,,1.0,123.0,0.0087978732,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,0.3418648178,,1.0,124.0,0.3418648178,,,,,,,,,,,,,,
