,A,Rex
R2,,0.009505410053953223
xmin,,-2.2155666666666676
xmid,,0.2514272902111015
xmax,,3.1343333333333323
ystart,,3.9300253120837714
yend,,8.112666849146521
LBexp_1,9.6539418063,1.3865333333333325
LBexp_2,22.3615513494,1.172133333333333
LBexp_3,22.330089371,0.841033333333332
LBtran_1,5.1036294112,1.8004333333333324
LBtran_2,5.564262828,1.3712333333333326
LBtran_3,9.5728955533,1.1643333333333317
LBstat_1,14.3357675132,1.4288333333333316
LBstat_2,14.5753685294,0.937033333333332
LBstat_3,12.0352108079,0.6785333333333323
LBGexp_1,15.5596300917,0.8050333333333324
LBGexp_2,7.6822091004,0.626833333333332
LBGexp_3,20.7398841567,0.9597333333333324
LBGtran_2,13.5844749842,0.10983333333333256
LBGtran_3,8.1064897284,0.5819333333333319
LBGstat_1,15.630530816,-0.45486666666666764
LBGstat_2,10.8967775282,-0.869766666666667
LBGstat_3,7.0380714867,-0.47826666666666817
S0_1,16.6955061035,0.4004333333333321
S0_2,20.0298751626,0.185533333333332
S0_3,20.6062129683,0.270133333333332
S1_1,-1.7769932671,1.076533333333332
S1_2,-1.7418945295000001,1.1948333333333316
S1_3,-0.8826124288,1.156133333333333
S2_1,3.3008547161,0.624533333333332
S2_2,10.1448951077,0.4733333333333327
S2_3,11.260436996,0.411133333333332
S3_1,-2.0497654043,1.0604333333333322
S3_2,4.3625219305,0.9316333333333322
S4_1,-1.5459612023,1.3374333333333315
S4_2,4.6251787251,1.0454333333333317
S4_3,4.574056956,0.47623333333333306
S5_1,-3.0002424629,1.028133333333333
S5_2,-2.6694520624,1.1990333333333325
S5_3,-1.6084067888,1.4415333333333322
S6_1,-0.8376097035000001,0.4521333333333324
S6_2,4.144921767,-1.6054666666666684
S6_3,2.0364918249,0.5219333333333331
S6/t_1,1.6904501416,0.05273333333333241
S6/t_2,5.1682593039,-2.2155666666666676
S6_4,0.7724125159,-0.28476666666666794
S6_5,-0.1301310182,0.2515333333333327
S6_6,-0.6155288221,0.520133333333332
S7_4,2.8009765968,0.08383333333333276
S7_5,3.1552715326,-0.16116666666666823
S7_6,3.2448511869,0.18933333333333202
S8_4,4.0137741523,-0.3612666666666673
S8_5,5.5456892731,-1.1192666666666682
G135_1,3.4770019597,1.0225333333333317
G135_3,2.7612025738,-0.716566666666667
G150_1,1.2308540622,0.9480333333333331
G150_2,1.9014798887,0.9834333333333323
G150_3,-0.0042272552,1.3488333333333316
G180_1,1.7303021882,0.5747333333333327
G180_2,2.1065644048,1.0202333333333318
G180_3,1.884562634,-0.16106666666666847
C30_1,2.1278886036,-0.739766666666668
C30_2,2.0627428954,-0.4535666666666671
C90_1,-0.1667558481,-0.09486666666666821
C90_2,-1.8546206296,0.3196333333333321
BI_1,11.5363500663,0.6515333333333331
BI_2,12.7982646065,0.6193333333333317
BC_2,-2.19429961,1.5260333333333325
BC/t_1,1.1019236771,0.8030333333333317
BC/t_2,1.5252167219000001,1.1275333333333322
BC_1,0.3187771441,0.6705333333333314
Sw_1,3.922378306,0.816633333333332
Sw_2,5.1627995542,1.304733333333333
BT_1,10.1697615453,-0.17486666666666828
BT_2,11.0964554701,-0.4483666666666686
B36_1,6.1761623117,0.1943333333333328
B36_2,5.2183853422,-0.0749666666666684
B60_1,3.8819274798,1.2059333333333324
B60_2,3.0589931379,1.337233333333332
M9exp_1,-0.6532089778,0.3445333333333327
M9exp_2,0.2319450573,-0.06796666666666695
M9exp_3,0.4212639206,-0.2765666666666675
M9tran_1,0.7479127248,0.22313333333333318
M9tran_2,2.3868604475,-0.01006666666666689
M9tran_3,-2.2038213847,0.309333333333333
M9stat_1,1.8021869275,-0.5750666666666682
M9stat_2,2.720209803,-0.6591666666666676
M9stat_3,2.7061072335,-0.7819666666666674
M+G_1,18.0809459764,-0.4125666666666685
M+G_2,5.031889659,0.08283333333333154
M+G_3,18.0366139625,0.01003333333333245
Glu_1,0.8496540565,0.5889333333333315
Glu_2,0.45659070350000003,0.5470333333333315
Glu_3,-0.9673879839,0.5663333333333327
Fru_1,14.6800016088,0.8403333333333318
Fru_2,-1.7483383635,1.1071333333333317
Fru_3,4.3196459881,0.23313333333333297
Mal_1,20.0381246062,-0.04116666666666724
Mal_2,1.8608186895,0.19453333333333234
Mal_3,20.3658031827,0.7077333333333318
G+S_2,-1.097270544,0.45193333333333285
G+S_3,-0.9877482155,0.6848333333333319
Pyr_1,0.5873436906,0.034833333333331495
Pyr_2,-1.20537605,0.5443333333333324
Pyr_3,0.8913124461,-0.008566666666666833
Gly_1,16.1551561165,-0.9367666666666672
Gly_2,15.6385241168,0.03513333333333257
Gly_3,15.3984635404,-1.193666666666667
Glucon_1,1.7465521604,-0.15166666666666728
Glucon_2,0.5026396244,0.18283333333333296
Glucon_3,3.9510357096,-0.6828666666666674
aero_1,-0.35068089210000003,0.9633333333333329
aero_2,15.7995017718,-0.3482666666666674
aero_3,20.9462644096,0.8129333333333317
nit_1,11.8512056781,0.6755333333333322
nit_2,13.9856152798,1.0217333333333318
nit_3,13.5114664411,0.6244333333333323
ferm_1,20.1726211283,0.5108333333333324
ferm_2,20.7000934915,0.3682333333333325
ferm_3,17.9177613965,0.7818333333333314
T-5.40H_1,-2.9400535544,0.3475333333333328
T-4.40H_1,-2.6278943555,0.22183333333333266
T-3.40H_1,-2.8939761948,0.37973333333333237
T-2.40H_1,-1.428975627,0.29793333333333294
T-1.40H_1,-0.8777932398,0.40603333333333147
T-1.10H_1,-0.49511069630000004,0.8256333333333323
T-0.40H_1,-0.0851716036,0.33113333333333195
T0.0H_1,-0.07878411910000001,0.7230333333333316
T0.30H_1,2.2938563218,0.3857333333333326
T1.0H_1,0.0087978732,0.2723333333333322
T1.30H_1,0.3418648178,0.016933333333332357
T2.0H_1,1.7056961825,-0.06356666666666833
T2.30H_1,-1.1165917475,0.6490333333333318
T3.0H_1,-1.6236956161,0.2587333333333319
T3.30H_1,-1.6365082908000002,0.45663333333333256
T4.0H_1,-1.5670759857,0.5321333333333325
T5.0H_1,-0.0667109766,-0.09846666666666692
HPh_1,6.1804835901,0.19773333333333198
HPh_2,6.950932107,-0.26766666666666694
HPh_3,6.7099681033,-0.6390666666666682
LPh_1,5.5637900044,0.06603333333333161
LPh_2,6.9007609804,0.6060333333333325
LPh_3,7.277155919,0.23023333333333262
LPhT_1,5.6939909382,0.2394333333333325
LPhT_2,7.549418591,0.5332333333333317
LPhT_3,7.4364156828,0.9208333333333325
SMMPr_1,-0.8915699054,0.23983333333333157
SMMPr_2,7.3536435978,0.24623333333333264
SMMPr_3,9.2750514013,0.5497333333333323
HiTm_1,16.1666383427,-0.2102666666666675
HiTm_2,14.8687080996,0.4969333333333328
HiTm_3,7.3422890155000005,0.14203333333333212
LoTm_1,-1.5495589332000002,0.7345333333333315
LoTm_2,-1.2493132072,0.1943333333333328
LoTm_3,-1.2908451178,0.2969333333333317
HiOs_1,-0.0310624549,0.11283333333333267
HiOs_2,0.6611596931,-0.11226666666666851
