,A,FadR
cstr_pfr__str_1500m__1,0.42973687250000003,0.0939083676
cstr_pfr__str_1560m__1,-0.0903682947,0.1752742564
cstr_pfr__str_1680m__1,-0.1099869606,0.0481981739
cstr_pfr__str_ref1__1,0.0745187098,0.0028873215
cstr_pfr__str_ref2__1,0.045024135900000005,-0.026485286
cstr_pfr__str_ref3__1,0.11034361720000001,-0.00039893000000000003
cstr_pfr__pfr_P5_0005m__1,1.4543268051,-0.2674684378
cstr_pfr__pfr_P5_0010m__1,1.9913818038,-0.5072825057
cstr_pfr__pfr_P5_0025m__1,1.0911652265,-0.3964488855
cstr_pfr__pfr_P3_0025m__1,0.3210104568,-0.0754085723
cstr_pfr__pfr_P1_0025m__1,0.0671345805,0.1233752199
cstr_pfr__pfr_P5_0045m__1,0.3668415208,-0.24725426800000003
cstr_pfr__pfr_P5_0120m__1,0.76173004,-0.43454902700000003
cstr_pfr__pfr_P3_0120m__1,-0.3207963124,-0.2464495529
cstr_pfr__pfr_P1_0120m__1,-0.8919273429000001,0.059614837000000004
cstr_pfr__pfr_P5_0210m__1,1.0972718075,-0.3037235129
cstr_pfr__pfr_P5_1500m__1,0.8942704987000001,-0.3566496809
cstr_pfr__pfr_P3_1680m__1,0.3001636844,-0.10621576440000001
cstr_pfr__pfr_P5_1680m__1,1.1567635523,-0.4612402282
cstr_pfr__pfr_P1_1680m__1,-0.0067794636000000005,0.0686058519
cstr_pfr__str_0005m__2,0.5948964466000001,0.1231564544
cstr_pfr__str_0010m__2,0.7568383666,0.20637151720000002
cstr_pfr__str_0025m__2,-0.5776640035,0.2090288303
cstr_pfr__str_0045m__2,-1.0290551514,0.1240461184
cstr_pfr__str_0075m__2,-0.6104218302000001,0.11468011060000001
cstr_pfr__str_0120m__2,-0.9325935071,0.13993268320000002
cstr_pfr__str_0210m__2,-0.7395956633,0.2623036668
cstr_pfr__str_0330m__2,-0.5766728997,0.19554258870000002
cstr_pfr__str_1500m__2,-0.4526745722,0.1641345988
cstr_pfr__str_1560m__2,0.10754731640000001,0.051494714500000004
cstr_pfr__str_1680m__2,0.12767945390000002,0.1711567404
cstr_pfr__str_ref1__2,-0.0745187098,-0.0028873215
cstr_pfr__str_ref2__2,-0.4713196469,-0.0412920515
cstr_pfr__str_ref3__2,-0.1607016534,-0.053478663600000004
cstr_pfr__pfr_P5_0005m__2,1.8779650225000002,-0.3896963899
cstr_pfr__pfr_P5_0010m__2,1.2737467093000001,-0.3145126942
cstr_pfr__pfr_P5_0025m__2,-0.09075451150000001,-0.12039620100000001
cstr_pfr__pfr_P3_0025m__2,0.0082295182,-0.061462110300000004
cstr_pfr__pfr_P1_0025m__2,-0.4086928575,0.19729079300000002
cstr_pfr__pfr_P5_0045m__2,-0.1649397399,-0.1402408669
cstr_pfr__pfr_P5_0120m__2,-0.2786793506,-0.1278923384
cstr_pfr__pfr_P3_0120m__2,-0.8261804487000001,-0.0079257018
cstr_pfr__pfr_P1_0120m__2,-0.6149153485000001,0.09952685260000001
cstr_pfr__pfr_P5_0210m__2,-0.8344932903000001,0.1034104036
cstr_pfr__pfr_P5_1500m__2,1.1814546383,-0.2432755051
cstr_pfr__pfr_P3_1680m__2,1.0031225209,-0.4387796847
cstr_pfr__pfr_P5_1680m__2,0.4809883736,-0.1144374112
cstr_pfr__pfr_P1_1680m__2,-0.0177277964,0.0850459043
darobactin__daro_30m__1,2.1499928255,1.0253139839
darobactin__daro_30m__2,0.9732823813,0.6574441856000001
darobactin__solv_1h__1,9.0078005454,0.31878491870000003
darobactin__solv_1h__2,7.4071343129,0.6200174735
darobactin__daro_1h__1,7.8072529948,0.5039629001
darobactin__solv_1h__3,9.2387840893,0.5511764007000001
darobactin__daro_1h__2,9.7011513679,0.6348123622
darobactin__daro_1h__3,9.3957776958,0.31685211620000003
darobactin__daro_30m__3,3.890291867,0.6642351733
darobactin__solv_30m__1,2.4952399525,0.44305099200000003
darobactin__solv_15m__1,0.0454467008,0.0777285675
darobactin__solv_15m__2,-0.2644005735,-0.0449014149
darobactin__daro_15m__1,1.1387535218,-0.029692396000000003
darobactin__solv_15m__3,0.2189538727,-0.0328271526
darobactin__daro_15m__2,0.4808709423,0.1492339576
darobactin__daro_15m__3,0.5352031270000001,0.7743848295
darobactin__solv_30m__2,1.3741866267,0.11203527590000001
darobactin__solv_30m__3,3.5438068358,-0.2895634627
ddp__pNT3_aroP__1,-7.8086773277,1.2577067098999999
ddp__pNT3_aroP__2,-8.560867495,1.6224168122
ddp__pNT3_bamC__1,-19.4259445325,0.6015181961
ddp__pNT3_bamC__2,-17.9667769501,0.7102049023
ddp__pNT3_cusA__1,-20.522048697,0.8801647424
ddp__pNT3_cusA__2,-20.2571806885,1.1332900665
ddp__pNT3_hemX__1,-4.1335580306,1.3329050249
ddp__pNT3_hemX__2,-4.9182714627,1.4157854753
ddp__pNT3_empty__1,-0.12469401890000001,-0.2328714987
ddp__pNT3_empty__2,0.12469401890000001,0.2328714987
ddp__pNT3_topA__1,-13.8641547114,0.9414866983
ddp__pNT3_topA__2,-13.9852101906,1.2768352678000001
ddp__pNT3_yicR__1,-3.587225842,1.3884745278000001
ddp__pNT3_yicR__2,-4.7567034531,1.4762582235
ddp__pNT3_yqjD__1,-4.5459093545,0.2066972012
ddp__pNT3_yqjD__2,-5.4423431405,0.6147013044
ecomics__del_gabT__1,0.2217563797,-0.2014999609
ecomics__del_gabT__2,-0.2217563797,0.2014999609
ecomics__del_putP__1,2.1398846386,-0.4926718881
ecomics__del_putP__2,-0.633727877,0.2625433848
ecomics__del_entF__1,-0.3080398769,0.7490874728
ecomics__del_entF__2,-0.6619620598,0.5091266632
ecomics__del_entF__3,-0.1476382604,0.0279121332
ecomics__del_cysA__1,0.1679918329,0.4300224683
ecomics__del_cysA__2,0.8652877559000001,0.10188531420000001
elyC__wt_21C__1,-0.21210737500000001,0.6776219679000001
elyC__wt_21C__2,-0.203474916,0.663705414
elyC__wt_21C__3,-0.2430561615,0.7735969063
elyC__wt_37C__1,0.4097682581,-0.06318378870000001
elyC__wt_37C__2,-0.6036451127,0.011549734300000001
elyC__wt_37C__3,0.19387685470000002,0.051634054400000004
elyC__delelyC_21C__1,-0.7096821745,0.7722980081
elyC__delelyC_21C__2,-0.7196233117,0.47515650070000004
elyC__delelyC_21C__3,-0.6343206661,0.6685908123000001
elyC__delelyC_37C__1,-0.0720351983,-0.044304800500000005
elyC__delelyC_37C__2,0.4132738004,0.0721435782
elyC__delelyC_37C__3,0.46089118830000003,-0.0297728365
evo_acid_w__F9_2__1,3.2934066223,-0.0206908661
evo_acid_w__F11_1__1,-1.8863769910000001,0.5650101287
evo_acid_w__F11_1__2,-1.8163178579,0.5803166321000001
evo_acid_w__F11_1__3,-1.4436327023,0.6599489224
evo_acid_w__wt__1,2.3190633851999998,0.1858636242
evo_acid_w__F11_2__1,2.0983330659,0.3102191138
evo_acid_w__B11_2__1,-0.3752318824,1.035030228
evo_acid_w__F11_2__2,-2.0727249441,0.4958105699
evo_acid_w__wt__2,-0.5508536651,0.052645585
evo_acid_w__B11_1__1,-2.4733935981,1.5638578334000002
evo_acid_w__H9_1__1,1.6119656901,0.020468592
evo_acid_w__H9_2__1,-1.7076510305000001,0.447065211
evo_acid_w__B11_2__2,0.0074653119,1.1347542537
evo_acid_w__wt__3,-0.1765842292,0.3323040255
evo_acid_w__H9_2__2,-1.7262273836,0.27031906580000004
evo_acid_w__B11_2__3,-1.2246812849,1.2465900346
evo_acid_w__F11_2__3,-1.95592867,0.6354270228000001
evo_acid_w__F9_2__2,3.3097989755,-0.3237192961
evo_acid_w__wt__4,-1.14613534,-0.0933708045
evo_acid_w__wt__5,-1.1515044854,-0.1917985519
evo_acid_w__wt__6,-0.0704783346,0.0977677056
evo_acid_w__H9_1__2,1.6193226092000002,0.071522941
evo_acid_w__F9_1__1,0.0640319188,0.10880543270000001
evo_acid_w__F9_1__2,-0.5695296147000001,0.34284436830000004
evo_acid_w__B11_1__2,-2.6985391667,1.1615306256
evo_acid_w__H9_2__3,-1.9733755602,0.4164469682
evo_acid_w__wt__7,0.9962525931,-0.2357457499
evo_acid_w__F9_1__3,1.2421789585,0.41114705430000004
evo_acid_w__F9_2__3,3.4954264791,-0.0996878179
evo_acid_w__wt__8,-0.3512512352,0.0850726611
evo_acid_w__B11_1__3,-2.3946507873,1.3646329268000001
evo_acid_w__wt__9,0.131491311,-0.2327384951
evo_bz__c3_1_bz__1,1.7154988708,0.22068466850000001
evo_bz__c3_1_bz__2,3.1759760712,-0.6287484261
evo_bz__c3_1_bz__3,0.35601559390000004,-0.7648375679
evo_bz__c3_1_bz__4,0.5499409731,-0.7601178315
evo_bz__g5_1_bz__1,7.2182909466,-0.28712740330000003
evo_bz__g5_1_bz__2,2.2442692373,-0.7489941317000001
evo_bz__g5_1_bz__3,6.7867570859,-0.5860270022
evo_bz__g5_1_bz__4,2.662740039,-1.2136246414
evo_bz__g5_1_bz__5,1.393576977,-0.8661042025000001
evo_bz__g5_1_bz__6,1.3509940996,-1.2175919384
evo_bz__w3110d13__1,-0.5944501494000001,0.22688687340000002
evo_bz__w3110d13__2,-1.1477369096,0.23570723970000002
evo_bz__w3110d13__3,0.7284448882,-0.28730728110000003
evo_bz__w3110d13__4,-0.923626841,0.1120010751
evo_bz__w3110d13__5,1.2661429474,0.035093593900000004
evo_bz__w3110d13__6,0.6712260644,-0.3223815009
evo_bz__w3110d13_bz__1,-0.45192800920000004,-0.3568025161
evo_bz__w3110d13_bz__2,-0.49545027890000004,-0.4619830432
evo_bz__w3110d13_bz__3,2.2777504724,-0.7991206828
evo_bz__w3110d13_bz__4,-0.7026519827000001,-0.2089268733
evo_bz__c3_1_bz__5,1.5456091341,0.3214824456
evo_bz__c3_1_bz__6,1.1151643626,0.0596971847
evo_bz__g5_2_bz__1,1.2779149396,-1.1579654091
evo_bz__g5_2_bz__2,0.7251095849,-1.2309843764
evo_bz__g5_2_bz__3,0.4315942934,-1.0605650526
evo_bz__g5_2_bz__4,0.43164236570000003,0.18443723850000002
evo_bz__g5_2_bz__5,0.1416766194,-0.105587448
evo_bz__g5_2_bz__6,-0.029637680500000003,-0.1161031559
evo_bz__w3110d13_bz__5,1.4292494307,-0.6053004253000001
evo_bz__w3110d13_bz__6,1.0175057038,-0.9233798667
evo_bz__a1_1_bz__1,7.7371258978,-1.4513802591
evo_bz__a1_1_bz__2,-0.0603020565,-0.2646791465
evo_bz__a1_1_bz__3,2.0823130016,-1.1233978851
evo_bz__a1_1_bz__4,0.17109854800000002,-0.0257138519
evo_bz__a1_1_bz__5,3.7198733901,-0.492939283
evo_bz__a1_1_bz__6,1.8496492739,-1.1555834669
evo_metab__wt__1,2.3453601063000002,-0.4056589826
evo_metab__del_zwf__1,-1.5144764505000001,-0.5124772706
evo_metab__zwf_ale1__1,-1.1052269668,-0.2833160059
evo_metab__zwf_ale2__1,-1.0254498625,-0.0322257908
evo_metab__del_ppk__1,-2.1562422311000002,0.6361304589
evo_metab__ppk_ale1__1,-2.5703072213000002,0.9909118698
evo_metab__ppk_ale2__1,0.0439134609,-0.39911198480000004
evo_metab__ppk_ale3__1,-1.8701893269,0.0155814518
evo_metab__del_dapF__1,2.1110855211,-0.33306280120000004
evo_metab__dapF_ale1__1,0.997541887,-0.3366567397
evo_metab__dapF_ale3__1,3.1037115204,0.0579649661
evo_metab__del_entC__1,0.0043356327000000005,0.030207453500000002
evo_metab__entC_ale1__1,-1.2633381463,-0.0665310327
evo_metab__entC_ale2__1,-0.8862647473,-0.4762515913
evo_metab__del_dgk__1,1.8079881507,0.2509620587
evo_metab__dgk_ale1__1,-2.5698906181,0.8345330031
evo_metab__dgk_ale2__1,0.0995600531,0.5636104052
evo_metab__dgk_ale3__1,1.6023133806,-0.045689470600000004
evo_metab__wt__2,0.009946877600000001,-0.060295646700000004
evo_metab__del_zwf__2,0.2858172373,-0.2013338365
evo_metab__zwf_ale1__2,-5.5207355994,-0.158064076
evo_metab__zwf_ale2__2,-2.2232475229,-0.035313584200000005
evo_metab__del_ppk__2,-0.0996414041,0.0066734514000000005
evo_metab__ppk_ale1__2,-3.7080476367,0.3046086348
evo_metab__ppk_ale2__2,-4.7617532935,0.5822483717
evo_metab__ppk_ale3__2,-2.9695413614,0.6972428603
evo_metab__del_dapF__2,0.010201758,0.1433862428
evo_metab__dapF_ale1__2,-1.1356359632,-0.2247797679
evo_metab__dapF_ale3__2,0.1809879732,0.038183809
evo_metab__del_entC__2,-1.1241223221,0.0567733554
evo_metab__entC_ale1__2,-2.0962505665,-0.3405637532
evo_metab__entC_ale2__2,-4.1093497554,0.3156785572
evo_metab__entC_ale3__1,-5.7555654208,0.5013138755000001
evo_metab__del_dgk__2,2.4904397489,-0.00841663
evo_metab__dgk_ale1__2,-3.0204566427,0.4486865574
evo_metab__dgk_ale2__2,-2.2310401552,0.45780923300000004
evo_metab__dgk_ale3__2,-0.6286644144,0.0233120512
evo_metab__wt__3,-2.3553069838000003,0.46595462930000003
evo_metab__del_zwf__3,-2.2448665186,0.4142801123
evo_metab__zwf_ale1__3,-5.1305454348,0.0926040259
evo_metab__zwf_ale2__3,-2.2188886118,0.2806523336
evo_metab__del_ppk__3,-2.6977866196,0.2890141143
evo_metab__ppk_ale1__3,-5.9078866844,0.5795245876
evo_metab__ppk_ale2__3,-2.5554910955,0.4237829051
evo_metab__ppk_ale3__3,-2.1873546998,0.0144667205
evo_metab__del_dapF__3,-0.0781348641,0.2859534575
evo_metab__dapF_ale1__3,-1.1570382996,0.1558489143
evo_metab__dapF_ale3__3,-1.2614590729000001,0.6761768521
evo_metab__del_entC__3,-0.5693355117000001,-0.1964624047
evo_metab__entC_ale1__3,-4.9158466876,0.11629917020000001
evo_metab__entC_ale2__3,-5.263318556,0.32567938360000004
evo_metab__entC_ale3__2,-4.7756982248,0.6080788956000001
evo_metab__del_dgk__3,0.5358845894,0.29671207720000004
evo_metab__dgk_ale1__3,-3.6602682053,0.7531285888
evo_metab__dgk_ale2__3,-2.7742964932,0.6130645048000001
evo_metab__dgk_ale3__3,-2.4249749853,0.4508964874
flag_reg__wt__1,-1.0046692664,0.0750077504
flag_reg__del_fliA__1,3.0756439115,-0.2798328171
flag_reg__del_flhC__1,3.2774477694,0.0107611037
flag_reg__del_flhD__1,4.2022686722,-0.2092557327
flag_reg__wt__2,1.0046692664,-0.0750077504
flag_reg__del_fliA__2,3.7083798134,-0.1211591097
flag_reg__del_flhC__2,0.3549250147,-0.1757094461
flag_reg__del_flhD__2,3.6739694465,-0.0267009601
flgM__27C__1,-0.4180527113,-0.7872924289000001
flgM__27C__2,-0.4851799693,-0.6003726457
flgM__27C__3,-0.3066003788,-0.6435934216
flgM__32C__1,-0.3273952243,-0.53752565
flgM__32C__2,-0.27640915390000004,-0.5486973706
flgM__32C__3,-0.3452730048,-0.4869662001
flgM__37C__1,0.10422648970000001,-0.0044348681
flgM__37C__2,-0.18686654960000001,-0.0271098748
flgM__37C__3,0.0826400599,0.0315447429
flgM__42C__1,0.7236975688,0.1456468964
flgM__42C__2,0.7307731755,0.21926601380000002
flgM__42C__3,0.5646879324,-0.0164847638
histone__untreated__1,-0.1793889542,-0.053376591
histone__untreated__2,0.5498228434,0.3215571968
histone__untreated__3,-0.37043388920000003,-0.26818060590000004
histone__10ug_H2A__1,-0.1769274399,-0.27640253800000003
histone__10ug_H2A__2,-0.3109243578,0.0173952224
histone__10ug_H2A__3,-0.2008098623,-0.4486829567
histone__50ug_H2A__1,-0.770412337,-0.7165743426000001
histone__50ug_H2A__2,-0.6563382702,-0.6669283512
histone__50ug_H2A__3,-0.9720833703,-0.6006643849000001
histone__100ug_H2A__1,0.0088755216,-0.5235793155
histone__100ug_H2A__2,0.1704871742,-0.4640393366
histone__100ug_H2A__3,0.3114529983,-0.5165036072
hns__del_hns_spike__1,-2.9485689048,-0.1205522292
hns__del_hns_spike__2,-1.3241022993,0.33587552060000003
hns__del_hns__1,-3.0388022633,-0.0796540391
hns__del_hns__2,-0.55356078,0.32008751490000004
hns__wt_spike__1,-1.867336899,-0.12301206370000001
hns__wt_spike__2,5.7425963866,0.41248628470000004
hns__wt__1,-1.6415176164,-0.1172294304
hns__wt__2,1.6415176164,0.1172294304
hns_stpA__evo100G4_delhns_delstpA__1,-0.4390931543,-1.3114099219
hns_stpA__evo100G4_delhns_delstpA__2,0.7604021447,-1.303284901
hns_stpA__evo100G12_delhns_delstpA__1,-3.2364456046,0.0447459632
hns_stpA__evo100G12_delhns_delstpA__2,-3.2526300319,-0.33958165690000003
hns_stpA__delhns_delstpA_delrpoS__1,-2.9782641259,-0.3114033993
hns_stpA__delhns_delstpA_delrpoS__2,-6.24474711,-0.34880275980000003
hns_stpA__wt__1,0.7279107124,0.17600743630000001
hns_stpA__wt__2,-0.7279107124,-0.17600743630000001
hns_stpA__delhns_delstpA__1,-6.5877206161,-2.2610028819
hns_stpA__delhns_delstpA__2,-6.6435805352,-1.8146762198
hu__wt_log_pH7__1,-1.9201432498000002,-0.8547052099
hu__wt_log_pH7__2,-1.4062702464,-0.37924012570000004
hu__wt_log_pH7__3,-1.4663391912,-0.41112143570000004
hu__wt_lag_pH7__1,0.14496848140000002,0.1339459648
hu__wt_lag_pH7__2,0.2238262209,-0.44163315870000003
hu__wt_lag_pH7__3,-0.3687947024,0.30768719380000004
hu__delhupA_lag_pH7__1,0.9533385571,0.4696460831
hu__delhupA_lag_pH7__2,-0.0983997966,-0.1917834477
hu__delhupA_lag_pH7__3,-0.3826345326,-0.0356904622
hu__delhupB_lag_pH7__1,-0.0884216312,-0.12040379650000001
hu__delhupB_lag_pH7__2,0.4041663418,-0.2704854082
hu__delhupB_lag_pH7__3,-0.4859558809,-0.1358549092
hu__delhupAhupB_lag_pH7__1,0.9968789487,0.1892472006
hu__delhupAhupB_lag_pH7__2,-0.5547992994000001,-0.23488981920000002
hu__delhupAhupB_lag_pH7__3,0.8970579812,0.2018951019
hu__hupAE34K_hupB_lag_pH7__1,0.8872502751,0.1080801364
hu__hupAE34K_hupB_lag_pH7__2,0.5738534067000001,-0.1236391468
hu__hupAE34K_hupB_lag_pH7__3,-0.08393778040000001,0.1394422023
hu__hupAE34K_delhupB_lag_pH7__1,0.7083949743,0.3059319473
hu__hupAE34K_delhupB_lag_pH7__2,0.7421178319,-0.1970437345
hu__hupAE34K_delhupB_lag_pH7__3,-0.2045973097,0.3211866138
hu__wt_lag_pH5__1,-0.027321021900000002,0.3083142809
hu__wt_lag_pH5__2,0.6149075758,0.4623031812
hu__wt_lag_pH5__3,0.2837706973,-0.0795064271
hu__delhupA_lag_pH5__1,0.0391640713,0.1308131751
hu__delhupA_lag_pH5__2,1.0027362509,0.5038479261000001
hu__delhupA_lag_pH5__3,-0.1563170404,0.0744184132
hu__delhupAhupB_lag_pH5__1,0.3440293399,-0.1912449708
hu__delhupAhupB_lag_pH5__2,0.7319534192,0.1116657213
hu__delhupAhupB_lag_pH5__3,0.3454085948,-0.5327340378000001
hu__hupAE34K_hupB_lag_pH5__1,-0.0345107869,0.1099636981
hu__hupAE34K_hupB_lag_pH5__2,0.49715276880000003,-0.0085583162
hu__hupAE34K_hupB_lag_pH5__3,0.8775677350000001,-0.06391518360000001
hu__hupAE34K_delhupB_lag_pH5__1,-0.0400769089,-0.0784486383
hu__hupAE34K_delhupB_lag_pH5__2,0.43771243120000003,0.4119314644
hu__hupAE34K_delhupB_lag_pH5__3,-0.2266021369,-0.0656945733
hyperpersistence__low_GFP__1,-0.07109313140000001,0.0769895007
hyperpersistence__wt__1,-0.0034007103,-0.1550814225
hyperpersistence__high_GFP__1,0.9605972012,-0.18136281
hyperpersistence__pth_mut__1,0.3186436117,-0.1518123204
hyperpersistence__pth_mut__2,0.5037048876,-0.12515657600000002
hyperpersistence__metG_mut__1,1.1029807299,-0.0329968385
hyperpersistence__metG_mut__2,0.6695751926,-0.31978981840000004
hyperpersistence__high_GFP__2,0.5209866206,-0.294865017
hyperpersistence__wt__2,0.0034007103,0.1550814225
hyperpersistence__low_GFP__2,-0.569030849,-0.2301104253
kan_efg__cpxAF218Y__1,0.8280462278,0.7985381449000001
kan_efg__cpxAF218Y__2,1.6325893372,0.8999009523
kan_efg__cyaAN600Y__1,-0.6346360212000001,0.5396995804
kan_efg__cyaAN600Y__2,0.8859100515,0.6103528826
kan_efg__fusAA608E__1,0.0315728227,0.0720414102
kan_efg__fusAA608E__2,-0.2536930952,0.014004714500000001
kan_efg__fusAA608E_cpxAF218Y__1,1.3908889644,0.5590785770000001
kan_efg__fusAA608E_cpxAF218Y__2,1.8616344347,0.6042839237000001
kan_efg__fusAA608E_cyaAN600Y__1,0.2444074008,0.3377032251
kan_efg__fusAA608E_cyaAN600Y__2,0.7201945623,0.3015810806
kan_efg__fusAA608E_rpoDL261Q__1,0.4672657397,0.5187092955
kan_efg__fusAA608E_rpoDL261Q__2,1.0117697545,0.5798157631
kan_efg__fusAA608E_topAS180L__1,0.5254683603,0.17889160410000002
kan_efg__fusAA608E_topAS180L__2,1.6972364069,0.1511010813
kan_efg__rpoDL261Q__1,-0.5737890069,0.40202989110000004
kan_efg__rpoDL261Q__2,-0.1433031296,0.6171768164
kan_efg__wt__1,-0.3442148014,-0.1220469196
kan_efg__wt__2,0.3442148014,0.1220469196
lrp__wt_min_log__1,0.24663811100000002,-0.042491686800000004
lrp__wt_min_log__2,-0.24663811100000002,0.042491686800000004
lrp__wt_min_trans__1,-6.208679955,-0.47407844530000004
lrp__wt_min_trans__2,-6.9122142028999995,-0.1171454846
lrp__wt_min_stat__1,6.2531803906,-2.1248414009
lrp__wt_min_stat__2,7.8234733298,-1.7228415890000002
lrp__wt_liv_log__1,-2.1459627435,0.1641913727
lrp__wt_liv_log__2,-1.6500413209,0.12009047710000001
lrp__wt_liv_trans__1,-7.2177343875,-0.1223391358
lrp__wt_liv_trans__2,-6.7515926298,-0.5169875503
lrp__wt_liv_stat__1,5.187380242,-1.7572298934
lrp__wt_liv_stat__2,5.8194942788,-1.4955093621
lrp__wt_rich_log__1,-6.6722728409,-0.2603771285
lrp__wt_rich_log__2,-6.1194862071,-0.1894739577
lrp__wt_rich_trans__1,-5.6136785073,-1.4144883082
lrp__wt_rich_trans__2,-5.3405954649,-1.4028589618
lrp__wt_rich_stat__1,4.0383856506,-0.3581811277
lrp__wt_rich_stat__2,6.0199726466,-0.3952929922
lrp__dellrp_min_log__1,-1.8613860399000002,0.2740219684
lrp__dellrp_min_log__2,-1.281123024,0.23936951720000002
lrp__dellrp_min_trans__1,-7.396355841,-0.6092584796
lrp__dellrp_min_trans__2,-4.182451381,-1.1535713893
lrp__dellrp_min_stat__1,4.4808179311,-1.9722989889
lrp__dellrp_min_stat__2,4.5330204188,-1.4233115857
lrp__dellrp_liv_log__1,0.1792965818,-0.1426169575
lrp__dellrp_liv_log__2,-0.0389383427,-0.290370079
lrp__dellrp_liv_trans__1,-6.8911887381,-0.2381285076
lrp__dellrp_liv_trans__2,-7.3619246535,-0.3047962366
lrp__dellrp_liv_stat__1,4.3366919111,-1.566490438
lrp__dellrp_liv_stat__2,5.0894736818,-1.7688460505
lrp__dellrp_rich_log__1,-7.3338607513,0.0046797296
lrp__dellrp_rich_log__2,-7.0546893129,-0.2543586351
lrp__dellrp_rich_trans__1,-6.3579234039,-1.0585352806
lrp__dellrp_rich_trans__2,-6.9503755178,-1.4594204648
lrp__dellrp_rich_stat__1,-8.0366057886,-0.4259758377
lrp__dellrp_rich_stat__2,-7.4322580616,-0.6631451679
mazF_circuit__t0__1,-0.031210416100000003,0.10896847800000001
mazF_circuit__t2__1,2.5779522028,0.4200005619
mazF_circuit__t4__1,3.2533017605,0.3988899862
mazF_circuit__t6__1,1.3512083165,0.0681657055
mazF_circuit__t8__1,1.8963143218,0.0455639356
mazF_circuit__t0__2,0.031210416100000003,-0.10896847800000001
mazF_circuit__t2__2,2.9206038062,0.043358933100000004
mazF_circuit__t4__2,2.3166555487,0.3563841427
mazF_circuit__t6__2,3.4054331696,0.3453947476
mazF_circuit__t8__2,1.9817421962,-0.2511866587
mazF_ribo__emptyvec_mrna_5m__1,-0.34994467830000003,-0.0532924961
mazF_ribo__emptyvec_mrna_5m__2,0.34994467830000003,0.0532924961
mazF_ribo__mazF_mrna_5m__1,-3.9603765068000003,0.3585440455
mazF_ribo__mazF_mrna_5m__2,-4.1126672602,0.22517338920000002
mazF_ribo__emptyvec_total_5m__1,0.5028541946,-1.3044848988
mazF_ribo__emptyvec_total_5m__2,-0.7006171053,-1.1390255287
mazF_ribo__mazF_total_60m__1,-8.8025826,-0.1073021856
mazF_ribo__mazF_total_60m__2,-9.052410229,0.006255509
mercury__ctrl_t00__1,0.027205110100000002,0.2186084197
mercury__ctrl_t10__1,0.6817519893,-0.0993105427
mercury__ctrl_t30__1,-0.9794972274,0.045238527800000004
mercury__ctrl_t60__1,-1.2790494692,0.5030990618
mercury__hg_t10__1,0.5342205791,-0.1831026906
mercury__hg_t30__1,2.4383676181,0.8471452855
mercury__hg_t60__1,2.209935719,0.5540034057000001
mercury__pma_t10__1,0.4613761812,0.7030210153
mercury__pma_t30__1,1.01324387,0.7223480334
mercury__pma_t60__1,-2.4288602075,-0.0107922546
mercury__ctrl_t00__2,0.0907203104,-0.0549087773
mercury__ctrl_t10__2,0.0292995918,0.0010224724
mercury__ctrl_t30__2,-1.2172003592,0.1288887153
mercury__ctrl_t60__2,-1.1591393781,0.5899998949
mercury__hg_t10__2,0.8994977834000001,0.061130293200000005
mercury__hg_t30__2,2.1885500362,0.8440139807
mercury__hg_t60__2,-0.2412789685,0.3617030795
mercury__pma_t10__2,0.6564795978,0.8332432474
mercury__pma_t30__2,1.2623398279,0.5898625102
mercury__pma_t60__2,0.0416334602,0.0606193012
mercury__ctrl_t00__3,-0.1179254205,-0.1636996424
mercury__ctrl_t10__3,0.3565913171,-0.1495403767
mercury__ctrl_t30__3,-1.2827814499,0.2010383594
mercury__ctrl_t60__3,-1.6865065652,0.2924262412
mercury__hg_t10__3,0.0367469859,-0.7031584111
mercury__hg_t30__3,2.7872230987,0.4902698962
mercury__hg_t60__3,0.37551450210000004,0.3182966304
mercury__pma_t10__3,0.0316465403,0.7070888197
mercury__pma_t30__3,0.8206821793,0.6650073446
mercury__pma_t60__3,-0.1555729551,-0.08826364340000001
ml_abx__az_lolcde__1,-0.0336295721,0.0644569087
ml_abx__az_lolcde__2,-1.1164317156,0.2901997395
ml_abx__az_lolcde__3,-1.3375771827,0.4020098153
ml_abx__b01__1,0.3904868078,-0.0074726919
ml_abx__b01__2,0.7633100816,-0.015114792600000001
ml_abx__b01__3,-0.4288826719,0.23542094900000002
ml_abx__cro__1,0.2648523034,0.2212732529
ml_abx__cro__2,-0.6389451763,0.2793544247
ml_abx__cro__3,-0.3892363042,0.2589275857
ml_abx__chl__1,1.2684996981,-0.7851556873000001
ml_abx__chl__2,1.5232193831,-1.0073427432
ml_abx__chl__3,1.4795732462,-0.9842715732
ml_abx__cip__1,0.3315094156,0.2011725653
ml_abx__cip__2,0.13672921130000001,0.3970312776
ml_abx__cip__3,0.1398772612,0.0672365825
ml_abx__clr__1,1.6100978081,-0.0023020823
ml_abx__clr__2,1.822070072,0.2155459858
ml_abx__clr__3,1.9957788548000002,-0.0798377244
ml_abx__cst__1,0.40842576950000004,0.1808203333
ml_abx__cst__2,-0.1524264891,0.3403120136
ml_abx__cst__3,-0.3426211837,0.5276474317000001
ml_abx__ctrl__1,0.6755144953000001,-0.20314830120000002
ml_abx__ctrl__2,0.5881822678,0.023262134
ml_abx__ctrl__3,-0.1916054777,0.06351132770000001
ml_abx__ctrl__4,-0.29592750570000004,0.15884539720000002
ml_abx__ctrl__5,-0.3932736617,-0.0687700672
