,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,-5.301133333366667,0.32887520936265974,3.0,0.0,-5.6537666667,1.0,-5.0027666667,2.0,-5.2468666667,,,,,,,,,,
1,LB__LBtran,-3.4885000000333335,0.2210715796599222,3.0,3.0,-3.2656666667,4.0,-3.4920666667,5.0,-3.7077666667,,,,,,,,,,
2,LB__LBstat,-3.3199666666999996,0.10933924272647944,3.0,6.0,-3.2721666667,7.0,-3.2426666667,8.0,-3.4450666667,,,,,,,,,,
3,LB__LBGexp,-5.7465000000333335,0.06333816648225125,3.0,9.0,-5.7246666667,10.0,-5.8178666667000005,11.0,-5.6969666667,,,,,,,,,,
4,LB__LBGtran,-4.8847666667,0.21312198384962486,2.0,12.0,-5.0354666667,13.0,-4.7340666667,,,,,,,,,,,,
5,LB__LBGstat,-5.6526333333666665,0.2612147839103546,3.0,14.0,-5.7696666667,15.0,-5.8348666667,16.0,-5.3533666667,,,,,,,,,,
6,Life Cycle__S0,-4.9965000000333335,0.2937868331517486,3.0,17.0,-5.0608666667,18.0,-5.2527666667,19.0,-4.6758666667,,,,,,,,,,
7,Life Cycle__S1,-1.7811000000333335,0.11748941796320775,3.0,20.0,-1.7406666667000001,21.0,-1.9134666667,22.0,-1.6891666667,,,,,,,,,,
8,Life Cycle__S2,-1.9207000000333334,0.05081873014286501,3.0,23.0,-1.8638666667,24.0,-1.9617666667,25.0,-1.9364666667,,,,,,,,,,
9,Life Cycle__S3,0.030633333300000065,2.0193555457125427,2.0,26.0,-1.3972666667,27.0,1.4585333333000001,,,,,,,,,,,,
10,Life Cycle__S4,-1.4004666666999999,0.22148659101625096,3.0,28.0,-1.3198666667,29.0,-1.2305666667,30.0,-1.6509666667,,,,,,,,,,
11,Life Cycle__S5,-0.5257333333666667,0.18020156307128232,3.0,31.0,-0.7293666667,32.0,-0.38686666670000003,33.0,-0.4609666667,,,,,,,,,,
12,Life Cycle__S6,-2.5487666667,1.3077470539606875,8.0,34.0,-2.0105666667,35.0,-4.5427666667,36.0,-1.6853666667,37.0,-2.3152666667,38.0,-4.6934666667,39.0,-2.0733666667,40.0,-1.6423666667,41.0,-1.4269666667
13,Life Cycle__S7,-2.3919666666999997,0.24084233431853308,3.0,42.0,-2.2438666667,43.0,-2.6698666667,44.0,-2.2621666666999998,,,,,,,,,,
14,Life Cycle__S8,-3.4604166667,0.8081523402181052,2.0,45.0,-2.8889666667,46.0,-4.0318666667,,,,,,,,,,,,
15,Life Cycle__G135,-5.6478166667,0.04518412331782059,2.0,47.0,-5.6797666667,48.0,-5.6158666667,,,,,,,,,,,,
16,Life Cycle__G150,-5.622333333366666,0.20905760769063958,3.0,49.0,-5.6166666667000005,50.0,-5.8341666667,51.0,-5.4161666667,,,,,,,,,,
17,Life Cycle__G180,-5.878133333366667,0.12590414343195103,3.0,52.0,-5.7422666667,53.0,-5.9012666667,54.0,-5.9908666667,,,,,,,,,,
18,Stress Time Course__C30,-4.2820666667000005,0.14948237354283633,2.0,55.0,-4.3877666667,56.0,-4.1763666667,,,,,,,,,,,,
19,Stress Time Course__C90,-2.2461666666999998,0.2261327486234581,2.0,57.0,-2.4060666667,58.0,-2.0862666667,,,,,,,,,,,,
20,Biofilm__BI,-3.6944666667000003,0.019798989873223347,2.0,59.0,-3.6804666667,60.0,-3.7084666667,,,,,,,,,,,,
21,Biofilm__BC,-3.4836916667,0.2179191956513545,4.0,61.0,-3.3258666667,62.0,-3.5525666666999998,63.0,-3.2948666667,64.0,-3.7614666667,,,,,,,,
22,Biofilm__Sw,-2.7851166667,0.21686964978991427,2.0,65.0,-2.9384666667,66.0,-2.6317666667,,,,,,,,,,,,
23,Life Cycle__BT,-2.0597666667,0.17479679630931444,2.0,67.0,-1.9361666667000001,68.0,-2.1833666667,,,,,,,,,,,,
24,Life Cycle__B36,-0.8881166667,0.091146064094946,2.0,69.0,-0.9525666667,70.0,-0.8236666667,,,,,,,,,,,,
25,Life Cycle__B60,-1.2152666666999998,0.1357645019878171,2.0,71.0,-1.1192666667,72.0,-1.3112666667,,,,,,,,,,,,
26,M9__M9exp,-3.3333326839487164e-11,0.24573209666898083,3.0,73.0,0.2734333333,74.0,-0.0710666667,75.0,-0.2023666667,,,,,,,,,,
27,M9__M9tran,-1.6393333333666664,0.2802112120050398,3.0,76.0,-1.8909666667,77.0,-1.6896666667,78.0,-1.3373666667,,,,,,,,,,
28,M9__M9stat,-4.093000000033333,0.14023060769080803,3.0,79.0,-4.0259666667,80.0,-3.9988666667,81.0,-4.2541666667,,,,,,,,,,
29,Supplement__M+G,-0.5789000000333333,0.23348424643502894,3.0,82.0,-0.8449666667,83.0,-0.48356666670000004,84.0,-0.4081666667,,,,,,,,,,
30,Supplement__Glu,0.19219999996666667,0.07471347491137949,3.0,85.0,0.1436333333,86.0,0.1547333333,87.0,0.2782333333,,,,,,,,,,
31,Supplement__Fru,-0.2752666667,0.48659668104088005,3.0,88.0,0.21683333330000001,89.0,-0.2864666667,90.0,-0.7561666667,,,,,,,,,,
32,Supplement__Mal,-0.8951000000333332,0.33577287462410255,3.0,91.0,-1.2424666667,92.0,-0.8705666667,93.0,-0.5722666667,,,,,,,,,,
33,Supplement__G+S,-0.5755666667,0.39201999948982197,2.0,94.0,-0.8527666667,95.0,-0.2983666667,,,,,,,,,,,,
34,Supplement__Pyr,-1.8316666667000001,0.2705182433774108,3.0,96.0,-2.1162666667,97.0,-1.5778666666999999,98.0,-1.8008666667000002,,,,,,,,,,
35,Supplement__Gly,-0.9433000000333333,1.0259147641657826,3.0,99.0,-0.8868666667,100.0,0.053233333300000005,101.0,-1.9962666667,,,,,,,,,,
36,Supplement__Glucon,-1.0637000000333334,0.31607948894753246,3.0,102.0,-1.1752666667,103.0,-0.7069666667000001,104.0,-1.3088666667,,,,,,,,,,
