,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,0.6034666667,0.3527230783490074,3.0,0.0,0.7051666667,1.0,0.8941666667,2.0,0.21106666670000002,,,,,,,,,,
1,LB__LBtran,-1.6428999999666665,0.4460904093716131,3.0,3.0,-2.0270333333,4.0,-1.1536333333,5.0,-1.7480333333,,,,,,,,,,
2,LB__LBstat,-1.1782333333000001,0.032343623792024344,3.0,6.0,-1.1431333333,7.0,-1.1847333333,8.0,-1.2068333333,,,,,,,,,,
3,LB__LBGexp,-0.20249999996666668,0.1318421151731621,3.0,9.0,-0.34493333330000003,10.0,-0.1778333333,11.0,-0.0847333333,,,,,,,,,,
4,LB__LBGtran,-1.9320333333,0.9524728342582794,2.0,12.0,-2.6055333333,13.0,-1.2585333333,,,,,,,,,,,,
5,LB__LBGstat,-1.3379999999666667,1.0616882326433374,3.0,14.0,-0.7940333333,15.0,-0.6585333333000001,16.0,-2.5614333333,,,,,,,,,,
6,Life Cycle__S0,0.4233333333666667,0.32294987743198383,3.0,17.0,0.1079666667,18.0,0.4086666667,19.0,0.7533666667000001,,,,,,,,,,
7,Life Cycle__S1,0.2849666667,0.15800882886725034,3.0,20.0,0.2486666667,21.0,0.4579666667,22.0,0.1482666667,,,,,,,,,,
8,Life Cycle__S2,-0.5265333333,0.5943867511982412,3.0,23.0,0.10756666670000001,24.0,-0.6161333333,25.0,-1.0710333333,,,,,,,,,,
9,Life Cycle__S3,-0.03998333329999999,0.3868581199871602,2.0,26.0,0.2335666667,27.0,-0.3135333333,,,,,,,,,,,,
10,Life Cycle__S4,-0.8659333333000001,0.45205593680428535,3.0,28.0,-0.3483333333,29.0,-1.0662333333,30.0,-1.1832333333,,,,,,,,,,
11,Life Cycle__S5,-0.7728333333,0.15270641767784351,3.0,31.0,-0.8043333333,32.0,-0.9073333333,33.0,-0.6068333333,,,,,,,,,,
