,PN96_RS19770
SBRG_BHIN_Growth_Late_1,1.5978780745
SBRG_BHIN_Growth_Late_2,1.4257374985000002
SBRG_BHIN_Growth_Mid_1,2.4892004555
SBRG_BHIN_Growth_Mid_2,-0.4505461284999998
SBRG_BHIN_Growth_Stat_1,-0.4510074484999999
SBRG_BHIN_Growth_Stat_2,-0.7361089114999999
SBRG_LBv2_Growth_Late_1,0.1947545834999999
SBRG_LBv2_Growth_Late_2,0.1348324724999998
SBRG_LBv2_Growth_Mid_1,-0.1237182205
SBRG_LBv2_Growth_Mid_2,0.1237182205000002
SBRG_LBv2_Growth_Stat_1,0.0859385695000001
SBRG_LBv2_Growth_Stat_2,-1.4908105905
SBRG_MHB_Rich_Mid_1,-0.3598381415
SBRG_MHB_Rich_Mid_2,-0.8380840285
SBRG_NBO_Rich_Mid_1,-0.3249966755
SBRG_NBO_Rich_Mid_2,0.1551207985
SBRG_M9Na_Arabinose_Mid_1,-0.4799007839999998
SBRG_M9Na_Arabinose_Mid_2,-0.0396576579999998
SBRG_M9Na_Galactose_Mid_1,0.0412282219999999
SBRG_M9Na_Galactose_Mid_2,-0.3173311129999998
SBRG_M9Na_GlcNAcGrowth_Late_1,0.2317484759999999
SBRG_M9Na_GlcNAcGrowth_Late_2,0.2886053209999999
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.027656286
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.0534914880000001
SBRG_M9Na_GlcNAcGrowth_Stat_1,-0.7209542010000001
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.157270959
SBRG_M9Na_GlcNAc_Mid_1,0.3553759859999998
SBRG_M9Na_GlcNAc_Mid_2,-0.0154344399999999
SBRG_M9Na_Gluconate_Mid_1,-1.396061588
SBRG_M9Na_Gluconate_Mid_2,-0.329604904
SBRG_M9Na_Glucosamine_Mid_1,-1.481615193
SBRG_M9Na_Glucosamine_Mid_2,-0.9139348159999998
SBRG_M9Na_Glycerol_Mid_1,-0.7230744090000001
SBRG_M9Na_Glycerol_Mid_2,-0.778956033
SBRG_M9Na_Maltose_Mid_1,0.301077808
